location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35039,2020-01-01,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,6.09,8.41,9.28,5.22,4.64,5.51,19.44,14.51,,,6.09,5.51,5.22,,16.25,5.22,7.54,4.35,36.56,4.06,4.35,-9.872222,-18.05,-0.583333,0.0,78.74,-15.611111,65.445215
US_NM_35039,2020-01-02,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,4.82,7.95,8.8,5.39,5.67,,16.46,12.77,,5.96,4.82,,,7.66,22.7,4.26,7.66,4.54,36.03,,7.95,-7.85,-15.95,-0.405556,0.22225,50.8,-11.185185,78.388156
US_NM_35039,2020-01-03,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,,6.41,8.64,6.41,6.97,,15.61,6.13,,6.97,4.18,3.9,,5.85,27.59,,5.57,4.74,30.38,5.3,6.97,-9.7,-17.772222,0.166667,0.03175,50.8,-13.728395,71.817595
US_NM_35039,2020-01-04,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,,11.16,7.24,,5.43,,20.22,10.56,,6.34,4.53,8.15,,5.43,18.11,5.13,6.94,4.83,35.3,10.26,,-6.472222,-15.477778,3.580247,0.1016,50.8,-11.851852,66.59782
US_NM_35039,2020-01-05,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,4.05,9.25,6.93,4.33,7.51,6.93,20.52,11.27,4.91,5.2,,6.36,,6.07,22.25,6.36,4.91,8.09,35.26,4.62,5.78,-3.85,-13.288889,5.877778,0.0,30.48,-10.925926,60.19511
US_NM_35039,2020-01-06,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,4.31,7.18,9.77,6.89,8.9,7.47,17.81,12.64,,6.61,4.31,4.88,,,16.95,6.03,5.17,4.02,38.2,4.31,4.02,-4.044444,-11.55,3.988889,0.0,30.48,-11.932099,56.546047
US_NM_35039,2020-01-07,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,,,7.77,5.0,,5.0,15.26,9.99,,5.0,4.72,,,3.88,21.64,,8.88,3.88,31.91,5.27,4.44,-6.783333,-14.405556,3.138889,0.0,30.48,-14.216049,56.257587
US_NM_35039,2020-01-08,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,3.88,5.55,6.11,7.49,,5.55,14.15,11.1,3.88,6.94,3.88,,,5.0,31.91,4.16,7.22,,26.64,15.54,,-6.177778,-14.116667,3.383333,0.0,30.48,-13.037037,58.679771
US_NM_35039,2020-01-09,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,,5.77,7.69,6.59,,7.14,19.78,11.26,,7.69,4.12,,4.4,6.59,35.72,4.95,6.04,,36.54,17.03,4.4,-4.177778,-11.577778,2.227778,0.0,30.48,-11.561728,58.37247
US_NM_35039,2020-01-10,ChIJiY5DiCerIocRRwqPk9axzOg,Q156481,geoId/35039,US,United States of America,NM,New Mexico,35039,Rio Arriba County,US,USA,2,,,,,,,39235,19225,20010,5157,5058,4535,4414,4483,5413,5247,3227,1701,1411401,36.51,-106.7,15171,79.25,,,,,5.64,8.86,7.52,6.98,4.83,,17.19,12.62,4.83,6.18,,4.03,,5.37,23.9,4.57,5.37,5.1,34.1,5.1,7.25,-6.111111,-13.05,-0.294444,0.254,30.48,-10.179012,72.986962
