location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_PA_42123,2020-01-01,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,7.29,5.13,4.32,7.29,6.21,3.78,7.83,4.86,11.35,8.91,6.48,6.48,7.02,6.75,3.78,,5.67,7.02,27.83,5.94,6.21,,5.4,5.13,39.17,4.59,7.57,5.67,3.78,4.05,-2.116667,-3.3,1.55,2.088444,,-6.465278,76.076239
US_PA_42123,2020-01-02,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,4.67,9.83,4.18,15.98,9.1,6.14,7.13,3.44,15.73,13.03,4.42,9.34,5.9,7.13,3.69,5.41,5.16,7.13,29.25,7.38,9.1,6.88,4.42,7.87,34.17,6.88,9.83,4.18,5.16,6.39,2.072222,-3.072222,6.472222,0.2032,99.06,-4.576389,63.856786
US_PA_42123,2020-01-03,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,,6.59,3.42,11.23,7.57,9.76,8.3,5.12,12.69,7.57,4.15,8.3,3.42,6.59,5.37,3.9,5.12,9.27,28.31,6.34,6.83,4.88,5.86,6.59,41.0,4.39,10.25,6.59,,6.1,6.461111,1.944444,7.744444,0.564444,50.8,4.208333,86.178045
US_PA_42123,2020-01-04,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,7.26,5.65,4.04,9.15,9.15,5.65,6.19,3.77,16.68,8.07,,8.07,4.04,4.57,4.84,4.57,4.84,6.19,26.1,7.26,6.73,4.57,4.84,4.84,44.13,,6.46,5.92,3.77,,3.161111,-0.227778,6.45,4.487333,,2.340278,93.135819
US_PA_42123,2020-01-05,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,4.95,6.32,5.22,10.17,4.67,5.5,7.42,3.85,14.85,6.32,4.95,6.05,5.22,5.5,5.77,4.4,7.97,7.97,24.74,5.5,6.87,4.4,5.22,4.95,42.06,,5.22,7.15,,5.5,-1.138889,-2.2,2.927778,0.677333,,-4.958333,78.659605
US_PA_42123,2020-01-06,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,5.47,6.22,6.47,7.96,7.96,8.95,7.96,3.48,15.92,10.94,,11.94,3.73,4.23,7.21,6.47,5.97,7.71,31.84,7.21,5.97,,6.96,5.72,42.78,6.22,10.7,4.97,3.48,,0.611111,-2.716667,2.794444,1.016,,-4.104167,72.412126
US_PA_42123,2020-01-07,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,5.98,7.48,,11.96,7.97,7.48,8.72,,15.45,8.22,3.99,11.46,,4.24,4.24,4.98,,9.47,26.91,10.22,6.73,4.24,3.74,7.97,44.6,4.98,9.47,,5.98,4.24,-0.138889,-3.183333,2.766667,0.2032,,-5.847222,68.524331
US_PA_42123,2020-01-08,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,4.76,9.52,5.76,9.52,9.02,7.26,7.76,5.51,16.03,8.02,6.01,9.27,4.76,4.01,4.01,5.76,,5.51,29.81,6.51,8.77,,4.76,5.26,37.07,,11.27,9.02,4.51,,-2.472222,-6.566667,1.922222,1.157111,,-7.111111,73.492897
US_PA_42123,2020-01-09,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,4.57,3.81,,8.12,9.89,10.15,6.59,,15.98,9.64,4.06,10.4,,4.31,5.83,,8.37,8.12,25.11,6.09,8.62,,,6.09,40.08,4.31,5.58,8.12,,5.07,-6.1,-11.005556,0.65,0.620889,50.8,-12.868056,61.481501
US_PA_42123,2020-01-10,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,5.57,9.37,,8.36,12.91,7.59,3.54,,13.42,9.87,5.32,7.85,,5.57,4.05,3.8,6.84,8.61,29.88,6.08,5.82,,6.33,,37.72,4.05,9.12,,5.32,7.85,4.55,-0.161111,8.683333,1.241778,30.48,-0.888889,70.633898
US_PA_42123,2020-01-11,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,3.82,4.64,6.01,6.28,4.91,5.73,4.91,,14.47,9.56,5.73,4.64,6.01,5.73,6.55,,5.73,5.19,31.94,8.19,7.1,,4.64,5.19,42.32,6.83,9.83,6.28,4.09,4.09,12.055556,3.522222,17.983333,7.507111,,8.944444,80.839548
US_PA_42123,2020-01-12,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,4.96,8.0,,8.55,9.1,5.79,7.45,3.86,15.99,9.38,9.93,8.27,6.89,7.17,5.79,4.96,4.14,7.45,24.82,4.14,6.62,,,5.79,37.23,4.41,7.17,6.62,6.07,,4.866667,-0.972222,16.194444,3.019778,,2.569444,81.414256
US_PA_42123,2020-01-13,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,,8.01,4.39,8.79,9.05,7.24,9.31,,19.13,11.37,6.2,12.15,4.14,5.95,7.5,5.43,3.88,8.53,29.98,5.17,7.75,4.39,,5.95,37.22,4.65,9.56,4.65,6.2,3.62,2.077778,-1.005556,8.283333,0.8382,,-0.784722,80.792433
US_PA_42123,2020-01-14,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,,6.28,,7.54,12.56,5.28,9.54,,15.32,6.28,9.8,11.05,3.77,4.02,5.28,4.77,,7.54,34.41,8.04,6.53,6.78,3.52,6.03,42.95,7.03,7.54,7.03,4.52,6.28,2.75,-1.455556,8.805556,0.0,,-0.173611,81.710295
US_PA_42123,2020-01-15,ChIJzzfkDrg2zYkRpcTR2iV5Sbk,Q495662,geoId/42123,US,United States of America,PA,Pennsylvania,42123,Warren County,US,USA,2,,,,,,,39679,19901,19778,4097,4394,4061,4125,4567,6264,6060,3793,2318,416689,41.81,-79.27,899,78.530769,,,,,,4.44,6.91,,13.57,7.9,5.18,7.16,6.91,10.86,11.11,,9.38,5.68,6.17,7.16,4.94,,8.89,33.81,5.92,5.68,,,5.68,38.01,4.44,9.63,6.91,7.16,4.69,3.116667,-1.15,8.188889,0.0,,-1.236111,73.769386
