location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MD_24023,2020-01-11,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,5.49,7.63,8.54,,5.19,11.6,4.58,,9.15,,6.41,4.58,7.63,5.8,18.0,,6.41,7.02,,41.8,,6.71,5.8,4.88,15.462963,9.506173,21.296296,0.225778,50.8,9.027778,64.571425
US_MD_24023,2020-01-12,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,5.53,8.78,11.38,7.81,6.5,4.88,13.99,6.5,,9.76,4.88,7.48,4.55,,6.18,22.44,5.86,6.83,,6.83,44.89,6.5,6.5,,6.18,12.462963,5.666667,20.58642,14.689667,,7.548611,70.785067
US_MD_24023,2020-01-13,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,8.56,7.57,8.56,7.24,4.61,7.24,13.16,7.9,5.59,12.84,,,,,9.54,27.64,6.25,7.24,6.91,5.92,39.49,,11.85,7.24,7.24,5.148148,0.308642,12.438272,0.649111,,2.430556,83.830059
US_MD_24023,2020-01-14,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,6.5,7.15,8.45,9.1,9.1,14.3,10.07,5.85,11.37,,6.17,6.5,5.85,11.7,28.92,8.45,8.12,5.85,7.15,49.71,8.12,7.47,7.47,6.82,6.148148,1.259259,11.469136,1.524,,4.798611,91.688615
US_MD_24023,2020-01-15,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,7.61,4.63,8.61,8.61,7.61,6.62,14.89,9.6,7.61,8.61,,7.28,8.94,6.29,13.24,32.77,4.63,7.28,7.94,6.95,46.67,,10.92,,,6.987654,0.469136,16.240741,1.735667,,3.694444,79.415032
US_MD_24023,2020-01-16,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.99,5.33,9.32,10.99,4.99,4.66,11.32,6.66,5.99,11.65,,6.66,6.33,7.66,7.99,28.3,7.66,10.32,4.66,6.66,47.27,,4.99,,6.33,7.604938,-0.271605,15.580247,1.397,,0.993056,62.079863
US_MD_24023,2020-01-17,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.84,6.36,6.05,,5.14,6.96,13.31,9.99,5.45,10.89,5.75,,4.54,,4.24,24.81,4.84,6.66,,4.84,39.34,6.36,8.17,7.87,4.84,-2.432099,-4.981481,-0.024691,0.471714,,-10.041667,54.499961
US_MD_24023,2020-01-18,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,6.3,5.82,8.73,4.61,4.85,4.85,15.52,5.58,3.64,7.52,3.4,4.85,3.64,,,23.28,5.09,8.24,4.85,5.09,36.13,3.88,6.55,6.06,4.85,-0.407407,-4.660494,6.506173,1.947333,,-4.652778,71.97996
US_MD_24023,2020-01-19,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.45,4.2,10.87,4.69,8.4,8.4,16.05,6.67,4.69,5.19,3.7,,4.45,3.7,4.2,17.04,4.2,4.2,3.46,,46.43,,6.42,8.64,3.46,0.95679,-6.166667,8.938272,10.244667,,-3.465278,70.963917
US_MD_24023,2020-01-20,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,5.23,8.42,11.61,7.55,10.16,10.45,17.71,9.58,,6.97,5.81,5.23,6.39,,8.13,28.75,11.03,6.97,5.23,5.23,51.1,7.55,5.81,4.36,4.94,-7.308642,-9.450617,-4.17284,0.979714,,-12.354167,65.102099
US_MD_24023,2020-01-21,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,6.26,8.77,8.46,7.2,6.89,4.7,16.91,4.38,,12.84,4.38,5.64,5.64,7.2,7.2,31.32,7.52,5.64,4.38,,48.23,,8.77,5.33,6.89,-6.753086,-10.944444,-2.419753,0.0635,30.48,-11.340278,67.392978
US_MD_24023,2020-01-22,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,7.24,9.87,13.16,5.59,5.92,9.54,20.4,7.24,7.57,9.54,5.92,5.26,4.61,7.9,11.52,32.58,6.58,5.92,7.9,,44.76,6.58,8.56,8.56,,-5.364198,-11.888889,5.222222,0.0,30.48,-11.104167,62.300415
US_MD_24023,2020-01-23,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,6.6,8.17,13.51,7.23,7.23,8.17,16.97,6.6,5.97,10.37,5.03,,4.71,,11.63,27.65,4.71,7.54,6.6,6.28,42.42,,8.8,4.71,5.03,-0.820988,-7.895062,7.981481,0.0,,-8.729167,57.162456
US_MD_24023,2020-01-24,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,7.2,10.24,6.64,4.15,6.64,18.54,9.96,4.43,4.15,7.2,6.92,5.81,4.15,7.2,27.4,5.26,4.71,,,34.6,,,4.15,,4.104938,0.296296,8.419753,0.0,,-2.208333,64.869612
US_MD_24023,2020-01-25,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.88,8.14,7.87,,4.61,3.8,18.72,,5.43,9.23,,6.24,,5.16,7.87,29.03,6.24,7.33,4.07,4.34,36.09,,4.07,3.8,6.24,5.0,1.87037,10.265432,16.4592,,3.534722,88.272206
US_MD_24023,2020-01-26,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.28,7.7,11.97,7.41,5.99,7.7,25.94,9.69,,9.12,5.99,7.7,6.27,4.56,5.99,36.2,6.55,7.12,4.56,,37.91,4.84,9.69,7.41,4.56,1.135802,0.074074,4.67284,1.989667,,-1.743056,78.725196
US_MD_24023,2020-01-27,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,6.41,5.53,9.9,9.61,6.12,4.66,22.42,6.12,5.24,11.94,5.24,6.41,4.37,4.66,9.9,32.03,7.86,9.03,6.7,4.66,39.9,5.53,6.12,6.12,4.08,1.62963,0.092593,3.018519,0.616857,,-1.736111,76.087415
US_MD_24023,2020-01-28,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,7.4,8.37,14.48,8.37,8.69,7.08,25.42,7.4,4.83,9.65,12.55,,,6.44,7.72,42.16,5.79,6.44,,4.83,45.05,,6.11,,5.79,0.814815,0.506944,3.041667,0.28575,,-2.166667,78.10351
US_MD_24023,2020-01-29,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.42,9.15,10.1,8.2,4.73,6.31,23.35,10.1,8.84,15.78,6.0,5.68,,4.73,6.63,31.87,,5.68,6.0,4.42,43.86,,7.26,6.31,6.31,-0.191358,-2.024691,1.438272,0.60325,,-3.881944,73.936705
US_MD_24023,2020-01-30,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,7.73,10.71,10.11,6.84,,26.47,7.14,8.62,14.57,5.05,4.16,5.95,,11.6,29.14,6.54,7.14,,5.35,33.01,7.14,6.84,4.16,,-2.351852,-5.518519,1.067901,0.127,,-4.916667,80.586872
US_MD_24023,2020-01-31,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.91,5.83,13.18,9.2,5.52,4.29,24.22,8.89,,11.04,,7.05,,4.6,9.2,33.72,5.21,8.89,6.13,6.13,34.34,4.91,7.97,5.21,7.97,1.617284,-2.425926,6.111111,0.211667,,-0.951389,81.785737
US_MD_24023,2020-02-01,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,3.78,5.94,11.6,5.4,,5.4,23.48,9.71,,8.1,4.32,5.13,,5.4,3.78,32.65,,5.94,5.67,5.13,38.86,,5.4,6.75,,2.012346,-0.802469,5.401235,0.508,,1.104167,92.538287
US_MD_24023,2020-02-02,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,7.05,7.34,9.4,4.99,5.88,6.76,22.32,10.87,5.58,8.22,4.99,,5.88,,6.17,19.98,,7.34,,8.22,41.71,,4.99,,,4.555556,0.228395,13.131944,3.767667,,-0.611111,67.161344
US_MD_24023,2020-02-03,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,9.72,11.99,9.07,4.86,7.45,19.12,8.43,5.51,14.91,4.54,5.51,4.86,4.54,8.1,34.67,6.8,8.43,6.8,,43.1,5.18,9.07,,8.1,13.438272,5.432099,19.981481,0.366889,30.48,1.569444,43.660107
US_MD_24023,2020-02-04,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,5.55,13.72,13.06,5.23,11.11,6.21,18.94,5.88,5.55,10.45,,,6.53,9.14,5.88,30.37,9.8,6.21,5.88,4.57,46.38,5.23,8.16,6.53,4.57,13.388889,7.160494,17.648148,0.907143,,5.368056,57.420956
US_MD_24023,2020-02-05,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,7.59,8.91,10.23,11.22,5.61,25.42,10.89,5.28,10.56,,5.94,5.94,,9.9,36.64,10.89,9.57,,7.59,51.82,6.6,5.61,7.92,4.95,5.660494,1.024691,14.271605,7.0612,,3.479167,86.755033
US_MD_24023,2020-02-06,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,5.48,10.63,10.63,8.05,9.99,5.16,25.13,8.7,,7.09,,4.83,5.8,,7.73,39.3,9.02,8.38,,7.09,41.88,7.41,7.09,7.41,,6.833333,1.37037,11.722222,3.2004,,5.291667,91.412588
US_MD_24023,2020-02-07,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,7.03,9.67,6.45,9.09,6.16,23.15,8.79,4.98,11.14,5.57,5.57,,6.16,7.03,31.36,7.62,,4.69,,41.62,4.1,4.69,4.1,5.86,2.901235,-2.45679,10.407407,10.668,,0.8125,85.057257
US_MD_24023,2020-02-08,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,,5.28,9.99,6.94,4.72,,18.32,6.38,,6.11,,4.16,,4.72,5.0,26.93,6.38,4.72,4.16,,38.87,5.0,6.11,5.83,6.11,-1.802469,-3.962963,1.746914,4.3688,,-5.583333,73.21674
US_MD_24023,2020-02-09,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,5.51,7.96,10.71,6.73,,6.12,15.61,4.9,4.59,11.02,7.04,4.59,7.04,,9.49,33.97,6.73,7.96,5.51,5.81,38.55,4.9,,4.28,5.2,0.277778,-3.537037,6.345679,0.889,50.8,-3.069444,76.277354
US_MD_24023,2020-02-10,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,7.37,6.45,10.44,11.05,7.06,7.67,20.26,9.21,,8.6,4.91,,,5.83,11.66,29.78,7.98,6.75,4.61,4.3,38.37,,7.37,5.83,5.53,6.888889,1.530864,9.969136,3.7084,30.48,2.222222,71.156669
US_MD_24023,2020-02-11,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.2,9.24,6.16,9.53,4.76,6.44,18.21,7.28,3.92,14.29,6.16,8.96,4.48,5.32,8.69,32.5,6.72,6.72,6.16,8.4,35.86,4.76,8.4,,4.48,7.796296,4.265432,10.0,18.0848,,6.895833,92.624394
US_MD_24023,2020-02-12,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,6.36,7.81,11.85,6.07,5.2,4.63,19.66,7.81,,13.01,,4.05,4.92,6.65,5.2,26.89,5.49,,4.34,4.63,40.19,4.05,6.07,5.49,6.07,2.296296,-0.703704,6.907407,3.7084,,-1.166667,75.971337
US_MD_24023,2020-02-13,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,6.36,5.5,10.12,5.79,4.34,4.05,18.51,6.65,4.92,7.81,,,6.94,8.1,8.39,31.82,6.65,4.92,,4.63,38.48,4.34,5.21,4.92,4.92,6.425926,0.345679,13.080247,6.4516,,4.638889,87.876035
US_MD_24023,2020-02-14,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,,,,,,4.24,6.21,7.34,,4.8,,15.25,6.21,5.08,7.34,4.8,5.08,,7.62,6.78,21.46,3.95,7.34,7.06,7.34,36.71,5.93,4.24,,,-2.197531,-6.185185,2.055556,4.868333,,-6.819444,68.780878
US_MD_24023,2020-02-15,ChIJn4u1fhBYtYkR-DfT3USMc8s,Q501236,geoId/24023,US,United States of America,MD,Maryland,24023,Garrett County,US,USA,2,,,,,,,29242,14420,14822,2827,3282,3333,3103,3556,4491,4269,2869,1512,936979,39.283333,-79.366667,1699,78.014286,24,16,-9,-4,,,8.39,8.15,5.18,5.18,,17.28,6.67,,5.18,4.44,,,,5.68,19.5,4.44,3.95,,3.46,28.88,5.68,4.44,3.7,3.7,-5.876543,-12.746914,3.87037,0.508,,-12.25,59.088747
