location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48009,2020-01-01,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,32.17,45.27,7.012346,0.895062,14.006173,0.0,,-1.222222,56.21085
US_TX_48009,2020-01-02,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,30.08,31.39,12.12963,7.67284,17.481481,0.0,,4.925926,61.723388
US_TX_48009,2020-01-03,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,22.52,41.08,9.858025,6.148148,15.67284,0.0,,2.462963,60.312559
US_TX_48009,2020-01-04,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,23.35,33.18,6.666667,-0.462963,15.685185,0.0,,-1.771605,55.009029
US_TX_48009,2020-01-05,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,29.79,33.51,9.759259,2.037037,17.95679,0.0,,-0.444444,49.396381
US_TX_48009,2020-01-06,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,,50.74,7.123457,-0.864198,16.888889,0.0,,-0.925926,56.804151
US_TX_48009,2020-01-07,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,16.45,33.92,7.037037,-2.91358,18.783951,0.0,,-5.45679,40.808948
US_TX_48009,2020-01-08,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,31.81,31.81,8.691358,-1.271605,19.037037,0.0,,-4.524691,39.219227
US_TX_48009,2020-01-09,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,33.5,34.46,15.981481,12.08642,22.691358,0.0,,9.049383,63.513954
US_TX_48009,2020-01-10,ChIJx8C4k1RqU4YRW_iytI6Z8a4,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2,,,,,,,8783,4355,4428,985,1132,903,955,1013,1396,1205,751,443,1827112,33.61,-98.69,2398,78.366667,,15.65,19.13,16.925926,12.17284,23.012346,0.0,,13.290123,79.303717
