location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19043,2020-01-01,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,,16.32,,22.95,,39.78,,-4.138889,-10.077778,5.233333,0.0508,30.48,-6.7,82.686738
US_IA_19043,2020-01-02,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,12.23,13.17,,28.7,8.0,32.46,,3.655556,1.127778,7.222222,0.0,30.48,0.838889,82.208666
US_IA_19043,2020-01-03,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,12.8,13.27,8.53,26.07,8.53,36.03,,0.844444,-0.711111,3.411111,0.0,,-1.366667,85.524373
US_IA_19043,2020-01-04,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,8.72,24.54,,23.45,,34.9,,-1.794444,-4.438889,0.805556,0.4572,,-3.133333,90.82542
US_IA_19043,2020-01-05,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,,16.79,,25.44,,29.0,8.14,-0.983333,-4.8,4.894444,0.0254,30.48,-3.272222,84.807523
US_IA_19043,2020-01-06,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,10.21,10.21,,28.4,,33.28,8.88,-1.344444,-6.283333,3.755556,0.2286,,-5.327778,74.719302
US_IA_19043,2020-01-07,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,11.44,14.95,,26.83,,34.75,,-0.905556,-4.061111,1.427778,0.0,,-4.105556,79.282266
US_IA_19043,2020-01-08,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,12.08,21.02,9.39,41.15,,30.86,8.5,-8.761111,-13.655556,-2.105556,0.0,,-14.366667,64.325365
US_IA_19043,2020-01-09,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,,22.51,,31.96,,36.92,13.06,-0.116667,-7.916667,10.95,0.0,,-5.422222,67.863987
US_IA_19043,2020-01-10,ChIJ8xTV--Jg-4cRSVijZ_jE7ds,Q113815,geoId/19043,US,United States of America,IA,Iowa,19043,Clayton County,US,USA,2,,,,,,,17648,8919,8729,2040,2117,1705,1770,1853,2678,2686,1614,1185,1792811,42.843611,-91.343333,2053,79.7,,,,,17.81,,23.59,6.68,28.94,,-0.494444,-4.027778,7.938889,0.0635,,-2.577778,86.201094
