location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39091,2020-07-05,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,4,0,62,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,33,42,-13,,2.46,3.9,5.35,2.46,14.31,5.93,6.07,2.46,,4.05,2.75,2.17,,5.78,2.31,3.18,3.61,2.89,2.6,6.07,6.07,2.6,5.2,3.32,2.6,2.89,3.18,3.9,2.31,4.19,20.09,5.78,2.02,14.89,2.02,3.47,3.18,2.75,3.32,30.06,3.18,13.73,2.31,,7.66,3.32,3.32,3.04,2.6,2.75,2.89,26.311111,18.805556,33.061111,0.7874,,15.583333,52.013625
US_OH_39091,2020-07-06,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,0,0,62,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,19,22,-23,6,3.84,5.21,5.49,2.74,13.31,6.58,5.35,,3.57,3.43,4.94,2.61,2.47,4.8,2.61,2.74,2.19,2.74,2.61,7.54,5.62,,3.98,4.39,,3.29,3.29,2.61,,5.21,20.44,4.25,1.92,14.95,,2.61,4.12,2.33,4.66,35.12,5.35,13.58,2.19,5.08,5.62,3.43,4.25,,3.98,,2.19,26.711111,19.4,33.877778,0.2794,,16.983333,55.524452
US_OH_39091,2020-07-07,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,64,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,15,22,-22,6,2.19,3.66,7.46,4.68,11.85,7.32,6.14,2.05,2.34,7.02,2.49,2.78,2.49,7.46,4.1,3.37,,3.37,2.19,4.54,4.54,,5.71,3.66,,3.22,2.49,3.95,2.19,3.95,21.22,3.8,,8.63,2.63,2.49,3.8,,4.68,35.7,4.39,8.05,3.51,2.78,4.83,2.34,4.24,2.05,,2.34,2.34,26.088889,20.238889,33.488889,4.28625,,20.144444,70.082919
US_OH_39091,2020-07-08,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,1,0,65,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,16,24,-22,6,2.52,3.26,6.68,2.23,13.2,3.12,6.82,3.26,2.67,3.86,3.12,,3.41,8.75,,2.23,2.67,,2.37,7.57,5.79,,7.42,3.71,2.08,3.86,2.97,2.08,2.08,6.08,21.96,4.6,,12.76,,2.67,2.67,,6.23,32.34,3.56,9.94,2.08,2.52,5.04,2.23,2.82,2.23,2.67,2.23,,26.005556,20.727778,32.794444,2.794,,20.5,72.399188
US_OH_39091,2020-07-09,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,1,0,66,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,14,31,-23,7,,2.52,5.6,2.24,12.75,5.88,5.46,3.36,2.38,2.8,3.08,4.06,2.1,5.88,1.96,3.5,4.2,3.64,,6.58,3.92,2.24,3.22,3.08,,3.5,2.94,2.24,2.8,6.72,17.79,4.34,,11.49,2.38,3.22,4.76,2.24,3.36,35.02,3.36,9.11,,,5.18,3.78,3.5,2.1,3.22,3.92,,26.438889,20.183333,33.477778,1.721556,,20.422222,69.908859
US_OH_39091,2020-07-10,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,68,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,13,27,-23,7,,3.87,6.09,4.57,11.07,6.64,4.7,,2.08,4.7,3.32,3.46,2.35,4.7,3.18,2.63,2.21,3.6,,6.22,2.49,2.35,3.04,2.21,3.04,3.18,,2.21,2.35,6.09,18.26,5.53,2.63,11.62,,3.46,2.49,3.18,5.26,31.95,3.87,8.3,,,4.43,4.57,4.29,,2.35,2.77,,25.777778,20.988889,32.561111,0.733778,,21.294444,76.622899
US_OH_39091,2020-07-11,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,3,0,71,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,31,57,-18,,,2.61,5.53,2.92,11.98,4.92,,,,3.69,2.61,3.38,,6.3,,2.15,2.31,3.07,2.77,5.07,4.46,,4.61,2.61,2.46,3.07,2.31,4.46,2.61,3.69,18.28,2.92,2.15,12.6,,,3.38,,5.38,27.96,,9.68,,,4.15,2.31,3.23,,,,,24.35,19.355556,30.727778,4.854222,,17.188889,64.610034
US_OH_39091,2020-07-12,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,0,0,71,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,21,26,-8,,2.07,2.66,5.77,3.4,12.43,5.33,5.03,3.11,,5.33,3.4,3.26,,6.37,2.81,3.26,2.81,3.85,2.22,6.07,3.11,4.29,4.29,4.44,2.07,3.26,3.7,3.7,,2.96,18.21,3.85,3.26,10.66,3.55,3.11,3.26,,4.59,30.64,2.37,9.18,2.07,,6.22,3.55,3.4,2.07,4.29,3.26,,21.666667,18.172222,28.8,2.032,,17.572222,77.772119
US_OH_39091,2020-07-13,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,0,0,71,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,19,15,-19,5,2.38,3.22,6.87,2.52,12.89,6.16,4.06,2.38,2.1,5.04,4.62,3.36,2.94,5.6,2.66,2.24,2.52,3.78,,7.99,5.04,,3.92,2.38,,2.94,,3.5,,6.87,18.77,3.64,,10.79,2.38,,3.92,,5.04,35.72,3.22,8.12,,,6.16,3.64,3.36,2.52,2.8,2.94,1.96,21.527778,16.116667,27.944444,2.7178,,16.772222,74.506195
US_OH_39091,2020-07-14,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,73,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,16,18,-21,5,,5.02,7.11,3.62,12.4,4.32,4.88,,,6.41,2.23,2.79,1.95,6.55,2.51,4.18,4.18,2.65,2.93,10.73,5.58,2.09,5.85,3.9,,2.51,3.07,3.76,3.76,6.55,20.63,4.88,3.76,11.15,3.48,3.48,2.93,,2.93,32.05,2.37,10.45,1.95,2.09,6.27,5.58,3.9,2.37,2.51,3.76,,22.574074,14.919753,29.080247,0.028222,,14.938272,62.131997
US_OH_39091,2020-07-15,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,75,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,17,26,-20,5,,3.61,6.11,1.94,11.24,5.14,3.05,,,4.03,3.19,2.08,,5.83,2.92,2.5,3.05,3.75,1.94,7.08,3.19,,3.47,2.22,,3.61,,4.16,2.36,4.03,21.38,5.28,1.94,12.77,,3.33,3.89,,4.86,29.98,3.33,13.05,,,6.39,3.05,3.05,2.22,,,2.22,25.227778,16.777778,31.705556,0.0508,,15.772222,56.046919
US_OH_39091,2020-07-16,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,77,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,12,31,-22,6,,3.5,8.39,3.22,13.29,6.99,4.76,1.96,2.38,5.46,4.62,,,7.41,2.38,3.5,1.96,3.92,2.1,6.85,5.04,2.94,3.78,,,3.78,3.08,3.92,1.96,5.88,20.0,2.8,,10.35,2.1,4.48,2.8,2.94,4.62,28.96,2.94,10.21,2.24,,4.48,3.92,3.92,2.66,2.66,3.5,,26.127778,19.683333,30.822222,0.03175,,19.227778,65.884404
US_OH_39091,2020-07-17,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,1,0,78,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,13,29,-22,5,,5.04,5.17,3.78,7.13,6.71,3.64,,1.96,4.75,3.5,2.94,2.94,6.15,2.66,4.06,2.24,3.22,,7.83,2.1,,2.8,3.78,,2.66,,3.78,2.1,5.17,16.92,5.17,2.24,9.37,2.94,2.24,3.5,,4.06,30.49,4.33,9.23,,,5.04,4.75,3.22,,2.94,,,24.622222,19.161111,31.055556,0.0,,18.25,67.742171
US_OH_39091,2020-07-18,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,80,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,26,49,-1,,2.26,2.41,6.94,2.87,12.82,5.88,3.32,,,4.68,4.38,,,4.22,2.56,4.22,2.56,2.72,3.17,4.68,3.02,2.87,2.87,3.92,2.11,4.22,,2.26,2.11,3.77,19.31,3.77,,8.0,2.26,,3.32,,3.32,28.07,3.47,10.11,,2.11,6.19,3.02,2.72,,,3.47,,25.65,17.622222,33.322222,0.0,,18.305556,64.141385
US_OH_39091,2020-07-19,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,82,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,23,30,-8,,,3.4,2.96,,9.47,5.77,2.96,,,3.11,4.0,3.85,2.96,5.03,3.11,3.11,,2.81,,5.47,2.52,2.81,3.7,3.85,3.11,3.25,4.29,3.85,,3.55,18.64,4.14,,11.54,,,3.25,,4.44,29.59,4.0,10.06,3.11,4.0,7.99,3.11,3.11,2.37,2.96,2.22,2.66,27.244444,19.644444,33.622222,0.127,,21.633333,71.684782
US_OH_39091,2020-07-20,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,6,0,88,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,14,17,-20,6,1.91,3.83,7.1,3.14,10.93,5.19,4.64,2.46,2.19,4.23,3.42,3.14,2.32,6.69,3.0,3.83,,2.73,,8.33,2.6,2.32,3.42,3.83,2.32,2.87,3.96,3.14,,2.05,21.72,2.6,3.28,11.34,2.32,,3.69,2.6,3.96,35.79,2.73,11.06,,,5.87,3.83,2.73,,,2.05,1.91,24.866667,21.422222,31.911111,0.1524,,19.561111,72.622927
US_OH_39091,2020-07-21,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,1,0,89,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,14,21,-21,6,2.18,3.0,6.13,3.0,9.94,5.72,5.72,,3.54,5.17,2.72,2.86,,6.67,,3.13,2.04,3.27,1.91,7.22,3.4,2.59,2.45,2.45,,4.22,,3.27,2.45,5.04,18.52,3.81,,7.9,2.72,3.4,4.22,,4.9,31.46,2.72,8.99,,1.91,3.54,3.54,2.04,,,3.4,,24.472222,19.683333,30.994444,3.8735,,18.927778,71.576743
US_OH_39091,2020-07-22,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,91,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,4,16,-21,7,,4.11,7.4,2.06,10.42,4.52,3.84,2.6,1.92,5.48,2.74,2.33,,5.21,3.29,2.6,4.52,4.66,,8.22,3.43,2.47,4.11,3.97,1.92,4.52,2.47,3.43,2.88,6.85,16.72,5.34,,9.87,3.7,3.97,3.97,,4.11,33.03,4.39,8.5,3.02,,4.25,4.11,2.74,2.19,,2.06,,22.794444,19.994444,29.905556,9.9695,,20.475309,85.982218
US_OH_39091,2020-07-23,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,3,0,94,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,8,26,-21,7,2.37,3.9,5.01,,12.26,6.41,4.32,2.23,1.95,6.13,2.65,3.76,,6.41,3.48,4.18,3.34,4.46,,7.66,3.2,1.95,4.04,4.6,1.95,3.48,,2.92,2.79,6.13,20.47,3.9,3.2,11.56,3.48,3.9,3.9,2.65,3.76,33.84,3.48,10.86,,2.51,5.57,3.62,3.06,1.95,,2.37,,24.3,21.027778,28.633333,7.01675,,21.572222,84.95522
US_OH_39091,2020-07-24,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,4,0,98,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,6,27,-21,6,,3.66,7.78,2.44,11.44,5.95,2.9,,3.51,5.03,2.13,,2.13,4.88,2.75,2.29,3.36,4.58,,5.95,4.27,2.59,3.97,3.81,,3.66,2.44,4.58,2.75,4.88,19.52,3.51,3.05,13.27,2.75,,3.66,,2.13,32.34,2.59,11.59,,2.13,3.2,,4.27,2.75,,,,23.811111,17.933333,29.422222,4.8768,,19.35,76.417351
US_OH_39091,2020-07-25,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,100,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,30,63,-3,,,3.08,4.77,3.54,10.61,6.15,4.15,2.46,,4.61,2.31,2.46,2.31,3.85,2.46,2.46,4.0,2.77,,7.38,2.92,3.38,3.54,2.92,,,4.46,2.61,3.38,4.61,13.07,3.38,,9.23,2.92,2.92,3.38,3.38,4.61,26.91,2.46,7.54,,4.0,4.92,2.77,2.77,,2.31,,3.23,24.494444,17.805556,30.65,0.0762,,18.0,67.369383
US_OH_39091,2020-07-26,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,1,0,101,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,27,39,-5,,,3.09,6.62,3.24,13.98,7.51,5.15,,2.35,3.09,3.83,2.21,2.65,7.21,3.97,3.97,3.53,4.42,,6.62,2.8,,4.42,3.38,2.06,2.06,2.21,2.8,2.06,4.56,20.61,3.83,3.09,10.45,2.35,4.12,3.83,3.38,3.24,28.26,3.97,9.42,,,6.62,3.38,4.12,,2.94,2.65,,24.977778,17.616667,31.888889,0.0,,19.444444,71.888307
US_OH_39091,2020-07-27,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,1,0,102,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,5,14,-21,7,1.99,3.71,5.82,2.91,10.99,6.09,5.43,2.52,,5.29,4.24,3.57,,6.62,2.52,2.52,1.99,3.31,1.85,5.82,3.97,2.38,3.97,4.24,,4.9,2.38,4.1,2.65,6.35,20.91,4.37,2.12,9.4,2.12,3.71,4.24,2.25,3.84,30.84,5.03,8.47,,2.12,4.63,3.31,3.57,,2.65,1.85,,25.955556,19.438889,32.605556,2.31775,,21.905556,78.798374
US_OH_39091,2020-07-28,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,104,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,15,23,-21,6,2.36,4.71,7.07,2.36,10.81,5.13,13.59,2.08,,4.02,3.6,2.22,,5.68,1.94,3.6,2.22,3.6,,9.01,2.91,3.33,4.16,3.33,,2.91,2.77,3.74,2.08,6.38,17.33,4.16,,9.84,2.22,4.44,4.02,3.05,4.16,32.03,4.02,8.87,,2.5,3.74,4.44,4.44,2.63,2.63,2.08,,23.844444,19.211111,30.616667,9.49325,,18.238889,71.005326
US_OH_39091,2020-07-29,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,3,0,107,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,10,23,-21,5,2.92,3.47,5.0,3.47,12.5,6.94,15.41,,3.47,4.3,2.92,2.08,,7.78,,2.78,2.36,3.06,,5.83,4.3,,3.33,3.33,,2.92,2.36,2.5,,4.03,19.44,3.19,,9.17,,1.94,3.89,2.22,3.06,31.52,3.75,9.03,,3.19,4.3,2.92,4.58,2.36,1.94,,,23.866667,17.216667,30.488889,0.3048,,17.466667,67.832582
US_OH_39091,2020-07-30,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,109,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,7,24,-22,7,,3.68,5.45,2.8,13.11,5.3,14.14,,2.36,5.45,3.09,2.06,2.36,5.74,,2.94,3.83,4.42,,8.69,2.94,2.65,6.78,5.01,,3.24,,3.24,2.65,6.04,20.77,5.01,3.09,8.69,,3.24,3.39,2.94,3.83,37.41,3.39,6.48,2.36,2.5,6.63,3.54,3.83,2.8,2.94,,,23.155556,18.283333,29.327778,0.34925,,19.981481,82.040628
US_OH_39091,2020-07-31,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,5,0,114,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,11,32,-23,5,,2.74,5.94,5.18,13.25,3.96,5.94,,,4.42,3.2,2.59,,3.96,3.35,3.35,3.05,3.81,2.13,7.16,3.35,3.2,,2.74,,3.35,,2.74,3.35,8.23,17.82,3.66,,12.34,,3.35,4.11,2.59,4.72,35.34,4.11,9.9,,3.81,6.4,4.27,5.18,,2.29,2.29,,22.433333,18.4,27.555556,1.185333,,17.372222,73.23009
US_OH_39091,2020-08-01,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,2,0,116,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,13,45,-23,,,3.32,6.06,,11.25,5.34,4.9,,,3.75,,,3.03,6.2,2.74,3.46,2.31,3.75,3.32,8.22,2.74,2.16,2.31,2.31,2.02,3.61,2.6,3.32,,4.04,18.17,5.34,,9.95,2.31,2.88,3.75,,3.61,31.44,4.04,10.96,,,5.62,2.31,2.74,2.02,2.6,2.31,,22.355556,18.477778,28.255556,0.92075,,18.845679,79.821585
US_OH_39091,2020-08-02,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,4,0,120,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,7,26,-10,,3.89,4.19,6.13,,7.48,5.54,6.13,2.39,,3.89,2.39,,2.54,5.54,,2.69,2.39,3.14,,25.29,4.04,2.69,4.94,2.39,,4.19,3.14,3.14,2.54,4.49,19.6,5.09,2.1,8.38,,2.99,3.59,,4.19,29.77,4.19,7.48,,2.69,5.39,3.74,3.44,2.54,,2.24,,21.4,18.383333,26.466667,21.49475,,19.395062,87.724777
US_OH_39091,2020-08-03,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,3,0,123,1,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,7,14,-19,7,,4.65,7.85,,10.9,7.42,4.22,2.47,3.49,5.38,2.91,,2.62,6.25,2.76,4.36,2.47,3.2,2.18,11.63,3.34,,4.22,2.62,2.04,4.51,3.49,3.34,2.04,7.27,20.65,5.23,2.18,9.45,2.62,3.2,4.36,,6.11,32.86,4.07,9.45,2.62,2.18,3.49,4.07,3.93,2.62,,2.04,,20.738889,16.894444,26.461111,1.9685,,18.209877,84.789132
US_OH_39091,2020-08-04,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,7,1,130,2,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,7,16,-21,6,2.67,3.41,5.04,,8.45,7.12,2.82,,,6.52,2.82,2.67,,6.52,3.85,,4.3,4.15,,7.71,4.74,2.82,3.56,4.0,,3.41,2.96,2.82,2.52,5.34,18.98,3.11,4.15,7.56,2.96,3.41,4.3,,4.45,31.28,4.0,8.3,,,4.15,,3.71,3.41,2.82,2.67,,19.833333,16.672222,25.661111,6.749143,,17.419753,85.375575
US_OH_39091,2020-08-05,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,6,0,136,2,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,12,15,-20,6,2.63,3.71,6.19,3.4,10.67,6.19,6.34,2.94,,4.49,2.63,2.94,,5.1,3.56,3.4,3.4,3.4,,6.65,2.63,,2.63,,2.48,3.71,2.32,2.63,,6.03,15.16,3.4,,6.96,,,2.32,,5.26,32.33,3.4,7.27,,,4.18,3.56,3.56,2.78,2.78,,,17.55,11.144444,24.011111,2.5654,,12.038889,70.338226
US_OH_39091,2020-08-06,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,4,0,140,2,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,9,15,-21,5,,2.37,4.04,3.2,9.74,5.15,5.01,,3.2,4.17,2.78,3.2,2.5,6.96,3.06,2.64,3.06,2.64,,6.54,2.5,,3.06,3.76,,2.5,3.34,3.9,,6.96,18.64,3.62,3.2,9.32,3.2,2.78,3.9,,3.34,30.89,3.48,7.79,,,4.73,2.64,4.31,2.09,,3.2,,18.422222,11.444444,25.216667,0.0,,13.005556,71.078874
US_OH_39091,2020-08-07,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,5,0,145,2,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,12,15,-22,5,,2.28,4.42,2.42,9.55,6.84,3.71,,,4.56,2.28,2.71,,6.56,,3.85,,2.14,,6.41,2.85,2.14,4.13,,,3.85,3.42,,2.28,5.42,16.39,3.85,,7.7,2.0,,3.28,3.14,3.14,29.36,2.14,10.69,2.0,,3.56,2.42,2.42,,,,,19.872222,12.572222,26.3,0.0508,,14.261111,70.447368
US_OH_39091,2020-08-08,ChIJX7NN0yUpP4gRLMF9qtuH1JA,Q490190,geoId/39091,US,United States of America,OH,Ohio,39091,Logan County,US,USA,2,7,0,152,2,,,45198,22409,22789,5533,6012,5108,5138,5533,6653,5977,3431,1813,184059,40.39,-83.77,1209,76.918182,26,40,5,,,3.7,5.71,9.56,10.64,4.47,3.55,,2.93,4.63,,2.93,2.93,5.4,4.16,,3.39,2.93,,4.93,3.7,3.7,3.08,3.7,,4.47,3.24,4.63,,4.93,16.19,5.86,,8.95,,,3.24,,3.39,31.0,3.24,7.87,2.93,,4.32,3.08,2.78,,2.31,2.16,,20.494444,12.866667,27.738889,19.4056,,14.411111,68.356265
