location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19131,2020-01-01,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,40.24,52.53,-4.433333,-9.972222,2.75,0.0,54.61,-7.227778,80.937448
US_IA_19131,2020-01-02,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,34.12,50.67,1.427778,-0.538889,2.45,0.0,54.61,-0.477778,87.237045
US_IA_19131,2020-01-03,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,32.48,46.69,-0.672222,-2.588889,0.622222,0.0,50.8,-2.088889,90.24366
US_IA_19131,2020-01-04,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,24.25,48.5,-3.333333,-5.811111,0.022222,1.3335,30.48,-4.777778,89.846618
US_IA_19131,2020-01-05,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,24.19,47.22,-1.272222,-5.683333,3.366667,0.028222,54.61,-4.072222,81.310604
US_IA_19131,2020-01-06,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,22.3,36.57,-2.65,-6.311111,2.111111,0.0254,78.74,-6.638889,74.199248
US_IA_19131,2020-01-07,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,29.38,50.37,-2.661111,-6.955556,0.372222,0.0,50.8,-4.894444,84.677734
US_IA_19131,2020-01-08,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,43.94,32.74,-13.088889,-17.1,-5.822222,0.0508,30.48,-17.15,71.569034
US_IA_19131,2020-01-09,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,36.03,33.18,-2.594444,-10.277778,5.55,0.0,30.48,-6.677778,73.621421
US_IA_19131,2020-01-10,ChIJvX-m7lfs8IcRp_geBCs5Nxg,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2,,,,,,,10563,5211,5352,1319,1446,1126,1058,1090,1554,1326,854,790,1792952,43.355556,-92.789722,366,1216,81.1,,,32.17,38.61,-4.611111,-7.777778,0.95,0.0,30.48,-6.944444,83.825062
