location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NV_32001,2020-01-01,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,,10.97,7.45,9.8,5.49,5.49,14.5,9.01,,9.01,,,5.49,,21.56,,7.05,,37.62,5.49,8.62,3.487654,-2.296296,11.271605,0.127,,-1.716049,69.191801
US_NV_32001,2020-01-02,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,5.92,5.55,8.51,12.22,,,15.18,10.37,5.18,,6.29,13.33,5.55,5.55,28.87,8.14,9.25,,36.65,8.51,7.03,2.944444,-4.259259,10.574074,0.056444,,-3.833333,61.630859
US_NV_32001,2020-01-03,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,,8.43,10.99,7.7,6.6,9.53,15.39,9.89,,7.33,6.6,,6.6,9.89,24.92,6.96,6.96,,32.25,6.6,5.5,1.95679,-3.654321,11.41358,0.0,,-4.123457,64.550635
US_NV_32001,2020-01-04,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,7.29,8.06,11.13,12.66,5.37,,10.74,9.59,,7.67,5.37,,,,25.7,7.29,8.06,,29.93,5.75,5.37,5.611111,-3.277778,12.895833,0.0,,-4.777778,48.671696
US_NV_32001,2020-01-05,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,8.76,14.08,9.14,6.85,,9.14,11.8,,,9.9,,,9.52,7.99,20.17,,9.9,,40.73,6.09,5.33,1.902778,-4.277778,11.006944,0.0,,-5.340278,59.294056
US_NV_32001,2020-01-06,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,5.02,6.1,7.53,5.38,11.48,,11.84,9.33,9.69,6.46,6.1,,6.46,,26.55,,5.02,6.46,34.08,,,-0.716049,-7.932099,9.5,0.0,,-7.907407,58.717056
US_NV_32001,2020-01-07,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,,,11.75,14.6,,,16.38,8.19,7.48,4.98,,4.98,,10.32,24.92,6.41,6.05,7.48,38.09,9.26,7.12,-0.030864,-7.938272,12.111111,0.0,,-7.345679,58.517468
US_NV_32001,2020-01-08,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,5.89,7.21,7.21,5.57,8.84,,12.45,,5.24,10.81,5.89,,5.24,9.5,27.51,6.55,,,36.68,11.46,,2.516667,-5.722222,11.122222,0.0,30.48,-6.922222,50.799781
US_NV_32001,2020-01-09,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,5.19,10.7,6.48,9.4,5.19,7.78,12.64,6.48,5.19,8.43,,,4.54,6.16,29.5,6.81,5.83,6.16,35.01,12.97,,1.183333,-4.261111,5.794444,0.0508,,-6.133333,58.901336
US_NV_32001,2020-01-10,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,,7.73,7.06,8.74,,7.06,11.77,6.72,4.71,8.07,,6.39,,6.72,27.57,5.72,7.73,5.72,34.97,8.74,6.72,-4.3,-11.494444,7.211111,0.635,,-9.466667,67.475447
US_NV_32001,2020-01-11,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,6.87,,8.01,8.01,9.15,,8.39,5.34,,10.68,9.53,,,,17.92,6.1,9.92,,43.09,7.25,,2.861111,-2.811111,7.466667,0.0,50.8,-6.366667,51.709175
US_NV_32001,2020-01-12,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,6.77,,7.14,10.53,,7.89,14.66,5.26,5.64,10.15,,,,7.89,22.93,6.39,9.77,5.26,44.36,7.89,,-0.549383,-6.395062,5.938272,0.22225,30.48,-7.58642,59.697345
US_NV_32001,2020-01-13,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,,9.9,9.9,7.67,,5.11,7.03,6.71,,8.62,,,,6.71,34.5,5.11,6.71,,35.46,7.67,7.35,2.727778,-4.583333,9.805556,0.0508,,-8.255556,44.918686
US_NV_32001,2020-01-14,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,,8.45,8.45,6.26,,4.69,19.72,14.08,4.69,8.14,,5.63,,6.88,33.49,6.57,5.63,4.38,39.75,12.83,,4.138889,-0.122222,8.811111,0.0,30.48,-7.161111,45.569911
US_NV_32001,2020-01-15,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,6.33,8.23,9.18,7.28,4.75,7.28,8.54,6.64,,10.12,6.33,13.61,,,20.57,4.75,6.01,6.96,35.12,,9.18,-3.35,-11.738889,6.527778,0.0,30.48,-11.85,52.630096
US_NV_32001,2020-01-16,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,4.32,7.1,9.88,9.88,5.87,9.27,11.43,,4.63,5.87,,,5.25,7.1,24.71,7.72,,7.1,41.39,11.74,4.32,4.705556,-3.572222,10.916667,0.0,,-11.716667,31.851169
US_NV_32001,2020-01-17,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,7.39,6.72,9.07,5.04,5.71,5.37,12.09,9.07,,8.06,6.04,6.04,,9.07,30.22,,5.04,7.39,33.58,6.04,6.04,-1.127778,-8.0,6.666667,0.465667,279.4,-7.627778,62.543087
US_NV_32001,2020-01-18,ChIJ12R2YqF9ooARvSfwK1_31Ek,Q111220,geoId/32001,US,United States of America,NV,Nevada,32001,Churchill County,US,USA,2,,,,,,,24021,12185,11836,3153,2905,3086,2940,2531,3282,3109,2096,919,166464,39.6,-118.34,13010,78.066667,,,,,5.94,9.9,7.13,7.13,,5.54,13.07,8.71,,7.92,,5.54,,7.13,21.39,7.92,,5.94,36.83,6.34,6.73,-1.351852,-8.018519,6.820988,0.0,279.4,-7.623457,63.878657
