location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26109,2020-01-01,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,7.39,7.88,,10.84,,29.55,,39.4,,-6.753086,-11.549383,-0.87037,0.0,-9.698413,84.244444
US_MI_26109,2020-01-02,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,7.83,,8.24,7.41,25.95,,30.07,,1.432099,-0.993827,4.061728,0.09525,-1.246032,83.919111
US_MI_26109,2020-01-03,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,,,14.75,,27.45,6.96,34.42,6.15,0.0,-1.580247,2.765432,1.072444,-3.801587,76.488566
US_MI_26109,2020-01-04,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,9.92,9.92,7.44,14.38,12.89,21.33,,42.16,,-2.580247,-3.685185,-0.691358,0.0,-5.634921,80.199439
US_MI_26109,2020-01-05,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,7.33,,12.21,,28.81,,32.23,,-2.487654,-5.493827,0.425926,0.127,-5.388889,82.697223
US_MI_26109,2020-01-06,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,6.71,6.31,16.57,,28.41,10.65,35.51,5.92,-1.660494,-4.950617,1.481481,0.1905,-7.706349,64.445771
US_MI_26109,2020-01-07,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,15.45,6.74,17.04,6.34,23.78,,34.08,,-0.969136,-3.932099,1.240741,0.0,-7.642857,62.332075
US_MI_26109,2020-01-08,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,7.71,8.48,9.64,5.4,6.55,25.44,5.4,30.84,8.1,-10.265432,-14.080247,-4.666667,0.0,-16.928571,60.349222
US_MI_26109,2020-01-09,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,7.14,7.14,17.07,7.54,26.59,9.92,38.5,6.35,-4.339506,-12.259259,2.783951,0.09525,-7.571429,78.655836
US_MI_26109,2020-01-10,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,10.62,9.81,11.44,7.36,25.34,10.22,27.38,6.95,1.320988,-1.888889,4.222222,0.508,-1.460317,82.877565
US_MI_26109,2020-01-11,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,9.79,,10.28,8.32,16.65,,31.34,,-5.290123,-7.944444,0.006173,0.0,-9.277778,75.90157
US_MI_26109,2020-01-12,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,8.82,13.23,16.66,7.35,16.66,,38.71,,-8.530864,-11.882716,-5.54321,0.0,-12.68254,72.61507
US_MI_26109,2020-01-13,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,7.23,,18.08,7.23,26.92,9.64,31.74,7.63,-4.783951,-8.796296,-1.716049,0.1905,-7.039683,85.440179
US_MI_26109,2020-01-14,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,7.77,6.54,13.9,9.81,24.94,,40.48,9.0,-0.95679,-3.469136,0.962963,0.1905,-2.555556,89.14578
US_MI_26109,2020-01-15,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,,9.32,17.02,9.73,21.89,,37.29,7.29,-1.673611,-3.701389,0.743056,0.0,-5.18254,77.632237
US_MI_26109,2020-01-16,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,11.13,14.43,15.26,7.01,18.14,,37.11,,-7.1875,-12.319444,-2.201389,0.0,-11.896825,70.590716
US_MI_26109,2020-01-17,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,6.3,,7.14,13.86,6.3,26.45,,34.85,,-12.208333,-19.173611,-4.118056,0.0,-15.873016,77.119282
US_MI_26109,2020-01-18,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,,,9.17,,23.44,,37.71,,-2.777778,-4.534722,-0.638889,0.290286,-4.484127,88.30793
US_MI_26109,2020-01-19,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,16.97,8.98,11.98,,20.96,,37.42,,-5.215278,-8.173611,-1.8125,0.762,-8.761905,76.834662
US_MI_26109,2020-01-20,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,11.05,6.63,15.92,8.4,24.76,7.52,44.21,7.07,-7.159722,-11.861111,-3.104167,0.0,-11.81746,70.316677
US_MI_26109,2020-01-21,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,6.09,6.91,7.72,10.97,7.31,26.0,6.91,36.97,,-9.259259,-14.277778,-3.567901,0.0,-13.626984,75.486302
US_MI_26109,2020-01-22,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,7.18,7.6,10.98,12.25,,29.56,7.6,40.96,,-4.451389,-7.423611,-0.388889,0.0,-7.833333,78.263282
US_MI_26109,2020-01-23,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,6.38,,7.66,18.72,,24.68,8.51,40.42,8.08,-0.567901,-2.364198,0.62963,0.28575,-2.349206,89.076077
US_MI_26109,2020-01-24,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,8.04,9.83,20.1,,33.06,7.15,37.08,7.59,0.401235,-0.41358,1.080247,0.733778,-0.420635,95.023491
US_MI_26109,2020-01-25,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,11.16,10.04,9.48,28.46,,30.13,,39.06,8.37,0.358025,-0.320988,1.580247,1.354667,-0.349206,95.182546
US_MI_26109,2020-01-26,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,9.97,8.48,9.97,26.92,7.48,30.41,9.47,35.9,7.98,0.32716,-0.734568,1.648148,1.36525,-1.563492,86.909702
US_MI_26109,2020-01-27,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,8.08,9.35,31.03,11.05,32.73,7.65,30.61,,-0.537037,-1.660494,0.753086,0.0,-3.142857,82.460663
US_MI_26109,2020-01-28,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,6.58,,11.52,25.1,11.93,34.97,,34.15,8.23,-2.895062,-5.030864,-0.419753,0.0,-6.626984,76.15909
US_MI_26109,2020-01-29,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,6.66,,29.14,,37.46,7.91,44.12,8.32,-4.358025,-6.080247,-2.703704,0.0,-6.896825,82.251846
US_MI_26109,2020-01-30,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,11.63,7.6,30.42,8.95,30.86,,43.84,,-3.833333,-5.222222,-2.438272,0.03175,-6.253968,84.639701
US_MI_26109,2020-01-31,ChIJA1DaGn-AUk0RrExH-oHLJ3o,Q497728,geoId/26109,US,United States of America,MI,Michigan,26109,Menominee County,US,USA,2,,,,,,,22981,11696,11285,2118,2556,2189,2346,2557,3710,3820,2264,1421,1798744,45.52,-87.53,3465,82.171429,,,,,,7.34,6.91,28.48,6.47,30.21,9.06,31.93,,-3.524691,-6.45679,0.024691,0.0,-6.547619,80.745991
