location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51790,2020-04-08,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,1,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-31,,-36,,,8.4,5.38,14.21,7.11,7.32,4.95,3.23,14.0,5.82,3.88,7.54,3.66,,6.46,4.31,,4.52,5.17,24.34,3.45,7.54,5.17,4.09,5.38,33.16,3.88,5.82,6.68,,4.95,16.911111,9.722222,24.166667,3.302,,11.020833,67.439054
US_VA_51790,2020-04-09,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,1,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-31,,-37,,4.02,9.94,5.08,11.21,5.08,3.17,3.6,3.38,17.77,6.98,4.02,5.92,3.81,3.81,5.29,,5.5,5.5,3.81,27.5,4.87,7.4,5.08,3.6,4.65,26.02,3.38,7.83,3.38,3.6,3.81,14.288889,8.988889,20.733333,5.733143,,6.3125,57.514479
US_VA_51790,2020-04-10,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,1,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-32,,-41,,3.85,6.21,4.07,10.71,6.64,4.28,3.21,3.43,12.42,5.78,4.28,7.92,4.07,5.57,6.42,5.57,4.92,3.64,5.14,22.27,5.35,4.07,3.85,4.92,3.64,27.83,3.21,4.5,5.57,3.64,,5.972222,1.588889,10.883333,2.00025,,-5.284722,42.621609
US_VA_51790,2020-04-11,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,1,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-31,,-30,,4.76,10.95,4.52,11.9,7.62,5.0,,,15.23,6.66,,,4.52,4.76,7.38,4.05,4.76,6.43,6.9,26.66,4.52,8.57,,11.9,3.81,34.04,,8.81,,,4.76,6.983333,0.044444,15.65,0.2286,,-4.916667,40.85812
US_VA_51790,2020-04-12,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,1,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-57,-30,-42,,5.38,5.84,,9.82,8.42,4.91,5.14,,10.05,6.08,4.44,4.68,6.08,4.91,5.38,,4.44,4.68,4.21,24.55,,7.95,,,,35.3,4.91,8.18,,3.51,3.97,11.755556,4.477778,20.616667,1.27,,2.298611,52.133133
US_VA_51790,2020-04-13,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,2,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-35,-23,-36,,4.66,9.94,,12.06,7.41,5.5,4.44,,10.79,5.71,4.44,6.77,5.92,4.44,4.66,4.87,6.35,6.56,7.19,22.64,4.66,9.1,,4.23,5.08,33.01,5.08,4.66,5.92,2.96,2.96,16.705556,11.966667,22.466667,49.421143,,12.951389,75.862225
US_VA_51790,2020-04-14,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,2,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-29,-17,-34,,3.98,8.79,5.65,8.79,6.91,6.07,6.49,,10.25,5.02,5.65,6.07,5.02,4.18,6.28,6.07,5.86,4.81,7.32,27.2,4.6,5.23,3.77,5.23,5.86,31.39,,6.91,,,3.14,9.177778,4.616667,17.027778,22.51075,,0.888889,53.469752
US_VA_51790,2020-04-15,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,2,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-16,-4,-34,,3.1,8.89,4.55,8.48,7.03,6.41,3.52,3.72,9.72,3.52,3.31,7.03,2.9,3.52,5.17,3.1,6.62,4.76,5.79,25.02,5.58,6.41,2.9,4.55,6.0,32.88,5.58,6.2,4.34,3.31,2.9,4.622222,-0.394444,11.3,7.728857,,-2.270833,57.827731
US_VA_51790,2020-04-16,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,3,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-21,-10,-37,,2.91,10.4,,12.27,9.36,4.16,4.99,5.41,12.06,3.54,3.33,4.58,4.37,4.99,,,,4.16,5.62,24.75,3.95,7.28,,3.74,3.12,34.11,4.58,8.53,4.78,3.33,4.99,6.616667,1.216667,11.816667,1.665111,,-6.0,38.484038
US_VA_51790,2020-04-17,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,4,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-26,-11,-34,,3.66,9.47,3.23,9.69,8.83,4.95,5.81,5.17,11.62,5.81,4.95,10.33,4.52,3.66,5.6,3.01,5.81,5.6,4.3,25.4,5.38,6.89,3.66,4.09,3.88,35.09,3.66,7.32,3.88,3.44,4.09,6.938889,-0.705556,17.411111,0.0,,-2.229167,51.66583
US_VA_51790,2020-04-18,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,5,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-24,-3,-30,,8.11,11.59,,10.89,6.95,4.63,6.72,,10.66,,,7.42,4.63,3.48,3.71,,5.33,6.03,4.17,21.09,7.65,8.34,3.71,3.94,5.33,35.0,3.71,8.34,,,,9.95,5.094444,15.411111,1.052286,,2.618056,58.026191
US_VA_51790,2020-04-19,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,5,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-27,-13,-29,,5.55,11.57,6.71,11.34,5.79,4.17,5.55,5.32,12.5,4.4,,6.71,5.79,4.63,,3.47,3.93,4.86,6.02,25.46,4.17,9.03,4.4,5.09,4.17,35.64,4.4,4.63,4.17,,6.02,7.288889,-1.394444,17.5,1.8034,,-0.638889,56.204864
US_VA_51790,2020-04-20,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,3,0,8,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-26,-15,-34,,4.56,8.92,2.9,13.06,8.09,3.52,4.77,4.36,9.95,,,7.26,,6.01,4.98,4.98,4.98,3.73,,26.13,5.6,8.5,4.15,3.11,4.36,29.65,5.81,7.46,7.88,4.36,5.81,11.477778,6.727778,16.344444,0.508,,4.201389,59.862622
US_VA_51790,2020-04-21,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,2,0,10,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-18,-10,-35,,4.83,9.24,3.57,12.19,6.09,7.35,6.93,3.36,9.66,4.62,5.46,5.25,3.99,3.99,6.72,3.15,,3.78,6.72,26.05,5.46,7.14,3.36,5.46,2.94,38.03,3.57,7.35,4.83,,4.2,11.45,5.238889,18.027778,1.651,,3.125,55.719971
US_VA_51790,2020-04-22,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,10,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-19,-7,-36,,4.71,7.92,4.71,10.92,7.07,6.0,6.64,3.64,11.35,4.93,,6.0,4.93,3.21,4.71,3.64,4.5,4.28,6.0,24.63,6.64,9.64,4.93,3.0,6.0,35.12,5.78,6.0,3.85,4.5,,9.244444,1.105556,17.027778,0.2794,,-8.034722,27.221903
US_VA_51790,2020-04-23,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,10,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-28,-16,-37,,4.62,6.94,,11.77,8.83,5.05,4.42,,7.99,4.21,5.47,8.41,4.42,6.1,3.36,3.99,5.68,3.57,6.94,26.28,3.57,6.1,3.57,3.36,4.21,33.85,2.94,7.36,6.52,3.99,4.21,10.022222,4.038889,15.855556,3.447143,,4.076389,66.63693
US_VA_51790,2020-04-24,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,10,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-26,-11,-36,,,8.83,,9.04,7.78,4.84,6.1,3.36,10.93,3.15,4.42,6.31,,3.79,4.21,4.21,6.1,4.42,6.73,21.45,4.0,5.47,5.47,4.21,3.58,32.38,,4.84,2.94,3.15,5.47,12.905556,10.005556,17.922222,14.586857,,11.263889,86.999329
US_VA_51790,2020-04-25,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,10,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-29,-9,-29,,4.3,6.33,3.62,10.86,5.2,3.17,7.69,4.52,10.18,7.46,3.39,5.43,,,3.17,4.07,4.52,5.43,5.88,22.17,3.17,5.88,,5.88,3.39,30.31,,4.75,7.92,3.85,3.85,11.205556,6.316667,17.611111,6.749143,,8.729167,82.024755
US_VA_51790,2020-04-26,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,10,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-29,-16,-30,,4.03,11.63,,10.07,6.26,6.26,7.16,,10.51,,4.47,8.05,,6.49,,4.25,4.7,5.59,3.8,21.92,4.7,7.61,,7.61,4.7,32.66,3.8,5.59,5.82,,,11.144444,8.877778,15.605556,14.586857,,9.993056,89.708495
US_VA_51790,2020-04-27,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,10,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-22,-11,-33,,4.75,9.5,4.13,14.67,7.02,5.58,3.31,,9.91,5.16,5.16,6.2,3.72,5.99,4.75,7.44,4.34,4.75,6.4,28.5,5.58,9.29,3.51,3.51,3.51,30.16,4.54,6.82,3.51,3.1,4.13,9.688889,5.744444,14.388889,5.588,,4.034722,65.257581
US_VA_51790,2020-04-28,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,11,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-15,-4,-35,,5.04,8.81,3.57,9.44,7.97,3.57,5.87,,6.71,6.08,5.24,8.39,3.57,3.36,7.13,5.04,4.2,,4.83,28.32,5.66,8.6,5.24,3.78,4.41,30.84,4.62,8.6,3.78,3.36,4.83,9.555556,3.822222,17.916667,0.326571,,4.090278,67.99956
US_VA_51790,2020-04-29,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,12,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-17,-7,-33,,2.98,8.3,3.62,12.98,6.81,5.11,4.04,3.62,9.58,,4.47,7.02,,5.32,5.11,5.32,3.4,3.19,7.87,25.96,4.26,4.04,3.62,4.04,5.11,33.2,5.53,6.81,6.6,3.83,5.75,13.422222,5.944444,22.177778,0.635,,8.694444,73.325434
US_VA_51790,2020-04-30,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,12,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-22,-8,-39,,3.95,7.06,2.91,10.8,10.18,4.57,7.27,4.99,11.43,3.12,7.06,8.31,3.12,3.32,7.69,4.36,6.44,5.19,4.78,23.69,6.44,4.36,4.78,4.16,6.23,37.61,,8.52,,2.91,,14.594444,10.038889,20.261111,19.558,,11.743056,79.735639
US_VA_51790,2020-05-01,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,12,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-20,-5,-35,,3.63,9.2,3.42,9.2,6.42,4.06,5.99,2.99,9.2,3.21,4.92,8.13,2.99,5.13,,,4.28,2.99,6.2,21.17,,8.98,3.85,5.99,3.85,25.88,4.06,6.2,,4.06,4.06,11.538889,8.444444,15.177778,9.849556,,6.909722,69.994983
US_VA_51790,2020-05-02,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,13,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-19,2,-26,,3.69,8.61,,8.85,6.88,4.67,5.66,,8.85,,,7.87,,4.18,5.9,4.18,5.16,,4.43,17.7,3.93,5.41,,4.92,,32.7,3.93,8.36,,,,13.466667,5.711111,21.7,0.2032,,4.402778,52.395534
US_VA_51790,2020-05-03,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,13,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-21,-5,-28,,4.21,8.88,4.44,14.72,7.71,4.67,4.21,,6.08,,5.14,7.01,3.27,,3.27,4.21,5.14,4.91,4.67,18.46,4.91,11.92,6.31,4.21,4.44,36.92,,11.92,5.37,,3.97,18.822222,12.211111,25.761111,0.0,,10.319444,57.108716
US_VA_51790,2020-05-04,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,13,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-15,-2,-31,,3.58,9.48,5.27,11.59,8.64,4.84,5.48,4.84,9.06,5.69,5.05,4.84,,3.16,3.79,3.37,4.42,4.0,6.32,17.06,5.69,7.37,4.42,4.0,5.69,38.76,2.95,7.37,4.21,3.58,3.37,18.188889,12.211111,23.622222,11.647714,,8.222222,50.310022
US_VA_51790,2020-05-05,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,13,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-12,3,-32,,4.91,7.37,2.87,10.24,7.99,5.32,7.78,4.09,10.85,,5.53,7.17,,3.89,8.6,,4.91,5.73,3.89,25.8,4.3,5.12,5.32,5.73,3.28,37.68,5.53,5.32,4.91,3.48,3.69,10.588889,7.155556,18.516667,0.508,,3.722222,60.686006
US_VA_51790,2020-05-06,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,13,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-16,-1,-34,,5.72,9.11,,10.81,8.48,4.45,6.36,3.18,6.57,,4.45,5.51,2.97,6.36,4.66,4.45,3.81,3.81,6.36,23.31,6.15,6.78,4.66,5.51,5.51,32.0,4.87,5.51,5.3,2.97,5.72,9.561111,6.755556,14.077778,2.975429,,5.798611,73.902308
US_VA_51790,2020-05-07,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,14,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-16,0,-36,,,8.33,3.63,7.69,7.48,4.49,5.77,,7.26,3.63,6.62,7.48,3.85,4.49,4.7,3.21,4.92,3.63,5.34,23.08,3.85,6.84,,4.27,4.49,36.75,5.34,6.84,,2.99,4.27,9.677778,1.65,17.827778,0.762,,-1.222222,44.98552
US_VA_51790,2020-05-08,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,15,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-21,-3,-34,,5.59,7.95,4.94,10.31,8.59,3.01,3.44,,5.37,4.3,3.22,5.8,3.44,3.44,6.88,4.08,4.08,4.73,6.23,14.39,4.3,8.81,,,4.08,32.23,3.44,7.95,7.09,,6.45,11.816667,5.288889,16.633333,1.197429,,2.638889,52.296916
US_VA_51790,2020-05-09,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,15,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-15,5,-28,,4.22,9.62,6.1,10.33,6.81,3.75,4.46,3.29,6.57,,,5.87,3.29,5.16,3.99,4.93,5.4,4.22,4.69,20.65,3.29,4.93,3.52,3.75,3.99,33.32,4.46,6.81,3.52,,,4.722222,-1.033333,10.877778,3.81,,-4.055556,50.315738
US_VA_51790,2020-05-10,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,15,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-15,3,-22,,7.06,8.04,4.87,12.91,6.58,,5.6,,6.09,,6.82,3.65,,3.9,5.84,3.9,4.87,,4.14,18.02,,8.28,,4.38,4.87,35.56,4.38,8.52,4.63,,4.38,7.194444,-1.2,17.722222,0.0508,,-3.041667,47.129593
US_VA_51790,2020-05-11,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,3,0,18,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-24,-10,-30,,,9.62,6.41,11.11,6.84,4.49,6.84,2.99,7.27,,3.42,7.27,4.92,4.92,4.27,5.77,4.27,3.21,5.34,19.23,5.77,8.76,,,6.2,37.4,3.42,8.12,3.42,2.99,,9.9,5.622222,15.322222,0.127,,0.902778,51.451177
US_VA_51790,2020-05-12,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,0,0,18,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-15,1,-31,,3.27,8.94,4.8,10.46,7.85,5.45,5.67,,8.5,3.27,6.1,10.9,4.58,5.23,7.63,3.71,,4.36,,22.45,3.71,8.94,7.85,,6.54,33.57,3.71,6.76,4.36,5.45,4.58,8.055556,3.172222,15.166667,0.620889,,-1.326389,49.327247
US_VA_51790,2020-05-13,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,3,0,21,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-14,-1,-31,,3.01,9.88,,11.6,7.95,5.37,4.94,4.73,8.81,,3.22,6.45,3.44,,7.52,,4.3,3.01,6.88,21.92,5.59,9.24,,4.51,,35.24,,8.81,4.08,,,9.827778,1.494444,18.533333,0.0,,-0.361111,48.970701
US_VA_51790,2020-05-14,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,2,0,23,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-16,-4,-36,,3.48,7.83,3.92,10.66,9.14,5.87,4.35,10.01,7.39,5.22,3.48,6.74,,5.22,5.66,3.26,4.57,3.92,5.22,21.1,6.53,7.18,4.35,4.35,6.09,33.72,3.92,8.92,5.0,6.09,3.7,14.233333,5.7,24.272222,0.169333,,8.243056,65.659807
US_VA_51790,2020-05-15,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,11,0,34,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-17,-12,-33,,5.42,8.13,5.42,12.88,7.46,3.62,5.2,6.55,6.55,,,4.97,,4.07,5.88,4.29,,,5.65,22.82,5.42,9.94,3.62,,5.42,36.16,5.65,6.55,3.62,,,20.333333,14.094444,28.061111,2.413,,13.840278,65.350407
US_VA_51790,2020-05-16,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,-1,0,33,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-20,-3,-21,,4.64,7.09,6.11,13.93,7.09,4.89,3.91,7.58,6.35,,,6.6,,3.67,,4.4,6.35,3.67,4.4,20.77,4.15,12.46,5.38,5.87,3.91,31.52,4.4,9.78,6.6,,4.15,21.116667,14.905556,26.711111,0.112889,,14.027778,62.306774
US_VA_51790,2020-05-17,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,34,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-19,-6,-22,,,10.34,4.7,11.52,7.52,7.99,5.17,3.76,4.93,,6.11,4.93,3.29,,,,5.64,4.46,7.05,19.04,5.41,10.57,3.76,,4.7,38.54,3.76,9.16,7.52,3.29,3.29,18.654321,15.351852,24.104938,4.360333,,15.777778,81.367067
US_VA_51790,2020-05-18,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,-1,0,33,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-15,-6,-30,,,9.28,,15.53,5.18,13.38,5.18,4.53,5.83,,4.96,7.12,,3.67,4.96,5.61,3.45,3.02,6.47,24.38,6.9,7.55,5.83,4.1,6.47,39.05,3.67,10.57,4.96,,,16.518519,14.203704,20.364198,0.169333,,14.595238,86.592802
US_VA_51790,2020-05-19,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,-1,0,32,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-14,1,-31,,,6.09,,11.76,10.91,14.27,5.46,3.57,6.51,,3.36,5.04,,,5.88,5.25,4.2,3.57,7.14,23.72,5.67,7.35,3.78,4.83,9.24,35.69,3.36,6.93,4.2,3.15,,13.91358,11.493827,16.598765,6.011333,,10.087302,74.756642
US_VA_51790,2020-05-20,ChIJlxZiuI6gtIkRbrYJCnHk1uU,Q502250,geoId/51790,US,United States of America,VA,Virginia,51790,Staunton,US,USA,2,1,0,33,0,,,24325,11142,13183,2642,2486,3194,3188,2844,3198,3242,2164,1367,3864617,38.1581,-79.0764,432,51,76.0,-14,4,-31,,3.41,5.96,4.47,11.29,7.24,8.52,4.69,,7.24,3.41,5.33,8.52,,5.33,5.75,5.54,3.83,,8.31,23.22,3.41,5.33,,3.2,7.67,32.81,4.26,4.26,4.69,,5.33,9.9,7.861111,13.544444,7.837714,,4.069444,65.776269
