location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40093,2020-01-01,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,57.53,4.533333,-1.427778,13.827778,0.0,,-2.083333,62.544043
US_OK_40093,2020-01-02,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,,5.711111,-0.722222,12.522222,0.0,,1.75,76.111725
US_OK_40093,2020-01-03,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,72.51,5.711111,-0.066667,11.905556,0.0,,0.744444,70.642458
US_OK_40093,2020-01-04,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,,3.188889,-3.388889,11.505556,0.0,,-2.683333,65.48896
US_OK_40093,2020-01-05,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,,6.461111,-0.377778,13.605556,0.0,,-1.555556,56.804552
US_OK_40093,2020-01-06,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,39.53,2.705556,-4.233333,12.222222,0.0,,-4.466667,59.489755
US_OK_40093,2020-01-07,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,57.52,3.805556,-4.616667,16.027778,0.0,,-6.5,47.235188
US_OK_40093,2020-01-08,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,41.6,5.783333,-1.672222,16.133333,0.0,,-5.033333,46.294174
US_OK_40093,2020-01-09,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,53.08,12.283333,7.627778,18.238889,0.0,,3.85,56.53347
US_OK_40093,2020-01-10,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,37.17,8.311111,0.261111,15.127778,1.6764,,5.35,81.822035
US_OK_40093,2020-01-11,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,58.98,-2.972222,-7.505556,2.277778,0.197556,,-7.544444,70.846398
US_OK_40093,2020-01-12,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,57.03,1.361111,-3.45,11.111111,0.0,,-3.45,70.718355
US_OK_40093,2020-01-13,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,46.78,4.405556,-1.911111,15.377778,0.0,,0.661111,77.73863
US_OK_40093,2020-01-14,ChIJJ8wsowICr4cRSF7u6o1grYM,Q495839,geoId/40093,US,United States of America,OK,Oklahoma,40093,Major County,US,USA,2,,,,,,,7684,3751,3933,1094,1028,752,929,800,1000,977,650,454,1822223,36.31,-98.54,2481,76.866667,,57.82,7.972222,1.95,16.177778,0.0,,4.561111,82.309797
