location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18047,2020-01-11,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,9.12,,,10.85,10.42,18.67,,26.92,,15.016667,9.761111,19.022222,16.764,,12.333333,84.070159
US_IN_18047,2020-01-12,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,,6.41,9.4,,15.8,,35.45,6.41,5.366667,2.555556,15.111111,17.671143,,2.727778,83.175224
US_IN_18047,2020-01-13,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,8.04,13.63,11.53,5.24,17.82,,30.05,,5.227778,2.533333,7.811111,0.0508,,1.783333,78.503091
US_IN_18047,2020-01-14,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,7.31,6.93,6.16,12.7,6.54,26.55,8.85,40.02,10.0,4.694444,1.011111,9.038889,0.0,,2.611111,86.467667
US_IN_18047,2020-01-15,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,6.53,5.8,6.53,9.42,7.25,27.91,5.44,34.44,,4.122222,-1.294444,12.016667,0.028222,,3.308642,93.508584
US_IN_18047,2020-01-16,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,5.75,5.75,14.18,,24.9,,36.01,6.51,3.838889,-1.588889,11.516667,0.0,,-0.977778,71.014546
US_IN_18047,2020-01-17,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,7.08,6.37,11.68,5.31,20.89,7.43,27.97,,-2.683333,-5.344444,4.355556,0.0,,-8.505556,64.35528
US_IN_18047,2020-01-18,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,8.03,,14.8,,22.41,6.34,32.55,7.19,3.127778,-2.777778,9.883333,7.366,,-0.505556,77.135668
US_IN_18047,2020-01-19,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,,6.25,10.0,,16.25,6.25,28.74,,-5.9,-10.1,6.422222,11.049,,-10.45,70.326912
US_IN_18047,2020-01-20,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,6.9,8.43,13.03,20.32,9.58,34.5,,34.5,6.9,-7.372222,-10.038889,-2.205556,0.0,,-11.616667,71.797843
US_IN_18047,2020-01-21,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,5.7,7.84,7.48,16.74,8.9,26.71,7.12,34.9,5.7,-4.25,-8.616667,-1.033333,0.0,,-9.794444,65.462255
US_IN_18047,2020-01-22,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,6.61,9.05,7.31,15.32,13.23,22.97,,34.81,8.01,-3.972222,-9.188889,3.383333,0.0,,-9.366667,66.29121
US_IN_18047,2020-01-23,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,7.02,10.88,10.88,12.63,6.67,27.71,,29.82,,2.194444,-4.983333,8.127778,0.0,,-6.266667,53.85693
US_IN_18047,2020-01-24,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,5.15,5.5,7.56,29.54,5.84,26.11,5.84,28.17,7.21,5.205556,0.222222,8.194444,3.683,,3.0,85.840146
US_IN_18047,2020-01-25,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,,,18.19,8.04,31.73,,34.69,,2.633333,0.927778,5.894444,6.57225,,1.238889,90.580975
US_IN_18047,2020-01-26,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,9.93,7.15,,21.85,,37.34,,28.2,,1.177778,-0.161111,5.294444,0.620889,,-1.333333,83.508977
US_IN_18047,2020-01-27,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,5.27,11.95,,28.11,8.08,42.16,,28.81,5.27,0.0,-3.25,3.522222,0.0508,,-2.116667,85.768974
US_IN_18047,2020-01-28,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,5.47,6.49,10.59,41.34,5.81,55.35,,30.07,,0.744444,-1.983333,2.066667,0.0,,-1.766667,83.400282
US_IN_18047,2020-01-29,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,7.8,14.9,9.58,43.63,6.39,52.86,6.03,27.67,11.0,0.711111,-0.055556,1.644444,0.0,,-2.761111,77.644861
US_IN_18047,2020-01-30,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,5.59,13.27,6.98,33.17,8.03,41.9,5.94,21.65,7.33,0.911111,-0.15,2.738889,0.0,,-3.616667,71.900625
US_IN_18047,2020-01-31,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,5.54,11.78,8.66,28.07,7.62,34.31,,20.45,7.28,1.122222,-0.222222,3.194444,0.0,,-1.811111,80.873572
US_IN_18047,2020-02-01,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,9.12,,22.14,,26.05,,33.86,,2.661111,0.472222,5.261111,1.2065,,0.777778,87.450848
US_IN_18047,2020-02-02,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,6.25,,7.08,18.32,9.16,17.48,7.08,26.23,6.25,6.744444,0.727778,17.711111,0.0508,,-0.138889,61.894881
US_IN_18047,2020-02-03,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,6.41,,25.62,6.76,26.33,,28.47,,10.072222,1.005556,17.8,0.0,,2.533333,59.698184
US_IN_18047,2020-02-04,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,7.43,,19.92,9.12,25.66,,35.45,5.74,12.888889,2.211111,17.822222,0.47625,,7.077778,67.948288
US_IN_18047,2020-02-05,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,,7.02,16.15,10.53,28.09,,31.6,,1.455556,0.183333,3.161111,8.019143,,-1.894444,78.471735
US_IN_18047,2020-02-06,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,6.72,8.4,,14.11,7.73,26.87,6.38,25.87,6.72,-0.094444,-1.344444,1.366667,6.422571,,-1.261111,91.89903
US_IN_18047,2020-02-07,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,7.55,8.39,7.97,16.36,7.55,20.56,7.97,35.24,,-1.544444,-3.177778,0.988889,1.27,30.48,-4.411111,80.86746
US_IN_18047,2020-02-08,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,11.21,7.62,9.42,14.35,,24.66,,26.91,,-0.794444,-3.255556,1.511111,0.465667,30.48,-3.038889,84.788451
US_IN_18047,2020-02-09,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,,,18.71,6.65,17.46,6.24,24.54,,-0.45,-4.861111,3.4,1.415143,30.48,-2.816667,84.088706
US_IN_18047,2020-02-10,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,6.87,7.56,17.52,9.27,29.2,,32.97,7.9,5.272222,0.772222,8.338889,9.62025,30.48,3.505556,88.441917
US_IN_18047,2020-02-11,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,6.09,6.43,7.44,15.56,9.13,24.35,5.07,27.4,7.1,2.322222,0.733333,6.316667,1.524,,-0.444444,82.193711
US_IN_18047,2020-02-12,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,,6.08,8.44,13.85,9.46,23.98,5.74,31.74,5.07,0.611111,-2.685185,4.382716,0.290286,50.8,-2.333333,80.730725
US_IN_18047,2020-02-13,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,8.46,8.83,8.1,12.88,11.41,26.13,,28.34,7.73,0.623457,-4.179012,2.901235,14.986,30.48,-0.993827,88.975367
US_IN_18047,2020-02-14,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,,,,,8.71,,6.27,12.54,8.71,24.04,7.66,33.1,5.23,-8.666667,-12.740741,0.061728,0.47625,30.48,-13.561728,67.889924
US_IN_18047,2020-02-15,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,16,12,0,,,,,15.55,,23.54,7.55,34.2,6.66,-4.555556,-12.320988,6.5,0.0,30.48,-11.253086,59.824806
US_IN_18047,2020-02-16,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,21,-2,-4,,,10.74,8.16,12.46,9.45,18.04,8.59,39.09,6.87,4.333333,1.222222,8.358025,0.0,30.48,-3.635802,56.418912
US_IN_18047,2020-02-17,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,0,3,-9,,6.07,7.58,8.34,19.33,7.96,29.95,6.07,36.01,6.07,2.345679,-3.648148,9.567901,0.0,,-2.209877,72.098803
US_IN_18047,2020-02-18,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,1,-3,0,,8.71,9.04,8.38,19.09,9.38,30.15,,37.19,7.04,8.012346,1.358025,11.320988,0.471714,,4.055556,76.24
US_IN_18047,2020-02-19,ChIJA72-c9WaaogRK0d79gpNEVw,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,11335,11359,2627,3162,2411,2510,2874,3423,3008,1721,958,1802281,39.42,-85.06,1014,78.76,4,-1,3,,5.74,9.12,,10.47,7.43,36.13,7.77,36.47,9.46,0.977778,-3.672222,9.0,0.8128,,-4.383333,67.824693
