location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26047,2020-09-27,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,157,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,69,,,11,,2.65,7.62,3.65,7.96,6.13,7.29,2.32,5.8,2.49,4.81,3.65,8.12,2.82,3.65,2.32,2.82,6.63,3.48,,4.47,3.15,4.81,5.3,4.64,2.32,4.81,19.56,3.98,,5.63,2.98,2.82,3.98,5.47,34.64,4.47,5.47,5.14,3.65,4.64,,,18.838889,15.161111,22.627778,4.868333,15.340278,80.399229
US_MI_26047,2020-09-28,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,2,0,159,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,28,14,,-11,5,3.31,6.9,4.6,8.91,7.91,5.61,2.73,7.19,,4.6,3.45,8.48,3.16,3.88,4.02,3.59,6.18,3.74,2.59,4.46,,3.31,5.03,4.46,,7.19,16.96,4.89,,6.47,3.45,4.31,4.74,4.74,35.5,4.6,6.18,5.46,3.31,2.16,,3.02,14.055556,12.027778,18.855556,2.032,12.465278,92.25343
US_MI_26047,2020-09-29,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,1,0,160,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,23,17,,-8,3,3.05,5.64,5.18,9.91,8.54,6.56,3.66,5.03,4.42,5.03,2.29,5.34,3.2,3.2,2.13,4.57,8.69,3.96,,4.57,4.73,3.96,2.44,4.42,2.74,6.25,19.36,6.25,2.9,6.71,,5.64,3.96,4.57,37.96,5.49,5.49,4.57,3.66,,,2.44,12.266667,10.294444,15.227778,5.588,9.236111,83.496282
US_MI_26047,2020-09-30,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,2,0,162,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,19,14,,-10,4,4.23,4.68,4.83,8.76,8.45,4.98,5.43,4.38,3.17,2.87,,5.28,3.32,,2.87,7.85,8.91,3.92,3.32,5.28,3.47,3.77,4.98,3.62,3.17,6.64,17.51,5.28,3.17,5.58,,7.4,4.23,3.92,36.83,3.02,5.43,5.43,3.17,3.92,,2.11,11.472222,9.027778,15.45,4.910667,8.909722,87.091985
US_MI_26047,2020-10-01,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,3,0,165,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,29,27,,-8,2,2.47,3.71,5.41,8.5,7.73,4.79,4.17,4.48,4.64,2.63,2.47,5.56,,3.25,2.78,5.72,6.64,5.1,3.25,4.64,4.02,4.17,4.48,4.33,2.78,7.57,17.31,6.8,3.09,6.34,2.16,2.63,5.72,4.48,29.82,3.4,5.1,6.18,4.02,2.78,2.16,,10.122222,7.322222,13.577778,4.318,6.965278,82.588227
US_MI_26047,2020-10-02,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,1,0,166,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,25,24,,-9,2,3.05,5.95,5.95,8.08,7.01,7.62,3.35,4.88,3.2,3.05,,4.88,4.27,4.57,3.05,3.2,7.93,4.42,2.29,3.05,4.73,6.1,3.35,3.66,5.49,4.73,14.49,5.49,3.05,4.42,2.9,4.73,3.51,11.59,29.28,2.75,4.73,3.96,3.81,3.51,,3.66,6.105556,3.361111,10.416667,1.862667,1.597222,75.26843
US_MI_26047,2020-10-03,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,1,0,167,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,55,65,,10,,3.36,6.89,4.71,7.73,7.06,6.39,,5.21,4.71,2.86,,7.23,4.03,3.7,4.54,3.36,4.87,3.53,,4.03,4.87,4.37,3.53,2.35,5.04,6.39,17.31,3.36,2.35,5.55,2.52,,2.35,7.06,32.77,2.69,5.04,4.2,,4.71,,2.35,5.45,1.538889,9.294444,0.108857,0.576389,73.234948
US_MI_26047,2020-10-04,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,167,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,68,,,4,,3.15,7.97,7.8,7.63,7.97,4.81,3.48,5.31,3.48,2.99,,8.63,3.82,2.65,,3.32,6.8,4.65,,2.99,3.65,6.47,4.98,4.48,2.65,3.65,21.41,4.32,,7.14,3.98,2.99,5.64,6.14,32.86,4.48,5.48,3.48,3.48,2.65,,2.49,6.944444,3.188889,10.394444,2.709333,3.875,83.159018
US_MI_26047,2020-10-05,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,6,0,173,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,32,18,,-8,0,4.36,6.31,5.11,9.92,8.87,7.21,4.51,7.37,3.46,3.61,2.71,7.51,2.71,4.81,,5.41,5.86,4.96,4.21,4.06,3.91,4.06,2.71,5.41,2.56,6.31,16.23,6.31,,4.51,4.36,4.36,3.76,4.66,36.22,4.06,5.41,4.81,2.1,4.36,,3.01,7.788889,1.3,14.772222,0.4572,1.6875,68.64106
US_MI_26047,2020-10-06,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,2,0,175,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,25,26,,-9,1,3.03,4.39,7.26,11.8,9.08,4.84,3.63,5.14,,4.39,,8.17,2.42,4.69,3.03,5.9,7.11,3.33,2.57,3.93,2.88,3.18,3.48,4.24,2.72,6.51,19.22,4.08,,5.3,2.57,3.33,3.33,5.45,32.08,3.33,5.45,3.78,4.39,5.6,2.88,,13.777778,10.294444,17.372222,0.0,6.979167,64.967434
US_MI_26047,2020-10-07,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,175,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,34,23,,-9,2,,4.65,4.35,10.49,8.09,5.39,2.7,3.6,6.0,4.35,,7.49,2.7,2.55,3.3,5.25,7.64,3.9,,4.65,2.55,4.5,3.3,3.6,4.65,5.84,15.29,5.09,,7.19,2.7,4.95,3.15,4.05,35.82,4.65,5.84,4.2,4.05,3.9,2.1,,13.016667,10.383333,16.627778,2.370667,8.458333,75.237398
US_MI_26047,2020-10-08,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,2,0,177,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,33,28,,-9,1,3.48,6.2,4.08,11.19,6.35,4.84,2.42,5.14,3.48,3.17,3.02,5.75,3.02,5.29,3.33,4.54,7.56,4.38,2.57,3.78,4.84,,3.78,4.08,,7.71,17.54,6.65,2.57,4.84,3.17,4.08,3.17,3.93,32.81,4.54,6.65,6.96,3.33,3.63,3.33,,10.211111,4.883333,14.744444,0.0508,5.131944,73.117599
US_MI_26047,2020-10-09,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,177,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,28,27,,-7,2,4.34,5.28,3.72,7.76,5.59,5.59,2.79,3.88,4.81,3.88,,5.74,2.95,3.88,,4.04,6.83,4.04,3.57,3.1,3.26,4.04,3.1,3.88,4.04,5.28,13.97,6.52,2.95,4.97,2.17,6.36,2.48,3.72,30.88,2.64,6.36,4.04,6.36,4.04,2.48,3.1,11.494444,3.85,21.944444,0.036286,5.756944,69.967922
US_MI_26047,2020-10-10,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,177,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,67,87,,10,,4.03,5.7,6.04,11.91,5.87,3.52,,5.2,2.68,3.52,,5.54,5.03,3.69,2.52,3.86,10.4,3.69,2.35,4.53,3.19,4.7,3.86,3.02,3.19,4.7,16.77,5.2,3.02,7.21,3.86,2.52,3.52,3.86,32.03,,6.54,4.36,4.7,,,,15.177778,5.561111,21.622222,0.0,9.006944,66.746352
US_MI_26047,2020-10-11,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,177,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,99,,,8,,4.01,4.68,4.18,8.02,9.36,5.18,3.17,4.84,4.18,4.18,,8.02,3.51,,,4.84,8.02,3.34,,4.68,3.01,2.67,4.18,4.01,2.67,5.68,16.54,5.51,3.51,4.51,2.51,3.51,4.01,5.18,33.25,4.68,6.52,5.01,4.01,3.34,3.17,3.51,8.533333,4.866667,16.922222,0.0,3.763889,74.047671
US_MI_26047,2020-10-12,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,1,0,178,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,37,19,,-9,3,2.98,6.55,6.11,11.17,8.49,4.02,4.92,5.51,3.72,4.47,2.53,7.15,4.32,4.92,2.23,6.41,9.23,3.13,2.23,5.96,2.38,,4.02,3.72,2.83,6.7,16.39,3.87,,5.36,2.83,3.87,4.47,5.51,35.9,3.13,5.66,5.81,5.07,3.28,,,11.188889,6.333333,16.344444,1.481667,8.763889,87.993568
US_MI_26047,2020-10-13,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,2,0,180,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,25,17,,-8,3,5.58,4.65,4.96,9.14,6.97,5.27,3.87,5.73,3.41,4.03,3.25,8.21,2.48,4.49,2.63,6.2,8.83,3.87,,3.87,3.1,3.72,,4.49,2.79,7.28,17.98,3.25,3.72,5.27,3.1,2.94,4.18,2.17,34.09,,3.72,5.11,2.79,2.17,2.48,3.25,11.316667,5.388889,17.372222,5.334,6.513889,73.831537
US_MI_26047,2020-10-14,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,180,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,29,18,,-9,4,3.12,5.47,5.78,9.06,5.94,4.53,4.53,6.25,4.53,3.12,,6.56,2.34,4.22,2.5,4.84,9.06,2.19,,4.53,2.97,3.91,2.97,2.81,2.66,7.66,16.56,4.22,2.81,5.16,,5.47,4.69,4.53,33.28,3.91,6.25,6.25,6.41,,2.34,3.59,8.877778,4.288889,15.194444,0.889,4.6875,78.012428
US_MI_26047,2020-10-15,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,2,0,182,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,22,17,,-6,4,4.15,5.53,6.46,8.91,6.15,6.76,3.69,3.69,,,,6.76,4.15,4.3,2.31,5.07,7.69,2.31,3.23,4.61,3.07,3.38,2.61,4.0,,7.22,19.21,6.0,3.07,4.92,2.46,4.3,4.46,3.84,33.36,3.07,6.76,3.38,3.69,2.46,,2.15,9.033333,3.738889,12.677778,4.360333,5.826389,82.355228
US_MI_26047,2020-10-16,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,182,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,17,13,,-14,6,2.92,4.22,7.14,8.12,6.17,6.5,3.25,5.85,3.9,4.22,,7.14,,3.57,3.25,3.73,5.36,2.92,,3.08,3.08,3.9,3.41,4.22,,5.03,18.19,5.03,3.25,6.17,3.9,4.22,4.55,4.55,33.45,4.22,6.98,4.71,4.38,2.92,,,4.194444,0.6,10.144444,1.227667,-1.138889,70.971009
US_MI_26047,2020-10-17,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,182,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,41,48,,8,,4.48,6.9,4.31,8.28,5.34,3.45,2.41,3.45,3.62,,,7.59,2.93,3.1,3.45,2.76,6.55,3.45,,2.76,2.59,2.93,3.1,2.59,,4.48,15.52,2.76,,5.34,2.41,,,4.14,27.07,2.41,3.79,4.83,3.45,3.1,,2.41,4.611111,0.766667,8.588889,5.418667,0.958333,79.581915
US_MI_26047,2020-10-18,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,182,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,49,,,1,,4.99,4.13,6.37,11.02,6.71,3.1,2.93,4.13,4.65,4.13,,6.71,2.75,2.58,2.41,3.1,6.37,4.82,,3.44,2.75,,4.3,6.37,,3.79,17.04,4.13,,6.54,2.41,2.75,4.99,5.16,34.43,3.96,4.99,6.03,2.41,3.44,2.41,3.79,7.672222,3.1,12.444444,1.439333,2.590278,71.522772
US_MI_26047,2020-10-19,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,10,0,192,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,18,7,,-7,3,4.52,6.62,5.65,8.07,6.94,4.52,4.52,5.17,2.58,3.39,3.07,6.94,2.26,3.23,,6.94,10.33,3.07,,4.36,2.42,4.36,3.55,3.88,2.42,6.94,16.47,4.52,,6.94,2.26,4.36,4.04,5.33,31.32,5.17,5.33,3.23,3.55,5.0,,2.91,3.933333,0.722222,9.716667,0.790222,-0.534722,74.666523
US_MI_26047,2020-10-20,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,192,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,11,3,,-10,3,4.78,4.95,6.92,10.22,9.4,6.76,2.64,4.78,4.29,5.77,,8.74,3.63,4.62,2.8,5.93,12.53,3.13,,4.95,4.12,4.78,2.8,5.28,3.13,6.43,19.45,5.28,3.79,6.1,4.12,5.44,3.3,4.29,37.42,3.79,5.28,4.12,6.1,3.96,,2.31,3.961111,-0.216667,7.677778,0.169333,-0.784722,72.964723
US_MI_26047,2020-10-21,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,1,0,193,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,13,12,,-8,5,3.41,6.17,5.68,9.74,9.57,6.49,2.6,5.19,3.57,3.25,3.41,6.17,4.71,3.57,,4.22,6.0,4.54,3.57,4.06,4.87,4.22,5.03,4.38,,5.36,20.29,6.0,,5.03,3.73,5.68,4.87,3.73,34.57,4.54,4.54,4.22,2.92,,3.57,2.27,6.655556,2.038889,9.116667,5.207,3.8125,82.748574
US_MI_26047,2020-10-22,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,14,0,207,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,7,7,,-8,4,,4.83,4.03,5.48,5.64,6.29,3.06,4.19,2.26,3.87,,9.51,4.35,3.71,3.38,5.32,7.25,,,4.03,4.03,3.22,3.71,2.58,,7.41,18.54,6.61,2.42,4.51,5.32,5.16,3.55,3.38,32.56,3.55,6.12,4.35,,4.03,,2.26,5.4,2.044444,8.127778,1.735667,2.027778,80.105454
US_MI_26047,2020-10-23,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,7,0,214,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,-2,-7,,-13,8,4.81,4.97,4.81,7.53,7.05,4.97,3.53,3.85,2.56,5.45,2.88,6.73,4.33,3.21,,4.81,5.93,4.01,,4.01,2.88,4.01,,3.53,,5.77,15.55,5.77,4.81,3.53,2.56,4.49,4.17,4.81,33.02,3.53,5.29,4.49,2.73,3.37,3.05,3.05,5.522222,2.572222,6.927778,34.163,4.5625,95.539568
US_MI_26047,2020-10-24,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,8,0,222,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,8,16,,1,,3.81,4.71,5.44,7.43,5.44,3.99,,4.17,3.62,2.9,3.08,8.34,4.53,5.07,,5.62,5.25,3.99,,3.81,5.25,3.62,3.62,4.17,3.26,4.89,17.39,3.99,3.81,5.07,,3.26,5.44,4.53,31.35,,4.17,3.62,2.9,3.44,4.17,3.44,2.8,1.266667,5.644444,4.100286,-0.361111,82.295178
US_MI_26047,2020-10-25,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,222,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,17,,,-8,,4.29,8.03,4.67,6.54,7.28,6.54,3.17,7.09,4.48,3.17,,7.66,3.92,4.67,2.61,4.86,7.28,3.17,3.17,4.67,5.23,4.11,4.11,2.61,4.67,5.04,16.8,8.22,,4.67,3.17,2.99,3.36,3.55,38.28,4.29,5.23,6.35,,,,,2.361111,0.066667,5.266667,0.127,-0.729167,81.909334
US_MI_26047,2020-10-26,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,27,0,249,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,-2,-4,,-11,4,2.25,4.33,6.42,7.54,7.06,3.21,2.73,6.09,,3.05,2.57,10.11,3.69,4.81,2.41,5.13,8.34,2.89,,2.89,6.09,2.73,2.89,3.85,3.05,8.66,22.94,4.81,3.53,6.26,3.53,4.81,3.37,4.01,38.98,3.69,4.65,4.17,2.89,3.53,2.25,2.41,2.211111,0.527778,4.827778,1.100667,0.4375,90.089447
US_MI_26047,2020-10-27,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,6,0,255,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,0,-4,,-13,6,5.25,3.77,4.1,11.48,8.04,8.37,3.77,5.74,3.44,4.1,2.79,9.68,2.46,4.76,2.95,7.22,7.38,4.1,2.95,5.58,5.74,4.26,2.46,3.44,3.12,8.04,23.62,3.61,3.44,4.59,2.3,4.92,4.1,5.58,33.79,2.79,3.77,5.41,5.74,3.44,,3.44,1.8,-0.283333,4.733333,0.108857,-0.965278,83.622127
US_MI_26047,2020-10-28,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,26,0,281,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,2,8,,-10,5,3.02,4.19,5.87,8.71,6.87,8.88,2.68,4.36,3.18,4.53,,8.88,3.69,4.36,3.52,6.03,5.7,2.51,,4.86,5.2,4.53,3.02,4.86,2.85,4.19,22.79,5.7,4.02,4.36,,9.22,5.53,4.53,34.02,3.35,5.2,6.37,3.52,2.51,2.51,2.35,4.583333,1.261111,7.811111,0.0508,-1.076389,68.38617
US_MI_26047,2020-10-29,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,17,0,298,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,1,6,,-14,5,3.21,3.21,5.57,7.43,6.25,5.23,4.22,6.42,3.54,4.9,2.53,10.13,3.88,2.87,2.36,6.75,9.96,4.73,2.87,5.57,4.73,3.21,6.42,3.04,3.54,9.12,25.16,5.4,2.87,5.74,3.54,4.22,5.07,6.25,32.75,3.88,5.07,4.9,4.56,3.21,,,3.516667,0.816667,7.372222,0.592667,0.486111,82.186641
US_MI_26047,2020-10-30,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,24,0,322,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,-10,-9,,-15,7,3.18,3.89,4.24,8.31,6.72,5.66,5.48,6.01,3.54,,,8.84,,3.71,,5.3,6.37,4.42,3.36,4.24,4.07,2.83,3.89,5.13,3.01,5.66,22.63,4.95,,6.01,,3.71,3.71,4.07,34.48,4.07,4.95,3.54,3.36,4.42,,,-0.477778,-2.694444,3.422222,0.0254,-6.0625,67.64272
US_MI_26047,2020-10-31,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,10,0,332,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,-17,-2,,-8,,3.09,4.73,6.99,7.82,5.97,4.73,,4.11,3.91,3.91,,11.11,,5.14,,5.14,9.67,,,3.09,5.14,3.7,3.29,4.53,,3.7,18.72,3.09,3.91,3.5,3.29,,3.91,,28.18,6.58,,5.76,4.53,,,,1.805556,-3.727778,9.038889,0.0,-4.416667,66.140808
US_MI_26047,2020-11-01,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,0,0,332,4,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,-3,-2,,-14,,4.02,7.47,5.74,6.89,15.7,3.64,4.02,5.55,,2.87,2.87,13.02,4.79,,3.06,8.42,6.7,4.02,4.21,6.89,4.98,4.59,3.25,4.4,2.68,6.13,17.42,4.59,2.68,5.36,3.83,4.21,3.64,2.87,34.65,4.02,5.17,3.64,4.21,2.87,,2.68,4.311111,-1.927778,10.627778,3.302,0.138889,75.47173
US_MI_26047,2020-11-02,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,71,1,403,5,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,-6,-5,,-16,5,4.41,4.73,5.87,8.97,10.6,5.22,4.57,6.04,3.26,4.57,3.59,10.77,3.59,5.55,2.28,9.3,7.83,,,5.22,6.69,3.43,5.06,3.43,2.45,6.85,22.35,5.22,2.94,5.06,3.59,5.22,2.61,4.73,35.56,2.45,3.1,6.85,3.1,3.59,2.77,3.26,2.577778,-1.361111,8.855556,0.7366,-3.986111,63.521149
US_MI_26047,2020-11-03,ChIJr4sBRWSDSk0R23iTvfSNjzo,Q491129,geoId/26047,US,United States of America,MI,Michigan,26047,Emmet County,US,USA,2,19,0,422,5,,,33081,16342,16739,3324,3908,3718,3627,3800,4831,5251,2970,1652,1907313,45.58,-84.98,2285,80.071429,6,-3,,-14,5,3.42,3.9,5.37,9.11,6.51,5.04,3.25,5.69,3.58,3.74,2.44,7.48,3.09,5.04,3.25,6.02,7.48,5.21,,2.93,,4.55,2.77,,2.93,5.21,25.05,4.07,3.42,6.02,3.09,5.04,2.93,4.07,30.09,4.39,5.53,3.74,,,,2.93,7.316667,0.811111,13.316667,0.0,1.263889,66.993903
