location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26019,2020-01-01,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,8.26,,14.09,,,21.86,7.77,38.86,,-1.688889,-5.255556,2.411111,0.03175,99.06,-5.960317,73.832367
US_MI_26019,2020-01-02,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,7.65,,19.13,7.17,7.65,22.0,,45.44,,4.072222,1.35,6.005556,0.0508,30.48,-0.396825,73.521885
US_MI_26019,2020-01-03,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,9.49,12.48,,23.96,,9.98,23.96,8.49,39.44,,2.294444,0.416667,5.388889,0.0,,-1.801587,75.150916
US_MI_26019,2020-01-04,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,10.16,9.15,17.28,,,23.88,9.65,33.03,,-0.544444,-1.444444,0.894444,0.042333,,-3.801587,80.155223
US_MI_26019,2020-01-05,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,7.31,8.77,22.41,13.64,,25.33,,40.43,9.26,-0.272222,-1.472222,1.066667,0.0,78.74,-4.190476,76.575347
US_MI_26019,2020-01-06,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,10.24,9.16,16.71,8.62,,19.94,10.78,37.73,,0.555556,-1.416667,2.1,0.544286,78.74,-5.007937,67.695447
US_MI_26019,2020-01-07,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,9.12,8.58,14.48,8.58,10.72,28.96,9.65,34.32,,1.311111,-1.611111,2.988889,0.0,50.8,-3.84127,71.666024
US_MI_26019,2020-01-08,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,13.82,,21.01,11.06,,23.78,,33.18,,-5.827778,-8.511111,1.055556,0.0,50.8,-12.579365,60.228233
US_MI_26019,2020-01-09,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,8.77,12.61,8.77,13.15,8.77,8.22,27.4,,52.06,10.96,-4.922222,-9.144444,3.727778,0.181429,50.8,-10.468254,66.012606
US_MI_26019,2020-01-10,ChIJqxY7o4c7HogR6x-lbU8aVTw,Q486043,geoId/26019,US,United States of America,MI,Michigan,26019,Benzie County,US,USA,2,,,,,,,17624,8741,8883,1682,1905,1640,1787,1815,2678,2992,2054,1071,1907308,44.63,-86.25,2226,78.7,,,,,11.08,,17.18,,,17.73,,43.22,13.85,4.772222,0.927778,8.083333,0.108857,,2.063492,82.367575
