location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48481,2020-01-16,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,6.01,8.66,,7.46,7.22,4.09,6.49,3.85,16.12,9.38,4.57,11.79,3.61,3.85,6.49,,4.09,4.09,12.03,29.59,7.46,8.18,6.49,5.05,5.53,36.56,5.53,8.66,4.57,5.29,3.37,21.561111,20.116667,24.505556,0.0254,20.493827,92.495416
US_TX_48481,2020-01-17,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,,7.03,,8.73,6.31,5.82,,4.12,15.52,6.55,,10.19,4.61,3.64,,4.12,4.85,,6.31,22.56,,7.52,,3.64,3.88,34.2,6.55,5.58,7.28,,6.55,20.477778,18.25,24.183333,0.310444,18.765432,89.779535
US_TX_48481,2020-01-18,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,,9.83,4.78,10.68,7.87,7.59,5.62,4.78,13.77,10.12,3.93,8.43,,5.34,,4.21,5.9,5.62,7.02,20.79,3.93,8.71,,,5.62,36.25,,6.46,6.46,6.18,4.21,20.8,18.883333,23.394444,2.963333,19.790123,93.720057
US_TX_48481,2020-01-19,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,6.53,10.51,,10.79,4.54,4.26,5.96,5.4,13.35,7.67,,8.52,,5.68,4.54,,,4.26,9.94,19.6,6.53,4.26,5.4,,,37.77,,5.68,4.83,7.1,5.11,12.955556,7.016667,19.533333,18.288,4.154321,55.635147
US_TX_48481,2020-01-20,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,5.57,7.96,4.51,18.84,6.37,7.43,4.78,5.57,16.19,6.11,,9.82,3.98,5.04,7.17,,6.37,,9.29,22.56,4.78,7.7,,,3.98,41.67,,8.76,5.04,5.04,3.72,9.567901,4.45679,16.104938,0.0,-0.083333,52.402694
US_TX_48481,2020-01-21,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,4.21,7.31,,9.08,9.08,6.65,3.54,3.99,17.95,10.63,3.1,7.97,4.65,6.87,4.43,3.1,3.99,9.3,9.3,27.69,7.31,5.98,3.54,8.64,5.09,39.43,5.09,5.32,5.09,3.32,4.21,10.746914,5.37037,16.462963,0.0,2.479167,57.875042
US_TX_48481,2020-01-22,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,6.05,7.13,,11.68,8.65,4.11,5.62,5.19,20.54,9.08,5.41,6.7,3.24,3.46,4.32,4.97,4.11,7.57,8.22,28.32,5.41,10.81,,7.13,4.54,34.38,4.54,7.78,6.49,6.7,5.84,12.623457,9.234568,15.876543,1.651,8.659722,78.305119
US_TX_48481,2020-01-23,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,4.08,8.8,4.29,9.44,6.01,5.58,4.29,5.79,25.11,5.79,4.72,6.87,4.08,3.65,3.65,5.36,5.36,3.65,10.3,32.61,7.08,6.44,4.08,5.58,4.51,31.33,4.51,6.44,5.36,4.29,,16.333333,13.487654,18.54321,23.3045,14.138889,86.956904
US_TX_48481,2020-01-24,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,5.12,6.68,5.12,10.24,8.23,6.9,4.9,4.9,22.48,7.79,3.78,9.57,4.23,3.78,3.12,4.01,3.56,4.9,6.68,28.05,7.12,5.56,,4.23,5.12,37.84,4.01,6.46,6.23,,6.23,11.728395,5.574074,19.802469,0.762,6.201389,69.743246
US_TX_48481,2020-01-25,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,5.78,8.39,4.05,8.1,7.23,4.92,6.36,4.05,21.11,8.68,4.34,8.97,4.63,7.23,4.34,4.92,,4.05,4.92,32.97,7.23,5.21,,,6.65,38.18,4.34,5.21,5.5,5.5,4.05,12.87037,7.611111,19.08642,0.0,8.333333,75.769401
US_TX_48481,2020-01-26,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,,7.16,,9.55,6.89,5.3,6.89,3.98,25.72,10.08,5.04,8.22,,4.77,5.3,,5.57,5.3,9.02,28.9,5.57,6.36,,6.36,,34.74,3.71,6.1,6.89,5.3,3.98,19.006944,16.645833,24.201389,11.829143,15.65873,80.572119
US_TX_48481,2020-01-27,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,6.98,10.04,4.58,8.51,7.2,4.58,5.89,5.67,19.64,8.51,4.14,6.11,5.67,5.02,3.27,5.67,3.27,3.93,6.54,30.33,5.02,5.89,,4.8,3.71,36.65,4.58,7.85,5.24,3.27,4.58,15.185185,10.660494,21.135802,2.032,12.201389,83.480411
US_TX_48481,2020-01-28,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,3.75,6.83,3.31,13.0,7.05,,3.75,6.39,19.62,7.49,,8.38,6.17,5.29,6.61,3.53,3.97,5.29,6.83,29.75,3.97,6.61,5.29,7.93,4.19,34.38,4.63,9.26,4.63,3.53,3.31,15.845679,12.555556,21.012346,0.635,13.472222,86.877089
US_TX_48481,2020-01-29,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,3.94,7.22,,10.07,7.66,6.57,6.13,4.16,17.3,9.41,,9.85,3.72,3.72,4.16,3.06,,5.69,7.44,34.81,5.69,6.57,5.25,3.5,4.38,37.0,6.79,8.76,6.35,5.91,4.6,12.522222,8.722222,19.094444,5.5118,6.469136,67.380335
US_TX_48481,2020-01-30,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,3.25,6.51,3.69,8.89,6.07,6.29,4.99,4.34,31.01,12.36,,12.8,4.99,3.9,5.86,,3.47,3.9,9.98,34.27,6.29,6.51,4.12,4.12,7.37,35.78,5.86,5.42,3.9,6.29,4.55,10.777778,8.922222,13.894444,0.0,7.555556,80.636499
US_TX_48481,2020-01-31,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,4.56,6.73,,10.86,4.99,4.12,4.34,,27.14,8.03,4.78,6.3,4.34,5.86,4.12,,4.34,4.56,8.9,26.27,7.38,4.99,3.69,,4.56,31.7,3.91,7.17,5.64,,,11.845679,9.246914,15.740741,0.028222,8.486111,80.061219
US_TX_48481,2020-02-01,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,,7.07,,9.42,7.07,5.0,,,22.08,11.19,,6.18,4.71,5.89,5.3,6.48,5.0,4.42,,22.96,6.48,9.13,4.71,,,36.51,,4.12,5.0,,7.36,11.024691,4.006173,20.709877,0.0,4.194444,63.726516
US_TX_48481,2020-02-02,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,5.05,8.13,,12.06,5.05,4.49,4.77,,18.23,7.85,5.33,7.85,,5.05,5.33,,3.93,,7.57,19.35,5.05,4.77,4.49,,4.49,33.93,4.49,7.01,5.05,5.33,4.77,14.209877,7.62963,23.339506,0.0,6.0625,58.858626
US_TX_48481,2020-02-03,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,5.12,8.52,,10.87,7.88,5.97,7.25,5.75,22.38,11.93,,9.59,,6.39,5.97,4.26,6.18,6.61,7.88,26.0,7.03,7.67,,5.97,5.33,41.13,3.41,6.18,5.54,5.97,3.2,17.611111,11.716049,23.783951,0.0,13.652778,77.826534
US_TX_48481,2020-02-04,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,4.3,9.03,,9.68,7.09,3.87,6.88,,19.35,8.38,,8.38,,5.59,5.59,6.45,4.73,3.44,7.74,29.46,8.17,4.95,3.65,,5.38,41.93,,4.95,6.24,4.08,7.09,21.32716,19.006173,24.351852,0.0,18.5,83.057089
US_TX_48481,2020-02-05,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,5.54,8.53,3.63,8.74,5.12,4.27,4.05,6.4,18.56,7.68,3.41,7.89,4.91,4.48,4.48,5.33,,3.2,7.25,30.5,5.97,6.83,,,5.54,33.7,5.76,5.76,5.12,3.2,3.2,12.022222,6.827778,20.144444,0.0,10.049383,87.446275
US_TX_48481,2020-02-06,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,6.15,5.93,,7.91,5.27,5.93,3.29,3.73,18.23,8.35,,9.01,3.73,5.49,,7.25,3.52,3.52,11.21,26.36,4.39,4.83,,3.52,4.61,33.39,3.96,7.69,5.49,5.71,5.05,6.455556,2.077778,13.122222,0.479778,-0.049383,63.24
US_TX_48481,2020-02-07,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,,5.02,5.24,6.33,6.12,,,3.93,18.57,7.43,,8.74,6.99,5.46,5.24,5.02,,3.93,6.33,22.72,5.68,6.55,,5.02,3.06,27.96,,5.68,4.37,5.46,5.24,10.205556,1.677778,22.133333,0.1016,2.117284,58.631731
US_TX_48481,2020-02-08,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,,10.43,,8.34,4.17,5.66,6.26,7.75,19.37,8.34,4.17,8.34,8.64,,6.26,,,5.66,7.75,31.89,4.47,6.56,,5.36,,38.14,4.77,7.45,4.47,,,15.588889,9.688889,23.155556,0.0,12.030864,79.445303
US_TX_48481,2020-02-09,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,4.09,8.72,,12.54,6.54,3.82,4.09,6.54,17.72,8.72,4.63,8.45,5.73,4.36,3.82,4.09,4.09,6.0,4.91,28.9,6.82,9.27,,4.09,4.09,39.54,6.0,7.36,9.27,4.63,5.73,19.238889,15.161111,23.15,0.0,17.314815,87.42421
US_TX_48481,2020-02-10,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,3.99,7.77,,9.03,8.61,4.83,6.93,5.04,13.86,6.72,3.99,9.03,5.25,5.67,,3.99,,3.78,8.82,30.86,6.51,7.56,3.99,3.57,4.41,36.53,,6.93,4.83,3.36,3.78,22.266667,20.366667,25.261111,0.254,20.851852,89.946824
US_TX_48481,2020-02-11,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,3.12,7.91,3.33,9.99,4.58,5.0,5.0,,20.19,9.99,3.96,10.2,5.0,6.45,7.08,,4.58,,8.74,32.68,7.08,7.91,,3.33,6.24,35.18,4.79,7.7,5.83,6.24,5.0,13.405556,10.077778,22.872222,0.6985,12.709877,95.311254
US_TX_48481,2020-02-12,ChIJTzMUbKR1QYYRDR3dzLq5FyQ,Q483916,geoId/48481,US,United States of America,TX,Texas,48481,Wharton County,US,USA,2,,,,,,,41837,20513,21324,5847,6146,5250,5133,4527,5350,4941,2802,1841,1837773,29.28,-96.22,2835,77.6,,,,,,3.01,6.23,4.3,7.73,3.65,4.51,8.16,3.87,17.18,6.01,,9.45,3.01,5.58,3.65,4.08,3.87,4.94,8.59,27.07,4.94,8.16,3.22,4.3,7.3,38.24,3.87,4.3,4.51,7.09,4.73,12.233333,9.477778,14.688889,0.508,11.598765,95.124482
