location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51185,2020-01-01,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.26,9.52,5.26,11.77,6.76,6.76,6.26,5.51,20.79,15.53,5.51,13.53,5.01,6.76,8.27,6.01,5.01,7.26,9.52,34.81,8.02,9.27,,6.01,7.51,43.58,5.76,5.51,7.76,6.76,5.51,2.772222,0.661111,6.255556,0.0,,-2.6,67.889464
US_VA_51185,2020-01-02,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,9.94,10.89,,12.54,9.94,5.92,9.94,3.55,21.06,13.02,5.21,8.52,7.1,4.5,5.21,4.5,,5.44,8.76,37.16,6.39,7.1,5.68,4.97,7.34,45.91,6.63,12.54,5.21,5.44,8.76,3.322222,-1.261111,9.288889,0.508,,-2.788889,64.854471
US_VA_51185,2020-01-03,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,3.92,9.92,3.92,12.23,6.92,7.62,8.77,6.0,21.69,17.08,5.08,11.54,5.31,5.31,3.46,5.31,,6.69,8.54,30.69,6.23,6.92,7.38,6.46,6.69,42.46,3.46,7.85,3.46,7.85,7.62,9.344444,5.027778,12.6,9.398,,8.8,96.440394
US_VA_51185,2020-01-04,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,6.95,6.21,,11.18,7.2,5.46,6.71,5.46,19.37,9.94,6.21,9.19,5.71,5.22,5.96,5.46,5.96,5.46,7.7,25.09,8.44,10.18,4.47,6.71,5.96,43.22,,6.46,6.21,5.22,6.95,9.283333,0.883333,12.655556,6.053667,,7.933333,91.351891
US_VA_51185,2020-01-05,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.43,9.22,4.36,8.71,8.46,3.84,5.38,6.92,18.2,11.79,5.12,7.43,3.84,6.66,6.92,4.1,4.87,5.12,4.87,22.81,4.87,8.46,5.89,,6.66,38.7,5.38,5.12,3.84,,4.1,0.3,-1.694444,4.922222,3.979333,,-4.094444,72.51385
US_VA_51185,2020-01-06,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,5.06,8.36,,12.32,9.24,5.28,4.84,3.74,17.39,8.8,,11.0,5.06,7.26,3.3,3.08,5.72,,9.9,24.65,7.7,8.14,6.38,5.72,5.06,40.05,4.62,8.58,6.16,6.16,5.5,2.655556,-1.594444,7.444444,0.0508,30.48,-4.444444,59.994971
US_VA_51185,2020-01-07,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,,9.55,4.09,13.41,10.0,,7.05,4.55,17.05,10.91,6.82,10.0,5.91,4.09,6.36,3.18,4.09,6.59,9.32,32.73,6.59,10.23,5.0,5.0,6.59,40.46,3.86,9.55,5.91,3.64,8.41,0.783333,-1.977778,5.355556,2.612571,,-4.383333,69.016385
US_VA_51185,2020-01-08,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,5.85,7.43,4.28,15.53,10.8,6.53,9.23,3.6,20.93,11.93,4.5,11.03,8.78,11.93,3.83,6.3,4.5,6.08,10.35,36.46,6.53,7.43,6.75,4.73,6.75,47.03,6.98,13.95,6.98,6.53,6.3,1.988889,-1.705556,6.683333,1.5748,50.8,-5.361111,58.563626
US_VA_51185,2020-01-09,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,5.34,9.8,5.57,12.25,9.13,10.69,8.68,3.56,17.14,9.57,7.35,12.69,5.12,7.57,5.34,,4.68,5.57,13.36,36.07,9.13,12.25,5.79,9.13,8.46,52.55,5.79,14.92,10.69,6.01,6.24,3.583333,-2.177778,10.894444,0.0,64.77,-6.127778,49.862964
US_VA_51185,2020-01-10,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,5.78,6.45,,14.46,8.01,5.78,5.56,5.78,16.9,8.9,5.56,11.79,5.56,8.01,5.12,6.45,4.67,7.78,9.56,31.58,10.45,9.56,3.11,4.89,,45.15,7.12,9.12,5.12,5.34,6.67,8.405556,1.255556,14.2,0.0,78.74,2.011111,64.850903
US_VA_51185,2020-01-11,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,8.99,9.25,4.62,8.48,8.99,6.68,6.17,5.65,15.15,8.48,5.39,7.45,5.39,4.37,9.76,5.14,6.42,6.93,9.5,34.16,7.19,8.99,,6.93,6.42,47.78,5.14,7.71,7.96,3.85,4.62,15.15,9.311111,20.066667,2.497667,,10.75,76.382336
US_VA_51185,2020-01-12,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.46,5.91,4.63,9.0,7.2,4.89,6.17,6.43,20.32,9.0,,10.8,6.69,6.94,6.43,5.91,5.14,5.14,8.23,28.54,6.69,8.49,,4.37,9.77,45.52,8.49,10.03,8.74,7.97,4.63,12.977778,7.511111,18.633333,21.547667,,7.933333,71.549758
US_VA_51185,2020-01-13,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.92,9.2,3.21,11.34,10.7,6.85,7.28,4.49,20.33,11.98,5.78,11.77,6.63,8.35,6.21,5.35,5.35,5.13,10.7,31.24,7.06,12.62,5.99,5.78,7.28,48.14,5.78,8.56,5.99,6.63,5.56,9.238889,5.411111,14.911111,0.2032,,4.394444,72.723592
US_VA_51185,2020-01-14,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,4.67,7.22,4.25,9.99,8.71,6.38,5.74,6.16,21.68,11.26,3.83,13.39,,4.67,5.95,4.46,4.04,3.83,8.07,35.49,5.74,7.86,4.67,5.1,6.38,44.41,,6.8,4.67,6.59,6.38,11.066667,7.022222,14.611111,1.735667,,9.483333,90.039396
US_VA_51185,2020-01-15,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,3.62,8.52,,14.28,12.57,6.18,6.82,7.25,15.34,5.75,7.25,14.06,3.41,5.97,7.03,5.54,3.41,5.75,8.74,28.13,7.46,8.1,6.61,4.05,4.9,42.83,4.9,11.93,7.67,10.23,5.11,10.755556,6.994444,15.227778,1.354667,,9.661111,93.043229
US_VA_51185,2020-01-16,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,5.14,7.5,3.64,10.93,9.21,10.71,3.86,3.64,21.21,15.64,7.29,11.57,6.21,9.21,5.57,4.5,3.21,,10.29,35.78,6.64,4.71,3.0,3.86,6.64,46.93,4.5,8.36,6.64,6.64,5.57,9.977778,3.988889,15.022222,0.92075,,3.455556,64.055822
US_VA_51185,2020-01-17,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.31,6.02,3.87,8.81,7.31,4.3,6.23,6.66,16.98,8.6,6.02,9.03,5.16,4.08,5.8,3.87,,4.3,12.47,27.08,3.01,4.94,3.22,5.16,6.88,44.92,5.8,7.74,5.16,3.22,6.02,-0.544444,-4.783333,4.133333,0.0254,,-10.494444,47.66247
US_VA_51185,2020-01-18,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,4.12,11.38,,11.63,8.24,7.27,4.84,5.09,20.11,9.45,4.6,10.9,9.45,5.57,7.03,3.88,5.81,5.81,9.93,25.44,4.12,6.3,3.39,3.63,5.81,36.34,,6.78,9.69,7.51,6.78,3.405556,-0.994444,7.594444,2.757714,,-6.288889,49.778669
US_VA_51185,2020-01-19,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.68,6.96,5.28,7.44,8.64,6.0,6.24,,15.84,9.12,4.32,13.68,6.48,7.2,5.76,6.24,5.28,5.04,7.2,26.39,7.68,7.68,4.56,5.76,5.04,47.98,,6.0,5.28,6.72,6.48,2.572222,-4.75,8.227778,2.159,,-2.166667,71.094648
US_VA_51185,2020-01-20,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.11,9.55,4.22,9.11,8.66,5.77,6.88,3.55,21.32,11.77,5.33,11.99,6.0,7.33,4.66,7.11,4.22,3.11,13.1,31.32,5.11,6.88,6.66,4.44,6.0,48.64,4.0,6.0,5.55,8.66,5.77,-6.722222,-9.066667,-4.294444,0.0,,-11.644444,68.336123
US_VA_51185,2020-01-21,ChIJPxtwgpbTT4gRUSg9WGXtJuc,Q506197,geoId/51185,US,United States of America,VA,Virginia,51185,Tazewell County,US,USA,2,,,,,,,41303,20490,20813,4198,4577,4444,4638,5302,5824,6354,3807,2159,2532638,37.13,-81.56,1347,73.34,,,,,7.17,7.59,3.37,12.02,9.28,4.85,6.54,3.79,26.78,11.17,5.06,17.92,4.85,8.01,6.33,,3.79,6.11,11.6,32.05,3.58,6.33,5.9,9.49,6.75,47.86,4.64,9.49,3.79,8.01,5.06,-7.388889,-10.314815,-2.376543,0.0,30.48,-11.679012,71.474464
