location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VA_51079,2020-01-01,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.83,9.13,7.83,,,20.87,9.57,8.7,19.14,,8.26,41.31,8.26,,4.861111,-1.372222,11.15,0.0,-3.302469,56.67147
US_VA_51079,2020-01-02,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,8.4,,,7.0,20.06,,7.93,22.39,7.46,7.93,41.52,,,3.522222,-3.177778,13.088889,0.0,-2.993827,64.811644
US_VA_51079,2020-01-03,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,8.46,7.12,,8.02,11.58,16.92,9.35,7.12,28.05,,10.24,45.86,,11.13,10.05,7.811111,12.15,1.705429,6.320988,76.496238
US_VA_51079,2020-01-04,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,9.72,11.49,,7.51,6.63,22.1,,,26.52,,6.63,35.36,12.38,,12.555556,9.238889,16.533333,3.410857,11.234568,91.6847
US_VA_51079,2020-01-05,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.93,10.58,7.05,,,13.66,7.93,7.93,30.85,6.61,,39.67,,7.93,5.9,0.494444,10.972222,5.799667,-2.08642,56.211733
US_VA_51079,2020-01-06,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,,,,7.94,10.36,10.01,5.52,19.33,,,37.29,4.83,5.52,4.011111,-2.161111,12.644444,0.0,-3.820988,58.638584
US_VA_51079,2020-01-07,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,9.32,9.32,,,6.78,14.4,,,25.84,8.89,,39.81,,,-0.311111,-4.172222,5.288889,4.910667,-4.234568,77.152701
US_VA_51079,2020-01-08,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,11.26,,8.56,,,16.22,,,31.99,10.36,,36.94,7.66,,1.583333,-4.85,8.2,2.794,-4.580247,65.035965
US_VA_51079,2020-01-09,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,9.81,7.54,8.3,,10.19,9.05,,7.17,27.54,,,31.31,9.81,,-0.927778,-6.594444,5.75,0.0,-7.981481,59.962066
US_VA_51079,2020-01-10,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.29,11.58,,,4.96,19.53,7.94,5.63,17.54,9.27,6.62,27.47,8.94,,5.016667,-2.15,14.494444,0.0,-0.54321,67.348174
US_VA_51079,2020-01-11,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,10.08,10.08,,,14.03,12.27,10.08,21.04,7.89,6.58,44.27,,7.45,14.127778,9.45,20.172222,0.042333,11.148148,80.920828
US_VA_51079,2020-01-12,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,10.39,7.68,9.04,6.78,6.78,15.36,,8.13,26.65,6.78,8.13,40.2,9.94,8.58,18.061111,10.288889,20.672222,14.0335,11.234568,63.867805
US_VA_51079,2020-01-13,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,6.24,8.54,4.6,4.6,,8.87,5.25,4.6,19.05,,5.91,33.83,,6.24,8.094444,4.261111,13.483333,0.9144,4.376543,78.278599
US_VA_51079,2020-01-14,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.79,8.18,6.48,,6.48,9.54,10.23,5.79,20.11,6.82,6.48,29.32,,5.79,6.45,3.072222,10.105556,2.06375,5.666667,95.235845
US_VA_51079,2020-01-15,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.58,8.02,,,,11.16,5.58,4.88,19.17,5.93,,26.15,,,8.455556,4.155556,13.316667,1.580444,6.534722,88.807153
US_VA_51079,2020-01-16,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,8.06,,,4.9,10.86,4.9,7.36,19.96,4.9,8.41,31.17,5.6,,10.983333,5.327778,14.9,0.0762,2.141975,55.154015
US_VA_51079,2020-01-17,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,4.75,8.81,5.42,,5.42,9.49,6.78,,17.62,6.78,11.86,29.49,5.76,,1.388889,-2.122222,5.538889,0.0,-10.012346,42.305851
US_VA_51079,2020-01-18,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.09,11.96,7.98,,,14.62,7.53,,17.72,,8.86,35.89,,,-1.4,-4.327778,2.277778,1.306286,-5.833333,71.613181
US_VA_51079,2020-01-19,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,10.75,12.9,,8.17,,10.32,,6.88,25.38,,,49.89,7.74,,4.95,-0.738889,9.238889,1.3208,-0.808642,66.466791
US_VA_51079,2020-01-20,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,10.13,13.22,9.69,,7.49,15.86,,9.25,21.15,6.61,7.05,39.21,,,-2.016667,-6.138889,3.133333,0.0,-11.919753,46.362532
US_VA_51079,2020-01-21,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,9.51,15.28,5.43,,19.35,7.81,5.43,26.82,7.81,,36.33,,,-3.077778,-7.783333,2.05,0.0,-11.444444,52.068281
US_VA_51079,2020-01-22,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.2,8.57,7.88,5.14,,17.83,7.2,6.86,28.11,4.8,6.86,30.85,4.8,,-2.911111,-9.327778,4.816667,0.0,-10.154321,57.688443
US_VA_51079,2020-01-23,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.47,10.6,12.31,7.18,4.79,13.0,6.5,5.47,23.6,,,37.97,5.81,5.47,-1.566667,-7.233333,6.861111,0.0,-7.623457,65.051292
US_VA_51079,2020-01-24,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.78,8.84,6.46,,8.5,17.34,5.44,5.78,22.1,4.76,,32.3,4.76,,3.616667,-2.038889,9.372222,0.0635,-0.919753,71.954677
US_VA_51079,2020-01-25,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,11.32,8.6,11.77,,,23.55,,7.7,30.34,,,34.87,9.51,8.6,9.072222,4.305556,11.638889,31.71825,7.351852,88.744063
US_VA_51079,2020-01-26,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,6.4,7.67,,,,23.02,6.82,,36.67,7.67,7.67,35.82,8.1,6.82,4.161111,-0.911111,9.994444,4.6228,-0.555556,71.940241
US_VA_51079,2020-01-27,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,7.61,11.41,,5.88,30.09,9.34,,36.31,,4.84,36.31,6.92,,4.211111,-1.055556,10.844444,0.0254,-1.617284,66.236206
US_VA_51079,2020-01-28,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,8.77,10.18,7.02,,5.26,24.21,6.67,5.96,29.47,7.02,4.91,36.14,,4.91,5.527778,2.188889,8.911111,0.0,-2.203704,57.283428
US_VA_51079,2020-01-29,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.16,10.38,8.23,5.01,,23.63,8.59,7.16,38.67,7.52,5.37,34.02,7.16,6.8,3.911111,0.438889,7.638889,0.0,-3.493827,58.22277
US_VA_51079,2020-01-30,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.49,7.49,9.98,,6.06,30.3,8.2,6.77,36.37,,6.77,32.09,7.84,5.71,-0.188889,-4.311111,5.088889,0.141111,-4.685185,72.501603
US_VA_51079,2020-01-31,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.13,9.23,12.31,,,20.18,8.89,5.47,30.78,7.18,7.53,29.76,7.87,,1.233333,-3.061111,5.533333,0.3175,-1.777778,80.118221
US_VA_51079,2020-02-01,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,10.03,7.75,10.49,,6.84,21.43,,,26.9,,,36.94,,,2.311111,-3.077778,10.277778,1.1176,0.308642,87.181956
US_VA_51079,2020-02-02,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,9.41,,,,10.75,20.61,9.41,,32.7,7.17,7.62,46.15,8.51,8.51,6.422222,-0.361111,15.766667,0.762,0.67284,67.500687
US_VA_51079,2020-02-03,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,9.91,10.26,11.32,,6.37,16.63,5.66,7.08,24.06,5.66,5.31,34.32,5.31,4.95,12.15,4.138889,19.65,0.0,0.037037,45.48105
US_VA_51079,2020-02-04,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,8.39,9.79,9.44,7.34,4.89,20.27,6.99,6.64,29.36,,6.99,36.7,6.64,8.74,16.066667,11.444444,21.083333,0.1016,4.950617,48.289728
US_VA_51079,2020-02-05,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,8.15,7.8,4.96,6.73,24.81,,9.92,32.25,,,30.48,7.44,,10.783333,3.188889,18.483333,0.465667,6.783951,76.420912
US_VA_51079,2020-02-06,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,,,,,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.19,8.56,6.85,,5.82,19.18,,5.82,31.5,5.48,7.53,36.98,6.16,,4.344444,2.8,8.033333,4.98475,4.0,96.710484
