location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VA_51079,2020-08-29,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,199,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.85,11.31,,6.63,6.24,9.75,11.31,,22.63,5.85,15.21,34.72,9.75,5.85,24.988889,21.605556,31.111111,17.9705,22.561728,86.238965
US_VA_51079,2020-08-30,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,199,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.31,11.77,9.34,,6.5,6.09,11.77,,19.49,9.34,14.21,39.38,6.9,11.37,23.344444,16.55,28.6,2.0828,16.796296,66.647182
US_VA_51079,2020-08-31,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,199,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,11.43,14.38,11.43,5.16,7.01,5.53,5.53,9.22,22.86,6.27,7.38,33.93,12.17,,19.296296,17.12963,23.790123,6.9215,18.270833,93.658647
US_VA_51079,2020-09-01,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,199,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,6.72,9.34,7.47,,,5.6,5.6,,18.3,7.47,8.96,33.99,6.35,,20.416667,18.37037,23.901235,36.6395,19.783951,94.752568
US_VA_51079,2020-09-02,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,199,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,6.49,8.4,10.69,,6.11,,9.92,6.49,25.19,6.49,6.11,38.55,8.01,,24.855556,21.122222,30.988889,2.159,22.654321,86.548654
US_VA_51079,2020-09-03,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,199,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.83,12.84,7.78,,,6.22,9.33,8.17,18.67,9.33,5.45,33.84,12.45,7.78,26.522222,20.938889,32.638889,0.874889,22.808642,79.938768
US_VA_51079,2020-09-04,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,199,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,8.21,17.59,7.42,,,,8.99,10.16,20.71,7.03,11.33,37.51,9.77,,25.483333,19.9,31.772222,3.20675,20.95679,76.089153
US_VA_51079,2020-09-05,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,200,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,11.2,6.89,,,,8.19,,16.81,,7.33,35.34,10.77,6.89,20.988889,14.611111,27.138889,4.572,14.709877,67.12699
US_VA_51079,2020-09-06,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,203,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,8.53,10.96,10.96,,7.31,,,,23.55,6.09,11.37,34.93,9.34,8.53,19.361111,12.711111,27.594444,0.0,14.265432,73.16932
US_VA_51079,2020-09-07,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,203,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,5.74,14.92,,,,8.03,6.5,6.88,24.48,7.65,13.77,29.83,9.94,,20.233333,13.366667,28.0,0.0,15.32716,73.844751
US_VA_51079,2020-09-08,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,204,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,,11.18,9.14,,4.74,,5.76,9.48,18.96,4.74,6.43,30.48,5.76,7.79,20.711111,14.033333,28.588889,0.0,16.907407,79.451189
US_VA_51079,2020-09-09,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,-1,0,203,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,7.8,11.2,12.89,8.82,,5.09,8.14,7.8,18.66,8.82,11.88,25.45,9.84,,22.037037,17.851852,26.753086,4.699,20.291667,89.729092
US_VA_51079,2020-09-10,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,204,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,,,6.39,9.08,12.11,,5.38,,7.4,5.04,16.82,,9.42,33.3,6.05,6.73,24.450617,21.790123,29.709877,7.438571,22.666667,88.936644
US_VA_51079,2020-09-11,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,207,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-30,,8.64,9.64,4.99,,6.65,,5.65,6.98,16.61,,9.97,33.56,7.97,6.65,24.211111,20.877778,28.488889,0.3302,21.382716,84.168749
US_VA_51079,2020-09-12,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,207,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-12,,,9.6,6.4,6.0,6.4,9.2,12.8,8.0,21.6,,6.8,34.8,8.8,6.0,21.35,19.738889,24.644444,0.423333,19.104938,86.11784
US_VA_51079,2020-09-13,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,-1,0,206,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-23,,11.2,10.8,6.4,6.8,8.4,5.6,7.2,,18.8,13.2,7.6,46.39,11.6,6.8,20.894444,15.416667,27.45,0.790222,17.018519,77.765475
US_VA_51079,2020-09-14,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,207,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-31,,7.96,11.57,9.4,,8.68,6.87,9.76,,20.25,6.87,10.49,33.63,9.4,10.85,21.933333,18.038889,25.5,0.084667,17.87037,77.555087
US_VA_51079,2020-09-15,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,207,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-29,,7.18,11.96,9.91,5.81,7.52,,6.84,6.5,22.56,,14.02,33.84,10.6,6.5,15.427778,10.483333,21.277778,0.0,10.364198,71.749781
US_VA_51079,2020-09-16,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,207,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-35,,4.79,9.23,9.91,,5.47,6.84,8.21,,23.25,7.18,8.21,35.9,5.81,,14.122222,7.95,22.116667,0.169333,10.901235,81.160262
US_VA_51079,2020-09-17,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,208,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-33,,7.47,14.29,7.15,4.55,,6.82,4.87,,23.71,,9.74,34.11,8.45,4.87,16.55,12.233333,20.127778,3.07975,15.37037,92.944654
US_VA_51079,2020-09-18,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,208,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-32,,7.9,9.21,6.91,,,4.61,6.58,,18.1,5.92,8.23,31.26,,,19.261111,15.788889,22.738889,8.79475,16.709877,84.520012
US_VA_51079,2020-09-19,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,209,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,7,,-14,,7.08,9.16,6.66,6.25,,10.41,6.66,9.58,20.4,7.08,7.08,25.4,6.25,,13.311111,7.2,18.894444,0.0,4.524691,54.944186
US_VA_51079,2020-09-20,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,212,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-23,,6.65,13.3,9.78,,,,,5.87,16.82,7.43,11.35,36.77,9.78,5.87,10.65,3.55,19.205556,0.0,4.54321,66.25988
US_VA_51079,2020-09-21,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,212,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-31,,4.96,13.83,7.45,7.09,,,6.03,6.03,21.62,7.8,9.22,38.29,5.67,5.32,11.222222,4.333333,18.888889,0.0,5.37037,67.586918
US_VA_51079,2020-09-22,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,212,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-31,,8.69,9.69,7.69,,,,4.68,6.02,21.73,,9.69,34.43,6.02,4.68,11.533333,3.627778,21.672222,0.0,6.277778,70.97526
US_VA_51079,2020-09-23,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,212,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-32,8,6.01,7.02,12.03,,,6.68,,,20.71,,7.68,26.73,,,14.261111,6.405556,24.438889,0.0,9.203704,73.631247
US_VA_51079,2020-09-24,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,213,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-33,8,6.89,10.18,11.49,4.59,5.58,5.91,5.25,6.24,21.34,,8.53,34.79,6.57,,16.805556,12.7,21.888889,0.28575,14.055556,84.904778
US_VA_51079,2020-09-25,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,216,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,-3,,-31,,5.22,8.16,9.46,,5.55,7.18,8.16,6.53,18.93,5.55,7.83,24.48,7.83,,15.933333,12.894444,20.627778,3.14325,14.820988,92.803135
US_VA_51079,2020-09-26,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,216,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,5,,-8,,6.03,10.45,5.63,7.23,8.44,,8.04,,19.69,8.44,6.43,30.14,8.84,,17.777778,14.95,22.305556,15.494,16.376543,90.698829
US_VA_51079,2020-09-27,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,216,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-12,,8.43,12.26,6.9,,5.37,,5.37,6.9,23.76,,9.96,35.64,12.26,,19.1,14.977778,25.1,0.1778,16.833333,86.356682
US_VA_51079,2020-09-28,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,219,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-30,,6.29,15.36,,4.89,6.63,7.33,8.73,7.68,17.46,,6.98,40.16,6.63,6.63,20.344444,15.427778,27.2,0.3048,18.104938,86.434153
US_VA_51079,2020-09-29,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,2,0,221,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-30,,5.96,9.27,6.62,6.95,6.29,5.62,6.62,5.96,26.47,5.62,5.96,34.74,6.95,,20.727778,14.544444,25.55,5.30225,18.679012,87.71044
US_VA_51079,2020-09-30,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,2,0,223,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-31,7,,12.23,10.54,,,8.16,6.8,6.8,20.73,,8.16,35.68,,6.8,15.044444,10.894444,21.861111,22.63775,10.808642,75.485197
US_VA_51079,2020-10-01,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,223,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-31,,9.63,15.94,,6.31,,7.97,7.97,,25.91,4.65,7.97,33.21,9.63,,16.516667,11.511111,23.883333,0.254,11.888889,74.642872
US_VA_51079,2020-10-02,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,4,0,227,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-28,,4.74,10.16,6.43,5.42,,9.82,,,22.35,6.1,5.42,31.16,5.42,5.08,15.0,10.344444,20.466667,6.930571,10.209877,72.528774
US_VA_51079,2020-10-03,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,228,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-7,,,7.32,8.13,7.73,6.51,8.54,,,17.49,6.51,8.54,39.85,6.91,8.54,11.333333,5.072222,19.016667,0.2286,6.061728,70.517262
US_VA_51079,2020-10-04,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,4,0,232,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-18,,7.85,15.31,,5.89,,10.21,9.81,,15.7,,8.63,35.72,8.63,,11.188889,4.538889,19.877778,0.0,6.987654,76.200675
US_VA_51079,2020-10-05,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,7,0,239,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-29,,4.9,10.86,5.6,7.35,5.25,9.81,8.4,7.71,23.81,,7.35,37.12,5.25,4.9,13.8,7.711111,19.688889,0.0,9.364198,74.899603
US_VA_51079,2020-10-06,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,2,0,241,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-29,5,8.32,8.32,,4.99,7.65,7.98,7.65,6.32,20.62,,6.99,36.26,6.99,5.99,12.461111,4.894444,22.788889,0.0,7.864198,74.851432
US_VA_51079,2020-10-07,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,241,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-31,8,7.4,11.44,9.42,,,10.77,8.75,7.07,23.89,,7.4,37.01,,4.71,17.7,9.544444,27.177778,0.0,11.320988,67.568805
US_VA_51079,2020-10-08,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,244,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-30,8,5.66,7.32,12.31,,5.99,7.98,8.32,5.99,21.62,,8.32,34.93,6.65,,17.872222,10.444444,24.038889,0.0,9.691358,59.807924
US_VA_51079,2020-10-09,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,4,0,248,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-29,,7.16,10.91,7.16,,,,8.19,6.14,19.78,,6.82,36.84,6.82,5.8,12.927778,5.838889,21.383333,0.0,7.407407,70.395552
US_VA_51079,2020-10-10,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,2,0,250,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-11,,8.13,13.16,8.13,,8.51,,10.84,,19.74,,8.51,41.41,6.58,,16.133333,11.011111,20.211111,0.4572,14.055556,87.773998
US_VA_51079,2020-10-11,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,251,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-20,,7.2,11.16,5.76,6.48,5.4,5.04,9.36,,21.95,,9.0,41.39,10.08,,18.316667,15.988889,20.433333,1.30175,17.635802,95.099625
US_VA_51079,2020-10-12,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,252,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-36,,5.67,11.33,7.67,8.33,6.33,6.0,10.33,4.67,21.67,5.33,6.33,37.33,7.67,7.33,16.888889,14.072222,18.422222,27.559,16.407407,96.345127
US_VA_51079,2020-10-13,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,255,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-28,8,7.21,11.15,9.51,5.25,7.87,9.51,8.2,5.25,15.41,9.51,8.52,41.64,8.85,5.9,15.811111,12.466667,22.838889,3.2004,12.82716,82.039309
US_VA_51079,2020-10-14,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,255,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-29,8,9.68,10.68,8.67,,,10.34,13.68,5.34,22.69,7.01,8.67,35.03,,,13.4,5.605556,23.466667,0.0508,7.419753,68.226804
US_VA_51079,2020-10-15,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,258,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-28,7,7.65,9.65,7.65,,5.66,8.65,8.32,7.65,23.29,,9.65,33.61,9.32,,15.822222,8.15,24.6,0.0,11.518519,76.484358
US_VA_51079,2020-10-16,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,3,0,261,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,2,,-26,,7.7,9.04,10.38,5.03,6.03,8.04,7.37,6.7,18.42,,5.36,37.52,7.37,8.04,15.622222,9.927778,20.888889,1.0668,11.5,76.49553
US_VA_51079,2020-10-17,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,2,0,263,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-10,,10.07,8.05,8.46,,,10.07,6.44,9.66,15.3,,6.44,27.38,,,9.672222,2.627778,16.672222,0.41275,3.777778,66.984123
US_VA_51079,2020-10-18,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,4,0,267,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-7,,11.47,12.62,,5.74,,9.18,7.65,9.94,19.12,6.12,10.71,36.32,5.35,6.5,8.705556,1.522222,18.005556,0.0,4.444444,75.980473
US_VA_51079,2020-10-19,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,2,0,269,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-29,,6.35,10.58,9.17,5.99,7.76,8.11,11.99,,19.39,8.11,7.05,33.84,6.35,8.11,14.044444,8.027778,21.75,0.0254,11.074074,82.614995
US_VA_51079,2020-10-20,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,0,0,269,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-28,7,6.05,11.75,11.4,7.48,5.7,8.19,8.55,9.26,17.45,6.77,,36.33,6.77,5.34,16.122222,9.188889,25.422222,0.028222,12.555556,80.501492
US_VA_51079,2020-10-21,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,2,0,271,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-31,8,6.97,6.27,9.06,5.92,6.27,5.92,6.97,5.92,19.16,4.88,5.22,42.49,5.57,,18.033333,11.338889,27.038889,0.0,14.604938,81.759398
US_VA_51079,2020-10-22,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,8,0,279,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-27,7,8.19,5.34,10.68,,4.98,,4.98,4.98,17.79,,8.19,35.23,6.41,,18.505556,12.744444,26.722222,0.028222,14.91358,81.572642
US_VA_51079,2020-10-23,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,280,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-28,,,9.83,5.1,,,7.65,8.74,6.55,16.02,,5.46,35.32,,,18.32716,12.487654,26.567901,0.0,14.513889,79.585603
US_VA_51079,2020-10-24,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,11,0,291,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-11,,8.82,13.23,6.82,,,5.62,16.04,6.02,15.64,,7.62,35.7,,,18.483333,13.205556,25.611111,0.0,14.790123,79.877038
US_VA_51079,2020-10-25,ChIJ78DY2ldvtIkREfQTa34JHx0,Q163097,geoId/51079,US,United States of America,VA,Virginia,51079,Greene County,US,USA,2,1,0,292,3,,,19593,9579,10014,2516,2635,2062,2446,2471,2904,2376,1536,647,2534180,38.3,-78.47,407,80.5,,,-23,,8.01,9.91,7.63,6.48,,,10.3,,23.64,6.48,7.63,38.9,5.72,10.3,10.1,7.266667,17.488889,11.52525,7.604938,83.864852
