location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18017,2020-01-01,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,6.66,6.66,8.25,9.05,5.06,4.26,3.99,,12.78,9.32,5.06,6.39,7.72,3.99,3.73,3.99,7.19,,,21.3,5.33,8.52,,4.53,7.45,37.27,,5.06,8.52,3.73,,0.455556,-3.183333,5.811111,0.0,,-2.683333,79.587845
US_IN_18017,2020-01-02,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,7.71,10.02,3.6,10.79,6.68,5.14,5.14,,15.42,9.76,6.42,6.94,3.6,5.14,5.14,,4.62,4.88,6.68,28.52,5.65,6.42,,,5.4,34.69,4.37,7.45,4.37,,6.42,5.177778,0.088889,9.772222,0.0,,-0.038889,69.237445
US_IN_18017,2020-01-03,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,6.61,8.39,4.07,9.41,8.9,,5.85,3.56,16.27,8.39,4.07,7.12,5.59,,4.32,,,,8.64,26.44,4.83,5.85,4.83,3.81,3.56,32.29,,6.87,5.08,4.32,6.1,5.566667,3.111111,8.383333,0.4064,,4.655556,93.973568
US_IN_18017,2020-01-04,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,8.2,8.73,,3.7,6.35,5.82,5.55,4.5,14.28,8.46,,5.55,5.29,5.29,5.03,,5.29,,6.08,23.81,3.97,6.08,5.82,,,35.18,3.7,,4.23,4.23,,1.594444,0.083333,4.927778,0.254,,0.45679,92.580492
US_IN_18017,2020-01-05,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,5.58,9.31,,8.51,9.84,,5.32,4.52,10.63,6.65,,,3.72,6.12,,,4.52,,8.51,18.08,,9.57,,,5.05,33.77,3.72,6.65,5.85,4.25,,0.427778,-3.444444,6.95,0.0254,,-3.016667,77.873585
US_IN_18017,2020-01-06,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,5.67,8.38,,10.1,7.64,7.88,8.38,5.91,13.8,5.17,5.67,7.88,6.16,5.17,3.94,4.43,,4.68,9.36,22.67,7.64,,4.93,5.91,8.87,35.97,7.14,4.93,,5.91,,1.094444,-3.638889,6.011111,0.0,,-2.527778,76.997636
US_IN_18017,2020-01-07,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,4.12,3.89,4.12,7.55,7.09,3.2,6.41,7.78,12.36,4.35,5.26,6.87,3.89,5.49,,4.81,,4.35,7.55,21.74,4.58,6.18,7.32,5.04,4.58,32.27,3.89,8.01,3.43,,,0.211111,-4.638889,5.827778,0.0,,-3.472222,76.488069
US_IN_18017,2020-01-08,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,4.09,4.78,4.09,11.15,5.69,4.55,6.6,5.46,8.19,6.6,5.23,5.92,6.14,3.41,,3.64,,3.19,10.69,33.67,5.92,6.14,3.64,3.87,9.55,35.72,3.64,10.24,5.0,3.41,5.69,-1.972222,-5.5,3.466667,0.0,,-7.5,66.053246
US_IN_18017,2020-01-09,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,,5.9,,9.3,8.16,5.44,5.67,4.08,12.7,6.8,5.67,11.57,3.85,6.8,5.67,,5.44,,9.3,27.89,5.22,4.99,5.22,3.63,7.03,31.98,4.54,11.79,3.85,4.31,4.54,0.105556,-5.888889,10.5,0.0508,,-6.066667,63.323996
US_IN_18017,2020-01-10,ChIJlRJKfvuHE4gRyFRCLkaZmh0,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37828,18858,18970,4746,4982,4430,4410,4794,5315,4616,2773,1762,1802223,40.76,-86.35,1075,78.281818,,,,,6.16,5.25,,7.99,6.62,3.65,5.48,3.2,8.22,5.02,4.11,10.27,5.48,,,,,4.79,5.02,24.65,5.48,6.39,3.88,3.65,7.08,37.44,,9.36,3.2,3.2,3.65,8.888889,6.1,12.172222,15.155333,,7.1,88.691056
