location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MO_29147,2020-02-10,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.59,8.61,11.14,,7.85,18.23,7.59,,,24.56,6.08,,7.09,37.47,7.09,5.57,-2.5,-7.691358,5.401235,0.084667,-6.203704,75.943149
US_MO_29147,2020-02-11,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.99,7.74,11.62,5.32,5.08,14.03,7.02,5.08,6.29,28.79,5.32,7.02,3.63,33.15,4.84,5.32,-0.117284,-4.962963,5.333333,0.0,-5.308642,68.198207
US_MO_29147,2020-02-12,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,9.87,8.46,11.98,4.93,,15.03,8.69,3.99,6.11,21.14,3.99,3.76,6.34,31.95,4.7,5.17,-0.432099,-3.240741,2.58642,0.0,-4.160494,76.08673
US_MO_29147,2020-02-13,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.96,8.46,5.47,4.48,,13.44,6.47,5.72,5.22,20.4,4.73,,3.98,31.6,,4.98,-13.395062,-19.555556,-1.030864,4.233333,-18.375,64.778675
US_MO_29147,2020-02-14,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,9.29,5.19,8.19,,5.46,15.84,5.19,,,21.03,3.82,6.83,5.74,28.13,,,-13.203704,-18.518519,-4.783951,0.0,-17.987654,67.732597
US_MO_29147,2020-02-15,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,18,4,-2,,9.03,7.53,7.15,,6.02,13.17,,,,19.95,,5.65,,35.01,,6.78,-0.938272,-7.419753,8.345679,0.0,-6.296296,67.257687
US_MO_29147,2020-02-16,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,21,17,,,5.79,8.04,9.64,5.14,5.47,17.68,,7.39,,22.51,5.14,7.39,4.82,38.26,7.39,,2.154321,-3.765432,10.993827,0.0,-2.58642,71.318157
US_MO_29147,2020-02-17,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,-6,-1,12,,9.41,10.58,10.11,6.82,5.64,15.52,5.64,3.53,,25.87,5.17,6.58,4.23,32.22,4.94,6.11,5.703704,1.425926,14.228395,0.0,1.722222,75.743085
US_MO_29147,2020-02-18,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,10,-4,2,,9.93,7.09,8.51,4.96,7.09,15.6,4.25,4.02,5.67,26.71,6.85,4.49,9.45,43.02,4.96,3.78,0.12963,-5.197531,6.024691,0.028222,-4.203704,72.850506
US_MO_29147,2020-02-19,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,13,0,-4,,7.27,7.5,7.27,4.46,5.16,15.01,9.14,3.99,4.92,22.98,3.99,7.97,5.63,35.64,3.28,,-3.41358,-6.851852,2.333333,0.0,-5.932099,82.857238
US_MO_29147,2020-02-20,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,1,0,-1,,5.71,7.19,8.93,4.71,5.95,18.36,5.21,4.46,4.22,19.1,4.71,,,28.28,5.46,4.71,-8.074074,-13.691358,-2.191358,0.084667,-13.555556,64.993205
US_MO_29147,2020-02-21,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,22,4,21,,9.24,5.24,4.5,,,14.73,5.24,,7.49,24.72,4.25,3.5,5.74,28.47,4.5,4.5,-3.290123,-9.734568,8.160494,0.0,-9.37037,62.998915
US_MO_29147,2020-02-22,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,32,5,6,,7.08,9.91,8.85,,,17.7,6.73,,5.67,18.06,,10.27,,31.86,,,2.808642,-3.666667,11.62963,0.0,-3.975309,61.168142
US_MO_29147,2020-02-23,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,23,16,,,15.42,6.75,10.28,6.11,7.71,18.96,4.82,5.46,,25.06,5.46,5.14,7.39,33.74,6.75,7.07,5.25,-1.479167,15.152778,0.0,0.180556,70.01
