location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MO_29147,2020-01-01,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,,8.85,,,,14.91,9.78,7.92,,18.63,,,,36.33,,,0.37037,-5.259259,10.54321,0.0,-3.574074,75.197786
US_MO_29147,2020-01-02,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,6.38,,6.8,6.8,,17.44,8.08,,8.93,22.11,,7.23,,34.02,10.63,6.8,3.864198,-0.833333,9.271605,0.0,0.919753,81.419116
US_MO_29147,2020-01-03,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.12,9.83,7.27,,,17.95,,,6.41,20.52,6.84,,9.83,35.91,,,1.203704,-4.314815,6.302469,0.0,-1.17284,84.388854
US_MO_29147,2020-01-04,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.32,10.63,,,,18.48,8.78,7.85,,24.95,,,,36.5,8.32,,-0.37037,-5.969136,5.41358,0.254,-5.179012,70.620728
US_MO_29147,2020-01-05,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,9.92,7.21,8.12,,,19.84,,,6.76,22.09,,,6.76,30.66,,,4.141975,0.222222,9.055556,0.028222,-3.333333,58.423317
US_MO_29147,2020-01-06,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.75,9.69,8.92,,,10.47,,,,15.51,6.2,,,34.51,,,-0.962963,-6.37037,5.611111,0.0,-5.104938,73.721179
US_MO_29147,2020-01-07,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,,9.54,5.3,,6.71,12.36,8.83,,6.36,24.37,,8.48,6.71,25.78,8.12,,1.185185,-4.753086,9.265432,0.0,-3.611111,70.593094
US_MO_29147,2020-01-08,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.87,6.84,,,,12.32,5.13,7.19,,30.11,,6.5,6.5,34.56,15.06,,-1.104938,-6.37037,4.475309,0.0,-7.024691,64.258702
US_MO_29147,2020-01-09,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,4.72,11.8,6.07,,,12.81,4.72,5.73,9.44,27.31,,5.39,5.06,30.68,11.46,,7.191358,1.950617,12.969136,0.0,-1.308642,54.854371
US_MO_29147,2020-01-10,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,6.2,,5.47,,,8.75,,,,19.69,,,,32.45,,,-1.697531,-5.833333,4.012346,0.4064,-3.425926,88.241581
US_MO_29147,2020-01-11,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,9.54,,,6.76,,10.34,,,6.76,20.68,,7.56,,30.23,,,-9.518519,-12.969136,-5.598765,7.366,-12.660494,78.229268
US_MO_29147,2020-01-12,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,,10.88,,,,19.05,,,,17.88,,7.0,,31.88,5.83,,-7.67284,-12.067901,-2.197531,0.1524,-9.277778,88.792749
US_MO_29147,2020-01-13,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,5.86,6.51,,,6.18,13.67,,,5.53,20.83,5.53,5.86,,33.19,,5.21,-1.481481,-2.938272,1.425926,0.423333,-2.111111,95.913082
US_MO_29147,2020-01-14,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,6.79,8.1,8.62,3.92,,7.84,4.96,4.18,3.66,23.51,,6.27,5.22,25.08,3.66,4.44,0.32716,-3.203704,2.5,0.0,-0.777778,92.348521
US_MO_29147,2020-01-15,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.48,9.98,7.99,,6.49,9.23,5.99,,3.49,19.22,3.74,3.99,,27.45,3.99,3.99,-1.080247,-7.679012,1.179012,0.0,-2.345679,91.226409
US_MO_29147,2020-01-16,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.18,11.39,9.9,4.7,4.95,9.16,6.68,,,17.58,,4.7,,28.23,4.21,4.7,-12.802469,-16.858025,-7.623457,0.0,-17.097222,69.095393
US_MO_29147,2020-01-17,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.01,7.15,5.44,4.01,,9.16,4.01,,4.58,24.61,4.58,6.01,4.29,28.9,5.15,6.01,-5.469136,-10.049383,-0.141975,0.1524,-7.5625,83.291095
US_MO_29147,2020-01-18,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,10.34,6.55,6.89,,,12.06,6.2,,,21.71,,8.27,,35.5,,,-4.080247,-10.055556,1.271605,7.3152,-6.555556,81.890409
US_MO_29147,2020-01-19,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.18,5.88,7.18,,5.22,4.9,9.14,,4.57,24.49,5.22,7.18,,35.26,6.2,,-13.228395,-17.185185,-8.123457,0.169333,-18.117284,67.516078
US_MO_29147,2020-01-20,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.55,8.26,5.9,5.01,5.01,10.91,4.72,,4.72,20.64,7.08,5.31,,33.61,10.32,,-15.061728,-17.376543,-12.604938,0.0,-18.597222,71.645021
US_MO_29147,2020-01-21,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,6.76,7.93,8.62,,3.96,10.49,4.43,4.43,7.46,28.21,,5.83,5.83,28.21,7.23,3.73,-14.067901,-19.209877,-4.388889,0.036286,-16.154321,84.486549
US_MO_29147,2020-01-22,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.78,7.01,8.56,5.19,,12.71,5.97,5.19,7.78,24.65,,6.23,8.56,33.21,4.67,5.45,-0.654321,-4.820988,1.018519,0.254,-1.993056,89.365518
US_MO_29147,2020-01-23,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.11,7.35,6.84,,4.31,12.68,4.82,,6.34,26.87,3.55,4.31,7.1,25.1,3.55,3.55,0.709877,-0.055556,1.283951,4.4704,0.450617,98.176226
US_MO_29147,2020-01-24,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,6.63,5.8,9.67,3.87,4.42,15.75,6.91,4.7,5.53,29.57,5.8,8.01,,32.88,,5.25,0.080247,-0.771605,1.530864,5.9055,-0.701389,94.194317
US_MO_29147,2020-01-25,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,10.89,7.26,7.26,4.62,,17.49,,,,28.72,,11.55,,31.36,,5.28,-1.598765,-4.666667,0.617284,0.4445,-3.296296,89.23061
US_MO_29147,2020-01-26,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,9.08,5.57,,,,22.27,5.86,,4.39,31.93,,4.39,4.39,32.81,4.69,,-1.185185,-3.487654,2.58642,0.0,-2.064815,91.549538
US_MO_29147,2020-01-27,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.26,5.74,9.87,4.59,5.97,22.03,5.05,,10.79,28.46,5.51,5.05,4.13,30.98,5.28,,0.117284,-2.728395,2.345679,0.0,-0.680556,92.940281
US_MO_29147,2020-01-28,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,6.58,9.4,8.93,,,28.66,7.28,4.7,7.75,39.7,3.76,6.34,8.22,28.89,9.4,6.34,-1.0,-2.524691,0.740741,0.0,-2.037037,92.838754
US_MO_29147,2020-01-29,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,6.54,6.32,9.7,4.29,4.51,27.74,7.22,5.19,3.16,39.7,9.47,5.64,,29.32,9.92,5.19,-2.407407,-3.864198,-0.419753,0.423333,-3.3125,92.081374
US_MO_29147,2020-01-30,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,5.44,7.34,9.7,4.02,3.79,31.48,7.34,4.5,5.92,34.32,4.02,5.44,4.5,32.9,,3.31,-0.82716,-1.901235,1.216049,0.217714,-2.0,90.307487
US_MO_29147,2020-01-31,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.5,6.98,9.04,4.65,3.88,27.65,3.88,,5.69,25.07,,5.43,4.65,27.39,4.65,,0.641975,-0.666667,2.308642,0.0,-0.173611,93.270287
US_MO_29147,2020-02-01,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,,9.26,8.54,,,16.37,6.41,6.41,5.34,24.56,,,,40.22,,5.7,2.030864,-1.802469,7.91358,0.0,-0.166667,85.692877
US_MO_29147,2020-02-02,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.88,6.17,6.85,,,15.07,6.85,,,21.58,,6.17,6.17,28.43,6.51,6.51,6.530864,1.277778,14.240741,0.0,1.58642,71.033636
US_MO_29147,2020-02-03,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,4.92,6.33,6.1,3.28,4.92,14.3,7.27,7.74,3.52,19.23,5.16,,3.52,27.2,5.63,5.16,2.185185,0.123457,8.104938,0.0,0.074074,86.13742
US_MO_29147,2020-02-04,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,5.23,5.23,9.99,5.47,6.19,19.99,8.8,,6.42,27.84,4.52,4.52,6.9,32.12,10.23,,-1.790123,-4.08642,0.666667,0.0,-7.339506,65.985482
US_MO_29147,2020-02-05,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,5.29,4.09,9.39,4.33,4.09,15.88,8.66,,6.02,23.83,5.05,9.63,6.26,33.45,,7.7,-4.055556,-6.067901,-0.567901,0.0,-10.055556,63.35834
US_MO_29147,2020-02-06,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,7.29,10.59,8.47,,,17.89,8.0,6.35,7.29,35.53,5.41,5.41,4.94,31.77,7.53,,-4.166667,-10.993827,2.351852,0.0,-9.271605,67.801236
US_MO_29147,2020-02-07,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,4.64,9.02,11.6,4.9,6.96,20.1,7.99,6.44,3.61,35.83,5.93,6.19,6.19,29.12,7.73,4.38,-1.833333,-3.833333,0.179012,0.0,-5.907407,73.938848
US_MO_29147,2020-02-08,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,10.19,8.88,4.6,,4.6,17.75,6.57,,,23.99,5.59,4.93,,33.53,4.93,,-4.506173,-10.012346,2.925926,0.036286,-8.08642,76.343434
US_MO_29147,2020-02-09,ChIJJTflPxzF6ocR8bF2TAPBcWU,Q489855,geoId/29147,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2,,,,,,,22401,11262,11139,1985,3550,5785,2276,1894,2420,2135,1350,1006,1180519,40.36,-94.88,2273,77.46,,,,,8.79,5.65,10.04,5.34,,17.89,10.36,,6.28,22.91,5.02,7.53,6.28,29.19,4.39,,1.944444,-1.185185,6.08642,0.0,-2.623457,71.912624
