location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WY_56045,2020-01-01,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,71.87,1.660494,-6.907407,7.191358,0.0,,-6.583333,54.006807
US_WY_56045,2020-01-02,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,47.48,1.037037,-2.919753,6.567901,0.834571,,-2.5625,75.096118
US_WY_56045,2020-01-03,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,52.94,-1.783951,-5.962963,3.666667,1.487714,,-6.520833,67.596845
US_WY_56045,2020-01-04,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,47.69,2.351852,-4.450617,9.796296,0.0,,-5.0,58.210886
US_WY_56045,2020-01-05,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,,0.709877,-5.395062,9.296296,0.0,,-9.666667,44.583966
US_WY_56045,2020-01-06,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,,-2.066667,-6.877778,2.277778,0.0,,-10.527778,52.655933
US_WY_56045,2020-01-07,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,,-0.916667,-7.4,5.844444,0.0,,-8.368056,56.665434
US_WY_56045,2020-01-08,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,53.62,0.355556,-5.216667,7.0,0.0,,-5.729167,67.748016
US_WY_56045,2020-01-09,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,,-0.222222,-5.855556,5.783333,0.0,,-5.4375,67.113019
US_WY_56045,2020-01-10,ChIJd4Rqhed3YocR7ubT5-HgoJg,Q115413,geoId/56045,US,United States of America,WY,Wyoming,56045,Weston County,US,USA,2,,,,,,,6968,3660,3308,777,789,728,932,741,1009,1068,541,383,289335,43.84,-104.56,6216,78.8,,,,,-9.094444,-14.3,-0.966667,1.143,,-11.611111,81.531892
