location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MS_28041,2020-01-01,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,35.22,53.76,8.901235,3.888889,15.697531,0.0,2.293651,67.659625
US_MS_28041,2020-01-02,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,27.74,40.79,17.432099,12.938272,22.462963,3.866444,14.642857,84.950162
US_MS_28041,2020-01-03,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,,34.05,18.611111,15.709877,22.580247,21.674667,17.174603,94.041712
US_MS_28041,2020-01-04,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,,45.11,15.0,11.944444,18.08642,12.728222,9.31746,71.719296
US_MS_28041,2020-01-05,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,,40.23,8.308642,2.0,16.302469,0.028222,1.52381,66.374279
US_MS_28041,2020-01-06,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,,38.74,11.802469,5.0,20.08642,0.0,6.920635,74.751479
US_MS_28041,2020-01-07,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,24.77,30.66,14.339506,9.993827,18.37037,0.0,4.944444,55.400059
US_MS_28041,2020-01-08,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,25.95,21.23,8.851852,0.845679,18.425926,0.0,-0.484127,55.76285
US_MS_28041,2020-01-09,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,22.2,29.59,11.654321,4.37037,20.604938,0.0,6.873016,77.201633
US_MS_28041,2020-01-10,ChIJl4lkYKVnm4gRI2YxYbG2aCo,Q485402,geoId/28041,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2,,,,,,,13529,7829,5700,1339,1567,2118,2007,2030,1711,1403,922,432,1832967,31.22,-88.64,1861,73.05,,,,22.54,18.969136,17.345679,21.358025,1.608667,16.420635,86.2604
