location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48463,2020-01-11,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,11.95,16.33,,,6.37,23.5,14.74,13.54,7.17,10.36,,6.77,31.07,,7.57,,35.46,6.77,,14.416667,8.344444,24.038889,5.08,,2.622222,46.077504
US_TX_48463,2020-01-12,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,7.83,8.61,16.83,7.83,,,14.09,13.31,7.04,,6.26,,,28.57,6.65,8.22,,37.97,6.26,7.83,9.166667,2.094444,18.855556,0.0,,2.422222,63.325015
US_TX_48463,2020-01-13,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,5.11,7.21,15.02,6.31,5.41,6.31,15.92,13.52,13.52,7.21,6.01,4.5,8.71,22.83,8.41,6.61,6.91,33.94,5.41,5.71,13.566667,8.972222,19.272222,0.0,,10.45,82.074218
US_TX_48463,2020-01-14,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,5.3,12.16,12.16,6.86,6.86,4.37,15.6,12.16,11.54,,9.05,4.68,9.36,24.64,7.8,9.67,7.17,38.68,4.68,5.93,17.777778,13.161111,25.438889,0.254,,15.011111,84.165511
US_TX_48463,2020-01-15,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,9.05,7.0,4.09,,4.96,22.48,10.51,8.17,4.67,5.84,4.38,7.3,24.23,6.42,7.0,7.0,27.44,5.84,5.84,20.15,15.583333,25.066667,0.0,,17.627778,85.584463
US_TX_48463,2020-01-16,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,4.87,6.88,10.61,5.73,6.02,4.87,12.32,11.75,10.89,6.31,6.31,,9.17,28.95,4.87,6.88,,37.55,8.89,6.31,19.455556,14.383333,23.4,0.0762,,17.366667,87.887085
US_TX_48463,2020-01-17,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,6.36,11.51,4.24,,,18.48,9.39,8.78,,5.45,4.24,8.48,26.96,6.66,6.06,,31.2,6.36,6.97,12.883333,10.25,17.405556,9.9822,,11.611111,92.076824
US_TX_48463,2020-01-18,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,8.51,10.05,,,7.35,17.79,9.28,,,6.96,,10.44,23.97,8.12,,,39.83,,6.19,16.638889,13.094444,21.638889,4.3688,,13.172222,80.059709
US_TX_48463,2020-01-19,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,5.32,10.26,20.52,6.84,,5.32,15.96,10.26,9.12,6.84,9.5,,,25.46,,9.12,9.12,36.48,8.36,,10.616667,4.088889,18.711111,0.0254,,-1.988889,41.457076
US_TX_48463,2020-01-20,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,7.09,6.47,7.71,7.71,4.93,5.24,17.88,9.25,7.71,5.55,4.93,,6.17,23.12,9.25,6.17,4.32,41.01,6.47,6.17,9.083333,2.294444,16.105556,0.0,,-3.538889,41.202484
US_TX_48463,2020-01-21,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,7.95,17.07,7.36,5.3,5.0,22.36,14.42,9.12,5.59,4.12,7.36,10.3,28.54,4.41,5.59,5.3,36.49,6.77,4.41,10.072222,4.261111,16.522222,0.0,,-0.094444,49.519223
US_TX_48463,2020-01-22,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,6.19,12.38,6.47,4.5,,20.82,9.28,10.97,3.94,11.53,5.34,8.72,30.1,6.19,4.22,,29.82,5.63,6.19,12.427778,9.083333,16.133333,3.1242,,9.683333,83.456114
US_TX_48463,2020-01-23,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,4.86,6.69,13.98,4.25,,9.42,20.36,10.64,12.77,7.6,5.47,5.47,9.12,30.39,,7.9,5.17,35.56,6.99,,14.444444,8.311111,22.672222,1.9558,,8.65,68.476578
US_TX_48463,2020-01-24,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,16.5,14.35,5.02,6.46,,29.42,10.4,11.84,6.1,5.74,,6.1,30.86,7.54,6.82,6.1,43.41,7.54,5.38,12.394444,4.155556,21.327778,0.0,,4.05,56.914882
US_TX_48463,2020-01-25,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,7.33,17.11,8.96,,7.74,29.73,11.4,,8.15,,7.33,9.37,37.88,6.92,,6.52,37.88,6.11,6.11,12.488889,6.694444,18.611111,0.0,,7.605556,72.257802
US_TX_48463,2020-01-26,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,10.24,11.34,8.05,6.95,6.22,28.9,6.95,10.61,8.05,,,,35.85,,6.22,6.22,38.77,11.34,10.24,17.238889,11.555556,26.238889,0.381,,11.666667,69.96471
US_TX_48463,2020-01-27,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,7.77,12.09,5.76,4.61,7.2,31.38,11.52,8.35,6.05,4.89,,11.8,40.88,9.21,8.35,6.91,30.23,7.49,,16.222222,7.55,25.838889,0.0,,7.627778,57.300789
US_TX_48463,2020-01-28,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,5.77,11.84,6.35,6.93,7.22,24.25,7.22,4.62,6.64,,5.2,10.11,33.78,8.66,8.66,5.77,35.51,6.06,,16.866667,9.983333,23.894444,1.778,,9.166667,60.877815
US_TX_48463,2020-01-29,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,5.25,6.7,13.12,8.16,,4.37,21.86,11.37,12.53,5.25,,4.96,9.62,32.06,4.96,6.41,,39.64,8.45,4.96,12.005556,4.088889,19.894444,0.635,,-0.083333,44.066594
US_TX_48463,2020-01-30,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,8.23,11.89,4.27,,,31.11,12.2,7.62,,4.58,,7.32,33.24,10.37,6.41,,33.24,6.71,7.32,8.577778,4.9,16.561111,0.0,,3.105556,68.970282
US_TX_48463,2020-01-31,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,4.96,6.52,12.72,6.83,5.89,5.58,27.61,11.17,9.62,,5.89,,7.45,35.68,,6.52,,26.68,5.28,,10.027778,7.15,15.4,0.0,,4.688889,69.524378
US_TX_48463,2020-02-01,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,6.01,10.03,,,6.01,18.85,10.43,10.83,,,,10.43,30.07,,11.63,,38.09,7.22,,11.1,1.172222,22.227778,0.0,,0.461111,47.946596
US_TX_48463,2020-02-02,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,8.14,14.72,7.75,,,24.02,9.3,,,6.2,,,25.57,5.81,7.36,,35.64,,7.36,12.95,2.594444,24.922222,0.0,,-2.305556,35.350646
US_TX_48463,2020-02-03,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,6.06,5.48,12.41,6.06,,7.22,20.49,11.26,7.79,5.77,5.2,,8.66,34.92,7.5,8.37,,33.19,7.5,5.77,16.366667,10.811111,22.605556,0.0,,6.594444,53.098454
US_TX_48463,2020-02-04,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,,8.75,4.96,,4.08,22.46,6.71,9.34,5.83,6.13,4.96,4.96,35.3,5.83,5.54,,30.63,6.71,4.67,17.9,11.844444,27.311111,0.2032,,13.044444,73.59856
US_TX_48463,2020-02-05,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,7.79,9.8,7.5,4.61,5.48,15.57,11.25,7.21,4.61,5.77,,10.96,25.95,,8.94,6.63,30.28,8.07,4.61,8.138889,3.633333,20.631944,0.0,,2.766667,69.887587
US_TX_48463,2020-02-06,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,5.86,15.54,,,6.45,20.81,9.09,6.16,,,4.98,8.21,31.36,5.86,5.57,4.1,36.35,4.4,5.86,5.094444,-2.933333,16.122222,0.0508,,-4.611111,50.094059
US_TX_48463,2020-02-07,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,5.09,,8.91,7.32,,6.68,21.0,6.68,9.54,,6.04,,5.41,34.04,7.0,9.23,,35.31,6.68,,10.727778,-0.294444,24.638889,0.0,,-4.127778,35.649967
US_TX_48463,2020-02-08,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,7.57,7.96,12.74,,,,24.29,12.74,13.14,,8.36,,,30.26,,,,34.24,8.36,,14.188889,6.644444,23.561111,0.0,,4.361111,52.244699
US_TX_48463,2020-02-09,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,8.35,6.83,5.69,5.31,,26.95,10.25,,5.31,6.07,6.83,12.53,33.4,6.45,6.45,,38.72,7.59,6.07,20.377778,15.544444,27.583333,0.0,,15.916667,76.1864
US_TX_48463,2020-02-10,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,4.21,4.21,12.91,5.61,6.45,7.58,12.63,5.05,11.22,5.33,5.89,,10.38,31.14,6.45,7.58,3.93,35.63,7.86,6.45,20.577778,13.716667,26.205556,0.0,,17.372222,82.21388
US_TX_48463,2020-02-11,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,,9.46,6.68,5.01,4.45,20.31,11.4,9.74,,6.4,,9.74,30.04,4.17,9.46,4.73,31.15,7.51,4.45,9.644444,7.05,15.877778,1.0414,,7.194444,84.943045
US_TX_48463,2020-02-12,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,6.43,9.5,7.82,3.91,5.59,18.16,10.62,12.85,,,,12.02,23.75,3.91,8.94,,30.74,5.31,5.03,9.433333,6.183333,19.411111,7.239,,5.755556,78.483218
US_TX_48463,2020-02-13,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,4.11,7.05,7.93,5.88,5.58,4.11,24.09,7.93,9.7,,,4.41,7.64,29.09,5.0,6.46,5.29,36.14,4.41,6.17,10.866667,3.572222,18.666667,5.5626,,2.05,55.13112
US_TX_48463,2020-02-14,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,,,,,,,6.12,10.63,5.48,,,16.76,5.48,5.48,5.48,5.16,,6.45,28.68,4.83,8.38,,27.71,,6.45,8.088889,1.138889,16.677778,0.0,,1.355556,62.691639
US_TX_48463,2020-02-15,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,9,7,,-5,,,,10.43,10.03,,,21.67,12.04,9.63,7.62,,,8.83,31.3,,9.23,,31.3,8.03,,10.805556,4.411111,17.8,0.0,,5.383333,69.595072
US_TX_48463,2020-02-16,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,10,2,,2,,6.43,6.05,14.38,7.57,,,20.06,12.11,7.95,,6.81,,7.19,30.66,,,,35.58,,7.19,14.461111,7.383333,24.766667,0.0,,10.538889,77.782639
US_TX_48463,2020-02-17,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,6,1,,-23,,6.06,8.75,11.78,6.73,5.72,7.74,21.53,8.75,9.08,6.39,,5.72,8.75,36.67,9.76,5.38,,46.77,,7.07,18.822222,11.2,28.75,0.0,,14.211111,75.294059
US_TX_48463,2020-02-18,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,-2,2,,1,,6.94,8.38,12.43,9.25,,4.63,15.61,8.38,8.96,4.05,4.05,4.63,8.1,31.23,6.65,8.1,7.23,33.25,5.49,4.92,19.983333,12.861111,27.483333,0.0,,16.25,79.621615
US_TX_48463,2020-02-19,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,2,-9,,0,,,4.88,8.89,8.32,,8.03,15.48,8.89,10.32,6.31,5.45,,10.32,30.4,4.3,6.31,4.59,29.54,5.45,6.02,11.433333,9.755556,15.716667,0.1778,,7.233333,75.90754
US_TX_48463,2020-02-20,ChIJ9yBHsvPnXoYREQVXD4uXaHE,Q26697,geoId/48463,US,United States of America,TX,Texas,48463,Uvalde County,US,USA,2,,,,,,,27043,13229,13814,4109,4232,3868,3156,3003,2826,2703,1916,1230,1827044,29.35,-99.76,4037,78.68,-3,-7,,-3,,7.96,4.42,12.38,4.72,5.31,,17.99,10.62,11.5,7.96,6.19,,9.14,29.19,6.19,8.85,6.49,36.86,8.85,5.9,9.727778,8.088889,12.25,0.5588,,7.061111,83.971737
