location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17135,2020-01-11,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,6.08,7.3,8.11,7.71,,10.14,8.11,7.71,,24.75,5.68,,46.65,10.95,,7.487654,1.080247,15.604938,48.006,,6.388889,93.152512
US_IL_17135,2020-01-12,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,9.58,7.58,9.18,,,11.57,10.38,5.59,5.59,22.35,6.39,,34.32,9.58,,-1.185185,-2.691358,1.104938,6.731,,-3.12963,87.080533
US_IL_17135,2020-01-13,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,8.42,11.12,5.39,6.06,,11.12,11.79,7.07,12.13,25.27,8.76,8.09,43.79,6.06,4.72,1.561111,-0.461111,4.2,0.0508,50.8,-0.54321,87.039523
US_IL_17135,2020-01-14,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,,6.17,11.64,4.79,5.48,11.3,11.3,5.48,11.3,23.98,6.85,8.56,29.8,8.22,6.85,3.655556,-0.372222,8.938889,0.0254,50.8,1.950617,88.807091
US_IL_17135,2020-01-15,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.54,11.31,7.88,,4.8,11.66,5.83,,6.86,21.94,4.8,6.86,32.57,8.57,,6.583333,2.266667,12.3,0.127,,5.022222,90.193895
US_IL_17135,2020-01-16,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,4.94,7.25,9.55,6.92,4.94,10.87,8.89,5.93,8.23,21.73,5.6,6.26,30.95,5.27,5.93,-1.394444,-6.388889,8.727778,0.0762,,-6.355556,69.86583
US_IL_17135,2020-01-17,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,5.54,10.39,8.66,,5.89,10.39,7.62,6.58,7.28,11.43,6.24,5.89,34.99,7.62,,-3.266667,-5.277778,-0.338889,0.544286,,-7.705556,72.366907
US_IL_17135,2020-01-18,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,8.98,8.16,7.75,7.34,,11.42,,,6.53,20.4,,9.38,38.35,,,2.533333,-2.333333,8.15,27.33675,,-0.05,83.787606
US_IL_17135,2020-01-19,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.6,9.2,7.2,,6.0,14.8,10.4,,8.4,18.0,,10.0,30.01,6.0,,-8.15,-11.822222,-2.288889,0.536222,,-14.622222,60.58144
US_IL_17135,2020-01-20,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,,15.13,8.54,,5.82,17.85,13.2,,9.31,26.39,8.15,6.99,37.26,8.54,,-8.844444,-11.294444,-4.294444,0.0,,-13.083333,72.370835
US_IL_17135,2020-01-21,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.47,8.19,6.41,6.76,9.61,19.93,10.68,,11.75,29.9,6.05,,40.93,,8.19,-5.511111,-9.188889,-0.8,0.0,,-8.694444,79.212268
US_IL_17135,2020-01-22,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.35,10.5,8.05,6.65,5.25,15.75,7.35,5.25,8.75,39.19,8.05,8.75,41.29,8.4,5.25,-2.511111,-5.15,2.344444,0.0,,-7.333333,70.296453
US_IL_17135,2020-01-23,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,9.1,12.74,6.55,6.19,5.09,11.28,10.92,,6.91,29.47,6.91,7.64,41.12,6.55,10.92,0.638889,-0.244444,2.238889,2.6035,,-2.5,81.136414
US_IL_17135,2020-01-24,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,5.18,12.43,7.25,,10.02,21.41,10.02,,6.56,27.29,,7.94,36.27,10.71,6.22,1.411111,0.655556,2.588889,8.240889,30.48,0.383333,93.380445
US_IL_17135,2020-01-25,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,,9.13,7.06,7.06,,21.59,6.64,8.3,,32.38,7.06,10.38,42.34,7.06,8.3,1.288889,0.311111,2.238889,0.3175,30.48,-1.5,83.24686
US_IL_17135,2020-01-26,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,,5.43,,6.21,5.82,19.8,15.14,,,29.5,6.99,8.15,48.53,8.15,5.82,0.277778,-4.072222,6.35,0.0,30.48,-3.383333,77.627997
US_IL_17135,2020-01-27,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,5.01,7.02,10.02,,6.35,22.72,11.7,,8.35,40.77,,8.02,37.76,10.02,,-0.738889,-2.638889,2.755556,0.0,30.48,-2.594444,88.240755
US_IL_17135,2020-01-28,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,5.07,10.13,7.43,4.73,5.07,27.69,12.49,7.09,8.78,49.97,7.09,7.43,38.49,7.09,8.44,-1.1,-1.938889,-0.094444,0.036286,,-2.827778,88.870496
US_IL_17135,2020-01-29,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.26,7.96,10.03,7.61,9.34,18.33,13.14,,5.19,30.79,,5.88,39.78,5.53,6.57,-0.544444,-1.6,1.216667,0.296333,,-2.811111,85.752447
US_IL_17135,2020-01-30,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,6.07,8.77,6.07,7.08,,32.39,10.8,7.76,8.77,40.15,6.75,5.74,38.46,7.42,,0.205556,-0.977778,2.433333,0.169333,,-1.883333,86.748678
US_IL_17135,2020-01-31,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,,8.77,7.76,,11.14,33.74,7.76,8.44,10.46,40.16,5.06,5.06,39.48,7.42,,2.055556,0.427778,5.294444,0.0508,,-0.338889,85.005646
US_IL_17135,2020-02-01,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,5.54,11.49,10.3,,,20.59,,,14.65,27.72,,,43.96,,,3.272222,1.366667,5.122222,0.254,,0.261111,81.471214
US_IL_17135,2020-02-02,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.48,7.48,7.87,,,17.72,8.27,5.91,,25.98,5.51,7.09,28.74,,7.48,7.061111,0.277778,17.472222,0.0254,,0.233333,63.018096
US_IL_17135,2020-02-03,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,6.06,8.42,5.39,,8.75,17.17,8.42,8.75,5.72,29.29,6.4,6.4,45.45,7.74,6.4,9.416667,2.744444,19.355556,0.0,,3.494444,67.375542
US_IL_17135,2020-02-04,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.34,12.67,11.34,4.67,6.67,18.67,10.67,5.34,5.0,28.34,8.0,12.34,40.68,5.67,,7.794444,2.111111,14.633333,1.524,,4.288889,79.264363
US_IL_17135,2020-02-05,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,10.41,8.06,,,6.71,22.16,7.38,,6.71,32.23,7.05,13.76,40.62,5.71,5.37,0.438889,-0.844444,1.961111,2.8575,,-2.755556,79.994051
US_IL_17135,2020-02-06,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,8.48,8.83,9.19,,7.42,21.91,9.19,,9.19,40.64,8.13,7.07,44.88,6.01,5.3,-1.7,-2.744444,-0.25,1.693333,,-4.005556,84.926868
US_IL_17135,2020-02-07,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,8.36,15.67,12.53,7.31,5.57,21.59,10.1,6.96,6.96,26.81,5.22,,37.26,7.31,6.62,-0.977778,-2.955556,2.183333,0.127,78.74,-6.283333,68.334855
US_IL_17135,2020-02-08,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,,13.64,9.51,,10.75,23.14,6.61,6.61,11.16,31.82,,7.44,44.22,8.27,7.44,-0.572222,-1.877778,0.961111,0.6985,78.74,-4.011111,78.438951
US_IL_17135,2020-02-09,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,9.84,9.84,5.9,7.48,7.08,20.46,10.62,7.08,,26.76,,8.66,46.03,,9.84,1.027778,-3.344444,9.055556,4.120444,50.8,-2.177778,80.034055
US_IL_17135,2020-02-10,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,6.2,10.44,10.44,5.87,6.2,22.19,10.77,6.53,6.85,34.91,,7.83,35.89,8.81,4.57,2.95,0.094444,9.361111,10.414,50.8,0.877778,87.015236
US_IL_17135,2020-02-11,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,7.62,10.26,6.29,4.63,,24.5,9.6,7.95,9.6,33.77,6.95,4.97,35.42,10.59,,1.533333,-0.35,5.866667,0.0508,,-2.277778,76.749033
US_IL_17135,2020-02-12,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,9.25,10.84,8.29,,6.7,23.92,7.97,7.34,9.25,32.53,5.1,6.7,34.13,4.78,,0.705556,-1.416667,3.344444,1.42875,,-1.8,84.111195
US_IL_17135,2020-02-13,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,4.66,11.66,6.99,5.33,10.66,24.98,9.32,5.99,7.66,25.31,5.0,,34.3,9.32,,-3.733333,-11.527778,1.377778,4.515556,,-5.994444,85.048548
US_IL_17135,2020-02-14,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,,,,,,9.76,4.88,,9.06,17.77,10.45,5.23,7.66,21.95,8.71,6.27,37.62,6.62,7.32,-12.55,-16.461111,-6.122222,0.09525,78.74,-18.444444,62.669808
US_IL_17135,2020-02-15,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,4,0,1,,6.46,12.51,,6.86,8.07,16.95,,6.05,7.67,25.84,8.48,,35.93,,,-3.033333,-9.161111,5.205556,0.0,50.8,-9.4,62.962659
US_IL_17135,2020-02-16,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,17,2,7,,7.36,10.63,12.27,7.77,7.36,20.85,6.54,7.77,,31.07,,,46.61,6.13,8.18,3.25,-1.411111,8.738889,0.254,50.8,-2.483333,67.932874
US_IL_17135,2020-02-17,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,-5,-9,-18,,8.97,8.6,8.6,8.6,7.1,24.3,8.6,,7.1,30.28,7.1,8.97,41.49,,5.23,3.588889,0.8,7.844444,0.181429,50.8,0.661111,81.961236
US_IL_17135,2020-02-18,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,-1,-5,2,,,6.89,10.5,,,27.56,8.86,7.88,6.89,29.2,,5.58,38.39,7.88,,5.333333,1.405556,9.861111,6.930571,,2.2,81.268804
US_IL_17135,2020-02-19,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,1,-12,0,,4.89,9.46,6.85,5.87,4.57,25.76,6.85,8.8,8.8,35.22,6.85,7.5,38.8,9.46,5.87,-0.205556,-3.905556,4.088889,0.0,,-5.627778,68.792558
US_IL_17135,2020-02-20,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,5,12,4,,7.53,7.53,12.12,5.24,,21.29,8.85,4.59,11.79,27.19,5.57,6.22,32.76,12.12,6.22,-1.977778,-4.877778,1.277778,0.0,,-9.305556,59.427203
US_IL_17135,2020-02-21,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,3,-1,4,,4.85,8.66,7.62,6.58,5.89,16.62,10.74,,10.74,25.98,7.62,4.85,30.82,9.01,,-4.261111,-9.505556,2.755556,0.0,,-12.288889,55.333121
US_IL_17135,2020-02-22,ChIJMacrbdGrdYgRJ1ia7Mbu1iY,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2,,,,,,,28781,15103,13678,3132,3245,3490,3577,3463,4164,3745,2258,1707,1800579,39.23,-89.48,1838,76.0375,9,2,11,,,8.77,8.77,,9.61,25.06,8.77,,7.94,22.98,,7.94,35.51,10.03,6.27,0.944444,-5.105556,9.9,0.0,,-8.761111,50.070142
