location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MP_69110,2020-01-01,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.793651,24.611111,28.97619,0.0,21.037037,71.098025
US_MP_69110,2020-01-02,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.642857,24.253968,29.246032,0.677333,20.175926,68.623979
US_MP_69110,2020-01-03,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.738095,24.452381,29.126984,0.508,21.324074,72.216861
US_MP_69110,2020-01-04,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.714286,24.34127,29.134921,0.181429,21.194444,71.908804
US_MP_69110,2020-01-05,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.722222,24.293651,29.349206,0.0,20.666667,69.934311
US_MP_69110,2020-01-06,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.865079,24.65873,29.055556,0.254,20.944444,70.176597
US_MP_69110,2020-01-07,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.365079,24.31746,29.015873,0.1905,21.333333,74.198511
US_MP_69110,2020-01-08,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.230159,24.444444,28.690476,0.4572,22.25,79.308899
US_MP_69110,2020-01-09,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.206349,24.674603,28.595238,5.969,23.064815,83.544073
US_MP_69110,2020-01-10,ChIJUVyZkDSx2GYR0OGWcyirmE8,Q51679,geoId/69110,US,United States of America,MP,Northern Mariana Islands,69110,Saipan,US,USA,2,,,,,48220,3218318,15.183333,145.75,1,44,26.626984,24.944444,28.595238,4.953,23.231481,82.520754
