location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17057,2020-01-01,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,7.08,10.62,8.85,7.67,7.38,5.31,18.0,11.8,5.61,5.61,,,4.43,,7.67,4.43,21.83,4.13,6.2,5.61,5.61,41.6,6.79,4.72,5.9,,,0.983333,-4.161111,9.672222,0.0254,,-2.933333,75.205704
US_IL_17057,2020-01-02,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.42,8.13,11.14,8.43,7.23,7.53,14.16,12.05,,11.14,,5.42,5.12,6.33,5.12,12.05,28.32,7.23,9.04,6.63,,40.97,5.42,7.23,5.72,,4.82,6.15,1.738889,10.988889,0.0,,0.272222,66.089852
US_IL_17057,2020-01-03,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,,9.73,14.74,8.55,4.72,10.91,16.81,10.32,5.31,12.98,,5.01,,5.01,,10.62,28.9,4.13,,,5.6,42.47,5.31,7.08,6.19,,5.6,2.933333,0.65,7.555556,0.0,,1.122222,87.966111
US_IL_17057,2020-01-04,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,4.61,11.67,9.83,8.29,6.14,5.53,18.12,13.82,6.14,15.35,4.3,4.61,4.61,4.3,,8.29,25.79,6.45,4.61,,,36.85,4.91,8.6,5.53,8.9,4.61,0.088889,-2.155556,1.833333,0.580571,,-1.283333,90.558915
US_IL_17057,2020-01-05,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.66,9.84,10.73,7.15,5.66,5.07,16.1,11.33,5.37,7.15,5.66,6.86,,6.26,6.26,5.66,20.57,8.94,7.75,4.17,,40.24,,7.45,5.96,,5.66,0.65,-5.022222,9.466667,0.2286,30.48,-3.3,75.007683
US_IL_17057,2020-01-06,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.43,5.69,10.09,8.02,3.88,4.66,11.91,10.87,5.69,13.2,3.88,5.43,,4.92,3.62,5.69,24.59,7.25,5.95,4.92,4.66,37.01,,6.99,7.76,4.92,3.62,0.6,-4.522222,5.744444,0.0,,-4.261111,70.073187
US_IL_17057,2020-01-07,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,,7.39,14.26,11.72,5.6,4.58,17.07,12.99,5.35,9.17,,,,,5.35,7.64,26.24,8.15,8.91,4.58,8.66,36.42,4.58,5.6,4.08,5.09,6.37,0.344444,-3.611111,5.833333,0.0,,-3.983333,72.922862
US_IL_17057,2020-01-08,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,,9.43,9.68,6.88,4.33,8.15,16.82,11.97,5.61,9.68,4.84,6.37,5.35,4.84,6.37,6.37,31.08,4.84,4.84,4.84,4.59,36.18,,11.72,5.61,,4.08,-2.7,-7.566667,2.811111,0.0,,-9.622222,59.08766
US_IL_17057,2020-01-09,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.61,6.38,12.25,9.95,5.87,4.08,13.53,6.63,5.1,12.5,4.59,5.36,3.57,4.08,4.34,7.14,30.88,4.85,6.38,3.83,3.83,40.06,6.12,10.21,4.34,9.95,11.23,4.688889,-3.488889,13.527778,0.028222,,-1.855556,62.67239
US_IL_17057,2020-01-10,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.95,5.46,4.96,6.2,5.46,,10.67,7.44,4.96,9.68,5.71,,,6.45,3.97,7.2,24.31,6.2,3.47,5.95,3.72,34.48,5.21,5.46,10.67,4.47,4.96,8.177778,5.044444,12.894444,1.632857,,6.438889,88.86249
US_IL_17057,2020-01-11,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,4.39,9.65,13.75,9.07,4.68,4.68,11.99,9.07,5.56,7.9,4.1,5.27,6.44,4.97,,7.9,23.7,7.9,6.44,,7.61,35.99,,9.36,4.97,,,1.622222,-2.538889,7.566667,38.317714,,1.011111,95.795644
US_IL_17057,2020-01-12,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.69,5.99,9.59,9.59,7.79,,11.68,8.99,,13.18,,,9.88,,,6.89,27.56,5.69,6.89,,4.49,43.14,4.49,10.19,7.49,5.99,,-4.038889,-6.838889,-1.433333,1.806222,,-5.555556,89.273336
US_IL_17057,2020-01-13,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,4.23,3.98,6.22,7.72,5.97,6.97,15.18,9.96,5.72,10.7,3.48,7.97,4.98,4.73,,9.71,27.38,6.22,6.72,4.73,3.73,44.31,4.23,6.22,6.47,4.73,4.48,-0.266667,-2.655556,1.733333,0.0,50.8,-1.5,91.488452
US_IL_17057,2020-01-14,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,4.26,7.51,11.01,9.26,6.26,4.76,9.51,7.26,6.76,10.51,3.5,5.76,4.26,5.01,6.01,8.26,25.53,5.01,8.01,4.26,6.76,30.54,3.5,7.26,6.26,3.75,4.51,3.661111,0.772222,7.822222,0.564444,40.64,1.927778,88.510852
US_IL_17057,2020-01-15,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.47,7.46,10.69,10.94,7.21,7.71,14.67,8.21,3.98,12.68,5.47,6.96,4.97,3.73,,7.46,25.86,3.48,7.21,4.48,6.22,40.04,,8.46,3.48,6.71,,2.333333,-0.927778,6.15,0.28575,,1.788889,96.247856
US_IL_17057,2020-01-16,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,4.42,8.05,10.65,4.94,5.2,5.46,12.21,6.75,7.01,9.35,,7.79,4.42,,7.53,6.49,30.65,3.9,6.75,7.01,4.16,42.08,,7.53,4.68,4.68,,-6.911111,-12.188889,1.322222,0.1524,,-11.0,72.719635
US_IL_17057,2020-01-17,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,,4.63,10.89,,6.81,7.08,14.98,7.08,3.81,7.35,4.63,8.17,5.17,6.26,4.09,5.45,25.33,4.9,7.08,,6.81,32.14,5.99,8.72,3.81,,,-6.005556,-9.55,-1.9,0.471714,,-9.133333,78.693524
US_IL_17057,2020-01-18,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,,9.74,10.06,7.86,4.4,5.03,17.6,11.0,7.54,8.48,,6.6,,,,9.11,21.68,,6.91,5.66,,41.17,6.6,7.54,4.71,,5.66,-1.2,-8.838889,2.655556,15.530286,,-2.922222,88.151615
US_IL_17057,2020-01-19,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,4.15,6.22,9.78,8.59,6.82,6.52,14.82,5.63,,8.89,5.63,4.45,5.93,4.45,4.15,7.41,19.85,4.15,10.07,,5.04,39.12,8.0,8.0,6.22,5.33,,-13.733333,-16.7,-8.711111,0.616857,30.48,-18.383333,68.040685
US_IL_17057,2020-01-20,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,,8.32,9.21,7.13,6.24,4.75,13.67,10.1,5.65,12.18,,4.75,5.05,4.46,,7.13,22.59,,8.91,5.94,7.13,44.58,4.46,7.13,4.46,5.35,5.94,-11.305556,-13.922222,-6.394444,0.0,30.48,-14.333333,78.396786
US_IL_17057,2020-01-21,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,9.84,7.07,7.57,9.84,9.34,4.54,19.18,8.33,5.55,8.07,5.05,7.32,7.32,4.29,8.07,9.34,27.0,3.79,6.81,7.32,4.79,42.64,3.79,5.05,7.07,5.3,3.53,-9.277778,-14.238889,-2.566667,0.0,30.48,-11.566667,83.591855
US_IL_17057,2020-01-22,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.28,6.03,9.8,8.29,4.52,4.02,17.84,5.03,5.53,10.55,6.03,5.53,5.78,,8.04,10.8,33.16,5.03,7.79,5.78,5.53,32.66,,5.28,8.04,5.53,10.3,-2.772222,-5.516667,0.977778,0.0,,-6.594444,75.059713
US_IL_17057,2020-01-23,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.88,10.77,7.34,7.83,4.65,7.83,13.22,7.34,,9.3,6.12,7.59,6.12,6.61,3.67,14.45,26.93,8.08,11.51,4.65,8.32,39.17,3.92,5.63,4.41,3.67,3.92,0.066667,-1.15,1.255556,2.4892,,-1.388889,90.038073
US_IL_17057,2020-01-24,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,9.01,9.78,10.3,9.53,4.38,5.92,26.26,9.27,4.12,13.64,5.15,3.6,4.89,6.18,4.63,15.7,37.84,7.98,5.66,6.95,8.75,39.64,,6.95,7.46,5.66,3.86,0.622222,0.077778,1.505556,7.511143,30.48,0.144444,96.681671
US_IL_17057,2020-01-25,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.56,12.05,7.72,7.72,5.56,5.87,26.57,12.98,,5.87,8.03,,4.33,,,5.56,35.84,4.63,6.18,,6.8,36.46,5.87,13.6,9.89,6.49,,0.238889,-0.477778,1.244444,0.381,64.77,-1.172222,90.336357
US_IL_17057,2020-01-26,ChIJU2k49As64IcRYTBtqtBmlAM,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2,,,,,,,35104,18270,16834,3617,4064,4099,4468,4472,4870,4626,2911,1977,1800719,40.48,-90.21,2286,77.754545,,,,,5.19,6.92,7.5,9.52,7.5,5.48,22.51,7.5,4.33,8.08,8.08,7.21,6.35,4.04,5.77,10.39,33.76,6.06,9.81,4.62,,36.64,6.35,6.64,7.5,4.04,4.33,-2.25,-6.455556,1.311111,0.254,64.77,-4.45,85.109112
