location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01019,2020-01-01,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,11.3,6.95,17.82,13.47,20.43,8.69,40.41,8.26,4.316667,-1.75,12.011111,0.0,-2.923611,57.831819
US_AL_01019,2020-01-02,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,8.12,11.96,7.26,15.38,9.82,24.77,6.83,52.53,14.09,7.211111,3.933333,10.427778,0.592667,3.631944,77.816464
US_AL_01019,2020-01-03,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,8.8,8.36,,19.36,10.12,19.8,,47.09,6.6,12.744444,8.533333,15.522222,44.577,12.270833,94.937071
US_AL_01019,2020-01-04,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,11.12,10.23,17.79,,26.24,,44.02,,11.305556,4.222222,14.111111,10.117667,7.263889,75.269164
US_AL_01019,2020-01-05,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.64,8.09,,13.48,,24.27,9.44,40.45,,3.338889,-2.444444,11.883333,0.5842,-2.444444,65.046322
US_AL_01019,2020-01-06,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,8.92,8.03,,16.5,10.7,24.97,9.37,34.78,10.26,5.955556,-0.661111,15.755556,0.0,0.979167,69.584823
US_AL_01019,2020-01-07,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,13.57,,14.47,12.66,23.97,9.5,47.49,9.5,9.905556,4.566667,13.372222,0.677333,2.722222,60.59322
US_AL_01019,2020-01-08,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.64,9.77,9.77,9.34,13.16,28.02,,34.39,9.77,5.322222,-2.3,15.766667,0.4318,-3.097222,53.669009
US_AL_01019,2020-01-09,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,10.86,13.12,9.96,15.84,8.14,30.32,9.96,46.16,9.5,7.255556,-0.05,16.405556,0.0,-1.784722,52.618951
US_AL_01019,2020-01-10,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,5.66,7.79,5.66,13.45,7.43,18.76,4.96,36.81,5.31,14.683333,11.972222,18.177778,0.0,8.409722,64.816768
US_AL_01019,2020-01-11,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,9.12,9.54,7.05,14.51,9.12,18.24,9.54,38.56,9.54,18.555556,15.466667,21.905556,0.084667,15.111111,79.396148
US_AL_01019,2020-01-12,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,12.32,11.85,9.96,11.85,10.9,18.96,8.06,32.71,7.58,11.861111,5.822222,18.183333,16.35125,8.743056,80.056257
US_AL_01019,2020-01-13,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,11.21,10.16,7.0,13.66,9.8,22.76,6.65,32.92,7.7,12.433333,7.988889,17.527778,0.169333,10.784722,87.940066
US_AL_01019,2020-01-14,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.45,11.39,9.2,15.77,,26.73,10.95,48.63,10.08,16.355556,14.416667,17.766667,11.091333,15.486111,94.230541
US_AL_01019,2020-01-15,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,9.24,14.28,8.4,15.95,11.76,24.35,6.3,41.56,7.98,15.55,12.572222,19.55,15.094857,14.428571,92.434187
US_AL_01019,2020-01-16,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,8.32,11.34,9.07,12.48,8.32,22.3,,38.56,,14.85,10.516667,18.483333,16.129,10.326389,73.343141
US_AL_01019,2020-01-17,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,5.77,11.93,5.77,10.39,,18.85,,38.08,7.69,8.238889,4.911111,14.138889,8.156222,-2.652778,45.406234
US_AL_01019,2020-01-18,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,6.58,9.22,14.49,9.66,32.48,7.02,34.68,9.66,8.694444,6.294444,12.444444,0.0,0.9375,57.481005
US_AL_01019,2020-01-19,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,11.65,10.75,,17.02,6.72,15.23,,39.43,,6.727778,1.105556,12.133333,6.023429,-0.125,60.748605
US_AL_01019,2020-01-20,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.15,14.75,7.6,17.87,8.49,21.0,7.6,43.34,9.83,-1.794444,-5.333333,4.55,0.0,-8.743056,57.864954
US_AL_01019,2020-01-21,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,8.46,11.62,7.05,15.85,,31.71,7.75,36.99,9.16,-2.594444,-5.977778,3.238889,0.0,-9.5625,57.539472
US_AL_01019,2020-01-22,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,12.42,6.94,19.0,8.04,27.04,,38.73,5.48,-0.466667,-6.727778,8.411111,0.0,-9.25,50.484058
US_AL_01019,2020-01-23,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,5.84,5.15,8.59,20.95,8.93,22.67,12.71,36.06,7.56,4.777778,2.25,6.855556,0.0,-4.201389,52.124641
US_AL_01019,2020-01-24,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,9.73,10.77,21.2,,29.54,7.64,27.45,,7.511111,4.783333,12.705556,20.531667,5.166667,84.062583
US_AL_01019,2020-01-25,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,13.25,13.71,6.85,23.3,7.31,28.79,12.79,36.56,6.85,4.922222,2.411111,9.35,2.322286,0.548611,73.015875
US_AL_01019,2020-01-26,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,9.5,7.78,,23.33,11.66,25.49,7.34,47.52,,2.616667,-2.261111,9.15,0.028222,-0.319444,79.835804
US_AL_01019,2020-01-27,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,6.58,8.31,10.04,26.67,13.16,32.56,5.89,34.29,,7.533333,3.944444,12.272222,2.497667,5.173611,83.954372
US_AL_01019,2020-01-28,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,9.24,9.59,8.88,19.18,11.72,34.1,10.3,39.43,7.82,5.388889,-1.45,14.866667,0.5334,0.972222,71.883158
US_AL_01019,2020-01-29,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.63,7.63,8.35,14.89,6.17,29.05,,34.87,8.35,6.694444,2.661111,11.827778,0.0,1.916667,71.090082
US_AL_01019,2020-01-30,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.37,7.72,5.62,25.62,10.88,30.19,8.07,40.37,7.72,6.894444,0.133333,14.8,0.028222,2.659722,74.72224
US_AL_01019,2020-01-31,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.65,7.99,,24.33,10.08,21.9,6.6,33.02,5.56,6.655556,3.433333,10.488889,0.028222,2.854167,76.766718
US_AL_01019,2020-02-01,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,9.54,8.64,8.64,29.09,,33.64,9.54,44.09,8.18,6.488889,4.35,9.95,0.084667,3.666667,81.664003
US_AL_01019,2020-02-02,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,14.63,6.65,27.04,15.96,29.7,9.31,33.69,10.2,7.266667,-0.594444,18.011111,0.2286,0.604167,61.596279
US_AL_01019,2020-02-03,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,5.04,7.21,6.48,21.98,15.13,32.06,8.29,31.34,8.29,10.922222,2.388889,23.111111,0.0,2.361111,54.866236
US_AL_01019,2020-02-04,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,15.88,10.58,16.32,9.26,28.23,9.7,39.25,8.38,15.955556,13.011111,19.872222,0.0,10.208333,67.931003
US_AL_01019,2020-02-05,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,8.63,11.65,6.9,21.57,11.22,28.48,7.33,48.75,8.2,17.727778,15.711111,19.933333,2.794,15.791667,87.723949
US_AL_01019,2020-02-06,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.98,12.6,10.5,28.15,12.6,30.25,7.98,35.29,,14.972222,8.827778,19.455556,50.715333,14.006944,92.745532
US_AL_01019,2020-02-07,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,12.27,10.52,23.67,11.84,29.37,,39.45,,3.85,0.872222,10.283333,49.191333,0.368056,76.907837
US_AL_01019,2020-02-08,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,6.77,12.64,,22.13,10.39,32.96,7.22,45.16,,2.238889,-1.722222,10.144444,0.169333,-0.576389,80.59165
US_AL_01019,2020-02-09,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,10.1,9.64,19.75,12.4,22.96,10.56,43.16,6.89,4.822222,-1.122222,14.388889,2.822222,1.361111,76.584479
US_AL_01019,2020-02-10,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,6.87,8.9,6.87,19.41,12.54,36.8,10.11,38.82,10.11,8.888889,5.633333,12.816667,1.693333,5.576389,79.157934
US_AL_01019,2020-02-11,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,7.83,10.32,4.98,18.5,5.69,27.05,5.34,34.16,5.34,14.777778,8.822222,20.5,55.668333,13.492063,90.549213
US_AL_01019,2020-02-12,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,5.08,12.2,8.81,13.56,7.46,26.77,5.08,35.92,8.13,11.611111,8.388889,21.098765,8.720667,10.357143,89.354877
US_AL_01019,2020-02-13,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,,9.73,6.13,14.05,12.97,28.11,6.49,29.55,5.41,14.364198,6.179012,21.216049,20.743333,12.190476,84.839053
US_AL_01019,2020-02-14,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,,,,,8.63,12.27,7.72,15.45,10.0,29.08,7.27,42.26,7.72,3.475309,-0.888889,7.783951,4.826,-2.81746,61.588676
US_AL_01019,2020-02-15,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,4,16,0,,7.92,7.92,9.32,16.78,8.86,33.56,8.86,34.02,11.65,2.734568,-4.549383,12.604938,0.0,-5.198413,54.259207
US_AL_01019,2020-02-16,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-2,3,3,,6.78,14.92,,18.99,11.3,40.69,6.78,39.33,10.4,7.703704,1.740741,13.061728,0.0,1.912698,66.99833
US_AL_01019,2020-02-17,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-8,-4,-9,,8.12,8.54,,15.8,8.12,26.91,6.41,46.13,6.83,7.722222,2.790123,13.493827,0.03175,6.246032,88.415179
US_AL_01019,2020-02-18,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-12,-14,-3,,7.55,12.95,7.55,24.1,8.27,33.81,10.07,37.76,5.75,12.561728,9.512346,15.191358,4.826,11.650794,93.32675
US_AL_01019,2020-02-19,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-2,1,1,,8.46,9.93,,20.6,15.45,26.11,5.15,30.53,,10.35,7.977778,13.972222,33.745714,7.951389,84.552725
US_AL_01019,2020-02-20,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-10,-3,-3,,5.7,7.04,9.73,13.76,12.41,22.81,,36.57,5.37,6.438889,2.683333,10.088889,6.858,4.284722,85.452238
US_AL_01019,2020-02-21,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-1,-3,-1,,7.96,9.0,5.89,14.2,10.04,21.12,,29.09,7.96,2.238889,-1.661111,7.305556,13.4112,-3.270833,66.169746
US_AL_01019,2020-02-22,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,3,12,2,,10.96,11.42,10.05,27.86,,37.46,,37.0,,2.511111,-4.733333,12.766667,0.0,-4.645833,57.993041
US_AL_01019,2020-02-23,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-5,3,1,,9.02,14.44,7.22,25.71,9.02,33.38,7.67,46.47,,5.033333,-1.444444,12.072222,0.0,-1.493056,62.333202
US_AL_01019,2020-02-24,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,-12,-10,0,,7.59,11.39,5.87,22.79,10.01,33.83,8.63,39.01,,7.577778,5.227778,10.25,1.100667,4.930556,82.476648
US_AL_01019,2020-02-25,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,7,5,-1,,5.12,10.25,9.22,23.91,7.17,35.87,5.81,23.91,,11.566667,7.594444,15.533333,19.939,9.013889,83.46633
US_AL_01019,2020-02-26,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,12,8,-2,,,12.74,9.05,27.15,7.04,39.21,,35.53,5.7,7.577778,3.172222,12.972222,0.211667,5.395833,84.439537
US_AL_01019,2020-02-27,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,13,13,1,,8.24,11.33,,20.26,19.23,37.09,7.56,35.03,5.15,3.261111,-0.661111,8.661111,0.762,-4.5,55.859542
US_AL_01019,2020-02-28,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,6,5,-1,,,8.47,6.35,17.64,6.0,34.57,6.7,38.45,4.94,3.272222,-1.95,10.855556,0.0,-2.875,63.163897
US_AL_01019,2020-02-29,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,16,19,1,,,,9.54,24.08,6.82,29.54,10.0,38.62,,5.472222,-0.555556,12.327778,0.072571,-2.291667,56.255594
US_AL_01019,2020-03-01,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,19,13,6,,8.33,7.41,8.79,17.12,13.88,26.84,9.72,37.03,7.41,7.027778,-1.227778,18.127778,0.0762,-2.506944,49.888485
US_AL_01019,2020-03-02,ChIJW8evmPRiiogROnAqHB76oCA,Q108832,geoId/01019,US,United States of America,AL,Alabama,01019,Cherokee County,US,USA,2,,,,,,,25805,12821,12984,2582,3025,2798,2467,3208,3897,3860,2725,1243,1848856,34.169722,-85.594167,172,1554,74.083333,5,-2,2,,,8.86,,19.04,11.82,34.14,8.21,29.87,,11.216667,7.288889,14.683333,0.169333,6.5625,72.541854
