location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_LA_22035,2020-01-01,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,5.979167,1.243056,12.763889,0.0,,0.222222,65.400167
US_LA_22035,2020-01-02,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,12.376543,9.32716,16.820988,9.81075,,9.791667,83.089234
US_LA_22035,2020-01-03,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,15.320988,12.95679,18.0,49.94275,,14.020833,91.808708
US_LA_22035,2020-01-04,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,11.314815,5.697531,15.407407,2.314222,,5.118056,65.04378
US_LA_22035,2020-01-05,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,9.141975,2.012346,19.62963,0.0,,2.104167,61.092577
US_LA_22035,2020-01-06,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,12.481481,4.691358,20.944444,0.0,,7.645833,71.662374
US_LA_22035,2020-01-07,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,11.382716,5.030864,17.308642,0.0,,2.618056,54.181074
US_LA_22035,2020-01-08,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,7.382716,-0.222222,18.302469,0.0,,-0.729167,55.72557
US_LA_22035,2020-01-09,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,11.740741,4.351852,20.759259,0.0,,4.791667,62.174477
US_LA_22035,2020-01-10,ChIJyfZVfMG0LoYRzdsT22Hw1dw,Q505505,geoId/22035,US,United States of America,LA,Louisiana,22035,East Carroll Parish,US,USA,2,,,,,,,7111,3850,3261,1046,897,1154,897,799,910,747,422,239,1828965,32.73,-91.24,1146,69.05,,18.858025,16.888889,21.740741,0.181429,,15.784722,82.871918
