location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VA_51047,2020-07-12,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,1,0,853,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-5,-16,,4.23,6.08,8.99,4.76,13.36,8.47,4.23,2.78,,5.42,3.7,2.78,,3.31,6.48,4.76,3.17,3.7,4.89,,5.16,3.97,,3.31,2.12,4.1,,4.1,5.16,4.89,3.57,5.42,17.73,4.76,2.38,9.79,3.44,3.97,5.16,2.51,4.89,35.58,2.65,2.65,10.58,,,6.08,2.91,3.7,3.7,3.57,2.51,2.51,25.022222,16.7,33.494444,0.254,16.9,60.790854
US_VA_51047,2020-07-13,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,4,0,857,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-4,-1,-32,7,3.21,4.45,6.18,3.83,13.85,7.67,4.33,3.21,2.1,5.81,3.34,2.35,2.23,2.23,6.68,4.45,3.34,3.83,3.09,3.21,8.65,3.46,1.73,1.73,4.7,4.95,2.84,4.33,4.08,3.34,3.96,6.92,21.27,5.69,2.72,10.88,3.83,3.09,4.08,,5.07,35.49,3.34,3.21,10.26,2.1,3.83,7.54,4.45,4.58,2.1,3.09,3.71,,24.344444,17.311111,32.422222,5.7404,17.8,67.026147
US_VA_51047,2020-07-14,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,6,0,863,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-2,-1,-33,7,3.39,5.03,7.67,4.4,12.7,7.16,6.16,,4.27,5.41,3.39,4.02,2.39,2.01,5.78,2.01,2.39,3.77,3.27,,7.54,3.14,,,6.03,3.02,2.51,3.9,4.9,5.28,2.14,6.91,23.38,5.15,1.76,11.56,1.76,3.52,6.28,1.89,4.02,37.96,1.76,4.9,9.43,,4.9,5.78,3.27,3.9,,2.26,3.65,2.26,25.966667,18.411111,32.611111,0.635,16.911111,57.584123
US_VA_51047,2020-07-15,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,9,0,872,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-2,2,-33,8,1.9,4.81,7.34,3.29,11.01,6.71,5.06,,2.66,5.06,3.42,4.43,2.02,2.28,6.71,1.9,2.15,3.54,2.66,2.66,7.34,2.79,,3.17,5.7,2.53,2.4,3.17,5.32,3.17,2.4,5.32,21.52,4.94,,9.87,,4.43,4.81,,3.8,35.95,2.02,3.17,8.23,2.4,2.91,6.46,5.06,4.05,1.77,3.67,3.54,,25.333333,17.438889,33.733333,0.0,16.944444,59.895607
US_VA_51047,2020-07-16,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,1,0,873,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-1,0,-31,8,2.43,5.38,6.91,3.58,12.03,6.66,4.48,2.18,2.56,5.76,2.69,2.43,2.18,1.92,4.99,3.2,1.79,3.97,3.46,,10.75,4.99,2.18,1.79,4.1,4.61,,4.35,3.58,2.94,2.43,6.14,21.63,5.63,2.3,8.45,2.82,3.07,1.92,2.94,6.78,34.56,2.69,4.99,9.09,,1.79,5.89,3.07,4.61,2.05,,3.71,2.69,26.95,20.444444,33.116667,0.0,19.405556,63.580604
US_VA_51047,2020-07-17,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,12,0,885,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-8,-4,-32,8,3.56,4.21,5.53,4.61,10.53,6.58,5.66,2.11,1.84,5.0,4.34,3.03,3.29,4.08,6.06,3.42,,3.69,4.34,1.84,6.98,2.9,3.82,2.9,3.42,3.29,3.03,2.37,4.61,4.48,,5.93,20.94,4.08,2.77,10.4,3.03,2.9,3.95,,4.48,33.18,1.84,4.34,9.35,,3.42,5.27,2.9,4.08,4.08,3.95,2.77,3.42,28.266667,22.716667,35.616667,0.0,21.094444,65.359164
US_VA_51047,2020-07-18,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,5,0,890,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-8,1,-10,,,4.61,5.87,4.05,12.02,6.71,4.47,,3.07,6.01,3.63,2.38,1.96,3.21,4.75,3.21,2.65,3.77,3.07,2.1,6.29,3.63,2.79,,4.05,2.93,3.63,3.49,2.38,3.77,2.52,5.03,17.32,3.35,5.45,9.64,1.96,1.96,4.19,,3.91,34.09,2.65,4.47,9.92,3.07,,6.99,3.77,4.47,3.07,2.23,2.23,,29.044444,21.644444,36.155556,0.0,19.583333,56.961007
US_VA_51047,2020-07-19,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,5,0,895,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-10,-3,-18,,2.69,2.42,8.33,2.55,11.02,6.05,4.97,,,4.97,3.49,2.42,2.28,2.15,5.91,2.42,2.02,4.03,3.63,3.63,5.37,5.24,,2.42,5.64,4.43,4.17,5.78,4.84,4.17,2.82,4.57,21.63,4.17,2.82,11.55,2.28,3.36,4.57,2.82,4.84,33.32,2.69,2.96,10.21,2.02,2.96,5.51,2.28,4.03,2.55,3.22,3.36,3.09,28.861111,22.333333,37.172222,0.0,20.922222,62.460283
US_VA_51047,2020-07-20,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,5,0,900,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-3,-3,-35,8,1.88,4.27,7.54,2.26,12.31,7.91,4.77,,2.14,4.27,4.02,,3.02,3.39,5.15,4.14,3.77,3.27,4.02,1.76,8.04,4.52,,3.27,4.02,3.77,2.39,3.89,3.77,2.89,2.01,5.78,22.11,4.14,4.02,11.68,2.26,3.39,4.14,,6.28,31.15,2.01,3.14,9.42,2.39,1.76,4.65,4.4,4.77,3.14,2.64,2.26,,29.888889,23.183333,38.083333,0.0,21.638889,61.504076
US_VA_51047,2020-07-21,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,9,0,909,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-3,-7,-35,9,2.67,4.32,8.26,2.67,11.82,7.5,5.72,,,4.96,3.43,,2.29,3.05,6.48,3.69,2.8,2.42,2.8,,8.01,4.83,2.8,,3.81,3.69,2.29,2.42,4.45,5.46,2.54,5.97,22.24,7.37,2.42,8.9,2.92,3.81,6.35,,5.97,33.93,2.8,3.69,9.91,2.67,,5.85,4.32,4.45,2.8,2.67,4.7,3.18,28.688889,22.205556,37.494444,1.651,20.916667,63.220689
US_VA_51047,2020-07-22,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,3,0,912,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-3,-34,9,3.28,4.07,7.61,2.76,11.68,7.35,5.12,,4.33,4.86,4.99,2.89,2.1,,6.56,3.02,2.89,3.41,4.2,,7.35,4.07,1.97,,4.07,2.1,,4.86,3.67,4.07,3.15,7.35,20.74,4.86,3.41,11.55,2.76,3.94,4.59,2.36,4.59,36.88,,2.76,6.43,,2.1,5.91,2.62,3.15,2.76,3.94,2.89,,25.377778,21.85,35.966667,16.002,22.461111,83.994045
US_VA_51047,2020-07-23,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,3,0,915,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-3,-1,-32,8,2.32,3.87,6.06,3.09,10.83,8.25,3.35,2.32,2.84,4.64,4.51,2.84,,2.19,5.93,3.09,2.71,4.9,4.12,2.06,8.64,3.09,2.58,2.58,7.09,4.77,2.19,5.29,4.0,4.38,3.09,7.61,21.91,4.9,2.96,9.54,2.06,5.03,4.51,1.8,6.32,36.61,2.58,4.0,9.41,2.06,3.09,6.45,3.48,4.51,3.87,2.45,4.12,2.06,26.266667,21.883333,34.577778,30.734,21.833333,76.695862
US_VA_51047,2020-07-24,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,1,0,916,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-9,-8,-33,9,2.34,4.03,7.54,3.38,12.09,7.15,5.07,3.38,1.82,4.16,2.86,2.86,1.82,3.51,5.85,3.12,2.6,3.51,4.68,2.34,7.54,4.55,2.08,2.08,3.12,2.6,2.34,4.29,5.07,4.81,4.03,5.98,19.23,4.94,3.25,10.14,,5.2,4.03,,3.38,32.62,2.47,3.64,8.19,2.99,,6.89,2.34,5.33,1.82,2.99,2.86,,25.116667,22.294444,32.75,7.257143,22.277778,84.335124
US_VA_51047,2020-07-25,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,0,0,916,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-8,-3,-7,,3.65,4.21,8.15,4.36,9.13,7.02,4.5,,3.51,4.64,,2.39,2.11,3.09,6.04,4.21,3.51,3.65,5.48,2.25,7.59,5.34,2.81,3.09,5.06,3.51,2.25,2.53,3.93,3.37,2.11,5.06,21.07,6.32,2.53,8.01,2.81,1.97,4.78,,4.21,31.05,1.97,2.67,7.02,,,6.46,2.11,4.07,2.67,2.67,4.07,,25.833333,20.644444,32.9,4.430889,21.755556,78.283483
US_VA_51047,2020-07-26,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,3,0,919,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-8,-4,-18,,,2.79,6.25,5.06,12.51,7.18,4.26,,1.86,4.52,4.26,2.79,,,4.39,2.66,3.46,5.06,7.45,2.79,6.52,4.79,2.4,3.33,3.99,3.33,,3.73,3.99,3.33,2.53,3.46,18.89,3.19,2.26,11.44,2.13,3.06,3.99,,5.85,37.25,2.79,3.99,11.04,,2.13,5.46,3.86,4.52,2.13,2.53,3.46,,28.122222,21.327778,34.766667,0.0254,20.844444,64.789542
US_VA_51047,2020-07-27,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,7,0,926,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-5,-3,-35,8,2.1,4.83,6.31,3.84,12.63,6.93,5.82,,2.23,5.08,4.21,3.96,,3.1,8.42,3.84,2.97,2.97,4.58,2.97,8.17,3.96,1.73,,4.83,3.84,,3.1,4.58,4.21,2.48,6.93,21.91,6.93,2.1,9.78,1.73,3.47,3.47,2.35,4.09,38.01,1.98,4.33,9.16,1.73,,6.31,2.6,4.33,2.72,,3.59,2.35,28.3,21.355556,35.172222,0.1524,21.133333,65.357404
US_VA_51047,2020-07-28,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,6,0,932,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-7,-35,9,2.76,4.39,6.9,2.89,13.55,8.41,12.3,3.14,3.64,5.52,3.89,2.38,1.88,2.51,6.4,2.13,2.76,3.01,4.39,2.26,6.78,3.39,2.26,3.77,4.64,3.14,,3.51,3.77,4.89,2.26,7.03,21.71,5.65,3.77,12.17,2.38,4.39,4.39,,6.15,32.63,2.51,3.77,10.04,3.01,2.51,5.65,3.39,3.14,2.63,1.76,2.89,2.76,28.077778,21.961111,35.044444,6.00075,21.55,67.967015
US_VA_51047,2020-07-29,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,2,0,934,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-3,2,-34,8,2.31,3.34,7.45,3.47,11.95,7.96,10.4,2.31,3.34,6.29,4.11,2.96,2.83,2.7,6.94,2.18,2.7,,5.27,3.08,8.73,3.73,2.44,3.34,3.85,3.73,,4.5,3.98,3.47,3.08,7.58,25.05,5.91,3.08,8.22,2.44,3.98,2.7,2.44,4.75,35.84,2.7,3.98,9.38,2.7,2.06,5.14,3.98,4.5,3.08,2.18,3.34,3.6,26.488889,21.166667,33.883333,2.00025,20.111111,68.204361
US_VA_51047,2020-07-30,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,4,0,938,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-4,-3,-34,9,3.07,4.47,10.22,3.83,12.39,8.69,7.54,2.68,4.86,6.0,3.32,3.45,2.3,,7.41,3.96,4.73,2.04,5.24,2.04,7.03,2.3,,,3.45,4.86,2.81,3.71,3.19,3.96,1.79,6.0,19.29,5.49,3.32,9.58,3.58,5.24,6.39,2.17,3.96,36.28,2.94,4.09,7.41,2.56,2.3,4.47,2.94,4.22,2.17,,2.04,2.43,26.738889,21.211111,34.105556,7.874,21.75,74.271931
US_VA_51047,2020-07-31,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,4,0,942,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-5,-35,11,2.15,4.54,6.06,3.53,11.23,7.7,7.32,,4.79,6.56,3.41,2.15,,2.4,6.56,3.28,3.41,3.91,4.16,,8.45,3.15,,4.16,4.67,3.66,,3.66,3.66,,3.41,6.69,19.18,7.57,4.16,9.97,2.9,5.05,3.03,1.89,4.92,34.83,1.77,3.66,7.57,1.89,2.9,8.08,4.04,5.43,2.02,2.15,2.27,,23.635802,22.388889,27.45679,23.08225,22.530864,93.63269
US_VA_51047,2020-08-01,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,4,0,946,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-9,1,-10,,2.3,4.33,7.3,3.38,8.38,6.62,5.14,,2.03,5.54,4.19,3.52,,2.97,6.36,3.92,,2.57,3.52,3.38,8.52,3.92,,2.57,3.79,4.46,2.16,4.33,4.73,3.92,2.84,3.11,19.47,3.92,2.57,8.11,2.97,2.57,5.14,,2.97,32.99,3.65,4.6,8.25,2.16,,5.54,3.52,5.0,2.84,3.52,2.84,2.7,25.227778,21.522222,30.95,1.524,22.411111,84.465654
US_VA_51047,2020-08-02,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,5,0,951,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-8,-2,-16,,,3.11,7.16,2.7,11.62,5.94,6.21,2.03,2.16,5.54,4.59,2.03,3.11,3.38,8.24,1.89,3.24,3.24,4.32,4.05,18.24,2.97,,3.11,5.4,4.19,2.57,4.46,3.78,4.46,3.38,6.08,22.56,5.81,2.97,12.83,2.3,4.73,4.59,,4.32,35.66,2.16,2.97,7.83,2.7,,7.43,2.16,4.73,3.78,2.03,,2.43,27.433333,22.711111,33.416667,1.778,23.088889,77.327433
US_VA_51047,2020-08-03,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,6,0,957,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-2,-36,9,1.83,4.64,7.45,2.2,11.24,7.82,5.62,2.44,3.06,3.67,4.52,3.3,1.96,2.32,6.48,4.28,2.32,2.93,3.54,2.69,8.06,4.4,2.57,3.54,4.89,2.57,1.96,4.4,4.52,4.77,3.3,4.89,22.85,6.36,1.83,11.24,3.42,3.91,5.5,,5.74,36.66,1.83,4.28,8.19,2.32,,6.84,4.52,2.93,2.44,2.57,4.16,3.06,25.122222,21.211111,30.766667,24.166286,21.144444,78.842249
US_VA_51047,2020-08-04,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,5,0,962,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,0,-2,-36,12,1.71,3.41,5.73,3.05,8.89,6.95,4.87,1.95,1.95,4.75,3.66,3.53,,1.83,6.21,2.07,3.05,3.66,3.66,,5.36,5.0,4.26,,5.73,3.41,1.83,3.17,3.66,5.24,3.05,8.16,20.23,3.78,2.56,9.38,2.68,3.41,3.41,,7.19,34.24,2.44,4.51,7.55,2.44,2.68,5.73,4.02,3.78,2.44,,,,24.233333,19.822222,31.444444,36.54425,20.583333,80.251753
US_VA_51047,2020-08-05,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,2,0,964,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-4,4,-33,8,2.19,4.12,8.75,3.09,13.25,7.08,5.02,3.35,2.57,4.63,5.15,2.19,2.57,2.57,4.63,3.86,2.19,2.7,3.6,1.93,8.11,4.5,1.93,2.19,4.63,3.47,2.19,4.37,4.37,4.63,3.47,5.79,18.52,5.53,2.32,8.11,2.19,2.19,3.86,,5.15,34.35,2.19,4.5,6.69,2.44,2.57,2.83,3.99,3.47,2.96,2.83,3.73,2.44,24.927778,19.044444,31.088889,2.003778,19.605556,72.425395
US_VA_51047,2020-08-06,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,13,0,977,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-4,-33,9,2.18,3.97,8.97,2.56,12.68,7.43,6.53,2.69,4.23,6.53,4.87,2.56,1.79,1.92,6.15,3.71,2.82,1.79,6.02,2.69,8.33,2.82,2.31,1.92,4.23,3.33,,3.2,3.2,5.38,2.43,5.25,19.86,5.38,1.92,9.48,3.33,4.23,3.59,,5.89,32.15,1.92,4.1,8.71,2.95,,6.41,4.87,3.84,2.18,2.56,3.07,2.56,24.522222,20.75,29.877778,5.207,21.344444,82.574649
US_VA_51047,2020-08-07,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,11,0,988,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-8,-31,8,1.81,4.26,8.39,3.74,11.36,6.84,5.29,,4.26,3.62,2.19,3.62,,2.19,6.2,4.0,3.49,,5.81,2.58,7.88,4.13,,2.84,3.87,5.04,2.06,3.87,4.13,3.36,2.97,6.46,19.49,5.81,,9.94,,2.97,4.0,,4.26,34.73,2.58,4.26,9.81,2.45,1.94,5.29,5.16,2.06,1.81,2.71,3.23,,24.488889,20.983333,29.594444,4.8006,21.205556,82.101839
US_VA_51047,2020-08-08,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,8,0,996,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-5,3,-2,,2.73,3.55,6.55,9.69,12.29,8.33,4.64,,5.19,3.55,3.28,,,2.32,7.37,2.87,4.5,3.82,3.55,,8.33,3.96,,3.0,4.92,4.1,,2.05,,4.23,2.46,6.14,16.25,6.55,3.28,10.38,2.32,3.55,4.1,,3.69,34.54,,2.59,7.78,2.18,2.05,4.64,4.23,4.64,2.32,2.59,,2.05,24.461111,21.227778,29.5,0.366889,21.527778,83.860718
US_VA_51047,2020-08-09,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,9,0,1005,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-7,-5,-15,,2.65,2.38,6.23,5.03,12.19,7.95,3.97,,2.52,4.5,2.78,,2.12,2.25,7.29,3.44,3.05,3.44,4.64,2.78,7.29,4.24,,1.85,3.97,6.49,2.78,3.71,5.43,5.17,3.18,5.96,19.21,5.96,2.12,10.86,1.85,2.52,3.97,1.85,4.64,35.1,2.25,4.64,9.4,2.52,,4.9,4.37,2.65,,3.71,3.18,,25.555556,20.388889,32.238889,0.127,21.716667,79.439475
US_VA_51047,2020-08-10,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,3,0,1008,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-4,2,-33,8,3.25,3.5,6.75,3.12,10.37,6.75,5.12,1.75,2.25,4.75,4.0,,2.12,2.75,6.0,1.87,3.25,4.0,5.75,1.87,9.12,4.5,,,5.0,5.0,2.37,3.62,4.12,3.87,3.0,6.0,21.49,5.12,3.62,8.37,2.5,3.5,3.87,,5.0,33.6,,5.0,7.12,2.0,,2.37,4.62,3.62,3.37,2.12,2.37,1.75,26.172222,20.6,33.144444,4.064,21.927778,77.681225
US_VA_51047,2020-08-11,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,4,0,1012,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-4,-5,-34,7,,3.91,7.43,2.52,10.96,6.93,5.54,,2.52,5.42,2.39,3.91,,2.77,4.91,2.9,2.39,3.28,4.16,1.89,5.79,3.91,,3.28,4.03,3.15,,3.91,3.78,4.66,2.77,6.42,21.42,6.93,3.02,10.46,3.15,4.16,3.78,2.02,5.17,37.29,2.65,3.28,8.69,2.27,3.4,5.92,1.89,3.78,3.15,,2.02,,26.094444,20.938889,33.094444,0.0,22.288889,79.67342
US_VA_51047,2020-08-12,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,0,0,1012,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,1,-1,-34,7,2.11,3.73,6.83,3.35,12.8,7.58,5.96,1.74,,5.47,3.6,1.86,,1.74,7.21,2.73,2.86,2.73,5.59,3.98,5.47,3.6,2.24,2.24,3.6,3.35,2.24,4.1,3.6,4.1,2.36,6.96,20.75,7.08,4.6,10.06,2.61,4.1,4.47,1.86,4.22,31.43,4.35,4.97,8.45,2.98,2.24,5.47,3.35,2.36,2.61,3.11,2.98,2.11,26.188889,22.15,32.155556,6.422571,22.922222,82.401441
US_VA_51047,2020-08-13,ChIJH_FS1XiCtokRmgRQDbYVQhw,Q495154,geoId/51047,US,United States of America,VA,Virginia,51047,Culpeper County,US,USA,2,9,0,1021,12,,,51235,25616,25619,6905,7085,5770,6467,6695,7364,5809,3495,1645,2534173,38.49,-77.96,990,78.2,-1,-4,-33,10,1.86,2.61,7.82,2.73,8.69,6.21,4.72,,3.1,4.72,4.22,1.86,1.74,1.99,7.2,2.98,4.96,2.48,,,7.94,4.34,1.86,1.74,4.34,3.1,,2.48,2.48,3.6,3.48,7.2,22.46,6.21,2.48,9.68,2.23,3.23,2.48,,4.72,36.36,,3.72,8.07,2.73,2.73,5.96,4.22,3.97,2.48,,3.35,,24.666667,22.277778,29.588889,7.366,22.638889,88.642109
