location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MT_30067,2020-01-01,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,,,7.21,9.92,,16.23,,31.57,,1.066667,-3.85,4.916667,1.0795,,-6.679012,60.1225
US_MT_30067,2020-01-02,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,10.18,10.18,7.63,13.57,6.79,26.72,,22.48,6.36,0.35,-2.627778,4.333333,0.834571,,-6.919753,60.617147
US_MT_30067,2020-01-03,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,,11.31,10.88,16.1,,19.14,6.53,42.64,,-1.533333,-6.383333,4.872222,0.282222,,-7.759259,64.625786
US_MT_30067,2020-01-04,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,7.05,8.81,,14.54,7.05,21.15,,34.36,,2.127778,-5.538889,7.3,0.03175,,-6.62963,56.562479
US_MT_30067,2020-01-05,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,,7.75,7.75,13.34,8.61,15.92,,33.99,,-3.722222,-8.344444,3.927778,0.197556,,-13.253086,51.728476
US_MT_30067,2020-01-06,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,,8.97,,17.51,,21.36,8.12,34.17,7.26,-2.3,-7.422222,0.422222,0.141111,,-12.055556,50.099583
US_MT_30067,2020-01-07,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,7.5,7.5,13.33,12.49,6.25,20.82,,25.82,6.66,1.316667,-3.966667,4.672222,0.3175,,-6.376543,59.324534
US_MT_30067,2020-01-08,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,,8.91,6.79,10.18,9.75,22.48,,33.5,9.75,0.7,-3.455556,5.233333,0.141111,,-5.450617,66.666332
US_MT_30067,2020-01-09,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,,,,7.8,7.39,25.88,,36.15,,-4.472222,-8.444444,1.127778,0.145143,,-9.308642,69.457969
US_MT_30067,2020-01-10,ChIJR06D-Ym8T1MRglk57taSa4M,Q496644,geoId/30067,US,United States of America,MT,Montana,30067,Park County,US,USA,2,,,,,,,16386,8267,8119,1572,1684,1540,1966,2078,2531,2709,1557,749,1242989,45.5,-110.52,7287,78.5,,,,,6.73,6.73,10.52,6.73,16.4,6.31,26.08,,-12.177778,-20.516667,-2.394444,1.439333,30.48,-15.549383,74.655028
