location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28027,2020-01-01,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,,,14.86,8.8,,25.31,12.65,31.91,,5.783333,0.961111,11.861111,0.0,,-0.655556,63.514971
US_MS_28027,2020-01-02,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,11.56,14.8,,15.26,8.79,8.33,22.2,9.25,46.25,,10.294444,8.077778,13.138889,2.159,,7.033333,80.337354
US_MS_28027,2020-01-03,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,10.81,,7.99,7.99,,23.96,10.81,42.76,,13.838889,11.572222,15.85,23.041429,,13.416667,97.341038
US_MS_28027,2020-01-04,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,7.46,8.45,10.44,,7.46,,20.38,9.94,24.36,9.94,8.711111,4.122222,14.211111,1.55575,,4.3,73.967763
US_MS_28027,2020-01-05,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,7.64,,11.71,7.64,,13.24,9.68,25.97,,6.461111,0.505556,16.988889,0.0,,1.683333,71.668514
US_MS_28027,2020-01-06,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,8.29,,13.82,12.24,7.5,18.16,9.87,36.33,,9.416667,3.505556,16.644444,0.0,,5.588889,77.375625
US_MS_28027,2020-01-07,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,7.07,9.68,5.58,10.42,10.79,7.82,21.22,8.19,33.5,,8.244444,2.966667,14.061111,0.0,,1.622222,63.207258
US_MS_28027,2020-01-08,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,7.96,5.88,7.27,,14.89,9.35,28.73,,27.7,13.85,7.355556,0.616667,16.677778,0.0,,-0.833333,56.357419
US_MS_28027,2020-01-09,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,5.11,9.54,4.77,6.47,7.5,6.13,25.22,,25.9,7.84,11.183333,5.066667,18.266667,0.0,,2.911111,57.184474
US_MS_28027,2020-01-10,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,5.58,8.21,4.93,8.87,5.91,4.93,18.39,5.58,27.26,5.25,16.9,14.872222,19.622222,0.889,,13.605556,81.116045
US_MS_28027,2020-01-11,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,,,14.7,8.4,8.93,18.9,8.93,29.93,,16.511111,9.472222,22.15,33.612667,,15.294444,92.670018
US_MS_28027,2020-01-12,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,8.93,10.5,,14.18,9.45,,16.8,10.5,40.95,,4.618056,2.618056,7.576389,19.9136,,2.729167,87.674358
US_MS_28027,2020-01-13,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,6.51,7.16,8.14,10.74,4.88,,29.3,,26.37,4.88,5.91358,1.82716,12.123457,0.03175,,4.438272,90.296251
US_MS_28027,2020-01-14,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,6.54,4.58,5.23,8.17,6.86,19.28,9.15,28.11,5.56,13.355556,9.866667,17.327778,2.757714,,12.433333,94.213147
US_MS_28027,2020-01-15,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,9.67,10.96,8.38,7.09,10.96,6.12,14.83,7.09,23.21,,17.411111,14.261111,20.983333,6.676571,,16.802469,96.563
US_MS_28027,2020-01-16,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,8.3,5.43,4.79,7.34,9.26,7.98,17.56,,31.6,4.47,13.027778,7.022222,20.0,6.900333,,10.538889,84.980843
US_MS_28027,2020-01-17,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,4.97,5.9,,7.14,5.59,7.14,14.91,5.59,21.75,,7.638889,4.855556,12.4,0.217714,,0.833333,62.580148
US_MS_28027,2020-01-18,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,10.77,,14.87,,12.3,14.87,11.79,37.42,,14.6,10.105556,17.983333,5.884333,,10.705556,77.742568
US_MS_28027,2020-01-19,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,8.66,,9.17,7.64,8.15,19.87,,39.22,14.26,5.116667,0.633333,13.172222,3.4798,,-4.95,48.361649
US_MS_28027,2020-01-20,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,10.36,10.83,,8.47,10.36,9.89,26.84,,32.02,9.89,-0.494444,-3.588889,4.422222,0.0,,-6.827778,62.412086
US_MS_28027,2020-01-21,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,5.18,9.39,6.15,12.63,9.07,7.77,22.34,10.69,28.17,9.07,-1.377778,-3.883333,3.061111,0.0,,-6.533333,68.109846
US_MS_28027,2020-01-22,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,12.01,10.39,4.54,13.31,8.12,7.46,22.72,5.52,31.16,7.79,0.605556,-2.744444,5.944444,0.0,,-5.177778,65.734751
US_MS_28027,2020-01-23,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,8.07,7.47,,10.16,5.97,8.66,20.91,5.38,25.69,6.27,4.305556,1.977778,6.433333,6.307667,,1.494444,82.608095
US_MS_28027,2020-01-24,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,6.39,5.48,10.35,8.22,7.92,20.71,,26.8,5.79,5.388889,2.838889,7.055556,11.4935,,3.705556,88.97575
US_MS_28027,2020-01-25,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,,10.62,,15.68,,8.6,18.21,8.09,35.91,,5.166667,1.544444,9.6,0.127,,0.644444,72.662098
US_MS_28027,2020-01-26,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,7.25,6.8,6.8,20.85,10.88,8.61,30.37,7.25,34.45,,7.572222,4.716667,10.65,0.508,,5.666667,87.831909
US_MS_28027,2020-01-27,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,6.98,8.56,6.98,13.96,9.52,7.29,31.4,7.29,28.55,4.76,9.983333,7.622222,14.383333,0.6985,,7.727778,85.913228
US_MS_28027,2020-01-28,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,6.65,12.98,,15.2,9.81,8.55,69.66,6.97,32.61,45.91,7.405556,2.055556,13.733333,0.0,,5.022222,85.137169
US_MS_28027,2020-01-29,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,9.2,10.15,,16.5,9.84,9.2,47.6,7.93,27.61,24.12,8.605556,6.25,12.372222,1.161143,,6.388889,86.258571
US_MS_28027,2020-01-30,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,7.01,7.62,6.4,18.29,10.67,12.49,40.53,5.18,23.16,9.14,5.788889,4.361111,8.405556,0.4572,,4.511111,91.663494
US_MS_28027,2020-01-31,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,4.14,10.35,9.75,15.67,5.32,7.09,27.79,7.98,23.65,4.73,6.694444,5.094444,8.466667,1.693333,,5.666667,93.27801
US_MS_28027,2020-02-01,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,8.44,,,20.86,,7.95,24.83,,31.29,,7.783333,4.738889,12.066667,0.4572,,4.411111,79.528234
US_MS_28027,2020-02-02,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,10.91,13.39,,23.31,,,32.73,10.41,35.21,7.44,11.227778,4.544444,20.977778,0.0,,3.077778,57.430295
US_MS_28027,2020-02-03,ChIJE4EonbUmK4YRfLwysXC4gsA,Q156575,geoId/28027,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2,,,,,,,23214,10720,12494,3678,3363,3241,2697,2399,2959,2644,1429,804,1829176,34.23,-90.6,1510,74.414286,,,,8.6,11.25,4.63,16.54,8.6,8.6,34.73,7.61,28.45,11.58,14.622222,9.972222,20.061111,0.0,,7.988889,64.827841
