location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13085,2020-10-31,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,1,0,953,11,,,0,0,0,0,0,0,1,0,0,0,11,9,70,217,124,126,151,123,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,9,29,17,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,-1,5,,-2,,4.88,,12.06,,5.46,4.59,9.19,4.88,,4.59,,,,,,5.17,14.07,,5.74,,,28.71,,7.46,11.2,,,10.655556,5.416667,17.9,0.0,4.65,66.558505
US_GA_13085,2020-11-01,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,1,0,954,11,,,0,0,1,0,0,0,0,0,0,0,11,9,71,217,124,126,151,123,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,2,7,3,12,9,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,4,-1,,-6,,5.79,6.3,9.57,17.63,,3.78,9.07,,10.83,5.29,,6.55,3.78,,4.28,,16.62,7.05,7.05,3.53,4.53,37.28,3.53,,5.54,3.78,,13.977778,8.405556,20.061111,0.689429,8.955556,72.021518
US_GA_13085,2020-11-02,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,1,0,955,11,,,0,0,0,0,0,0,0,0,0,0,11,9,71,217,124,126,151,123,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,9,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,4,-3,,-16,2,3.94,6.95,10.42,8.33,5.56,3.94,9.26,6.25,6.25,9.03,,4.17,,,,7.64,21.53,7.64,5.79,,3.94,32.18,,5.32,7.18,4.4,,8.744444,1.75,17.0,0.0,-6.433333,33.660194
US_GA_13085,2020-11-03,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,4,0,959,11,,,0,0,0,2,0,0,0,1,0,0,11,9,71,219,124,126,151,124,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,2,7,3,12,10,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,20,6,,-21,4,3.3,6.17,10.57,11.02,5.29,4.41,7.05,4.41,5.29,6.61,3.08,4.19,,,3.52,5.29,17.84,3.3,,3.75,3.3,30.62,,4.41,,3.52,3.75,8.633333,1.344444,17.944444,0.0,-2.894444,45.004743
US_GA_13085,2020-11-04,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,6,0,965,11,,,0,0,0,2,0,1,3,0,0,0,11,9,71,221,124,127,154,124,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,10,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,2,-5,,-14,5,,3.83,8.95,5.96,,3.41,4.9,5.11,4.9,5.33,4.9,,,,,7.67,18.75,4.26,4.05,3.19,4.47,31.74,,3.62,3.83,,,10.588889,1.883333,20.583333,0.0,2.9,59.153769
US_GA_13085,2020-11-05,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,5,0,970,11,,,0,0,0,1,1,0,1,1,1,0,11,9,71,222,125,127,155,125,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,10,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,9,4,,-16,4,4.27,6.97,9.67,6.07,5.62,4.72,8.09,,,6.07,4.72,4.5,5.4,4.27,,7.2,21.36,4.05,7.87,4.72,4.5,38.45,5.62,3.82,4.5,4.95,4.27,11.894444,3.905556,20.594444,0.0,5.666667,65.892034
US_GA_13085,2020-11-06,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,3,0,973,11,,,0,0,1,1,1,0,0,0,0,0,11,9,72,223,126,127,155,125,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,10,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,0,1,,-18,1,,6.51,9.53,7.21,4.65,3.72,7.91,4.42,3.25,8.14,4.19,4.88,,8.84,6.74,6.74,18.14,6.05,,5.35,4.65,36.04,3.49,4.88,5.35,5.35,4.19,15.2,7.433333,23.638889,0.0,9.1,67.220356
US_GA_13085,2020-11-07,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,3,0,976,11,,,0,0,0,0,1,0,1,1,0,0,11,9,72,223,127,127,156,126,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,10,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,1,1,,-3,,,6.37,7.59,8.82,4.65,,6.61,3.92,4.9,,6.12,3.67,3.67,3.67,5.88,3.92,18.62,8.08,6.61,4.65,,37.97,,5.14,9.8,,4.16,17.35,10.833333,23.566667,0.0,13.1,76.207476
US_GA_13085,2020-11-08,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,2,0,978,11,,,0,0,0,0,0,0,1,0,0,0,11,9,72,223,127,127,157,126,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,10,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,7,2,,-1,,4.79,6.23,8.86,5.99,8.38,6.23,9.82,5.03,3.83,3.83,4.55,4.55,3.83,,4.55,4.55,14.37,5.03,5.99,3.59,,38.8,5.27,7.19,9.1,,,18.888889,14.25,23.8,0.0,15.155556,79.040607
US_GA_13085,2020-11-09,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,2,0,980,11,,,0,0,0,0,0,0,0,1,0,0,11,9,72,223,127,127,157,127,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,10,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,12,4,,-14,3,,5.74,12.37,7.51,5.74,5.52,7.51,3.09,5.3,10.6,4.42,,,5.08,5.3,6.41,16.35,7.51,7.07,3.54,5.74,39.98,3.54,5.3,8.84,,,20.161111,16.6,24.9,0.0,15.327778,73.92582
US_GA_13085,2020-11-10,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,7,0,987,11,,,0,0,0,0,0,1,2,0,0,0,11,9,72,223,127,128,159,127,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,2,7,3,12,11,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,10,6,,-16,6,3.71,5.67,8.08,6.99,5.89,3.27,8.51,5.24,4.8,8.51,,5.02,4.37,3.06,4.8,7.86,19.43,3.93,5.02,4.58,5.67,30.78,3.06,4.58,3.71,5.46,4.8,19.272222,17.477778,22.661111,0.181429,17.25,88.30731
US_GA_13085,2020-11-11,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,3,0,990,11,,,0,0,0,0,0,1,2,1,0,0,11,9,72,223,127,129,161,128,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,11,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,15,2,,-21,8,4.65,8.19,12.61,6.2,7.3,4.2,9.29,5.97,5.31,8.19,3.54,4.87,3.98,6.86,7.52,7.74,19.47,6.64,7.08,5.75,7.08,41.82,4.42,6.64,5.97,5.09,6.2,21.188889,18.927778,24.577778,6.6675,20.265432,94.523013
US_GA_13085,2020-11-12,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,5,0,995,11,,,0,0,0,1,1,1,0,1,0,1,11,9,72,224,128,130,161,129,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,11,29,18,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,10,6,,-12,5,,10.04,9.59,4.56,6.85,5.71,8.44,7.99,3.19,8.9,3.19,9.13,5.25,3.65,4.34,10.73,30.35,7.3,7.08,4.79,5.02,34.92,,6.85,6.16,4.79,4.79,19.666667,16.605556,23.588889,10.6045,18.033333,90.37968
US_GA_13085,2020-11-13,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,7,0,1002,11,,,0,1,1,0,2,1,0,1,1,-1,11,10,73,224,130,131,161,130,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,2,7,3,12,11,29,19,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,-1,3,,-14,2,5.22,4.09,10.67,6.36,7.27,3.63,9.76,6.58,3.41,9.76,,,4.09,6.13,3.41,8.86,17.48,4.09,5.45,6.13,4.31,37.24,3.63,4.77,5.45,4.31,,16.244444,11.433333,22.422222,0.1016,10.283333,67.871714
US_GA_13085,2020-11-14,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,7,0,1009,11,,,0,0,2,1,1,0,2,1,0,0,11,10,75,225,131,131,163,131,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,3,7,3,12,11,29,19,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,6,2,,-4,,,6.92,11.79,7.69,6.92,5.64,7.43,4.1,4.87,9.48,3.84,4.1,3.59,,,11.02,17.42,4.1,6.92,,,35.61,,3.84,6.15,4.61,,12.455556,4.15,21.627778,0.0,5.15,61.247944
US_GA_13085,2020-11-15,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,3,0,1012,11,,,0,0,1,0,1,0,0,1,0,0,11,10,76,225,132,131,163,132,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,11,29,19,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,2,3,16,-4,,4.66,8.09,9.56,10.79,7.36,4.17,7.6,,5.64,8.83,,4.66,3.43,,5.39,6.62,17.17,6.38,5.15,,4.17,35.07,3.92,4.41,4.41,5.64,,14.855556,7.65,20.688889,0.0,10.777778,76.959471
US_GA_13085,2020-11-16,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,2,0,1014,11,,,0,0,0,0,0,0,1,0,0,0,11,10,76,225,132,131,164,132,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,11,29,19,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,8,1,,-11,4,4.58,7.56,11.22,5.95,3.89,5.95,8.7,6.18,5.27,8.24,4.35,5.72,,,4.12,8.47,19.24,6.18,9.16,5.95,4.35,38.47,5.27,8.24,4.35,5.27,4.35,10.411111,4.316667,18.738889,0.0254,-1.866667,42.594772
US_GA_13085,2020-11-17,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,16,0,1030,11,,,0,0,1,5,1,2,3,2,1,0,11,10,77,230,133,133,167,134,70,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,3,7,3,12,12,29,19,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,9,8,,-17,6,5.83,9.79,8.62,8.62,6.06,6.29,11.42,5.83,3.73,10.02,3.73,3.96,5.59,4.89,5.36,9.55,25.4,6.52,8.85,3.96,5.36,37.05,3.96,4.43,4.66,3.5,5.13,9.372222,3.183333,16.422222,0.0,-3.438889,41.44952
US_GA_13085,2020-11-18,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,18,0,1048,11,,,0,0,0,5,5,3,3,1,1,0,11,10,77,235,138,136,170,135,71,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,12,29,19,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,9,7,,-14,5,3.73,7.46,11.42,6.53,4.66,5.36,9.56,3.73,5.36,10.26,3.26,6.29,4.66,3.96,,7.22,24.7,8.39,7.46,4.66,5.36,35.43,,8.86,3.73,3.5,,8.144444,0.377778,16.677778,0.0,-5.377778,38.128057
US_GA_13085,2020-11-19,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,15,0,1063,11,,,0,0,1,0,2,1,5,2,2,0,11,10,78,235,140,137,175,137,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,0,0,0,0,3,7,3,12,12,30,19,7,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,10,8,,-15,6,6.14,5.91,9.69,8.98,4.73,4.96,10.16,5.2,4.96,10.63,,5.91,3.54,3.78,3.54,6.38,24.82,7.56,4.73,4.73,5.2,36.63,4.49,6.14,5.91,3.78,4.73,7.555556,0.394444,16.383333,0.0,-2.066667,50.839256
US_GA_13085,2020-11-20,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,13,0,1076,11,,,0,1,1,3,0,1,2,1,1,1,11,11,79,238,140,138,177,138,74,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,1,0,0,3,7,3,12,12,30,19,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,-1,9,,-18,3,,9.01,7.82,9.01,6.4,3.56,10.43,6.16,5.45,8.3,5.21,4.27,4.03,4.98,6.16,5.93,24.18,5.45,5.69,4.03,4.98,30.82,,5.93,5.45,4.03,5.45,9.794444,1.466667,20.255556,0.0,1.972222,58.480532
US_GA_13085,2020-11-21,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,13,0,1089,11,,,0,0,1,1,2,0,2,1,0,0,11,11,80,239,142,138,179,139,74,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,12,30,19,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,5,5,,1,,4.82,6.59,6.59,6.59,6.84,7.6,11.66,4.31,5.32,5.83,,4.82,5.32,4.05,3.8,5.07,16.98,6.08,8.87,4.82,,37.26,,5.58,4.82,4.31,,12.055556,3.820988,21.308642,0.0,7.783951,75.220503
US_GA_13085,2020-11-22,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,3,0,1092,11,,,0,0,0,2,0,0,0,1,0,0,11,11,80,241,142,138,179,140,74,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,12,30,19,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,7,5,17,1,,4.99,6.49,12.74,7.99,5.49,5.74,9.24,4.0,,6.99,,6.74,,,4.0,5.99,17.48,7.99,5.24,3.5,,36.21,4.99,7.24,6.74,,4.25,12.679012,6.166667,20.648148,0.0,9.216049,79.556144
US_GA_13085,2020-11-23,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,4,0,1096,11,,,0,1,1,0,0,0,1,0,0,0,11,12,81,241,142,138,180,140,74,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,12,30,19,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,24,14,,-25,6,5.47,8.7,12.18,8.45,7.46,4.23,6.22,5.22,4.23,8.21,,,4.23,,3.48,8.95,24.37,5.72,5.72,,,39.29,4.23,3.48,4.72,,5.72,12.15,6.822222,18.35,0.0,4.766667,60.974422
US_GA_13085,2020-11-24,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,19,0,1115,11,,,0,1,1,5,2,1,2,1,3,2,11,13,82,246,144,139,182,141,77,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,1,0,0,3,7,3,12,12,30,19,9,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,34,27,,-28,5,4.12,6.55,9.46,7.27,5.58,6.06,9.7,4.12,5.82,7.27,,5.82,4.12,,4.36,8.0,21.09,4.61,7.03,3.64,4.85,37.33,,3.88,6.79,,,7.55,1.627778,15.088889,0.0,-0.2,58.137186
US_GA_13085,2020-11-25,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,14,0,1129,11,,,0,0,0,3,1,0,4,3,2,0,11,13,82,249,145,139,186,144,79,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,3,7,3,12,12,30,20,9,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,44,62,,-32,8,3.78,5.91,9.45,4.02,6.14,4.02,10.63,4.02,6.62,6.14,,5.91,5.43,4.25,,6.85,22.92,7.32,4.49,4.72,,39.22,5.2,4.49,7.56,4.25,4.96,12.222222,5.394444,19.761111,2.69875,6.705556,69.157171
US_GA_13085,2020-11-26,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,14,0,1143,11,,,0,0,2,1,1,2,2,0,5,1,11,13,84,250,146,141,188,144,84,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,1,0,1,0,0,0,0,0,0,3,8,3,13,12,30,20,9,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,-81,-22,,-83,20,5.09,7.13,11.71,5.35,4.07,3.82,9.93,7.89,,5.6,,4.84,3.82,5.86,,5.35,18.84,5.09,,,,35.38,3.56,3.82,5.09,,4.84,16.777778,10.377778,21.766667,14.859,13.9,83.301325
US_GA_13085,2020-11-27,ChIJCdyaM46B9YgRRGn6aS0YOzE,Q492032,geoId/13085,US,United States of America,GA,Georgia,13085,Dawson County,US,USA,2,7,0,1150,11,,,1,0,0,0,2,2,1,1,0,0,12,13,84,250,148,143,189,145,84,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,13,12,30,20,9,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24406,12137,12269,2626,2930,2812,2769,3119,3661,3337,2358,794,1026131,34.44,-84.17,554,77.033333,64,4,,-56,13,4.63,10.14,8.59,5.29,4.85,4.63,6.17,3.53,3.53,3.53,3.75,,,6.61,4.85,5.29,19.83,5.07,7.05,5.07,5.29,33.05,4.19,8.81,4.19,,5.73,11.405556,4.938889,19.783333,3.7592,5.727778,68.99565
