location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26127,2020-01-01,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,11.64,11.64,7.45,7.45,8.38,17.69,9.78,,30.25,,,47.48,,7.91,-1.683333,-5.688889,2.822222,0.0254,30.48,-5.595238,73.688812
US_MI_26127,2020-01-02,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,13.06,12.61,9.01,,6.76,16.22,11.71,,23.87,,8.56,40.09,9.46,,4.494444,1.15,5.983333,0.0508,30.48,-0.174603,72.547811
US_MI_26127,2020-01-03,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,9.06,14.49,9.06,,8.61,23.55,11.32,8.61,32.16,7.7,,38.5,6.79,,2.433333,0.694444,5.261111,0.0,50.8,-1.015873,77.678202
US_MI_26127,2020-01-04,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,8.3,,,,,26.74,7.38,6.92,17.52,,6.92,35.96,,,-0.261111,-1.283333,1.133333,0.036286,,-3.833333,76.411684
US_MI_26127,2020-01-05,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,8.78,8.32,,,7.4,17.1,8.32,,26.35,,8.78,32.36,7.86,,-0.166667,-1.716667,2.111111,0.036286,,-4.436508,73.086196
US_MI_26127,2020-01-06,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,6.46,,9.29,,,16.16,8.48,6.06,25.86,,7.27,37.17,,,1.322222,-1.177778,3.388889,0.0762,,-4.126984,66.847769
US_MI_26127,2020-01-07,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,9.79,11.01,7.34,6.12,6.12,16.31,,10.6,21.62,8.56,6.93,37.93,8.97,,1.872222,-0.361111,3.366667,0.0,,-2.507937,74.137181
US_MI_26127,2020-01-08,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,,5.86,7.81,14.45,,19.52,7.03,,28.5,5.86,,33.97,,5.47,-5.422222,-9.055556,1.661111,0.036286,,-11.333333,61.692808
US_MI_26127,2020-01-09,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,,8.55,7.0,11.67,,14.39,8.17,7.0,23.33,7.39,6.61,31.89,7.78,9.72,-3.933333,-9.222222,5.527778,0.15875,,-9.777778,65.513554
US_MI_26127,2020-01-10,ChIJIUZfB8fzG4gRHSqMbCV0uXg,Q63951,geoId/26127,US,United States of America,MI,Michigan,26127,Oceana County,US,USA,2,,,,,,,26422,13343,13079,3211,3444,2930,2765,2861,3908,3764,2353,1186,1907330,43.66,-86.53,3384,79.233333,,,,,,6.84,16.1,7.65,6.44,,14.89,11.27,6.44,19.73,6.04,,32.61,6.04,6.04,5.305556,2.316667,8.255556,0.0635,,3.079365,82.754611
