location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13023,2020-01-18,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,31.1,36.15,10.805556,5.877778,19.738889,0.0508,3.366667,60.173801
US_GA_13023,2020-01-19,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,20.35,38.27,14.538889,7.383333,18.327778,8.382,9.283333,70.820874
US_GA_13023,2020-01-20,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,26.92,31.68,4.672222,-0.266667,9.661111,0.2794,-5.261111,48.664927
US_GA_13023,2020-01-21,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,33.4,44.54,1.711111,-2.066667,7.122222,0.0,-5.888889,57.384056
US_GA_13023,2020-01-22,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,8.62,22.4,33.31,3.283951,-2.277778,12.407407,0.0,-7.888889,43.895485
US_GA_13023,2020-01-23,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,26.28,26.87,7.12963,3.697531,12.117284,0.0,-1.598765,53.969944
US_GA_13023,2020-01-24,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,13.53,28.82,12.401235,8.117284,18.506173,2.032,10.481481,88.109247
US_GA_13023,2020-01-25,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,20.83,44.85,9.462963,3.95679,15.530864,0.544286,4.246914,70.28821
US_GA_13023,2020-01-26,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,18.7,20.14,34.53,7.82716,1.858025,15.246914,0.0,1.024691,62.274049
US_GA_13023,2020-01-27,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,31.6,45.96,10.388889,5.790123,14.037037,1.27,6.407407,76.439559
US_GA_13023,2020-01-28,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,15.44,32.65,35.62,9.277778,2.123457,17.364198,0.0,3.660494,68.040619
US_GA_13023,2020-01-29,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,14.36,28.14,28.14,6.75,2.727778,12.916667,0.0,3.927778,82.38507
US_GA_13023,2020-01-30,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,12.8,23.28,33.76,9.65,4.772222,16.361111,0.762,6.311111,79.735786
US_GA_13023,2020-01-31,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,9.51,38.04,24.96,7.916667,5.433333,11.544444,1.397,5.027778,82.060962
US_GA_13023,2020-02-01,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,14.49,29.73,39.65,6.761111,5.505556,9.922222,6.8072,5.922222,94.457467
US_GA_13023,2020-02-02,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,25.5,48.09,9.483333,3.766667,17.655556,0.0,3.588889,66.785581
US_GA_13023,2020-02-03,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,10.82,32.47,46.9,12.072222,2.827778,24.15,0.0,4.166667,58.737485
US_GA_13023,2020-02-04,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,24.98,36.6,15.394444,8.216667,22.955556,0.0,10.3,71.815346
US_GA_13023,2020-02-05,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,10.98,26.36,36.24,18.116667,13.911111,23.9,0.169333,14.844444,81.348132
US_GA_13023,2020-02-06,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,8.46,28.78,31.6,20.322222,17.161111,24.972222,19.05,18.533333,89.738418
US_GA_13023,2020-02-07,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,25.45,34.7,11.483333,6.422222,17.533333,64.262,6.2,70.283262
US_GA_13023,2020-02-08,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,28.71,48.89,5.844444,0.527778,13.194444,0.508,1.45,73.887482
US_GA_13023,2020-02-09,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,34.83,34.83,7.938889,1.083333,17.405556,0.056444,2.894444,70.857108
US_GA_13023,2020-02-10,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,23.79,49.79,12.505556,4.844444,22.194444,0.0,7.766667,73.073891
US_GA_13023,2020-02-11,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,32.81,38.27,19.944444,16.227778,26.222222,0.5715,16.766667,82.129115
US_GA_13023,2020-02-12,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,13.54,29.89,29.33,19.594444,13.988889,25.783333,4.572,17.111111,86.031573
US_GA_13023,2020-02-13,ChIJKVxd_W9r8YgRxt1vFh91Xow,Q486843,geoId/13023,US,United States of America,GA,Georgia,13023,Bleckley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12764,6110,6654,1395,2040,1831,1396,1445,1760,1368,944,585,1027981,32.44,-83.33,568,75.533333,,,,,,27.15,22.26,20.088889,15.638889,24.622222,0.0,17.755556,86.601028
