location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27083,2022-01-14,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,19,0,5990,68,27,13956,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-61,,-47,28,5.32,3.99,5.05,5.85,,3.99,16.75,8.77,4.25,5.58,5.32,6.91,5.58,7.97,16.75,5.85,4.25,4.79,3.72,26.58,,,5.58,,-5.8,-9.416667,-3.55,1.481667,-7.238889,89.604778
US_MN_27083,2022-01-15,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,5990,68,0,13956,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-16,,-11,,4.35,6.21,7.45,9.0,5.9,4.97,19.56,10.55,4.66,,4.35,8.38,4.35,,20.18,6.83,6.52,,4.97,39.74,,7.45,,4.66,-16.611111,-25.083333,-9.383333,1.124857,-19.177778,80.55329
US_MN_27083,2022-01-16,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,5990,68,7,13963,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-5,,-8,,,7.54,11.76,5.12,6.63,,17.79,8.44,,4.82,4.22,6.93,5.73,,23.21,8.74,4.82,,7.24,29.54,5.43,7.24,,,-6.85,-15.938889,2.788889,0.5334,-10.461111,75.624341
US_MN_27083,2022-01-17,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,5990,68,0,13963,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,8,,-26,8,4.01,4.55,10.44,8.56,5.08,7.23,26.76,14.45,4.82,8.03,5.35,7.23,,5.89,32.38,6.96,6.42,,5.62,39.34,,5.89,7.76,3.75,-2.505556,-7.211111,2.638889,0.0,-4.983333,83.160109
US_MN_27083,2022-01-18,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,16,0,6006,68,0,13963,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-2,,-15,4,,9.7,12.76,7.91,5.36,8.68,17.61,8.93,5.36,7.65,5.61,8.16,4.59,3.57,22.45,4.34,,,4.59,31.38,,3.83,4.85,4.59,0.227778,-6.361111,5.783333,0.0,-2.816667,80.179968
US_MN_27083,2022-01-19,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,152,1,6158,69,36,13999,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-15,,-14,7,,6.5,9.75,7.25,4.25,5.25,20.5,8.25,3.5,9.75,,4.25,4.5,3.5,31.5,5.75,,,6.5,35.5,6.0,4.25,5.75,6.5,-15.588889,-19.405556,-6.305556,0.0,-19.811111,70.132688
US_MN_27083,2022-01-20,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,46,0,6204,69,4,14003,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-8,,-14,7,4.65,5.68,6.46,7.75,4.39,5.68,13.95,8.01,3.62,7.75,4.39,4.39,,,20.4,,5.94,,,32.28,3.62,4.65,4.13,6.71,-20.961111,-25.027778,-15.338889,0.0,-24.872222,70.837652
US_MN_27083,2022-01-21,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,64,0,6268,69,8,14011,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-7,,-20,8,,4.16,6.76,7.28,4.68,4.94,16.89,7.8,7.02,7.28,4.42,,4.16,5.46,24.69,,3.64,3.9,5.46,33.79,,3.64,3.9,3.9,-14.322222,-20.161111,-3.983333,0.0,-18.611111,70.056816
US_MN_27083,2022-01-22,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6268,69,11,14022,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-14,,2,,7.42,6.8,9.89,6.49,4.63,8.03,17.3,5.87,,6.18,5.25,6.49,5.25,7.11,20.08,6.49,7.72,,4.63,37.08,5.25,4.94,,,-8.794444,-15.283333,-1.055556,0.5715,-12.133333,76.848468
US_MN_27083,2022-01-23,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6268,69,11,14033,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-10,,-9,,5.06,5.65,8.93,5.65,5.06,,13.99,7.14,6.25,4.17,,7.14,,,19.64,6.55,7.44,,5.36,34.82,4.17,4.46,4.76,5.36,-16.416667,-24.727778,-7.655556,0.4064,-18.866667,81.389631
US_MN_27083,2022-01-24,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,57,1,6325,70,0,14033,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-7,,-14,7,,4.47,9.2,8.94,4.21,6.05,19.72,8.15,6.83,7.1,7.1,3.68,,6.57,26.82,5.26,8.41,,6.05,35.76,,5.52,4.73,3.68,-10.788889,-19.566667,-2.066667,0.0635,-13.572222,79.996787
US_MN_27083,2022-01-25,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,115,0,6440,70,1,14034,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-20,,-15,6,4.68,5.46,10.4,6.5,4.94,5.2,15.6,7.54,7.28,8.32,9.36,7.28,3.64,9.1,28.34,5.2,5.46,5.2,5.98,35.35,,5.46,4.16,3.9,-22.344444,-26.127778,-18.755556,0.2286,-25.883333,72.957659
US_MN_27083,2022-01-26,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,57,0,6497,70,12,14046,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-9,,-11,5,5.76,3.66,6.28,7.85,4.45,5.49,14.65,10.73,7.85,9.94,7.06,4.19,,7.33,30.61,4.19,4.97,4.45,4.97,38.72,4.19,7.06,,4.97,-16.133333,-26.427778,2.194444,0.15875,-19.911111,72.773881
US_MN_27083,2022-01-27,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,65,0,6562,70,7,14053,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-9,,-12,7,4.46,5.24,8.65,7.86,,5.5,13.89,6.29,8.65,7.34,7.08,,,7.34,20.18,4.72,5.77,4.98,4.19,37.48,,5.5,4.98,3.93,-3.05,-15.411111,2.311111,0.254,-7.072222,73.864305
US_MN_27083,2022-01-28,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,63,0,6625,70,5,14058,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-3,,-13,5,4.35,7.07,7.34,5.98,,4.35,10.87,6.52,4.62,8.97,,4.62,,5.44,21.75,4.08,,5.17,4.62,29.36,,4.62,4.62,,-16.344444,-24.411111,-4.544444,0.0762,-20.361111,71.299652
US_MN_27083,2022-01-29,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6625,70,22,14080,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,0,,,7.45,9.39,,,5.83,9.39,5.18,,9.06,4.86,,5.83,,16.83,9.39,6.47,,,35.61,,,6.8,,-7.211111,-12.583333,1.072222,0.0,-11.233333,73.172098
US_MN_27083,2022-01-30,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6625,70,13,14093,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-1,,-9,,5.33,5.33,9.47,6.22,,5.33,12.73,9.18,,6.81,,,,4.14,15.39,4.74,,,5.92,26.05,,,4.44,,-9.144444,-12.188889,-4.011111,0.0,-12.005556,79.774493
US_MN_27083,2022-01-31,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,61,0,6686,70,0,14093,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,3,,-12,4,5.2,5.72,12.99,8.32,4.94,7.54,11.18,7.54,6.24,6.76,,5.46,,5.72,21.31,8.32,6.24,5.72,4.68,40.8,3.9,4.16,7.54,,-7.538889,-11.344444,-0.355556,0.0,-10.216667,81.268689
US_MN_27083,2022-02-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,79,0,6765,70,3,14096,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-5,,-11,5,4.26,6.92,9.05,6.39,5.85,4.26,9.85,9.58,,10.91,6.39,3.99,5.59,4.26,19.96,6.92,4.79,,5.59,31.4,5.06,4.26,3.99,,-5.483333,-13.372222,3.15,0.0,-9.561111,73.135342
US_MN_27083,2022-02-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,20,0,6785,70,12,14108,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-7,,-10,6,3.84,4.6,10.23,6.39,,,10.49,5.12,7.42,8.7,5.63,6.14,6.91,7.42,22.0,6.65,5.37,4.09,7.16,30.44,4.86,6.65,4.86,,-18.438889,-22.566667,-13.483333,0.0,-22.594444,69.879546
US_MN_27083,2022-02-03,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,20,0,6805,70,0,14108,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,-10,5,,7.45,5.59,9.58,4.26,5.85,11.17,5.59,,8.25,4.26,4.52,,,28.2,,6.38,4.52,,33.26,6.12,5.85,6.92,,-21.616667,-26.066667,-16.822222,0.0,-25.511111,70.836578
US_MN_27083,2022-02-04,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,16,0,6821,70,28,14136,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,-12,6,4.71,,6.01,7.58,4.71,,13.59,6.27,3.66,5.23,,,4.71,,24.31,4.97,7.32,3.92,6.54,31.37,,6.54,7.06,4.18,-16.977778,-19.65,-12.811111,0.0,-21.238889,69.650344
US_MN_27083,2022-02-05,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6821,70,5,14141,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,1,,-7,,,,7.3,6.35,,,9.52,6.03,,,5.71,4.44,,,21.27,6.98,,,5.71,34.28,,,,,-12.083333,-20.972222,3.601852,0.0508,-17.044444,66.804266
US_MN_27083,2022-02-06,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6821,70,0,14141,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,2,,-2,,5.83,5.25,13.12,8.45,4.08,5.25,10.79,,4.08,4.96,,,,6.12,18.07,5.54,8.45,4.08,5.25,32.65,,4.37,5.54,,-6.038889,-13.222222,1.716667,0.0,-8.677778,81.671058
US_MN_27083,2022-02-07,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,23,0,6844,70,21,14162,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,6,,-9,4,5.53,7.11,10.53,8.16,,3.95,10.53,6.84,5.79,10.0,5.53,4.47,4.47,9.48,22.11,6.32,5.26,4.74,5.26,39.48,4.74,5.79,6.84,,-10.611111,-17.65,0.266667,0.0,-14.555556,72.92486
US_MN_27083,2022-02-08,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,32,0,6876,70,4,14166,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-2,,-12,3,4.44,5.48,12.53,8.35,3.92,,13.05,7.31,4.44,12.79,,4.44,4.7,6.52,27.66,3.92,7.05,5.22,7.57,34.45,,4.18,4.44,6.26,0.194444,-5.522222,6.888889,0.0,-4.661111,70.39837
US_MN_27083,2022-02-09,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,13,0,6889,70,3,14169,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-2,,-13,4,5.69,,9.57,8.54,5.95,,11.65,4.92,,13.72,6.21,3.88,4.14,5.18,25.36,9.57,6.73,4.66,6.73,32.87,3.62,5.18,5.69,,1.188889,-2.605556,3.333333,0.0,-2.427778,76.91595
US_MN_27083,2022-02-10,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,24,0,6913,70,6,14175,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,-8,6,,4.47,11.31,9.73,5.52,4.47,9.47,7.89,,11.57,3.68,3.68,,5.79,21.82,4.21,4.47,,6.84,33.39,6.05,,5.79,3.68,-3.822222,-9.1,5.661111,0.0508,-6.483333,81.810392
US_MN_27083,2022-02-11,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,12,0,6925,70,7,14182,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,-11,7,3.61,6.45,7.48,9.54,4.64,5.16,10.58,5.93,4.39,4.64,,3.87,4.64,7.74,17.03,4.13,3.61,6.45,4.9,32.25,3.61,5.68,,,-3.172222,-15.216667,6.544444,0.381,-7.122222,74.241581
US_MN_27083,2022-02-12,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6925,70,0,14182,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,3,,3,,,6.87,8.18,6.22,5.24,,10.8,,,7.53,,5.89,,6.22,17.34,5.56,,,,38.29,,,,,-17.988889,-22.272222,-10.694444,0.0,-22.65,66.986348
US_MN_27083,2022-02-13,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6925,70,12,14194,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-6,,0,,,6.75,7.98,6.45,5.22,4.61,9.21,4.3,,8.6,,5.83,5.22,5.83,21.8,6.45,6.75,,,30.09,,7.06,5.83,,-15.227778,-21.361111,-8.966667,0.0,-19.066667,72.503695
US_MN_27083,2022-02-14,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,19,0,6944,70,0,14194,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,14,,-9,3,4.68,7.28,10.13,7.54,4.68,4.16,11.17,4.68,5.2,8.05,,3.64,,3.9,23.39,7.54,6.24,5.46,,29.62,4.94,6.76,7.28,4.68,-9.444444,-14.444444,-3.011111,0.0,-14.111111,68.975957
US_MN_27083,2022-02-15,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,5,0,6949,70,0,14194,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-6,,-10,3,5.47,,8.59,7.29,5.99,5.47,11.98,4.43,5.99,9.64,4.17,4.43,,4.69,27.09,4.69,5.47,5.73,7.81,40.89,,6.51,7.03,5.73,-6.844444,-10.933333,2.922222,0.0,-10.633333,74.480676
US_MN_27083,2022-02-16,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,6952,70,5,14199,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,-12,5,6.73,4.92,11.39,5.95,4.14,7.25,12.68,4.14,5.95,5.95,3.62,4.4,4.4,4.66,21.48,5.43,5.69,3.88,4.92,37.53,,4.92,,4.92,-4.511111,-8.344444,0.605556,0.0,-7.794444,77.877703
US_MN_27083,2022-02-17,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,6959,70,11,14210,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,3,,-9,6,,,7.63,6.31,3.94,,8.42,3.68,3.94,8.15,5.0,5.52,,6.05,22.88,,3.94,,5.0,27.61,,5.26,,4.21,-13.722222,-18.65,-6.938889,0.0,-18.833333,65.410606
US_MN_27083,2022-02-18,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,14,1,6973,71,3,14213,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,4,,-12,6,4.58,4.85,11.58,4.58,5.39,4.58,13.74,3.77,4.85,6.46,7.54,8.35,7.0,5.93,20.47,8.62,5.66,4.31,4.04,28.01,,,,,-5.966667,-12.588889,4.438889,0.0,-12.133333,61.890604
US_MN_27083,2022-02-19,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6973,71,13,14226,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-6,,-12,,5.07,9.2,12.05,,6.02,5.07,9.2,6.66,,5.39,,,5.39,,17.44,,6.02,5.39,4.44,30.76,,5.07,6.98,,-11.4,-17.361111,0.061111,0.0,-17.7,59.795244
US_MN_27083,2022-02-20,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6973,71,0,14226,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,17,,-9,,,8.66,5.88,5.26,,,13.61,,,4.95,,,,,19.79,6.49,5.26,,5.26,32.47,,8.35,6.18,5.57,-0.027778,-7.994444,8.116667,0.0,-8.905556,51.433653
US_MN_27083,2022-02-21,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6973,71,0,14226,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-5,,-31,10,4.13,6.46,9.3,5.43,,4.91,10.86,5.17,3.88,8.79,3.88,4.13,4.65,6.98,22.74,6.2,,5.69,,37.22,,3.88,,3.62,-8.666667,-10.438889,-6.488889,0.0,-11.85,77.820189
US_MN_27083,2022-02-22,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,11,0,6984,71,0,14226,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-45,,-33,16,4.36,5.33,11.15,6.54,,5.58,8.48,3.88,,6.79,,4.85,,4.36,23.27,5.82,5.09,,3.88,31.03,4.12,5.82,4.36,4.61,-15.522222,-18.977778,-10.105556,0.127,-18.322222,79.147879
US_MN_27083,2022-02-23,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,1,6991,72,0,14226,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-9,,-12,5,,4.94,10.4,8.06,4.94,,9.88,5.2,4.68,5.46,5.72,,4.68,5.72,23.93,6.24,4.68,,5.72,36.15,4.68,5.98,4.94,,-19.922222,-23.427778,-15.966667,0.042333,-24.172222,68.965103
US_MN_27083,2022-02-24,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,6992,72,26,14252,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-6,,-10,5,3.79,5.06,10.87,8.09,5.31,,7.84,3.79,3.79,6.32,5.31,,5.06,5.56,24.02,,4.55,5.82,5.31,33.13,,5.56,,5.31,-18.511111,-22.211111,-14.9,0.0,-22.672222,69.802607
US_MN_27083,2022-02-25,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,6995,72,9,14261,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,4,,-7,4,,6.37,7.96,7.7,,5.31,13.8,6.1,6.63,9.02,4.51,,,7.43,19.1,5.57,5.04,,4.25,33.7,,6.9,8.22,,-16.6,-22.405556,-11.011111,0.0635,-20.027778,74.845179
US_MN_27083,2022-02-26,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6995,72,2,14263,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,19,,-16,,,4.4,8.18,6.61,6.92,,14.16,6.61,,8.18,,,,,26.43,4.4,10.07,,7.24,27.37,,,5.03,,-9.116667,-15.594444,0.927778,0.127,-14.2,66.792502
US_MN_27083,2022-02-27,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6995,72,0,14263,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,20,,-16,,4.77,6.56,9.84,8.35,6.56,6.26,9.54,9.84,5.07,6.26,5.37,7.16,5.07,5.37,23.55,,5.07,5.07,7.16,32.2,5.07,,,4.17,-4.455556,-11.188889,4.35,0.0,-8.738889,72.224583
US_MN_27083,2022-02-28,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,5,0,7000,72,16,14279,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-12,3,4.86,7.67,7.67,8.43,4.34,4.34,8.94,,5.37,7.92,5.37,,4.09,5.88,26.57,5.88,3.58,4.86,5.11,32.45,7.67,5.88,4.09,5.37,1.266667,-5.744444,10.338889,0.0,-3.261111,72.178645
US_MN_27083,2022-03-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,7006,72,1,14280,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,7,,-12,1,,5.87,9.7,11.24,,8.17,10.98,4.34,6.38,9.45,4.34,4.09,,6.64,18.9,5.36,6.13,4.09,6.89,38.56,,5.11,4.6,4.09,0.822222,-1.75,6.7,0.0,-2.011111,81.422161
US_MN_27083,2022-03-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,7013,72,0,14280,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,1,,-9,2,3.77,7.54,10.55,10.3,5.03,,11.56,4.52,5.28,9.8,6.28,5.28,5.03,6.53,19.35,6.03,4.78,4.78,4.02,30.41,,6.53,4.02,,-0.527778,-1.966667,0.783333,0.0,-2.022222,89.688312
