location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20057,2020-01-16,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.65,6.37,,6.86,8.57,4.65,5.39,3.92,11.76,5.63,5.63,9.06,,3.43,6.61,3.67,4.41,3.92,21.31,3.67,4.65,7.35,4.9,4.41,31.59,3.92,5.39,4.16,5.39,5.39,-5.516667,-9.75,2.494444,0.0,,-10.7,67.030766
US_KS_20057,2020-01-17,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,6.39,5.32,,6.92,6.12,3.73,4.52,,12.51,7.18,7.72,6.65,6.12,5.06,,4.52,4.79,7.72,27.41,5.32,6.65,4.26,3.73,7.18,30.33,3.73,4.79,3.99,3.73,3.99,-0.477778,-5.444444,8.444444,4.205111,,-2.122222,88.715236
US_KS_20057,2020-01-18,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.29,8.27,,11.91,,4.96,4.63,,13.24,6.29,5.29,7.28,5.96,,,,5.63,5.29,17.87,5.96,6.29,5.96,5.29,,45.67,,6.29,4.96,,5.63,2.405556,-3.794444,8.538889,1.665111,,-4.688889,60.003894
US_KS_20057,2020-01-19,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,,10.44,,9.14,5.22,,4.57,5.22,10.12,6.85,5.55,7.18,9.46,5.55,7.18,,,5.22,19.25,5.55,8.16,5.55,,,36.87,,,4.89,5.87,,-1.105556,-6.805556,6.288889,0.0,,-7.272222,63.113482
US_KS_20057,2020-01-20,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.87,9.26,5.56,7.1,7.72,5.87,8.95,8.95,17.29,9.88,7.41,6.17,4.94,4.94,6.17,4.32,,,22.53,6.17,4.63,,,6.79,44.14,,7.72,6.17,5.56,4.94,-2.138889,-8.111111,7.805556,0.0,,-6.6,71.851567
US_KS_20057,2020-01-21,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,3.96,8.42,5.45,5.45,5.2,5.45,6.94,3.96,15.61,8.67,,8.18,4.96,5.2,4.71,,6.19,5.45,31.96,8.92,8.92,,6.44,5.7,41.87,3.47,8.18,4.46,5.7,5.45,-3.161111,-7.883333,6.083333,0.112889,,-6.05,80.583752
US_KS_20057,2020-01-22,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.05,7.46,3.37,4.81,12.28,,6.02,3.85,14.2,8.42,6.26,8.18,4.33,5.29,7.22,6.02,4.57,6.5,27.44,5.54,8.9,4.09,4.09,4.81,33.21,5.29,4.33,5.29,7.46,,3.883333,-1.011111,11.594444,3.556,,1.388889,84.110536
US_KS_20057,2020-01-23,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.53,10.06,4.28,7.54,6.54,,,4.02,13.33,10.06,4.78,7.54,,5.03,6.29,,,8.8,28.41,4.78,6.79,,3.77,6.04,30.93,,7.29,4.78,6.29,,3.927778,-0.566667,10.294444,0.7874,,-2.188889,65.501454
US_KS_20057,2020-01-24,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,7.73,10.97,,4.74,6.98,4.49,,3.74,20.19,6.23,5.24,3.74,,5.24,7.73,,,3.49,33.9,3.99,3.49,,4.49,5.73,28.67,,4.99,5.48,3.49,,2.055556,-3.538889,10.222222,0.0254,,-4.761111,61.945818
US_KS_20057,2020-01-25,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.98,8.97,,7.31,8.3,4.65,,5.98,22.26,7.97,7.31,6.64,6.31,7.97,5.98,4.65,,8.3,27.57,4.65,7.31,,,6.98,37.54,,5.32,7.31,,4.98,1.461111,-4.055556,10.405556,0.0,,-2.527778,75.412296
US_KS_20057,2020-01-26,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.97,12.12,,8.7,9.63,,,4.35,26.72,5.28,,5.28,,,4.97,,4.35,8.39,33.87,6.83,10.56,,,,38.52,,,5.28,,,3.866667,-3.65,14.888889,0.0,,-2.05,65.57346
US_KS_20057,2020-01-27,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.5,8.28,,6.86,7.57,,5.92,,22.49,6.86,3.79,8.52,,3.79,4.5,,4.02,4.97,33.61,6.15,5.44,5.68,4.73,4.26,34.08,4.73,4.26,3.79,,,2.661111,-3.438889,11.694444,0.0,,-2.316667,69.938807
US_KS_20057,2020-01-28,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.91,10.12,7.51,7.22,9.83,,4.62,5.49,41.91,8.96,4.62,9.83,4.91,,4.33,,6.36,4.62,44.51,6.07,,,,,30.35,,7.22,,,5.78,0.472222,-1.433333,5.438889,3.386667,129.54,-0.805556,91.159871
US_KS_20057,2020-01-29,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.14,6.68,4.37,8.48,8.22,,5.39,,31.34,6.42,6.16,7.71,3.85,3.85,6.42,5.14,4.11,5.14,33.9,4.37,5.65,,4.62,7.45,36.47,6.68,7.19,,,5.14,-1.127778,-5.744444,4.461111,2.963333,50.8,-2.827778,88.27377
US_KS_20057,2020-01-30,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,,9.41,,5.2,8.17,4.7,3.96,4.7,30.7,8.91,8.66,11.14,5.45,3.96,7.18,,,5.94,37.63,3.96,4.95,5.45,4.21,,38.87,,4.46,6.68,4.7,4.7,-0.527778,-5.15,6.133333,0.0,78.74,-2.133333,88.936822
US_KS_20057,2020-01-31,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,,8.87,3.94,,7.15,6.9,6.65,5.17,22.42,4.68,,7.39,,,3.94,,,7.15,29.32,5.42,4.19,,,3.7,37.95,,,,3.7,4.68,2.327778,-3.45,9.344444,0.0,30.48,-3.072222,67.601706
US_KS_20057,2020-02-01,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,,8.55,5.26,6.58,7.89,6.25,6.25,,21.38,10.52,5.92,7.89,,6.58,5.59,,,,31.24,6.58,5.92,4.6,7.24,6.25,39.47,,4.93,6.25,,,3.683333,-3.705556,17.644444,0.0,50.8,-2.95,62.034081
US_KS_20057,2020-02-02,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.81,10.26,,8.01,8.34,,10.26,,13.46,9.3,4.81,5.45,,,,,,,24.04,7.05,6.41,,,,31.41,5.13,6.73,4.81,,,10.416667,-0.022222,25.344444,0.0,30.48,-1.072222,44.961215
US_KS_20057,2020-02-03,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,6.5,6.02,,7.95,6.02,4.58,3.61,6.5,22.65,8.91,7.71,8.19,7.23,4.58,4.34,3.85,,7.23,34.21,6.99,7.23,,5.3,,35.66,3.37,4.82,4.58,5.06,,4.977778,-0.844444,15.366667,0.0,,-0.633333,67.143849
US_KS_20057,2020-02-04,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.7,9.4,,6.35,6.58,,5.41,4.47,19.75,9.17,6.58,8.93,,5.88,5.41,4.7,3.76,3.76,23.75,,4.47,4.94,,13.4,28.21,3.76,4.0,4.0,5.64,,-2.672222,-4.666667,-0.244444,0.0,,-7.961111,67.121731
US_KS_20057,2020-02-05,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.24,7.86,,8.81,7.14,,3.57,3.33,15.71,8.09,4.05,5.71,6.67,,4.52,5.24,,6.67,28.33,6.43,4.52,,,,29.76,5.48,5.48,5.48,,5.24,-4.472222,-9.755556,0.494444,0.0,,-11.266667,59.206903
US_KS_20057,2020-02-06,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.63,7.82,,10.42,8.97,4.05,4.34,,16.21,7.53,4.63,6.66,4.63,4.05,,,,8.69,30.98,4.63,6.66,4.34,6.08,,35.03,,5.21,4.34,4.92,4.05,-3.544444,-11.2,7.911111,0.0,,-10.483333,58.762706
US_KS_20057,2020-02-07,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.44,9.66,4.83,10.87,9.06,5.13,5.44,4.83,16.31,10.87,,8.46,,,5.13,5.74,,6.64,24.76,6.95,6.34,,,4.23,28.09,,9.06,5.13,,,2.083333,-3.022222,8.005556,0.0,,-4.7,60.953568
US_KS_20057,2020-02-08,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.39,9.09,5.72,10.1,5.05,6.74,,7.07,14.48,8.08,,10.44,6.4,,5.05,,,8.08,31.32,5.39,7.07,,,7.75,35.03,,6.4,5.72,6.4,5.72,1.955556,-5.744444,13.2,0.0,,-3.727778,66.149684
US_KS_20057,2020-02-09,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.85,9.06,,7.12,8.74,4.85,,5.18,15.86,5.83,,8.09,,,,,,6.47,32.69,8.41,8.41,,,4.53,34.3,5.18,7.12,6.8,,4.53,4.411111,-1.616667,11.127778,0.0,,-1.861111,63.82006
US_KS_20057,2020-02-10,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,5.0,8.5,6.0,9.5,6.75,3.75,4.25,,20.25,7.0,4.75,8.0,7.5,,4.25,3.5,,7.75,28.75,5.25,4.5,,,4.5,37.24,5.75,5.0,4.0,,,-1.505556,-6.144444,5.694444,0.0,,-6.477778,69.034539
US_KS_20057,2020-02-11,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,,5.93,,5.19,9.15,4.95,3.71,5.44,15.82,7.17,3.96,7.42,3.96,4.2,5.19,,4.95,8.41,28.19,4.45,6.92,5.19,3.71,8.65,34.12,4.95,7.67,,,,1.422222,-2.316667,5.094444,0.112889,,-5.272222,61.944716
US_KS_20057,2020-02-12,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,4.21,4.96,,8.43,6.2,5.45,4.46,4.46,12.89,6.2,6.94,6.45,,5.7,4.96,4.46,,11.16,23.06,4.71,6.69,,3.97,3.72,31.98,,5.21,5.21,3.72,3.97,0.722222,-2.833333,6.511111,0.366889,,-3.561111,73.131999
US_KS_20057,2020-02-13,ChIJURBxJT7-pocRgrMz2DjZ7EE,Q374422,geoId/20057,US,United States of America,KS,Kansas,20057,Ford County,US,USA,2,,,,,,,34218,17752,16466,6030,5375,5134,4362,3949,4002,2876,1371,1119,1070382,37.7,-99.9,2847,79.942857,,,,,,,6.15,7.63,6.4,7.38,4.68,4.68,4.18,13.05,7.63,7.14,7.14,4.43,,6.65,,,5.42,26.83,4.18,5.66,7.14,3.45,4.43,33.48,3.45,,,,5.17,-7.505556,-12.6,3.733333,0.254,,-13.105556,64.429462
