location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16017,2020-01-11,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.92,8.29,5.44,10.1,7.25,5.7,5.96,4.92,12.95,3.62,6.73,,5.18,7.25,5.44,,4.92,3.62,,,,5.18,22.01,4.4,3.88,11.13,3.88,7.25,6.47,46.61,4.92,7.25,5.7,,4.66,4.14,-1.382716,-5.561728,0.746914,14.042571,64.77,-2.58642,91.676484
US_ID_16017,2020-01-12,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,,5.99,4.24,11.73,4.49,5.24,7.99,,8.49,,4.24,4.0,4.99,7.99,,5.49,3.75,4.74,3.5,4.99,,3.75,21.22,5.99,,5.49,,5.24,6.49,43.19,5.74,7.99,6.74,3.5,4.99,,-0.561728,-1.925926,1.438272,5.116286,119.38,-2.080247,89.669907
US_ID_16017,2020-01-13,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,3.83,7.18,5.74,13.88,7.42,7.42,8.13,3.83,10.29,3.59,5.74,,5.98,8.13,6.22,6.22,3.59,5.74,3.83,,3.83,8.13,24.41,11.48,,6.94,3.83,,6.46,45.94,,7.42,6.94,7.66,5.5,,-3.518519,-8.148148,0.567901,7.184571,129.54,-6.154321,82.07772
US_ID_16017,2020-01-14,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,6.06,7.58,4.11,9.74,11.25,7.58,7.14,3.9,14.93,3.03,9.96,,5.63,8.44,6.28,4.33,4.54,,4.11,5.63,,5.84,20.56,7.36,3.68,3.68,5.19,,6.49,45.45,,6.71,5.41,4.33,3.68,,-8.5,-10.37037,-3.438272,1.342571,166.793333,-10.858025,83.268998
US_ID_16017,2020-01-15,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.61,10.98,3.51,9.88,9.66,7.03,6.81,3.29,14.93,3.29,6.37,3.29,6.37,9.22,,,,5.49,4.17,,,10.76,23.71,5.49,3.51,6.59,3.95,5.93,7.25,38.42,3.07,6.59,5.93,3.29,,3.51,-8.598765,-11.45679,-3.771605,1.608667,170.18,-11.283951,81.059802
US_ID_16017,2020-01-16,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,3.86,7.07,7.07,11.36,7.07,4.29,9.0,,14.57,,8.14,3.21,4.71,9.0,3.43,5.14,3.0,4.93,4.5,3.43,3.86,8.14,28.07,7.5,,5.57,4.29,4.07,7.29,41.15,3.21,8.14,9.0,6.21,3.86,,-3.216049,-8.641975,-0.141975,2.286,173.566667,-5.154321,86.692102
US_ID_16017,2020-01-17,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,5.14,4.5,4.93,9.43,6.22,4.5,8.36,4.29,13.72,4.29,7.29,,5.36,3.86,3.86,3.22,4.5,3.86,,6.43,,5.79,26.37,6.86,4.29,5.79,4.29,6.86,5.57,39.87,4.29,9.43,5.36,3.22,,3.43,-3.185185,-6.512346,0.716049,2.394857,175.26,-4.907407,87.999813
US_ID_16017,2020-01-18,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,5.46,8.94,5.71,8.94,7.2,7.95,4.72,,11.92,4.22,6.21,4.47,4.97,6.96,4.72,,4.97,5.22,4.47,5.22,3.48,6.21,24.34,7.95,,6.21,3.48,5.71,5.22,40.24,,5.96,6.46,5.71,,,-3.716049,-7.475309,-0.271605,0.943429,173.566667,-5.5,87.577874
US_ID_16017,2020-01-19,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,3.44,3.44,7.87,9.59,6.15,4.92,7.87,,9.59,5.9,5.41,,3.44,9.34,5.66,7.13,4.67,,,,,6.88,18.93,5.66,,6.88,,4.43,5.41,38.36,5.66,6.88,6.15,4.18,6.39,,-0.759259,-4.592593,1.944444,1.560286,173.566667,-1.987654,91.550106
US_ID_16017,2020-01-20,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.16,7.16,7.62,9.24,7.62,6.47,7.62,,12.24,3.46,7.62,,6.7,9.47,,,3.7,7.39,3.7,4.16,5.77,7.39,24.25,8.31,3.46,7.16,6.7,4.39,8.31,48.97,6.7,6.7,8.55,4.39,5.31,5.54,-0.395062,-2.814815,2.32716,0.072571,146.473333,-1.611111,91.661531
US_ID_16017,2020-01-21,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.62,5.67,3.57,7.13,6.08,7.13,7.13,3.78,19.3,2.94,8.39,,6.92,8.18,,5.46,5.04,3.57,3.15,9.44,,5.46,26.65,8.18,3.78,6.29,3.36,8.39,7.34,48.05,5.25,7.55,7.13,5.04,4.62,3.78,-0.506173,-3.104938,2.438272,0.689429,136.313333,-1.351852,94.10895
US_ID_16017,2020-01-22,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.52,6.88,6.02,10.75,7.53,4.95,7.1,4.52,16.13,5.16,7.31,,6.24,11.61,3.23,5.59,3.01,3.66,,6.24,3.87,8.17,23.01,4.73,4.3,5.81,5.38,5.59,4.73,35.7,4.3,5.81,5.81,4.09,3.44,3.66,1.012346,-2.067901,3.506173,2.975429,136.313333,-0.759259,88.102351
US_ID_16017,2020-01-23,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,,7.74,5.23,11.3,5.02,6.07,7.95,,16.95,3.77,6.49,3.14,6.07,10.46,3.35,4.6,3.56,4.81,5.02,5.65,,13.39,26.36,6.49,,7.32,3.98,7.32,6.07,42.47,6.7,6.07,4.6,,3.56,2.93,1.41358,-0.796296,3.561728,3.483429,102.446667,0.432099,93.247416
US_ID_16017,2020-01-24,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,5.48,9.59,5.25,9.36,6.85,7.07,8.9,,21.91,6.85,7.76,,5.71,7.3,5.71,5.48,5.93,3.42,5.25,5.71,3.19,8.44,30.58,10.95,4.11,4.34,7.07,6.39,8.21,46.1,7.3,4.11,4.79,4.11,5.25,,3.203704,0.808642,6.17284,12.7,93.133333,2.228395,93.474478
US_ID_16017,2020-01-25,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,,6.71,6.71,9.69,6.96,6.71,7.45,5.47,22.36,5.71,9.44,,3.98,10.44,4.72,3.73,5.47,,6.46,5.96,4.22,8.7,27.83,6.46,3.73,5.71,7.95,6.46,5.96,41.99,4.22,4.22,4.72,4.72,5.47,3.48,2.345679,-0.567901,6.12963,2.213429,88.9,1.141975,91.88498
US_ID_16017,2020-01-26,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.02,8.52,6.39,9.7,11.12,6.15,7.1,4.02,24.61,3.79,8.52,4.26,5.21,8.99,3.55,4.02,4.73,,6.39,5.68,,6.39,31.47,8.52,3.79,8.28,3.31,6.15,7.1,46.37,,5.92,6.62,3.31,4.02,5.68,1.91358,-0.425926,3.790123,1.778,78.74,1.055556,94.186339
US_ID_16017,2020-01-27,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.39,5.64,5.23,9.2,8.99,7.53,6.06,3.14,24.25,4.39,8.99,,5.23,7.94,6.06,5.64,,6.27,5.02,4.6,4.81,5.43,44.32,7.32,,5.85,4.18,,5.02,45.57,4.6,7.94,5.85,,2.93,,2.098765,0.419753,4.87037,3.120571,71.12,0.648148,90.261194
US_ID_16017,2020-01-28,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.86,6.76,5.07,9.08,6.34,6.76,8.03,5.07,22.81,3.17,9.08,,4.43,13.94,4.65,6.55,4.86,3.17,6.34,5.07,4.22,9.5,41.82,7.39,,7.39,8.03,4.43,4.22,47.1,3.17,6.12,4.65,4.86,6.97,,1.395062,-0.333333,4.858025,7.692571,60.96,-0.037037,90.320832
US_ID_16017,2020-01-29,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.26,8.09,,9.16,8.09,6.81,2.98,4.68,24.49,,7.88,,4.9,8.52,5.11,3.83,3.62,4.68,4.9,5.75,3.83,7.45,32.79,7.24,,7.88,5.32,5.11,7.03,39.82,3.83,8.52,6.39,5.54,3.41,,1.611111,-0.061728,4.012346,4.826,60.96,0.734568,94.036683
US_ID_16017,2020-01-30,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,3.84,4.9,5.12,9.38,8.31,4.69,5.12,,26.86,,8.53,3.62,5.12,9.17,,4.9,5.54,3.84,,2.98,,8.74,36.66,6.18,4.69,4.48,6.39,5.12,5.33,37.3,3.84,5.12,5.54,4.69,,2.98,1.333333,-1.617284,4.240741,3.955143,50.8,0.117284,91.673462
US_ID_16017,2020-01-31,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,,3.97,4.6,9.62,6.69,6.9,4.39,3.55,32.61,3.55,8.99,,3.97,9.83,4.6,5.23,3.55,6.27,,5.02,,7.11,39.51,6.9,4.39,5.23,3.97,4.6,7.53,40.56,4.39,7.94,4.6,5.64,2.93,3.14,2.932099,-1.450617,8.37037,2.140857,50.8,1.432099,90.286855
US_ID_16017,2020-02-01,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,5.45,7.19,5.95,8.67,4.96,8.92,5.2,3.96,19.08,,6.69,,4.21,6.69,4.96,3.72,,4.46,4.21,5.7,3.96,6.94,28.25,6.69,,8.67,5.45,6.44,7.43,40.39,3.47,4.46,6.69,5.95,,4.21,8.62963,2.475309,10.944444,2.032,20.32,2.981481,68.240436
US_ID_16017,2020-02-02,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,5.58,9.13,6.08,13.18,6.08,6.08,6.85,,22.06,,4.06,4.82,5.32,7.61,5.07,4.31,,3.8,6.08,4.31,,8.11,33.47,7.86,3.8,7.35,,,5.83,40.57,,5.58,9.63,3.8,,6.34,0.530864,-5.283951,10.265432,2.681111,,-7.012346,57.957801
US_ID_16017,2020-02-03,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,,7.22,4.46,8.07,7.85,8.7,6.37,5.09,16.13,2.97,7.0,,5.73,7.43,4.46,5.73,5.52,4.03,3.82,5.52,,6.16,35.45,6.58,3.18,8.7,2.97,5.09,6.79,41.39,3.61,5.52,4.67,3.61,5.73,3.82,-4.820988,-8.648148,1.888889,0.0,,-10.018519,67.25497
US_ID_16017,2020-02-04,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.98,5.19,6.92,10.6,8.87,6.49,7.57,,21.85,3.25,8.44,,4.98,10.6,4.54,4.11,8.22,4.33,,5.84,3.68,8.65,32.88,5.19,,7.79,4.76,3.46,4.11,50.84,5.84,9.95,5.41,5.41,4.33,4.98,-6.154321,-10.839506,0.024691,0.0,,-11.537037,66.15228
US_ID_16017,2020-02-05,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,4.93,6.0,4.29,9.43,6.65,7.5,5.15,,15.87,4.72,5.58,3.86,4.93,10.29,3.86,4.93,4.93,5.58,4.07,4.72,5.15,8.58,22.51,7.08,3.86,5.36,6.22,4.5,7.93,42.45,3.86,9.65,6.0,4.72,3.86,4.5,-3.024691,-6.5,-0.432099,1.778,78.74,-4.469136,89.832919
US_ID_16017,2020-02-06,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,,7.34,6.91,7.99,9.94,11.02,7.13,3.02,14.26,,9.94,,3.46,11.66,6.91,5.62,5.83,3.24,4.1,5.18,,7.78,36.29,10.59,4.32,3.89,3.46,3.89,7.34,39.53,6.7,6.91,7.56,5.62,4.1,4.54,-0.493827,-2.981481,1.549383,7.003143,50.8,-1.728395,91.467226
US_ID_16017,2020-02-07,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2,,,,,,,43654,21756,21898,4539,4991,3856,4544,4839,6430,8008,4543,1904,1536525,48.29,-116.6,4972,78.9,,,,,,3.62,7.03,4.69,7.25,7.88,9.38,4.69,3.62,18.97,,6.61,3.2,6.39,10.66,3.84,5.12,5.97,,5.75,4.26,3.41,10.23,29.62,5.54,3.84,3.62,2.98,4.69,5.54,42.41,5.54,5.97,6.39,4.69,4.47,2.98,0.154321,-1.271605,2.197531,4.680857,40.64,-0.981481,92.198727
