location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MN_27105,2020-01-01,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,,9.5,,13.42,10.62,,17.89,10.06,34.1,,-5.3,-9.211111,0.316667,0.0,40.64,-7.185185,85.38815
US_MN_27105,2020-01-02,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,8.46,9.35,6.68,18.25,9.79,7.57,24.03,8.01,26.7,6.23,-0.261111,-2.5,1.238889,0.0,40.64,-1.697531,90.011779
US_MN_27105,2020-01-03,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,7.01,8.32,,10.95,11.83,,21.47,10.52,37.24,,-1.35,-4.161111,1.05,0.0,40.64,-2.055556,94.851132
US_MN_27105,2020-01-04,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,8.77,,,11.69,,9.93,25.13,,35.65,,-6.25,-12.005556,-0.883333,0.338667,30.48,-7.95679,87.064809
US_MN_27105,2020-01-05,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,9.02,,,16.91,,,21.99,,31.01,,0.922222,-2.461111,3.633333,0.0,40.64,-2.58642,77.370051
US_MN_27105,2020-01-06,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,7.3,6.39,11.41,16.88,8.67,6.39,26.01,,37.41,,-2.677778,-6.405556,1.838889,0.0,30.48,-5.104938,83.501048
US_MN_27105,2020-01-07,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,9.53,7.36,8.66,21.66,9.53,8.66,38.12,,37.69,6.5,-3.761111,-8.383333,0.166667,0.0,30.48,-5.981481,84.814291
US_MN_27105,2020-01-08,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,8.36,,7.48,21.56,6.6,8.8,36.96,7.92,34.76,14.52,-12.361111,-15.588889,-7.172222,0.0,30.48,-16.339506,72.770706
US_MN_27105,2020-01-09,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,8.48,12.5,6.25,22.32,9.37,,35.26,10.27,43.29,13.39,-4.233333,-9.761111,-0.027778,0.0,40.64,-7.17284,79.639998
US_MN_27105,2020-01-10,ChIJUb66LEV_i4cRJFURhz6nzwo,Q491196,geoId/27105,US,United States of America,MN,Minnesota,27105,Nobles County,US,USA,2,,,,,,,21671,11122,10549,3404,2964,2707,2666,2342,2692,2342,1404,1150,1789137,43.67,-95.76,1871,82.083333,,,,,,7.06,,7.06,23.82,6.62,6.62,27.79,,31.32,6.62,-9.061111,-15.077778,-4.572222,0.0,40.64,-11.549383,82.227838
