location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19107,2020-01-01,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,22.33,37.56,-0.4,-6.377778,9.522222,0.0,-3.933333,77.209107
US_IA_19107,2020-01-02,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,29.83,35.8,5.877778,0.8,10.272222,0.0,1.338889,72.771598
US_IA_19107,2020-01-03,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,32.07,39.81,1.366667,-0.25,5.177778,0.0,-0.266667,89.066589
US_IA_19107,2020-01-04,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,37.39,47.28,-0.969136,-3.888889,1.611111,0.4445,-2.358025,90.440389
US_IA_19107,2020-01-05,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,25.65,44.89,1.738889,-4.616667,7.9,0.0,-2.805556,72.190304
US_IA_19107,2020-01-06,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,43.32,44.28,-0.688889,-5.961111,5.422222,0.0,-4.572222,75.137267
US_IA_19107,2020-01-07,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,34.02,42.03,0.333333,-3.638889,4.966667,0.0,-4.627778,69.489861
US_IA_19107,2020-01-08,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,29.84,41.78,-5.016667,-9.927778,1.766667,0.0,-11.805556,59.072376
US_IA_19107,2020-01-09,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,28.65,26.74,4.561111,-5.072222,15.966667,0.0,-1.905556,62.98102
US_IA_19107,2020-01-10,ChIJ16S4dUre5YcR1BM5XQnIY74,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2,,,,,,,10141,5153,4988,1224,1294,1016,1132,1062,1454,1423,851,685,1790342,41.336111,-92.179722,1502,79.775,,,27.23,38.91,0.394444,-3.0,9.8,1.693333,-1.788889,85.42106
