location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IN_18055,2020-05-20,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,167,24,,,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,13,9,8,14,21,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,47,120,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-4,-29,,,6.68,8.13,6.68,6.39,6.68,8.13,4.64,9.29,,,7.26,20.61,,9.0,5.22,43.25,6.09,4.93,15.092593,13.493827,19.320988,3.076222,12.763889,85.461633
US_IN_18055,2020-05-21,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,3,0,169,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-2,-28,,6.6,11.41,11.41,7.2,6.6,7.5,6.0,,8.4,5.4,6.0,6.3,25.82,6.3,7.8,5.7,41.12,9.01,8.71,15.123457,12.524691,19.388889,0.0,11.645833,79.193342
US_IN_18055,2020-05-22,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,1,171,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,1,1,-32,,,,15.12,5.67,,7.56,6.3,5.35,5.67,,,8.82,17.01,4.72,9.76,4.72,31.49,11.34,4.41,17.925926,11.944444,25.160494,0.0,13.784722,75.931973
US_IN_18055,2020-05-23,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,1,171,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,15,,-17,,,,11.35,,,,,,8.76,,,4.54,19.14,,10.05,,29.84,12.97,7.78,21.820988,14.17284,29.45679,0.0,17.527778,76.019984
US_IN_18055,2020-05-24,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,171,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,,-25,,,,13.3,4.33,6.18,9.28,6.8,,5.57,4.33,,6.49,19.17,,11.44,,33.7,11.75,10.2,23.283951,17.074074,29.919753,1.524,19.319444,77.945535
US_IN_18055,2020-05-25,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,171,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-4,-69,,,,9.23,4.92,,4.92,4.3,,11.07,,,5.54,14.76,4.61,7.69,4.92,42.44,10.76,6.46,23.975309,18.111111,31.228395,3.81,19.409722,74.640888
US_IN_18055,2020-05-26,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,1,168,27,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,13,9,8,14,21,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,47,121,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,0,-26,,,7.99,12.72,8.28,5.62,5.03,6.21,,10.65,4.14,,6.21,18.63,4.44,14.2,4.14,39.93,14.49,9.17,24.635802,18.938272,30.641975,0.0,19.291667,71.559387
US_IN_18055,2020-05-27,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,172,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-1,-28,,6.44,6.15,18.14,8.49,4.68,7.32,8.19,,7.32,,,5.27,25.75,,9.66,4.97,33.07,12.58,7.32,22.41358,19.203704,27.623457,4.789714,19.243056,82.041515
US_IN_18055,2020-05-28,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,169,27,,,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,14,9,8,14,21,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,48,121,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-2,-25,,,6.76,15.57,4.99,,4.41,5.88,,10.58,8.23,4.7,6.46,17.33,,14.69,,36.13,14.1,7.34,22.277778,19.061728,27.771605,3.52425,18.784722,80.407521
US_IN_18055,2020-05-29,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,0,171,27,,,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,15,9,9,14,21,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,50,121,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,-3,-1,-27,,,8.01,12.32,8.01,4.62,4.62,6.16,,12.94,5.24,,7.7,18.48,5.85,11.4,,35.12,8.93,8.93,20.82716,18.049383,26.537037,5.08,16.798611,77.278164
US_IN_18055,2020-05-30,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,173,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,6,,-6,,,9.74,12.09,4.7,,,5.71,,12.76,,,,19.14,,14.1,5.04,31.9,10.41,5.37,18.981481,13.006173,24.58642,1.890889,10.805556,58.776828
US_IN_18055,2020-05-31,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,173,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,,-7,,,5.66,8.8,5.34,5.03,7.86,,,12.57,,,5.97,22.63,,17.6,,43.69,13.52,,18.277778,12.104938,23.555556,0.0,9.048611,54.67478
US_IN_18055,2020-06-01,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,1,172,28,,,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,16,9,9,14,21,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,50,122,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,0,-26,,,9.34,22.11,5.6,6.23,7.16,6.23,,9.96,,,,16.19,6.23,16.19,5.6,39.54,17.12,8.1,18.179012,9.697531,26.302469,0.0,7.826389,50.371933
US_IN_18055,2020-06-02,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,173,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,3,-28,,,10.05,13.4,8.83,5.18,5.48,7.31,,10.66,4.57,4.57,8.22,22.84,7.92,13.4,,39.28,11.27,8.22,24.191358,15.617284,31.907407,0.0,10.875,42.820706
US_IN_18055,2020-06-03,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,173,28,,,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,16,9,10,14,21,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,51,122,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,6,-24,6,4.92,6.46,12.92,6.77,8.61,5.84,5.54,,6.77,5.23,,,25.53,8.0,12.3,5.84,45.52,11.07,7.38,26.123457,18.858025,32.191358,0.0,16.111111,53.818487
US_IN_18055,2020-06-04,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,0,175,28,,,0,1,0,0,0,0,0,0,0,0,0,1,1,2,4,16,9,10,14,21,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,52,123,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-2,-25,,5.4,8.99,13.19,8.69,4.8,7.79,5.1,,8.39,,,9.59,23.08,5.7,11.09,6.0,40.17,10.19,,24.555556,19.87037,30.604938,8.466667,19.208333,72.285252
US_IN_18055,2020-06-05,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,1,177,29,,,0,0,0,0,0,0,0,0,0,2,0,1,1,2,4,16,9,10,14,23,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,53,124,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,2,-1,-27,,,7.5,13.75,6.88,5.31,4.38,5.94,,6.25,7.81,,9.37,19.37,,11.87,5.31,26.25,11.87,6.25,23.666667,17.858025,30.592593,1.326444,19.291667,76.039252
US_IN_18055,2020-06-06,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,1,178,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,15,,-8,,,10.12,11.75,9.79,5.87,5.87,5.55,,5.22,4.57,,6.85,18.27,,10.77,6.85,34.26,10.77,6.53,26.611111,18.925926,32.740741,0.0,19.784722,66.219255
US_IN_18055,2020-06-07,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,179,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,,-13,,,7.94,12.06,6.67,6.99,6.67,,,6.99,,,5.08,17.78,4.76,13.33,8.25,38.73,15.56,4.76,24.697531,16.462963,31.537037,0.0,12.743056,47.203958
US_IN_18055,2020-06-08,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,1,179,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-9,-26,,6.98,6.07,12.14,10.02,6.98,9.41,7.59,,11.23,5.16,,9.11,19.73,6.98,13.66,5.16,43.1,11.84,10.93,24.358025,16.240741,31.376543,0.0,13.159722,49.477877
US_IN_18055,2020-06-09,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,179,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-8,-27,,6.46,5.58,13.22,10.28,5.29,6.46,,,8.81,7.64,5.29,8.52,20.57,,13.22,4.41,38.19,8.81,9.7,25.703704,22.080247,29.203704,1.42875,19.569444,68.422063
US_IN_18055,2020-06-10,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,3,0,180,31,,,0,0,0,0,0,0,0,0,3,0,0,1,1,2,4,16,9,10,17,23,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,54,126,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-4,-25,,5.33,,10.37,4.15,7.41,,,5.63,7.7,5.93,,6.22,18.67,,10.67,,40.59,9.48,6.22,26.727778,23.222222,29.494444,0.8128,19.203704,63.792081
US_IN_18055,2020-06-11,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,1,-25,,6.24,8.12,14.36,9.36,6.87,,,,14.36,6.55,,9.99,18.1,9.05,13.42,,37.14,10.3,8.12,21.672222,14.888889,28.738889,0.0,11.407407,52.0518
US_IN_18055,2020-06-12,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,0,0,-28,,5.11,,13.74,6.71,,7.99,,,8.62,6.71,,8.62,23.32,8.94,10.22,6.39,39.93,14.05,7.35,23.188889,14.255556,30.783333,0.0,11.648148,48.305827
US_IN_18055,2020-06-13,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,10,,-5,,5.22,5.92,13.58,7.31,5.57,,4.88,,,,,6.96,20.9,,12.89,,31.0,11.84,6.96,22.294444,13.938889,29.538889,0.0,13.574074,57.35407
US_IN_18055,2020-06-14,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,1,184,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,,-7,,,5.77,11.53,7.05,,4.49,,,9.29,5.45,,6.41,17.94,,11.85,,42.93,12.17,11.85,19.845679,13.709877,26.938272,1.467556,11.284722,57.56946
US_IN_18055,2020-06-15,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,0,182,32,,,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4,16,9,10,18,23,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,56,126,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-10,-24,,,7.19,16.26,7.82,,5.32,,,7.5,,,10.32,18.45,6.57,12.19,5.94,33.14,12.19,,19.055556,10.969136,26.401235,0.592667,8.729167,50.944064
US_IN_18055,2020-06-16,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,186,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,2,-28,,,,12.17,4.68,,6.55,5.31,,8.12,6.55,,7.49,24.97,4.99,15.29,6.87,34.02,8.43,9.99,21.527778,12.7,28.338889,0.0,13.037037,58.232511
US_IN_18055,2020-06-17,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,187,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-1,-23,5,6.62,5.68,11.99,10.41,4.42,6.31,,,12.3,6.94,,10.1,21.77,7.26,10.73,,41.96,14.51,9.46,22.311111,14.044444,29.305556,0.0,13.469136,57.110227
US_IN_18055,2020-06-18,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,183,32,,,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4,16,9,10,19,23,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,56,127,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-5,-24,,,12.38,9.53,5.72,5.72,,5.4,,12.7,6.35,6.35,9.84,21.27,8.57,11.75,8.26,30.48,12.38,8.89,23.322222,15.066667,30.833333,0.0,15.018519,59.154761
US_IN_18055,2020-06-19,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,188,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,6,-5,-26,,,,14.0,8.14,4.56,9.12,,7.81,9.12,,,9.44,23.77,5.86,12.04,5.53,42.97,12.7,5.21,25.311111,16.727778,32.155556,0.0,16.308642,57.165463
US_IN_18055,2020-06-20,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,189,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,9,,-4,,,7.0,16.99,5.66,,6.66,9.33,,9.0,,,6.33,17.33,6.0,12.66,,37.65,11.66,6.66,26.622222,18.444444,33.505556,0.0,17.135802,55.713253
US_IN_18055,2020-06-21,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,189,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,,-3,,5.55,6.47,9.87,8.63,7.4,8.63,,,5.55,6.17,,,22.81,4.32,12.02,,43.16,9.87,9.56,23.216667,19.655556,31.233333,2.398889,19.216049,78.390964
US_IN_18055,2020-06-22,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,189,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-11,-26,,7.28,8.8,13.05,5.16,6.07,6.68,4.55,4.25,13.05,4.86,,6.37,20.64,6.37,11.84,4.86,42.8,14.87,7.28,24.033333,18.477778,30.927778,3.175,19.679012,76.204703
US_IN_18055,2020-06-23,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,189,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-2,-25,6,5.59,6.83,9.93,7.14,7.76,5.28,6.52,8.38,10.24,8.38,4.97,8.69,29.8,7.14,9.62,8.07,35.08,9.0,5.59,22.395062,19.283951,27.617284,16.22425,17.979167,76.0269
US_IN_18055,2020-06-24,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,189,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-2,-24,6,,6.6,15.72,4.72,5.34,7.86,,9.12,8.17,5.03,,7.86,23.89,6.6,10.37,7.54,43.7,11.63,6.29,22.438889,16.966667,27.422222,8.0518,14.802469,61.901039
US_IN_18055,2020-06-25,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,189,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-5,-24,,,7.33,14.98,5.1,5.42,6.37,4.46,10.2,10.52,7.33,,9.88,20.71,6.37,14.66,7.65,36.33,12.43,5.74,22.733333,15.055556,29.977778,0.0,14.864198,60.806745
US_IN_18055,2020-06-26,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,0,185,32,,,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,16,9,10,19,23,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,57,128,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,5,-3,-27,,,6.06,13.71,9.24,,,7.01,6.06,10.52,4.46,4.46,6.69,20.72,6.69,15.94,,37.94,9.88,6.06,25.838889,19.15,32.305556,0.0,18.376543,63.262374
US_IN_18055,2020-06-27,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,-2,2,188,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,3,,-5,,,8.98,10.91,8.98,6.1,6.42,6.42,5.46,5.13,,,,18.29,5.46,10.27,,35.3,12.84,5.46,24.505556,20.377778,30.144444,7.0612,21.179012,81.488242
US_IN_18055,2020-06-28,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,188,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,,-2,,5.32,,11.58,7.83,,5.32,,5.63,8.77,7.83,,6.57,18.16,6.57,13.46,5.95,31.93,5.63,6.57,23.877778,20.922222,29.05,14.365111,21.641975,86.697742
US_IN_18055,2020-06-29,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,0,0,188,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-10,-26,,4.66,6.84,17.72,6.22,7.77,5.91,7.15,7.15,7.15,4.35,7.15,9.63,21.14,4.97,15.54,6.84,40.09,14.3,6.22,26.294444,21.955556,31.644444,2.257778,23.333333,83.601661
US_IN_18055,2020-06-30,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,2,0,187,34,,,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,16,9,10,20,23,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,58,129,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,-2,-27,,5.33,8.47,10.35,5.33,5.02,,5.96,,10.04,,,6.59,22.9,,13.8,9.41,42.35,13.18,9.1,24.372222,21.155556,29.933333,1.778,21.45679,83.574141
US_IN_18055,2020-07-01,ChIJreJqfgHKbYgRkz4jTH8WdY0,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2,1,0,188,34,,,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,16,10,10,20,23,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,58,130,32172,16116,16056,3599,4177,3509,3583,4046,4842,4208,2711,1497,1111456,39.04,-86.97,1414,76.533333,,1,-27,,,6.61,12.9,8.18,4.72,5.66,6.29,,8.81,5.03,6.61,7.86,31.14,,15.1,5.98,44.04,8.49,4.4,24.355556,19.411111,30.6,0.8382,21.0,81.545969
