location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18117,2020-10-16,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,5,0,388,26,,,0,0,0,0,0,1,0,1,1,0,2,1,7,20,11,33,45,60,53,53,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,5,154,232,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-26,,7.54,,8.04,20.61,,43.24,,8.7,0.244444,17.994444,1.3208,,-0.611111,51.604859
US_IN_18117,2020-10-17,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,2,0,390,26,,,0,0,0,0,1,0,0,0,0,0,2,1,7,20,12,33,45,60,53,53,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,154,234,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-12,,7.43,,,18.33,8.42,34.67,8.42,9.072222,0.377778,18.2,0.0,,-1.728395,46.664441
US_IN_18117,2020-10-18,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,10,0,383,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-10,,7.22,10.11,7.22,24.08,,35.64,,13.3,5.788889,18.694444,0.395111,,5.179012,57.72722
US_IN_18117,2020-10-19,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,9,0,399,26,,,0,0,0,0,1,0,1,1,0,3,2,1,7,20,13,33,46,61,53,56,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,2,161,236,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-16,,10.12,,8.5,20.24,,35.62,6.88,12.316667,9.255556,16.955556,13.631333,,10.722222,89.287558
US_IN_18117,2020-10-20,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,12,1,411,27,,,0,0,0,4,0,0,1,1,2,3,2,1,7,24,13,33,47,62,55,59,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,5,168,241,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-14,4,,7.19,8.79,16.38,7.19,40.74,8.79,12.777778,10.172222,15.933333,38.269333,,10.62963,86.877132
US_IN_18117,2020-10-21,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,4,0,415,27,,,0,0,0,0,0,2,0,0,1,0,2,1,7,24,13,35,47,62,56,59,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,170,243,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-11,3,8.3,,8.3,24.51,8.3,35.97,7.91,18.072222,12.2,23.261111,1.778,,14.697531,80.880067
US_IN_18117,2020-10-22,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,10,0,425,27,,,0,0,0,0,0,0,3,2,0,3,2,1,7,24,13,35,50,64,56,62,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,5,175,248,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-12,,10.0,8.0,8.0,16.0,,33.59,,19.538889,12.961111,28.161111,0.4064,,14.104938,71.715958
US_IN_18117,2020-10-23,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,2,0,427,27,,,0,0,0,1,0,0,0,0,1,0,2,1,7,25,13,35,50,64,57,62,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,175,250,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,-2,,,-13,2,11.71,,,21.08,,34.75,,20.277778,11.333333,27.133333,2.935111,,16.135802,77.178796
US_IN_18117,2020-10-24,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,8,0,419,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,4,,,-1,,12.32,,,18.01,10.9,32.7,7.58,9.727778,7.466667,16.911111,10.12825,,4.975309,71.816333
US_IN_18117,2020-10-25,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,4,0,423,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-4,,,10.35,8.0,23.05,8.0,35.28,7.53,9.516667,7.45,12.261111,0.282222,,5.41358,75.406437
US_IN_18117,2020-10-26,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,8,0,435,27,,,0,0,1,0,0,0,2,0,2,3,2,1,8,25,13,35,52,64,59,65,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,3,180,253,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-10,,8.13,,,23.59,7.73,35.38,6.1,9.366667,7.7,10.855556,0.762,,7.623457,88.288794
US_IN_18117,2020-10-27,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,10,0,445,27,,,0,1,0,0,0,3,1,0,1,3,2,2,8,25,13,38,53,64,60,68,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,7,183,260,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-12,,5.97,,6.77,24.28,,29.85,,8.95,7.722222,11.288889,4.769556,,7.351852,89.233243
US_IN_18117,2020-10-28,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,4,0,449,27,,,0,0,0,1,0,0,0,1,1,1,2,2,8,26,13,38,53,65,61,69,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,3,184,263,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-10,3,10.38,9.18,7.59,27.15,,39.53,,10.211111,8.338889,12.733333,1.0414,,8.790123,90.144753
US_IN_18117,2020-10-29,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,6,0,455,27,,,0,0,0,0,0,1,0,1,1,2,2,2,8,26,13,39,53,66,62,71,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,187,266,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-13,,6.73,8.32,10.3,16.24,,33.27,,10.722222,8.0,12.561111,50.038,,9.648148,92.338023
US_IN_18117,2020-10-30,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,14,0,469,27,,,0,0,0,0,0,1,1,3,3,4,2,2,8,26,13,40,54,69,65,75,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,6,193,272,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-11,2,11.42,,,16.92,10.15,24.53,6.77,7.283333,3.016667,12.338889,18.711333,,2.37037,70.619493
US_IN_18117,2020-10-31,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,3,0,472,27,,,0,0,0,0,0,0,0,1,1,1,2,2,8,26,13,40,54,70,66,76,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,194,274,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,0,,,-3,,9.73,,,16.91,,25.11,,7.205556,0.611111,16.088889,0.0,,1.851852,68.430353
US_IN_18117,2020-11-01,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,1,0,473,27,,,0,0,0,0,0,0,0,0,0,1,2,2,8,26,13,40,54,70,66,77,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,195,274,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-13,,8.01,,,16.03,,38.65,8.48,9.95679,2.611111,14.345679,0.0,,0.097222,50.19863
US_IN_18117,2020-11-02,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,12,0,485,27,,,0,0,0,0,0,5,2,0,2,2,2,2,8,26,13,45,56,70,68,79,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,4,203,278,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-7,,6.47,,9.71,15.77,6.47,31.14,,3.477778,-3.327778,11.55,0.0,,-7.0,45.957678
US_IN_18117,2020-11-03,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,11,0,496,27,,,0,0,0,0,0,1,2,0,3,4,2,2,8,26,13,46,58,70,71,83,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,7,207,285,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-12,2,,,9.01,17.64,6.01,30.03,5.63,8.983333,-1.583333,19.205556,0.0,,-1.962963,46.485731
US_IN_18117,2020-11-04,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,6,0,502,27,,,0,0,0,1,0,2,0,0,2,1,2,2,8,27,13,48,58,70,73,84,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,210,288,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-10,,13.15,,4.98,16.35,,27.37,6.4,13.177778,3.555556,22.877778,0.0,,3.993827,54.116524
US_IN_18117,2020-11-05,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,8,1,510,28,,,0,0,0,0,1,2,2,0,1,2,2,2,8,27,14,50,60,70,74,86,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,214,292,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-7,,,9.92,8.45,21.68,5.51,26.82,,14.555556,6.311111,22.083333,0.0,,5.888889,56.627196
US_IN_18117,2020-11-06,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,9,0,519,28,,,0,0,0,0,0,2,1,1,2,3,2,2,8,27,14,52,61,71,76,89,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,6,217,298,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-17,,5.92,,,19.24,,22.2,,13.15,5.033333,22.055556,0.0,,6.018519,62.586171
US_IN_18117,2020-11-07,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,4,1,523,29,,,0,0,0,1,0,1,0,1,0,1,2,2,8,28,14,53,61,72,76,90,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,219,300,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-4,,9.73,7.96,,14.59,7.52,34.05,,13.438889,4.272222,23.844444,0.0,,6.62963,63.968731
US_IN_18117,2020-11-08,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,5,0,528,29,,,0,0,0,0,0,1,0,2,1,0,2,2,8,28,14,54,61,74,77,90,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,221,303,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-4,,6.71,7.16,8.95,19.7,,30.0,8.06,18.261111,9.127778,26.716667,0.0,,10.37037,60.255836
US_IN_18117,2020-11-09,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,26,0,554,29,,,1,0,2,1,0,2,3,6,5,5,3,2,10,29,14,56,64,80,82,95,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,13,234,316,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-11,,9.46,,7.19,18.91,7.94,38.58,7.19,18.755556,11.794444,26.555556,0.0,,12.277778,66.146605
US_IN_18117,2020-11-10,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,12,0,566,29,,,0,0,1,3,0,1,3,1,1,2,3,2,11,32,14,57,67,81,83,97,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,8,238,324,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-11,,7.87,9.75,7.87,22.49,,32.99,,20.5,14.094444,25.888889,0.0,,14.901235,70.361098
US_IN_18117,2020-11-11,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,11,0,577,29,,,0,1,0,0,0,1,2,1,1,3,3,3,11,32,14,58,69,82,84,100,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,5,244,329,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-18,,14.3,,8.65,17.31,,33.86,6.77,13.444444,7.666667,22.488889,5.559778,,9.024691,74.295542
US_IN_18117,2020-11-12,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,13,0,590,29,,,0,1,0,0,0,3,3,2,0,1,3,4,11,32,14,61,72,84,84,101,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,5,251,334,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-11,,,,6.06,20.44,,30.28,,6.277778,0.405556,16.427778,0.889,,0.080247,64.150134
US_IN_18117,2020-11-13,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,12,0,602,29,,,0,0,0,0,0,2,3,3,1,2,3,4,11,32,14,63,75,87,85,103,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,9,254,343,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-14,,,6.77,7.89,18.79,6.39,29.32,,7.244444,1.372222,13.233333,0.0,,-0.012346,59.960562
US_IN_18117,2020-11-14,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,4,0,606,29,,,0,0,0,0,0,0,0,1,0,2,3,4,11,32,14,63,75,88,85,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,256,345,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-10,,7.15,,,21.91,12.07,34.42,7.15,4.677778,-1.227778,12.3,0.112889,,-0.277778,69.76737
US_IN_18117,2020-11-15,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,5,1,611,30,,,0,0,0,0,0,1,0,0,1,2,3,4,11,32,14,64,75,88,86,107,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,2,259,347,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-11,,8.76,7.89,,16.21,,30.23,,12.805556,6.922222,17.922222,15.014222,,5.37037,60.324455
US_IN_18117,2020-11-16,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,16,0,627,30,,,0,0,1,1,0,3,1,1,1,4,3,4,12,33,14,67,76,89,87,111,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,11,264,358,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-14,,6.66,10.57,5.87,21.15,5.87,27.8,,7.838889,1.133333,16.444444,6.1976,,-2.753086,46.944036
US_IN_18117,2020-11-17,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,14,0,641,30,,,0,0,0,0,0,2,2,3,3,3,3,4,12,33,14,69,78,92,90,114,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,7,271,365,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-15,,,6.75,6.36,18.27,,30.59,7.15,6.888889,1.355556,13.133333,0.0,,-3.833333,46.377715
US_IN_18117,2020-11-18,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,6,0,647,30,,,0,0,0,0,0,2,1,0,0,3,3,4,12,33,14,71,79,92,90,117,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,1,276,366,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-14,,9.62,8.42,8.82,26.07,6.01,39.7,10.43,3.355556,-2.594444,11.111111,0.0,,-5.290123,53.321452
US_IN_18117,2020-11-19,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,11,0,658,30,,,0,0,0,1,0,3,4,1,1,1,3,4,12,34,14,74,83,93,91,118,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,6,281,372,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-13,,,,,15.85,8.12,35.96,6.19,11.15,3.938889,19.055556,0.0,,-4.314815,33.624894
US_IN_18117,2020-11-20,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,12,0,670,30,,,0,0,1,1,0,0,1,4,2,1,3,4,13,35,14,74,84,97,93,119,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,5,288,377,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-17,,6.15,8.45,,18.06,,29.2,7.3,14.316667,7.544444,18.805556,0.0,,1.876543,43.164103
US_IN_18117,2020-11-21,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,4,0,674,30,,,0,0,0,0,0,1,0,0,0,2,3,4,13,35,14,75,84,97,93,121,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,290,379,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,4,,6.73,9.68,,21.04,8.42,26.09,6.31,11.738889,8.222222,16.644444,1.100667,,9.376543,84.998202
US_IN_18117,2020-11-22,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,10,0,684,30,,,0,0,1,0,1,3,1,1,2,0,3,4,14,35,15,78,85,98,95,121,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,5,295,384,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-4,,10.37,6.48,6.91,19.0,9.93,29.37,6.48,7.994444,5.138889,12.077778,9.849556,,7.018519,92.48806
US_IN_18117,2020-11-23,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,13,0,697,30,,,0,0,0,0,0,1,4,1,5,1,3,4,14,35,15,79,89,99,100,122,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,6,302,390,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-14,,8.13,8.52,8.52,23.23,,37.94,8.9,5.205556,0.477778,11.022222,3.9116,,1.925926,79.093456
US_IN_18117,2020-11-24,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,11,0,708,30,,,0,0,0,0,0,4,2,2,1,1,3,4,14,35,15,83,91,101,101,123,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,6,307,396,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-15,4,8.05,,6.13,20.31,,30.27,,7.627778,2.338889,12.133333,0.0762,,2.006173,67.284509
US_IN_18117,2020-11-25,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,8,0,716,30,,,0,0,0,0,0,2,1,1,2,1,3,4,14,35,15,85,92,102,103,124,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,311,400,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-26,,7.1,8.36,7.1,20.47,,39.27,7.52,11.405556,6.627778,16.233333,15.24,,8.234568,80.498969
US_IN_18117,2020-11-26,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,2,0,718,30,,,0,0,0,0,0,0,0,0,1,0,3,4,14,35,15,85,92,102,104,124,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,312,401,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-74,,,9.08,,17.73,6.92,35.9,,10.422222,8.522222,14.85,16.227778,,7.703704,83.070733
US_IN_18117,2020-11-27,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,17,0,735,30,,,0,2,1,2,0,6,3,2,1,0,3,6,15,37,15,91,95,104,105,124,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,10,319,411,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,,,,-53,,11.97,7.43,6.6,14.45,,30.95,,9.533333,5.138889,13.516667,0.5842,,4.598765,71.242756
US_IN_18117,2020-11-28,ChIJ3cfwHtyEbogRmniKNbbQOsw,Q513092,geoId/18117,US,United States of America,IN,Indiana,18117,Orange County,US,USA,2,11,0,746,30,,,0,0,0,2,0,1,1,1,3,2,3,6,15,39,15,92,96,105,108,126,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,4,326,415,19423,9695,9728,2327,2546,2169,2104,2300,2918,2582,1649,828,1482465,38.54,-86.5,1057,77.016667,-8,,,-13,,9.47,,,19.38,,36.17,,5.633333,-0.477778,11.866667,0.762,,0.123457,67.297314
