location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13255,2020-05-10,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,0,235,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-1,32,-21,,2.05,4.34,8.69,4.71,13.64,1.69,5.67,5.79,2.41,,4.59,4.71,3.74,2.65,2.17,2.53,2.53,2.05,9.17,3.62,3.38,2.41,2.65,3.86,,5.91,2.65,1.69,,2.29,2.17,4.1,3.98,4.95,5.19,2.29,3.02,,2.9,5.79,1.69,21.96,3.86,1.81,10.86,,3.38,3.02,2.53,2.17,3.14,31.62,1.81,,2.17,2.53,2.05,3.74,8.93,,1.81,,2.65,4.59,3.5,3.62,3.14,,5.55,2.9,13.0,3.622222,23.466667,0.0,2.772222,50.039884
US_GA_13255,2020-05-11,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,2,0,237,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-3,17,-25,10,3.88,4.72,8.49,3.67,13.42,1.99,8.07,6.08,2.73,1.57,4.51,3.98,,4.4,1.78,2.73,3.15,1.47,9.54,4.4,4.82,3.25,1.68,4.09,3.88,6.5,3.67,2.1,2.41,3.15,4.09,4.72,4.19,3.77,4.93,1.89,3.98,3.15,3.46,6.71,1.68,24.54,5.35,4.19,9.23,2.73,3.67,3.77,,2.2,5.35,39.01,,1.99,1.99,2.31,2.1,5.98,9.86,1.68,2.41,,2.2,6.4,3.46,4.82,3.67,2.1,3.46,2.94,14.438272,5.41358,21.851852,0.0,2.296296,43.982443
US_GA_13255,2020-05-12,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,0,1,237,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-4,17,-29,10,4.94,3.68,9.03,2.52,13.55,2.31,7.46,5.36,2.62,3.15,4.2,3.78,2.0,2.94,,1.68,3.68,,9.56,4.2,4.1,1.68,1.47,4.52,1.78,6.62,4.52,,2.83,3.25,3.89,6.2,2.21,5.15,3.47,2.83,3.99,3.15,3.15,7.46,2.42,24.47,6.62,3.25,8.72,2.1,3.99,4.1,,2.1,3.89,35.91,1.78,,2.1,3.04,1.78,3.89,7.67,,1.78,,2.31,6.41,3.99,3.89,3.25,3.78,2.83,2.73,14.179012,6.320988,23.092593,0.0,3.339506,48.199421
US_GA_13255,2020-05-13,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,-1,0,236,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,2,20,-28,10,2.74,4.63,9.69,3.37,13.48,,7.16,6.42,3.16,2.84,6.11,3.79,2.32,3.16,1.79,1.79,2.74,,8.01,3.16,4.32,3.79,,4.95,2.11,8.01,2.42,2.0,1.9,2.84,5.58,6.32,2.63,4.21,4.53,2.32,3.79,2.0,4.0,6.53,2.74,21.7,6.42,3.69,10.22,2.63,4.11,4.84,,1.9,5.37,35.6,2.11,2.0,,2.63,2.0,3.79,7.79,1.69,2.11,,2.0,5.58,4.11,4.74,3.37,2.74,3.9,3.79,17.728395,8.611111,26.197531,0.0,10.080247,61.230657
US_GA_13255,2020-05-14,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,0,239,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,1,16,-27,8,3.08,6.05,9.98,3.29,13.91,1.8,5.73,5.42,1.49,2.23,5.52,3.82,2.87,2.87,,2.23,3.82,,9.77,3.61,4.67,4.14,2.02,3.5,3.72,7.75,4.57,,3.08,3.29,5.2,5.63,3.19,4.67,4.57,3.08,3.61,,3.19,8.6,1.91,24.32,5.2,2.65,8.92,,3.93,3.19,2.76,1.91,5.1,36.53,2.12,1.91,2.02,2.34,,4.57,7.86,1.91,2.23,2.23,3.4,7.33,3.93,4.04,4.35,2.65,2.97,3.29,20.518519,12.765432,28.092593,0.0,13.783951,65.489894
US_GA_13255,2020-05-15,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,0,3,239,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-2,18,-26,9,2.26,4.95,9.89,4.09,12.37,1.94,6.24,4.19,,3.33,3.87,2.8,,1.5,,2.04,3.23,,7.1,3.55,3.01,2.9,,2.58,2.47,5.91,3.98,,1.83,3.33,3.87,4.19,3.33,3.66,4.09,,4.62,2.37,2.69,6.56,,20.64,4.52,3.12,10.64,2.04,3.44,3.66,,2.04,5.7,30.54,1.94,2.9,,3.12,1.83,4.41,9.25,1.94,1.5,,,4.95,4.09,3.76,3.98,3.44,3.76,4.19,20.783333,14.622222,26.833333,0.0,14.033333,65.788876
US_GA_13255,2020-05-16,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,0,0,239,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-5,22,-12,4,2.63,3.94,8.24,4.78,11.58,1.67,5.97,4.18,,,6.33,3.58,1.79,2.51,,3.46,2.63,,9.07,3.46,3.58,3.1,1.79,3.82,3.22,7.52,2.39,4.3,,,4.42,4.3,3.7,2.75,5.97,,5.73,2.27,2.39,5.85,,21.96,4.66,2.75,10.27,3.34,2.75,4.66,2.27,1.91,5.25,37.24,3.22,,,2.75,1.79,3.82,9.07,,2.98,,1.79,6.33,2.63,5.61,3.7,2.51,2.98,2.75,21.679012,14.228395,29.37037,0.0,14.555556,64.117231
US_GA_13255,2020-05-17,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,0,0,239,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-4,13,-19,,4.14,3.92,10.02,4.14,12.89,,6.79,5.64,1.96,,5.07,3.92,1.84,2.42,2.19,4.38,,2.07,7.14,2.99,3.57,2.88,1.73,3.92,2.53,5.87,2.88,2.19,2.88,3.34,4.26,3.22,3.22,3.68,5.53,1.96,4.14,,2.3,5.18,2.53,19.46,4.84,2.3,10.36,3.8,3.92,4.72,2.88,2.3,5.53,39.84,,,,3.57,1.96,3.8,7.83,2.19,2.53,,1.73,5.64,6.22,4.49,3.11,2.07,4.26,,22.759259,15.04321,29.858025,0.0,16.0,65.853206
US_GA_13255,2020-05-18,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,0,242,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-3,10,-25,10,1.98,4.47,9.57,3.43,9.99,2.08,8.01,9.36,2.6,3.02,5.51,3.43,3.75,4.16,1.46,,3.23,1.66,10.92,3.23,4.16,4.99,,4.26,3.54,9.36,3.54,,2.08,2.71,4.99,3.64,3.43,4.47,4.99,,4.68,2.71,2.39,8.32,2.29,22.05,5.41,,10.4,3.12,2.71,4.47,2.91,2.39,4.68,41.82,2.18,2.18,,1.77,2.39,4.99,7.91,3.02,1.66,,2.91,7.07,4.58,5.51,2.29,1.87,2.91,3.54,21.366667,17.35,27.316667,10.922,19.177778,87.452106
US_GA_13255,2020-05-19,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,4,-1,246,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,4,18,-27,9,5.05,5.16,10.53,3.76,13.64,2.47,9.78,10.31,2.36,1.72,6.55,4.3,2.69,3.33,2.47,2.36,4.62,,9.24,2.79,3.98,3.76,2.04,3.01,2.26,9.56,2.9,,2.58,3.12,4.19,4.41,2.36,5.26,4.3,1.5,4.19,1.61,3.87,7.63,,21.59,4.83,3.76,12.03,3.87,3.44,4.08,3.01,2.15,8.16,38.35,2.15,2.15,,2.79,1.5,5.48,7.09,2.26,2.36,,3.22,6.34,3.98,5.59,4.19,2.15,3.22,2.58,20.416667,16.927778,24.761111,8.926286,16.005556,75.971606
US_GA_13255,2020-05-20,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,5,0,251,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,1,17,-28,10,3.03,6.17,8.02,2.92,12.35,1.52,6.93,7.04,,2.71,6.07,4.22,1.95,2.38,1.84,1.62,4.44,,8.56,3.14,3.68,2.92,,3.9,3.03,7.91,3.14,2.49,1.62,3.03,4.77,4.98,2.6,4.66,5.2,2.82,4.44,2.06,3.79,8.88,,25.45,5.09,2.6,10.83,3.03,3.9,4.33,,2.38,4.12,39.97,1.84,1.52,,,,3.14,9.21,,2.06,,1.84,7.15,3.47,7.04,3.58,2.82,4.33,2.06,16.080247,13.796296,22.604938,11.139714,13.648148,85.825048
US_GA_13255,2020-05-21,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,-5,0,246,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,3,17,-25,9,2.86,4.51,9.35,4.18,11.22,,7.7,6.71,2.75,3.19,5.06,3.63,2.86,2.42,2.42,,2.64,,8.47,4.07,3.96,3.63,1.65,2.31,3.52,9.02,2.75,1.76,3.08,2.64,3.63,3.85,3.3,3.08,4.07,1.87,4.4,,3.41,9.46,,22.88,5.94,3.63,10.34,3.52,3.3,3.41,1.98,3.08,4.62,37.84,2.09,2.42,1.98,,,4.84,8.69,,3.63,,,5.94,4.73,4.95,3.41,4.29,2.31,2.53,16.135802,12.049383,24.228395,2.483556,12.576389,78.394564
US_GA_13255,2020-05-22,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,4,0,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-1,14,-27,8,2.15,3.84,10.5,3.84,10.95,2.26,6.89,5.19,,1.92,4.18,4.52,2.15,2.37,,2.03,2.82,,7.34,2.71,4.29,3.27,1.92,4.29,3.95,7.68,1.92,2.15,2.6,1.69,2.82,3.95,1.69,3.61,4.29,,3.73,,3.73,8.02,2.26,21.68,5.31,2.82,10.5,4.4,4.4,4.07,,,1.58,32.75,2.15,3.16,2.26,2.26,,5.08,7.34,1.58,2.37,,2.94,4.63,4.29,4.74,2.94,2.37,1.69,3.16,22.583333,15.722222,29.661111,0.973667,17.633333,74.070352
US_GA_13255,2020-05-23,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,0,253,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-7,23,-18,2,3.42,3.93,10.78,3.42,13.19,1.9,6.97,5.96,2.41,,6.59,2.79,2.03,2.41,,2.03,3.8,,6.47,4.82,3.42,3.42,2.92,5.45,,5.71,3.42,1.77,1.9,3.17,4.18,2.79,2.92,4.57,5.58,2.54,4.06,,3.8,7.1,,16.74,4.18,2.54,11.79,3.04,3.42,3.8,,3.17,5.83,33.98,,2.41,1.77,2.28,,4.69,7.61,2.16,2.28,,2.16,6.59,2.66,3.42,4.57,2.92,2.03,3.17,23.177778,16.611111,30.588889,1.814286,18.5,75.038921
US_GA_13255,2020-05-24,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,0,0,253,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-4,12,-25,,3.8,5.4,9.08,2.7,12.51,,7.6,7.85,3.19,2.08,6.75,4.54,2.33,1.84,,4.42,2.94,,6.75,3.56,3.19,3.56,1.72,3.92,3.68,4.91,2.33,,2.45,3.56,3.56,3.56,3.43,3.19,5.52,1.84,4.29,1.72,2.33,3.56,,20.24,6.62,3.68,10.67,3.31,2.7,3.56,1.72,3.68,4.91,39.0,1.84,,,1.84,2.33,6.13,8.34,1.72,,,2.33,5.27,3.31,4.78,3.56,2.58,3.07,2.45,24.355556,18.194444,31.372222,0.381,19.244444,73.347283
US_GA_13255,2020-05-25,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,6,3,259,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-11,7,-66,17,2.26,5.6,9.29,2.02,11.67,2.02,6.31,4.64,2.26,,5.36,3.93,2.14,3.57,1.79,5.12,2.62,2.98,7.26,2.74,2.86,3.81,,3.57,4.17,7.38,2.98,1.67,,2.86,3.1,2.5,,5.36,6.07,1.79,4.53,,4.41,7.14,1.91,22.15,4.76,5.24,12.5,2.74,2.62,3.81,2.5,2.98,4.53,44.89,,2.38,,2.5,,3.33,9.76,1.91,3.1,,2.5,6.91,2.5,4.29,5.12,2.98,2.86,1.67,23.144444,18.838889,30.233333,4.354286,18.888889,77.128692
US_GA_13255,2020-05-26,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,2,262,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-6,10,-27,10,2.57,5.35,8.67,2.89,12.53,1.71,7.92,6.0,1.71,1.82,5.14,4.5,1.93,2.78,,2.89,2.89,1.71,6.85,3.75,3.43,3.96,,3.1,2.57,8.99,4.6,2.25,2.14,2.68,3.21,4.92,,4.71,6.0,,4.5,1.61,3.0,9.21,3.75,23.87,5.57,3.1,15.63,1.82,3.21,3.85,1.61,2.57,5.46,41.97,2.35,2.25,1.71,1.71,1.71,4.71,12.2,1.5,2.78,1.5,2.68,5.46,3.85,6.1,2.35,2.68,3.96,2.46,21.366667,19.461111,26.077778,3.519714,19.2,87.62722
US_GA_13255,2020-05-27,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,2,1,264,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-5,9,-28,11,3.42,4.06,9.2,3.53,10.48,2.03,7.06,5.99,3.74,3.1,5.99,4.28,2.25,3.0,,2.25,3.64,,6.2,3.53,3.53,4.17,,4.06,2.89,9.41,2.67,,3.21,2.78,3.85,3.53,2.03,4.17,3.21,,3.64,1.6,3.96,8.66,,21.6,6.42,3.53,9.95,2.57,2.25,3.85,,2.35,4.06,39.46,,3.42,2.35,2.14,,4.6,8.88,1.5,,,3.74,6.52,3.85,5.03,2.67,2.46,3.1,2.03,20.861111,19.583333,23.727778,5.406571,19.0,89.242948
US_GA_13255,2020-05-28,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,1,267,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,2,16,-26,10,3.52,3.19,9.36,4.18,12.0,2.42,9.91,4.4,2.2,3.3,3.74,4.62,,2.42,2.2,2.31,3.08,2.31,6.71,4.51,3.19,3.96,,4.18,,8.37,4.73,2.09,2.31,2.09,4.29,2.97,2.53,4.95,3.85,,4.29,,4.62,7.59,,22.23,4.73,3.08,11.12,,4.4,4.51,,2.09,6.82,37.75,,2.53,1.87,3.52,,2.64,11.56,1.76,1.87,,2.31,3.96,4.62,5.5,3.08,2.97,3.85,2.31,22.761111,18.894444,29.294444,10.795,19.611111,81.980201
US_GA_13255,2020-05-29,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,8,0,275,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-2,12,-25,9,3.49,3.83,9.56,3.49,11.93,1.57,6.87,4.5,2.7,,3.26,3.71,1.57,2.48,,3.49,2.93,,6.08,2.48,2.25,3.38,1.8,4.16,2.25,11.03,3.15,,1.91,2.48,3.83,3.94,2.25,4.05,4.5,1.91,5.4,2.36,2.03,6.75,2.03,21.04,7.88,2.7,7.99,1.8,3.49,5.63,,1.91,4.73,37.14,2.48,,,1.91,1.69,5.29,9.34,1.91,,,3.04,7.2,5.85,6.08,,1.8,3.15,2.59,23.816667,19.555556,29.111111,3.01625,20.049383,79.038832
US_GA_13255,2020-05-30,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,0,0,275,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-5,18,-5,3,1.97,4.19,6.78,2.96,12.2,1.73,5.18,3.58,1.73,,3.7,3.45,2.22,1.85,,2.71,3.58,2.71,7.27,3.58,2.46,3.21,1.73,3.21,1.97,6.53,2.46,1.85,,2.83,4.81,2.96,2.34,2.59,4.56,,4.68,1.85,3.08,5.55,1.85,21.82,5.05,2.1,11.22,1.73,2.22,4.31,2.22,2.1,3.33,32.91,2.34,,,2.71,,5.05,9.24,2.71,,,,5.55,5.79,4.56,3.33,2.46,2.1,1.73,24.311111,18.866667,30.15,2.088444,18.433333,69.828755
US_GA_13255,2020-05-31,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,0,1,275,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-4,13,-18,,4.48,4.48,5.93,2.9,12.83,,6.41,5.57,,2.3,5.45,3.27,3.15,3.15,1.94,1.69,2.66,1.81,5.45,,1.81,3.63,,2.78,1.94,7.62,3.02,1.94,2.18,3.75,3.87,,,3.87,3.87,1.94,3.87,,2.42,6.05,1.81,17.06,4.72,,9.2,,3.02,2.42,2.3,2.9,2.66,36.06,3.63,2.66,1.69,2.9,,4.48,6.9,1.94,1.94,,2.18,5.32,4.24,2.9,3.63,1.81,2.54,2.66,23.272222,15.85,29.711111,0.0,15.161111,60.474879
US_GA_13255,2020-06-01,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,2,0,277,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,10,19,-23,7,3.21,4.32,8.09,4.21,10.98,,7.43,5.77,2.33,2.88,5.66,3.99,,3.88,2.66,3.33,3.33,2.11,7.43,3.1,2.0,3.99,2.55,3.77,2.22,6.32,3.55,,2.99,2.55,3.99,4.21,1.55,4.1,3.44,1.55,3.99,1.55,3.1,7.21,1.66,21.95,5.1,3.77,8.21,2.44,3.44,4.77,1.66,,5.66,36.81,,2.0,1.55,2.22,3.21,5.32,9.09,,2.77,,,5.99,3.88,3.66,2.77,3.33,4.99,2.55,22.961111,16.322222,29.238889,0.0,15.177778,61.815745
