location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13255,2021-04-12,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,2,0,6043,185,,,0,0,1,0,0,0,1,0,0,0,78,65,206,685,589,593,631,488,352,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,34,43,50,0,0,0,1,0,0,0,0,1,0,3,1,4,30,29,45,74,89,79,66,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,9,4,-17,3,2.88,5.66,8.54,2.69,15.74,1.92,7.58,4.8,2.02,4.22,6.05,4.03,2.69,2.88,1.54,2.02,3.65,,8.26,3.46,5.28,3.17,2.02,5.18,2.69,10.85,4.51,2.02,2.4,3.36,4.61,2.21,1.92,2.3,4.13,3.26,2.02,1.44,3.07,9.6,2.4,22.56,5.09,3.17,8.35,2.3,5.09,2.88,1.92,2.69,5.66,36.76,2.11,1.63,1.34,1.54,2.69,3.84,7.1,1.34,,1.63,1.44,8.06,5.86,4.8,2.98,3.07,4.03,,18.277778,8.777778,28.395062,0.0,5.765432,44.101217
US_GA_13255,2021-04-13,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,11,0,6054,185,,,0,0,0,1,0,0,0,0,0,1,78,65,206,686,589,593,631,488,352,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,34,43,50,0,0,0,0,0,1,0,1,0,0,3,1,4,30,29,46,74,90,79,66,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,8,4,-18,4,2.84,4.74,7.02,2.94,16.21,2.46,9.77,4.27,2.37,4.08,7.3,3.13,,3.6,,,3.13,1.33,9.96,4.65,4.83,,1.33,4.65,1.52,8.53,3.89,1.33,2.37,2.75,5.21,3.98,1.71,4.27,3.89,3.6,3.13,2.27,2.09,8.06,1.9,20.76,6.92,2.18,6.64,3.6,2.65,2.75,3.89,2.56,6.16,38.59,2.09,1.71,3.32,1.8,3.13,3.89,5.4,2.09,1.99,1.8,3.13,6.54,4.17,4.83,3.79,3.13,3.22,1.9,20.32716,9.395062,29.845679,0.0,7.617284,44.178907
US_GA_13255,2021-04-14,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,13,0,6067,185,,,0,0,0,2,1,0,1,1,1,0,78,65,206,688,590,593,632,489,353,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,34,43,50,0,0,0,0,0,0,0,0,0,1,3,1,4,30,29,46,74,90,79,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,4,5,-20,4,2.82,3.85,9.3,2.82,17.47,2.63,9.48,7.7,3.29,3.48,6.1,2.82,,3.29,1.97,2.25,3.19,,7.98,3.0,4.04,3.85,1.97,3.38,2.54,7.89,4.04,2.07,3.0,3.66,3.38,3.38,2.16,4.23,3.1,4.6,4.51,2.25,2.72,11.83,2.16,19.07,4.7,2.25,8.45,3.66,3.0,3.94,3.1,1.88,5.82,36.63,1.6,1.31,,2.63,3.1,3.0,6.01,1.97,1.78,1.97,2.63,4.79,5.07,4.32,3.38,3.1,3.38,1.88,19.135802,10.882716,28.611111,0.042333,9.58642,54.482036
US_GA_13255,2021-04-15,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,13,0,6080,185,,,0,0,1,0,2,1,3,2,0,0,78,65,207,688,592,594,635,491,353,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,34,43,50,0,0,0,0,0,1,1,1,0,0,3,1,4,30,29,47,75,91,79,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,3,5,-17,3,2.75,5.32,7.41,3.42,16.24,2.94,7.6,5.89,2.56,3.04,4.18,3.8,1.61,1.9,1.42,1.52,3.23,1.42,8.45,3.32,4.08,2.37,1.99,4.84,2.18,8.74,5.32,1.33,3.04,,5.41,3.99,1.9,3.99,3.99,2.66,3.89,2.09,2.66,9.59,1.61,22.03,6.08,2.47,7.41,2.09,4.56,2.18,2.18,2.37,6.74,36.94,1.52,1.42,1.99,3.13,2.47,3.61,6.74,1.71,2.56,1.9,3.04,5.51,3.61,4.18,2.47,3.42,4.18,1.42,17.648148,12.432099,25.012346,0.254,11.320988,66.567423
US_GA_13255,2021-04-16,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,15,0,6095,185,,,0,0,0,1,5,3,3,2,1,0,78,65,207,689,597,597,638,493,354,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,34,43,50,0,0,1,0,0,0,1,0,1,0,3,1,5,30,29,47,76,91,80,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-2,-5,-18,3,1.79,4.11,7.06,3.06,14.34,2.21,7.38,4.22,2.53,2.53,5.59,4.0,2.53,2.85,3.79,1.9,3.58,2.21,8.96,4.43,4.43,3.69,2.21,4.32,2.85,7.8,3.37,,2.85,2.0,4.95,3.16,3.79,4.32,2.95,3.79,4.43,1.69,2.74,10.65,,19.61,6.43,3.58,8.01,3.9,3.79,4.74,2.32,2.53,5.06,39.53,2.0,,,2.63,2.0,3.58,7.27,1.9,1.79,,3.37,5.9,5.27,5.9,3.9,2.53,1.69,2.0,14.41358,9.216049,20.37037,0.0,2.493827,44.734871
US_GA_13255,2021-04-17,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,19,1,6114,186,,,0,0,2,0,3,4,2,1,0,0,78,65,209,689,600,601,640,494,354,219,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,1,0,0,3,1,5,30,29,47,76,92,80,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-3,0,-7,0,3.13,3.85,9.39,3.01,13.97,2.53,6.38,5.3,1.81,3.01,4.58,4.58,1.81,2.17,1.93,2.77,1.93,3.61,10.24,3.97,4.58,4.7,,2.77,2.53,8.31,3.49,1.69,2.41,3.01,4.46,3.13,3.49,3.13,4.7,1.93,5.18,1.93,2.77,6.74,,17.7,4.21,3.13,9.88,2.29,3.85,5.78,1.81,2.77,5.06,36.61,2.53,1.69,,2.17,2.29,2.53,5.9,1.69,,,2.65,4.82,3.49,3.13,2.89,2.65,3.61,2.53,16.049383,10.037037,22.469136,0.084667,7.067901,55.64192
US_GA_13255,2021-04-18,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,9,0,6123,186,,,0,0,2,0,0,1,2,1,1,0,78,65,211,689,600,602,642,495,355,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,0,0,0,3,1,5,30,29,47,76,92,80,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,4,2,-11,0,2.59,5.53,6.48,1.88,16.6,1.77,5.42,6.83,2.12,3.42,4.95,3.06,,2.0,2.71,2.0,1.88,1.88,8.95,4.36,5.65,,1.88,4.12,2.47,7.89,4.24,,2.0,3.06,4.71,2.47,2.0,3.42,4.71,3.53,3.77,,1.88,8.83,,19.78,5.65,2.94,9.54,3.65,2.71,4.0,,2.12,6.24,36.86,1.77,,1.88,2.59,3.06,4.95,6.24,2.24,3.06,2.59,1.65,6.0,5.3,4.71,3.06,3.3,3.65,2.71,16.561728,10.111111,22.654321,0.0,5.839506,49.309695
US_GA_13255,2021-04-19,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,0,6126,186,,,0,0,1,1,0,1,0,0,1,0,78,65,212,690,600,603,642,495,356,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,0,0,0,3,1,5,30,29,47,76,92,80,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,5,0,-15,3,2.17,3.69,6.43,2.55,17.69,3.4,7.28,5.67,1.61,4.54,5.2,3.22,2.84,2.65,1.8,2.55,2.74,,10.59,2.74,7.19,2.55,1.51,4.82,1.89,7.95,3.88,1.89,3.5,2.65,3.5,3.78,2.93,4.63,4.45,3.69,4.92,2.08,3.03,7.57,,24.5,6.15,2.37,8.04,2.65,4.82,5.01,2.17,2.27,5.77,40.77,2.74,1.51,1.32,,2.37,3.4,6.91,1.89,2.08,1.89,1.8,5.86,3.31,5.86,3.31,3.5,2.55,1.99,15.895062,9.376543,22.333333,0.0,5.12963,48.903361
US_GA_13255,2021-04-20,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,5,0,6131,186,,,0,0,1,1,0,1,0,0,1,0,78,65,213,691,600,604,642,495,357,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,1,0,0,0,3,1,5,30,29,47,77,92,80,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,3,4,-16,4,2.77,6.1,8.01,2.29,15.16,2.67,7.92,5.34,2.29,4.48,4.67,2.48,1.91,2.58,,2.1,2.58,1.33,8.39,2.67,4.77,3.62,2.58,3.91,2.38,8.11,3.81,1.43,1.62,1.53,4.67,3.53,2.86,5.15,3.91,3.15,3.91,2.19,3.62,7.92,2.48,22.8,5.44,3.34,7.73,1.43,4.39,4.86,2.67,2.1,6.01,34.05,2.29,1.33,1.62,1.43,2.1,4.1,7.54,,1.43,1.81,2.19,6.77,4.2,6.1,2.86,3.05,2.77,1.72,15.944444,8.802469,24.104938,0.0,6.240741,52.884177
US_GA_13255,2021-04-21,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,10,0,6141,186,,,0,0,0,2,0,3,2,0,1,0,78,65,213,693,600,607,644,495,358,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,0,1,0,3,1,5,30,29,47,77,92,81,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,4,3,-17,4,2.87,5.07,6.98,2.1,15.0,2.58,8.98,3.92,2.29,3.06,6.59,4.87,2.29,2.68,,1.62,3.15,,8.31,1.91,5.35,3.44,4.01,3.06,,8.31,4.21,1.82,2.96,3.54,3.82,2.68,2.2,3.35,3.92,2.68,4.49,2.2,2.48,8.6,1.34,19.02,5.07,3.15,7.07,3.15,4.01,4.49,2.01,2.48,5.26,36.41,1.82,2.58,2.2,3.25,1.72,3.82,7.36,,1.72,,2.2,4.68,4.21,4.49,2.87,3.73,3.82,2.1,13.598765,9.055556,21.17284,0.0,4.320988,53.66112
US_GA_13255,2021-04-22,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,15,0,6156,186,,,0,0,0,1,3,1,0,0,1,0,78,65,213,694,603,608,644,495,359,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,1,1,0,3,1,5,30,29,47,77,93,82,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,0,1,-17,4,2.94,4.61,8.04,3.73,14.9,2.35,6.96,4.51,2.06,2.75,4.21,2.45,1.96,2.45,,,3.14,,7.45,3.92,5.1,2.75,2.06,4.41,3.23,7.84,3.73,,2.84,2.55,3.82,3.33,2.55,3.23,4.71,3.92,5.0,,3.04,7.16,2.35,22.74,6.08,2.55,7.55,1.96,3.14,3.92,,,5.88,34.02,2.06,,2.75,2.55,2.35,2.45,6.86,1.67,,2.06,1.57,5.39,5.0,4.41,3.23,3.23,2.75,,9.283951,0.87037,17.462963,0.0,-3.722222,39.919039
US_GA_13255,2021-04-23,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,14,0,6170,186,,,0,0,0,5,2,1,1,1,0,0,78,65,213,699,605,609,645,496,359,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,1,0,0,0,0,3,1,5,30,29,48,77,93,82,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-4,-1,-15,2,1.69,2.38,7.53,2.38,13.68,2.28,8.13,3.67,,3.67,4.86,4.86,2.08,1.59,,1.98,2.48,,8.52,4.86,4.56,2.97,2.18,3.27,,7.83,2.68,,3.47,2.38,4.46,3.17,2.58,4.36,3.67,2.77,3.77,1.78,2.28,7.93,1.88,20.62,3.87,2.68,6.14,2.38,4.06,3.87,1.39,,5.05,32.11,2.38,1.88,,2.58,1.88,2.97,6.54,,1.78,,1.59,4.26,4.66,3.96,2.68,2.68,3.47,1.88,11.783951,2.222222,21.166667,0.0,1.722222,50.363076
US_GA_13255,2021-04-24,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,9,0,6179,186,,,0,0,0,3,1,1,1,0,0,0,78,65,213,702,606,610,646,496,359,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,0,0,0,3,1,5,30,29,48,77,93,82,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-15,-6,-10,6,2.74,4.0,9.38,3.2,13.03,,6.63,5.72,2.97,2.63,5.03,3.77,3.54,3.66,,1.83,3.66,1.72,10.75,3.77,6.97,4.12,1.94,3.32,2.06,8.12,4.46,,2.06,2.17,4.23,4.57,3.54,4.12,5.83,4.12,4.46,2.06,3.2,5.95,,14.86,3.89,2.06,8.23,1.6,3.32,2.86,2.06,2.17,4.34,37.84,,1.94,,2.74,2.52,2.86,6.97,1.83,,2.17,1.83,5.03,4.8,4.46,2.52,2.97,1.72,2.97,16.685185,9.814815,25.166667,8.382,10.845679,68.616707
US_GA_13255,2021-04-25,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,9,0,6188,186,,,0,2,0,1,2,1,1,1,1,0,78,67,213,703,608,611,647,497,360,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,0,0,0,3,1,5,30,29,48,77,93,82,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,1,2,-9,0,3.1,5.25,9.19,3.7,13.12,,7.75,4.41,,2.74,5.13,5.13,2.5,1.67,,,2.86,1.67,10.26,3.46,5.73,3.34,2.86,3.94,2.86,7.87,4.41,,1.67,2.03,3.82,3.82,2.15,4.29,4.65,3.58,4.06,,3.58,7.04,,19.32,4.41,3.1,9.66,2.62,3.34,3.58,2.74,3.1,4.53,39.37,2.5,1.91,2.15,1.91,2.27,4.41,7.99,,2.15,2.27,2.03,6.08,4.65,4.89,4.41,2.62,2.74,3.22,16.685185,11.790123,23.851852,36.491333,11.055556,69.488243
US_GA_13255,2021-04-26,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,2,0,6190,186,,2307,0,0,0,0,2,0,0,0,1,0,78,67,213,703,610,611,647,497,361,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,0,0,0,3,1,5,30,29,48,77,93,82,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,3,4,-15,3,2.72,4.51,8.45,3.29,14.46,2.07,8.17,5.07,2.82,4.98,5.92,4.04,3.29,3.1,1.5,1.5,2.44,,7.98,2.35,4.51,2.82,2.07,4.13,2.72,9.11,2.35,,2.25,2.54,5.35,3.29,1.6,4.13,4.32,3.0,4.51,2.72,3.29,8.73,2.54,20.28,4.22,1.88,8.36,3.47,3.19,4.51,2.72,2.16,4.98,37.28,2.35,1.69,1.69,2.16,2.63,3.38,7.61,,,1.88,3.0,6.01,3.57,5.45,2.91,2.07,3.94,2.44,17.488889,9.894444,25.794444,0.0,8.911111,57.556239
US_GA_13255,2021-04-27,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,10,0,6200,186,4,2311,0,0,0,1,2,0,2,0,0,0,78,67,213,704,612,611,649,497,361,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,1,0,0,0,0,0,3,1,5,30,30,48,77,93,82,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,0,3,-18,4,3.03,5.78,8.05,3.22,14.69,3.51,7.68,6.07,1.99,4.64,5.78,5.4,3.32,2.75,,,3.41,2.18,9.1,3.51,5.02,2.94,2.94,3.88,1.71,9.0,4.17,,2.27,2.08,4.83,3.32,1.9,5.69,3.03,3.32,4.08,1.52,2.84,9.95,1.9,20.28,5.5,2.18,8.43,2.84,4.64,3.03,2.37,1.61,5.78,36.29,1.71,1.8,1.9,2.65,2.27,4.08,8.34,2.84,3.13,,1.52,5.31,5.4,4.55,3.79,3.51,3.98,2.18,19.583333,10.288889,27.461111,0.0,13.394444,67.759512
US_GA_13255,2021-04-28,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,11,0,6211,186,28,2339,0,0,0,3,0,2,0,1,0,0,78,67,213,707,612,613,649,498,361,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,35,43,50,0,0,0,0,0,0,0,0,1,0,3,1,5,30,30,48,77,93,83,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,5,0,-17,3,2.66,3.8,7.51,2.66,15.96,3.99,9.69,6.56,2.19,3.33,5.89,3.99,,2.85,2.47,1.43,4.37,1.43,8.65,2.19,6.94,3.04,1.9,5.32,1.8,10.55,2.75,1.8,2.75,2.28,4.37,2.85,2.0,4.66,4.94,3.99,3.61,,3.13,8.55,2.0,21.28,6.18,3.8,8.84,2.94,4.37,3.9,2.0,2.94,4.56,39.33,2.0,2.94,1.8,4.18,1.71,4.37,7.41,1.43,2.66,1.33,2.19,6.75,5.04,6.18,2.47,3.71,3.04,1.61,21.644444,14.516667,28.122222,0.0,15.483333,68.292046
US_GA_13255,2021-04-29,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,3,2,6214,188,42,2381,0,0,0,0,1,0,1,0,1,0,78,67,213,707,613,613,650,498,362,219,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,16,36,44,50,0,0,0,0,0,0,0,0,0,0,3,1,5,30,30,48,77,93,83,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,0,3,-18,4,3.22,3.03,5.5,3.22,14.21,2.65,7.2,5.69,2.08,4.17,5.12,3.22,1.8,4.17,1.99,2.56,2.08,,8.34,3.13,4.74,2.18,2.27,5.12,1.99,7.39,4.93,2.18,3.51,3.41,3.03,3.22,3.03,4.74,4.17,3.7,4.83,1.8,3.13,8.72,,20.0,6.54,2.56,8.91,3.41,3.7,4.93,2.08,2.56,6.07,37.81,1.99,,2.27,2.18,2.27,4.17,6.35,1.9,,1.61,2.56,6.63,4.08,3.6,2.18,3.22,2.56,1.9,21.227778,16.572222,27.088889,0.0,16.116667,72.757027
US_GA_13255,2021-04-30,ChIJIetGkwWN9IgRwEJTaAORaAs,Q503486,geoId/13255,US,United States of America,GA,Georgia,13255,Spalding County,US,USA,2,7,0,6221,188,30,2411,1,2,0,1,1,1,0,0,0,1,79,69,213,708,614,614,650,498,362,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,36,44,50,0,0,0,1,0,0,0,0,0,0,3,1,5,31,30,48,77,93,83,67,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,65358,31437,33921,8496,8411,8670,8093,7741,8454,7896,5221,2376,1028124,33.26,-84.28,517,73.558333,-2,-1,-17,2,2.98,2.88,6.5,3.2,13.0,3.09,7.99,6.61,1.49,2.77,4.37,4.37,,2.24,,2.66,3.3,1.81,8.63,3.2,5.01,2.56,1.81,3.52,2.13,9.69,2.56,,2.13,3.09,4.47,3.09,2.13,3.3,3.2,2.24,4.16,1.7,2.66,8.84,,19.81,5.11,1.6,9.27,,4.58,3.94,2.24,2.24,4.69,37.5,2.77,1.6,,3.09,2.24,4.37,6.61,2.24,,1.7,2.24,7.46,4.16,4.9,3.94,1.92,4.05,2.45,20.911111,17.038889,25.127778,0.5715,13.383333,62.169526
