location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AZ_04001,2020-01-01,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,6.84,14.76,6.48,8.64,9.72,,5.04,,23.41,12.96,,8.28,,,,,5.4,6.12,5.4,22.69,6.48,9.0,,,,40.33,,5.76,,,5.04,-5.172222,-12.083333,4.55,0.0,165.1,-9.644444,71.073166
US_AZ_04001,2020-01-02,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,5.48,11.93,4.51,10.32,9.35,6.45,4.51,5.8,16.45,12.58,4.51,13.87,,,5.16,6.77,5.8,7.09,,19.35,4.84,5.16,5.16,5.48,4.51,45.8,,,5.8,6.77,,-1.216667,-8.461111,4.5,0.649111,163.83,-5.905556,71.173137
US_AZ_04001,2020-01-03,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,8.34,9.94,7.06,8.66,7.7,,5.77,4.49,22.77,13.47,,8.02,,5.45,,6.09,,4.49,8.98,29.19,9.3,6.74,,4.81,6.74,43.62,6.42,7.7,5.77,7.7,7.06,-3.622222,-10.794444,5.661111,0.0508,149.86,-10.0,62.662107
US_AZ_04001,2020-01-04,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,9.12,12.76,8.02,8.39,6.2,6.2,6.56,,22.97,11.67,5.83,6.93,,5.11,9.12,,5.83,6.2,6.2,26.99,5.11,6.93,,7.66,,37.2,5.47,8.02,5.47,,,-1.472222,-10.572222,9.877778,0.0,248.92,-7.794444,62.781005
US_AZ_04001,2020-01-05,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,6.31,17.52,5.96,9.46,5.96,8.76,,5.96,23.12,15.07,5.25,8.76,,,5.96,5.96,6.66,,5.25,28.73,6.31,8.41,,4.91,,40.64,7.71,7.36,6.31,4.91,,-0.061111,-8.355556,12.005556,0.0,231.14,-7.355556,58.588338
US_AZ_04001,2020-01-06,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,4.58,6.87,4.07,9.93,7.38,4.07,4.58,,18.08,10.95,6.87,8.4,5.6,6.11,,4.07,5.09,5.6,5.09,27.5,7.38,6.11,5.09,5.6,4.58,39.46,6.11,8.91,5.86,4.84,,0.822222,-8.122222,11.366667,0.0,,-8.138889,52.022819
US_AZ_04001,2020-01-07,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,3.41,7.3,4.62,8.28,6.08,4.62,6.08,4.38,14.6,8.76,4.38,8.76,4.87,6.33,,4.14,,5.35,6.08,28.23,5.35,4.62,,5.11,6.57,36.26,,7.06,6.82,5.11,6.57,-1.905556,-9.716667,8.438889,0.0,180.34,-10.138889,55.117688
US_AZ_04001,2020-01-08,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,5.45,7.35,5.45,6.88,5.93,5.93,4.98,3.56,14.46,8.77,4.27,9.96,4.98,,3.79,,4.74,,4.5,34.62,5.93,7.82,3.56,4.27,3.32,36.28,6.4,14.23,6.16,5.45,5.93,-0.25,-8.766667,10.183333,0.0,180.34,-9.138889,51.928317
US_AZ_04001,2020-01-09,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,4.81,8.47,6.18,8.7,7.78,6.18,6.18,3.43,12.82,6.87,3.43,10.99,,,3.89,3.43,4.58,4.12,6.64,35.72,6.18,4.58,3.89,,3.66,35.72,5.04,14.65,5.72,4.81,3.21,0.75,-7.683333,9.627778,0.0,149.86,-8.288889,51.519668
US_AZ_04001,2020-01-10,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,4.92,7.5,6.21,6.99,6.47,6.21,4.4,3.88,12.94,9.31,5.95,11.12,,,,3.62,4.14,,4.66,25.35,6.99,10.09,,,4.14,33.63,,8.28,3.88,7.5,4.66,-2.038889,-8.727778,4.655556,3.265714,90.17,-6.2,73.301318
US_AZ_04001,2020-01-11,ChIJ-WDLw6lhJYcRcrSQ4ttk6sE,Q58771,geoId/04001,US,United States of America,AZ,Arizona,04001,Apache County,US,USA,2,,,,,,,71545,35313,36232,10424,11415,9779,8102,7680,9250,7839,4759,2297,1832179,35.423889,-109.4425,29056,75.74375,,,,,,,,6.6,,7.7,9.54,8.44,6.97,,20.91,10.27,5.5,5.5,,,8.44,8.8,6.97,,9.54,27.88,6.97,6.97,,,,38.52,,8.8,9.17,5.87,5.87,-4.466667,-13.011111,6.727778,0.0508,279.4,-12.15,55.673377
