location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WY_56031,2020-01-01,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,,20.93,1.174603,-4.031746,4.301587,0.0,40.64,-6.920635,55.070948
US_WY_56031,2020-01-02,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,25.08,26.27,-0.698413,-5.563492,4.365079,0.0,30.48,-6.349206,65.83642
US_WY_56031,2020-01-03,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,35.85,37.01,-1.849206,-7.873016,4.611111,0.0,,-8.420635,61.02039
US_WY_56031,2020-01-04,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,,27.3,3.0,-6.230159,11.412698,0.0,,-5.888889,52.479597
US_WY_56031,2020-01-05,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,22.02,39.16,0.34127,-5.619048,11.468254,0.0,,-9.071429,49.508179
US_WY_56031,2020-01-06,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,21.52,25.82,-1.590278,-6.013889,3.090278,0.0,,-9.968254,54.510289
US_WY_56031,2020-01-07,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,29.18,39.24,1.798611,-6.319444,8.361111,0.0,,-8.333333,45.789827
US_WY_56031,2020-01-08,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,28.14,31.39,2.1875,-4.180556,10.340278,0.0,,-8.007937,48.292476
US_WY_56031,2020-01-09,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,21.26,31.89,-0.548611,-6.493056,8.083333,0.0,,-9.634921,50.72617
US_WY_56031,2020-01-10,ChIJOSq_r9fXZYcROriCFM_N0S4,Q490512,geoId/56031,US,United States of America,WY,Wyoming,56031,Platte County,US,USA,2,,,,,,,8541,4318,4223,939,936,788,903,894,1283,1328,945,525,289324,42.13,-104.96,5467,78.95,,,,,21.8,28.02,-5.981481,-11.567901,2.32716,0.338667,30.48,-11.006944,68.185902
