location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37009,2020-01-01,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,,7.24,6.91,8.23,4.61,6.58,18.1,11.52,,10.2,,7.24,5.92,4.94,8.23,26.32,5.59,5.59,,5.26,43.1,4.61,,8.88,,3.772222,0.627778,8.011111,0.0,,-3.366667,60.580454
US_NC_37009,2020-01-02,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,7.13,7.13,6.48,4.54,7.78,7.46,25.29,16.53,5.83,11.02,5.83,4.86,6.48,4.86,10.37,24.64,6.48,5.19,,4.86,48.62,5.83,6.48,,,2.666667,-1.283333,8.222222,0.85725,,-1.85,72.765249
US_NC_37009,2020-01-03,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,5.5,7.11,11.31,7.43,,10.02,17.13,8.4,,7.43,5.82,,8.08,6.46,5.5,19.4,7.11,8.73,6.79,7.43,50.1,4.53,8.08,,,8.033333,2.544444,11.294444,14.31925,,7.533333,96.678559
US_NC_37009,2020-01-04,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,8.21,10.95,14.03,6.16,8.55,10.61,21.21,13.0,5.82,7.87,5.13,,5.47,6.16,7.53,24.29,,8.89,,,47.55,5.47,8.21,,,9.638889,2.411111,13.216667,8.41375,,7.888889,88.982878
US_NC_37009,2020-01-05,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,6.21,10.69,11.03,10.34,9.31,8.96,16.89,19.65,4.83,8.27,4.83,6.21,6.55,,8.96,28.62,8.27,8.96,,5.52,42.41,5.86,9.31,5.52,5.17,1.688889,-1.066667,8.627778,2.060222,,-4.588889,64.05484
US_NC_37009,2020-01-06,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,,,11.47,5.44,10.57,7.55,17.52,13.59,6.95,9.06,5.13,5.44,5.74,5.13,8.46,25.37,9.36,6.04,5.74,6.95,35.33,4.83,,4.83,,3.538889,-1.627778,9.911111,0.0,,-5.111111,53.660858
US_NC_37009,2020-01-07,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,5.38,7.27,5.69,6.32,8.54,6.32,18.97,11.38,4.74,7.9,6.01,7.27,4.43,4.74,12.33,28.46,10.75,8.22,,6.64,49.01,,7.9,6.64,4.43,2.261111,-1.761111,8.222222,2.31775,,-3.755556,64.907917
US_NC_37009,2020-01-08,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,6.98,6.4,9.02,6.98,5.53,5.53,15.71,10.47,,13.97,4.07,7.57,5.24,4.95,8.15,25.02,9.31,6.4,4.37,6.69,38.7,,8.15,6.69,6.4,4.077778,-0.644444,9.527778,1.7272,,-5.744444,50.053738
US_NC_37009,2020-01-09,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,4.52,8.13,9.64,8.13,9.34,8.13,17.17,7.23,5.12,11.75,4.52,5.42,,,9.94,33.74,6.93,4.22,,7.23,43.68,6.33,6.03,9.34,,4.15,-2.066667,11.722222,0.0,,-4.9,52.154001
US_NC_37009,2020-01-10,ChIJn-fwseqsUYgR8RvxLwZRnXU,Q491626,geoId/37009,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2,,,,,,,26787,13175,13612,2502,2770,2491,2756,3258,4054,4438,3008,1510,2528673,36.43,-81.5,1105,77.483333,,,,,,7.26,7.55,5.81,6.97,4.94,13.07,6.97,,10.75,,5.81,,7.55,6.68,27.89,,4.65,5.81,9.88,32.25,5.81,6.39,9.3,,8.405556,2.611111,12.883333,0.0,,1.744444,63.618009
