location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53055,2020-01-11,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,,,15.75,11.25,22.5,,40.5,,6.361111,3.644444,7.444444,2.38125,10.16,4.37037,87.062125
US_WA_53055,2020-01-12,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,13.78,,,13.02,18.38,14.55,40.58,,4.677778,3.183333,6.461111,2.63525,10.16,2.506173,85.673262
US_WA_53055,2020-01-13,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,14.83,,18.87,,14.83,,43.8,,-2.027778,-4.733333,4.055556,4.47675,60.96,-5.012346,79.053789
US_WA_53055,2020-01-14,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,10.41,12.37,,10.41,,16.92,,39.05,,-5.155556,-6.05,-1.8,0.03175,,-8.228395,79.071114
US_WA_53055,2020-01-15,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,,,,,28.18,,37.07,12.61,-2.461111,-5.044444,0.977778,2.8575,,-3.932099,90.379161
US_WA_53055,2020-01-16,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,11.0,,,10.31,,32.31,,37.81,,3.705556,-2.75,6.016667,2.3495,,0.271605,78.917209
US_WA_53055,2020-01-17,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,11.3,,14.62,11.96,18.61,,45.2,13.96,1.455556,-0.738889,5.361111,0.056444,78.74,-1.080247,83.738335
US_WA_53055,2020-01-18,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,23.55,,,,22.08,,58.15,,5.0,2.338889,7.966667,0.127,,2.197531,82.556837
US_WA_53055,2020-01-19,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,17.41,,15.24,11.61,34.1,,55.87,12.34,7.916667,5.455556,9.55,0.0635,10.16,5.524691,85.776869
US_WA_53055,2020-01-20,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,10.49,,14.68,,,27.97,,42.65,,8.766667,6.627778,10.805556,0.254,,5.493827,81.083573
US_WA_53055,2020-01-21,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,9.63,9.63,,17.98,10.27,39.16,,55.21,,8.266667,6.661111,10.544444,0.22225,10.16,5.240741,81.740128
US_WA_53055,2020-01-22,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,14.25,10.36,14.89,,30.44,,52.45,,6.894444,6.144444,7.994444,4.445,,5.444444,90.751993
US_WA_53055,2020-01-23,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,17.47,,24.86,19.49,31.58,,51.07,14.11,8.622222,6.522222,10.483333,6.6675,,7.592593,93.812342
US_WA_53055,2020-01-24,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,15.42,20.33,22.43,17.53,26.64,,49.08,10.52,9.327778,7.522222,11.022222,4.191,,8.201389,92.818187
US_WA_53055,2020-01-25,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,12.11,12.87,22.71,24.98,37.1,,33.31,,8.0,6.327778,10.044444,2.032,10.16,6.679012,91.658614
US_WA_53055,2020-01-26,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,18.68,,26.46,,43.58,,42.8,,8.672222,7.305556,10.922222,0.395111,,6.469136,86.356753
US_WA_53055,2020-01-27,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,,12.48,28.91,13.8,37.45,9.86,42.71,,7.716667,5.794444,10.405556,0.41275,10.16,5.401235,85.455815
US_WA_53055,2020-01-28,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,9.73,10.38,,26.6,,50.6,,38.27,,7.25,5.727778,8.95,4.191,,5.864198,91.213777
US_WA_53055,2020-01-29,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,11.58,12.94,25.88,14.3,41.54,,31.32,11.58,7.872222,6.538889,9.677778,3.1115,,6.583333,92.042426
US_WA_53055,2020-01-30,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,,12.3,32.13,18.46,49.22,,38.96,,6.555556,4.3,9.616667,0.762,,4.808642,88.671825
US_WA_53055,2020-01-31,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,16.76,,26.82,12.74,37.54,,44.91,,8.927778,6.527778,12.111111,10.4775,10.16,7.814815,93.130071
US_WA_53055,2020-02-01,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,15.79,,17.37,,34.74,,41.05,,9.566667,6.983333,12.711111,23.71725,,6.419753,81.058453
US_WA_53055,2020-02-02,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,11.82,,,14.97,11.82,25.21,,44.12,,3.679012,1.45679,8.314815,0.254,,0.5,79.894679
US_WA_53055,2020-02-03,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,14.13,14.13,10.1,18.17,14.13,38.36,,43.74,11.44,3.077778,0.933333,5.388889,1.04775,10.16,-0.475309,77.878856
US_WA_53055,2020-02-04,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,13.8,,18.4,13.15,23.66,,42.07,,2.055556,0.144444,4.55,1.36525,10.16,-0.5,83.214029
US_WA_53055,2020-02-05,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,13.54,15.57,12.86,14.89,31.14,,48.75,10.83,3.95,2.072222,5.422222,13.23975,71.12,3.083333,94.73133
US_WA_53055,2020-02-06,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,11.6,,14.18,,25.14,,41.89,10.96,5.122222,4.35,6.088889,4.0005,20.32,4.520833,96.307365
US_WA_53055,2020-02-07,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,16.66,,18.05,10.41,31.93,,40.96,,5.433333,4.588889,7.805556,6.7945,,4.770833,95.945326
US_WA_53055,2020-02-08,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,,,22.55,,24.88,,35.77,,6.75,4.972222,8.627778,4.2545,,4.283951,84.354461
US_WA_53055,2020-02-09,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,16.37,,16.37,,32.74,,52.23,,5.227778,2.422222,8.405556,0.0508,10.16,1.839506,79.091389
US_WA_53055,2020-02-10,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,14.32,13.67,,17.57,9.76,27.34,,49.46,11.71,4.916667,2.738889,7.438889,0.0,,2.351852,83.595363
US_WA_53055,2020-02-11,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,,,,15.89,,38.41,,43.71,,5.938889,3.733333,8.783333,0.0,,3.444444,83.738764
US_WA_53055,2020-02-12,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,10.73,10.73,11.4,16.09,10.06,32.86,,42.25,,6.755556,4.488889,9.011111,0.28575,,5.104938,89.191738
US_WA_53055,2020-02-13,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,10.54,13.17,12.51,30.95,,42.15,,48.08,9.88,5.927778,4.477778,8.038889,0.34925,,4.654321,91.5894
US_WA_53055,2020-02-14,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,,,,,10.47,,11.17,16.76,,28.63,12.57,30.02,13.27,6.472222,4.644444,8.827778,0.395111,10.16,2.734568,77.180574
US_WA_53055,2020-02-15,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,21,11,,-2,10.93,17.49,,23.32,,38.62,,47.36,11.66,6.388889,4.611111,8.983333,1.30175,,4.222222,86.097952
US_WA_53055,2020-02-16,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,58,19,,-2,,,,17.29,12.25,31.7,,53.32,,5.855556,3.333333,8.477778,0.15875,10.16,2.814815,80.822852
US_WA_53055,2020-02-17,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,18,6,,-20,,15.28,,21.83,13.82,37.84,,48.75,,4.661111,1.472222,7.838889,0.084667,,0.882716,76.578736
US_WA_53055,2020-02-18,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,4,2,,-8,,10.53,,21.76,12.64,23.16,,44.93,,4.005556,1.044444,7.4,0.0254,10.16,0.740741,79.296671
US_WA_53055,2020-02-19,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,8,-2,,-5,,15.46,,14.72,16.93,20.61,11.78,38.27,11.78,4.261111,1.433333,7.433333,0.0,,0.012346,74.02781
US_WA_53055,2020-02-20,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,-1,4,,-6,,17.17,,20.16,11.94,23.89,,44.04,,5.005556,2.027778,8.444444,0.028222,,0.530864,73.213814
US_WA_53055,2020-02-21,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,9,-1,5,-8,,24.77,,26.96,,23.32,,40.8,,4.988889,1.711111,9.188889,0.0,,1.604938,78.66067
US_WA_53055,2020-02-22,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,6,1,,4,12.71,15.1,11.92,24.63,,24.63,,49.26,19.86,6.927778,3.905556,9.005556,1.016,10.16,3.648148,79.731609
US_WA_53055,2020-02-23,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,8,-4,,,14.06,17.75,,17.75,,31.07,,56.96,,6.116667,4.172222,8.55,2.6035,,3.641975,84.262669
US_WA_53055,2020-02-24,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,0,-4,-8,7,,15.92,10.61,24.54,,49.74,,40.45,,6.072222,3.944444,8.0,2.19075,,1.771605,74.12316
US_WA_53055,2020-02-25,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,-6,2,,7,,15.67,13.71,31.34,,45.7,9.79,36.56,,5.227778,3.144444,7.688889,0.0,,0.808642,73.446044
US_WA_53055,2020-02-26,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,-6,0,,0,,,,36.73,,50.76,10.02,33.39,10.69,6.166667,3.966667,9.555556,0.34925,10.16,3.777778,84.736781
US_WA_53055,2020-02-27,ChIJuaRrx-SKhVQRLBjLVBlubsw,Q484146,geoId/53055,US,United States of America,WA,Washington,53055,San Juan County,US,USA,2,,,,,,,,,,,,,,,,,,,16729,8077,8652,1104,1363,1234,1482,1693,2497,3850,2500,1006,1162038,48.57,-122.97,1609,84.35,1,-4,9,5,9.82,11.78,16.36,36.65,,70.02,,38.61,,7.816667,5.477778,9.85,0.366889,10.16,5.635802,86.180632
