location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53065,2020-07-18,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,6,0,43,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,36,,,2,,,3.95,,8.83,5.81,4.88,3.95,,8.37,,7.44,4.88,3.49,,3.72,,,4.65,16.04,6.51,8.37,3.72,3.72,5.11,24.87,3.49,5.35,3.72,3.25,,20.561728,10.462963,29.506173,0.1905,,8.354167,45.422333
US_WA_53065,2020-07-19,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,44,1,,,0,0,,0,0,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,43,,,-8,,3.56,5.35,4.01,12.7,6.46,5.57,,,5.12,,4.01,6.46,,4.68,,,,5.57,16.93,3.79,9.58,3.34,3.34,6.24,33.19,3.79,11.81,7.35,,4.68,21.660494,10.679012,31.222222,0.0,,8.576389,42.737358
US_WA_53065,2020-07-20,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,44,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,20,,,-25,2,5.26,4.21,,12.0,9.47,6.95,4.0,,7.58,,3.37,7.79,4.84,3.37,3.16,,3.58,,15.79,6.32,8.0,3.16,,3.79,29.89,4.21,6.53,4.84,,4.0,22.981481,11.907407,31.592593,0.0,,9.576389,42.378844
US_WA_53065,2020-07-21,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,46,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,19,,,-25,4,,5.59,3.23,10.11,3.23,4.3,3.66,,3.66,3.01,4.73,9.04,,4.73,,6.02,,4.3,20.01,5.59,9.9,3.66,,7.1,30.12,4.73,5.81,4.73,6.02,,23.259259,12.117284,34.166667,0.0,,9.444444,41.663896
US_WA_53065,2020-07-22,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,48,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,24,,,-27,4,3.79,6.74,4.64,10.33,4.64,3.58,4.42,3.16,4.85,,4.0,7.59,4.0,,,,,3.79,18.75,5.48,8.43,3.16,,5.06,29.5,5.9,11.38,5.27,3.37,3.58,24.41358,12.790123,34.117284,0.0,,10.256944,40.554321
US_WA_53065,2020-07-23,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,50,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,18,,,-26,3,6.49,4.39,3.98,7.95,7.74,5.65,6.49,,4.6,,4.39,8.79,5.65,4.6,2.93,3.14,,5.23,19.46,4.81,4.6,3.14,,4.39,32.63,3.98,6.49,6.07,3.14,3.35,22.975309,14.006173,32.506173,0.0,,8.298611,38.956867
US_WA_53065,2020-07-24,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,51,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,20,,,-27,3,3.05,5.23,,9.59,3.7,5.01,3.27,3.49,5.01,3.27,4.58,5.88,4.14,3.7,,3.49,,6.1,16.34,5.88,8.06,4.79,,5.45,21.57,3.49,7.62,3.49,,4.14,20.222222,11.901235,29.246914,0.0,,6.027778,39.532278
US_WA_53065,2020-07-25,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,4,0,55,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,30,,,-3,,,6.08,,10.29,5.14,,3.27,,7.48,3.98,3.74,10.05,,3.27,,,,5.38,13.8,,7.48,3.98,4.21,3.98,24.79,,6.55,6.55,,3.27,18.308642,7.981481,27.604938,0.0,,4.888889,40.49024
US_WA_53065,2020-07-26,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,4,0,59,1,,,0,0,,0,0,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,37,,,-7,,4.0,5.33,5.33,8.44,5.78,4.22,3.78,,6.0,,3.55,6.66,4.89,3.55,,,4.44,,14.66,4.22,6.66,4.22,4.22,6.44,33.09,4.22,5.33,7.11,4.66,,20.351852,9.030864,30.716049,0.0,,6.597222,40.327457
US_WA_53065,2020-07-27,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,59,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,17,,,-23,2,4.95,5.36,,10.73,4.13,7.22,5.16,,5.36,3.92,3.51,7.43,2.89,,,,,7.22,20.63,4.54,7.84,2.89,,4.75,33.83,5.78,8.66,6.19,3.71,4.54,23.487654,11.87037,34.759259,0.028222,,8.201389,37.12098
US_WA_53065,2020-07-28,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,7,0,66,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,13,,,-25,4,,5.65,,10.04,5.65,13.18,3.14,,3.35,,4.6,7.95,4.18,4.39,2.93,4.81,3.14,4.6,18.61,,8.79,,,3.56,28.03,4.6,7.53,5.23,,,25.012346,13.141975,35.845679,0.0,,8.625,35.672346
US_WA_53065,2020-07-29,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,69,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,19,,,-26,4,,4.4,3.77,10.49,5.66,14.89,3.15,3.98,6.29,,3.15,7.97,3.15,3.36,3.77,3.15,,5.24,20.14,5.03,10.28,5.66,4.4,5.24,27.27,4.4,6.71,5.45,,6.29,25.469136,13.123457,35.635802,0.0,,8.590278,34.393292
US_WA_53065,2020-07-30,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,13,0,82,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,16,,,-27,4,,3.38,4.64,10.98,4.86,9.29,4.43,,4.43,,3.38,6.97,4.43,4.43,,,,4.64,20.69,6.97,5.28,,4.22,4.01,29.77,6.12,7.39,3.38,3.8,3.38,25.740741,13.925926,36.895062,0.028222,,10.159722,37.43715
US_WA_53065,2020-07-31,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,82,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,23,,,-29,3,,4.29,3.65,7.3,6.66,6.23,4.29,3.01,5.15,3.01,3.44,7.3,3.65,4.08,,,3.01,4.08,19.33,5.58,7.95,3.44,,4.51,26.63,3.44,8.8,5.15,3.65,,27.246914,14.648148,38.430556,0.0,,9.618056,32.774347
US_WA_53065,2020-08-01,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,7,0,89,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,29,,,-6,,3.63,4.54,4.08,8.39,3.17,3.86,3.17,3.86,7.26,,4.08,11.11,4.08,,3.63,4.08,,5.22,18.6,3.17,12.7,,3.86,,29.03,3.4,6.58,5.9,,4.31,25.703704,15.925926,37.703704,0.0,,10.847222,39.423213
US_WA_53065,2020-08-02,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,89,1,,,1,1,,0,0,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,38,,,-9,,4.61,3.73,3.51,10.76,3.73,5.93,4.39,3.51,5.71,3.29,,16.03,5.71,4.39,,,,4.61,17.78,4.61,9.0,,,5.05,31.39,4.83,6.15,7.24,3.51,4.83,24.006173,13.91358,33.111111,0.0,,9.319444,38.70232
US_WA_53065,2020-08-03,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,92,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,29,,,-22,2,,6.59,3.71,11.95,3.91,7.21,4.74,,7.21,,,8.86,,,,,,3.91,21.01,4.53,10.51,3.5,,3.91,29.87,3.3,7.83,4.12,,2.88,23.419753,13.54321,32.975309,0.0,,7.076389,34.800621
US_WA_53065,2020-08-04,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,94,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,21,,,-25,2,2.82,4.02,3.22,7.44,5.83,7.04,4.02,2.82,4.63,,3.42,8.25,4.83,3.62,,2.82,,6.03,18.5,6.24,5.83,3.02,,,29.36,4.22,7.64,4.63,,,22.154321,11.524691,31.950617,0.0,,7.0,37.186677
US_WA_53065,2020-08-05,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,94,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,29,,,-24,3,,5.73,4.09,9.0,5.12,5.32,2.87,3.48,3.89,,,6.96,,4.71,,5.12,3.89,3.48,18.83,5.93,6.34,,3.89,4.09,33.77,3.68,7.16,4.09,,3.68,23.358025,11.722222,34.098765,0.0,,7.951389,37.146428
US_WA_53065,2020-08-06,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,94,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,18,,,-27,4,3.11,3.53,6.22,9.33,6.43,5.39,3.32,3.73,3.11,,5.81,7.47,3.94,3.53,,,3.53,6.43,19.91,6.22,4.56,,,3.94,28.0,3.94,5.18,2.9,3.73,,21.271605,13.277778,34.006173,0.362857,,10.5625,50.759742
US_WA_53065,2020-08-07,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,5,0,99,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,16,,,-26,2,4.44,3.78,,5.55,5.78,3.78,3.11,,5.78,,4.22,4.44,,3.55,,,,4.22,17.99,3.55,4.44,,3.33,5.11,27.99,3.33,4.22,5.11,3.78,3.11,16.092593,9.209877,25.518519,2.213429,,6.847222,54.441853
US_WA_53065,2020-08-08,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,99,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,26,,,-5,,3.22,3.68,11.03,6.44,4.37,4.83,4.83,,6.67,,,5.29,3.22,3.22,,4.14,,4.83,15.17,6.67,5.52,,5.75,3.22,28.5,3.22,7.36,6.44,,4.14,18.037037,10.37037,25.598765,0.0,,6.409722,46.24041
US_WA_53065,2020-08-09,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,9,0,108,1,,,1,2,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,39,,,-6,,5.12,3.56,4.23,10.68,5.56,8.45,4.89,3.56,6.01,,3.34,,,3.78,,3.56,,6.01,18.91,5.78,6.23,3.78,,4.23,29.37,,4.67,5.34,,3.12,18.790123,9.351852,27.283951,0.0,,5.819444,41.951646
US_WA_53065,2020-08-10,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,110,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,27,,,-24,2,3.78,5.88,4.2,11.12,5.67,6.08,5.25,2.94,3.57,3.78,,6.5,4.2,4.2,3.99,3.57,,5.46,16.58,7.13,5.67,,,3.78,30.0,4.62,5.25,5.46,,3.57,19.82716,8.740741,30.858025,0.0,,5.208333,38.140363
US_WA_53065,2020-08-11,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,110,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,15,,,-23,3,3.14,5.44,4.82,10.05,6.7,,4.82,,4.82,,3.98,8.59,,3.56,,,4.19,6.07,17.38,5.44,6.49,4.19,4.82,5.03,25.97,,7.75,5.44,4.4,,21.987654,9.858025,30.969136,0.0,,6.388889,36.231671
US_WA_53065,2020-08-12,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,110,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,20,,,-23,4,3.41,,4.26,10.23,6.18,7.04,5.54,2.98,,,4.05,7.25,3.62,3.2,,4.26,,7.46,16.42,6.82,5.12,3.62,,5.33,27.29,3.2,6.4,3.2,3.41,,20.006173,13.148148,29.969136,0.03175,,2.534722,31.020508
US_WA_53065,2020-08-13,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,113,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,17,,,-25,3,3.23,6.68,,7.76,7.11,4.09,6.46,,4.53,4.53,4.09,6.68,,6.25,,4.31,,6.25,17.46,5.39,6.25,3.02,3.23,6.46,34.27,4.31,4.31,3.02,4.31,4.09,15.549383,6.746914,24.549383,0.0,,3.416667,43.682877
US_WA_53065,2020-08-14,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,113,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,20,,,-24,2,,5.49,4.17,7.03,5.27,7.03,4.17,,4.83,,4.61,10.54,,4.17,,3.29,3.08,5.27,15.37,7.47,5.05,4.39,3.73,6.59,29.43,4.39,5.93,5.05,4.83,,17.049383,5.82716,28.308642,0.0,,2.597222,37.843258
US_WA_53065,2020-08-15,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,114,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,23,,,-9,,,6.34,5.63,8.21,6.57,6.57,5.63,5.63,,3.52,3.99,5.16,6.57,4.93,,,,5.4,15.02,4.22,5.16,,3.29,3.99,30.51,4.22,5.16,4.69,,,20.58642,7.666667,32.611111,0.0,,4.993056,35.881982
US_WA_53065,2020-08-16,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,117,1,,,0,2,,0,0,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,28,,,-12,,,3.59,11.65,7.4,7.17,5.83,4.03,,5.16,,3.81,11.21,,6.05,,3.14,,7.4,17.26,6.28,6.72,3.14,,4.71,31.83,3.14,5.6,5.38,,3.59,23.91358,10.401235,37.430556,0.0,,7.6875,35.361793
US_WA_53065,2020-08-17,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,117,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,,3.7,5.34,6.78,4.72,6.78,5.75,3.08,6.37,2.88,,10.68,,,3.49,,3.9,5.75,16.23,,6.57,3.08,2.88,2.88,31.84,5.34,5.75,5.14,3.08,2.88,27.993827,16.450617,37.32716,0.0,,9.743056,32.583162
US_WA_53065,2020-08-18,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,118,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,2.93,5.23,,9.82,7.11,3.76,5.64,3.35,3.97,,5.85,8.78,,3.14,,3.14,,3.97,18.82,5.23,14.84,6.27,,,32.4,3.55,6.48,6.9,6.27,3.14,27.641975,18.481481,37.416667,0.0,,11.305556,36.982149
US_WA_53065,2020-08-19,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,3,0,121,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,3.78,4.83,3.57,7.14,5.25,6.72,4.41,,4.2,,5.88,8.61,3.15,4.2,,,3.99,5.04,14.28,3.99,9.45,3.57,3.57,4.2,31.29,3.15,5.04,3.78,2.94,3.36,25.82716,16.290123,35.888889,0.0,,8.243056,33.021504
US_WA_53065,2020-08-20,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,-1,0,120,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,3.59,4.44,2.96,5.5,5.92,5.07,4.86,,4.86,3.17,4.86,8.88,3.81,3.81,4.02,3.17,3.17,4.23,16.49,7.19,7.4,4.02,2.96,3.17,29.17,,6.76,3.38,4.23,4.44,21.691358,13.018519,33.283951,0.197556,,5.736111,35.370899
US_WA_53065,2020-08-21,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,120,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,4.28,6.63,,5.99,4.28,5.35,4.49,3.64,4.92,3.42,4.92,6.63,3.21,5.99,,4.71,,5.35,16.48,6.42,3.85,,3.42,,32.74,,9.2,5.56,3.85,4.49,21.901235,13.395062,31.697531,0.03175,,8.465278,41.848512
US_WA_53065,2020-08-22,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,122,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,,4.68,5.15,3.98,14.52,7.49,4.92,6.79,,5.38,,5.85,8.66,3.98,4.92,,3.28,,7.26,14.05,3.75,6.09,,,,34.88,,7.73,3.51,,,22.487654,13.469136,31.580247,0.028222,,6.972222,36.301373
US_WA_53065,2020-08-23,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,122,1,,,0,2,,0,,0,0-11,12-19,20-34,35-49,50-64,65-79,80-,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,,3.83,3.83,,8.56,5.63,4.05,4.73,,5.18,4.05,,7.88,3.6,4.5,,,3.38,,14.86,,9.68,,,4.05,26.57,3.6,6.98,,,3.38,18.604938,7.549383,30.401235,0.0,,4.263889,38.044823
US_WA_53065,2020-08-24,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,123,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,4,5.6,5.6,5.18,5.18,6.64,4.36,5.18,,5.18,,4.15,7.26,3.73,3.73,,3.32,4.36,6.64,15.56,4.56,5.6,,4.98,3.73,34.02,4.36,4.15,3.32,,,19.950617,7.425926,31.074074,0.0,,4.847222,36.700722
US_WA_53065,2020-08-25,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,123,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,,5.47,4.0,10.3,6.31,3.36,4.84,4.21,3.15,,,7.15,3.15,4.84,2.94,3.79,3.36,6.52,16.82,6.31,6.73,,3.79,4.0,31.54,2.94,5.68,5.89,5.05,3.36,20.271605,10.302469,30.265432,0.0,,6.944444,41.599629
US_WA_53065,2020-08-26,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,2,0,125,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,3.56,4.81,3.35,10.67,5.86,5.23,4.39,,7.95,,3.98,7.32,,4.81,,,4.18,4.6,15.9,4.81,4.39,7.32,3.77,5.44,29.5,3.77,4.6,3.56,3.77,3.14,19.783951,9.604938,29.62963,0.0,,5.722222,38.992671
US_WA_53065,2020-08-27,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,0,0,125,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,3,3.43,3.22,,8.37,7.94,5.79,3.43,3.86,4.51,,7.3,5.15,,4.29,,3.22,,6.22,15.02,5.58,6.65,3.22,3.43,4.29,30.69,6.22,6.65,5.15,3.0,4.94,19.216049,8.135802,29.623457,0.028222,,3.673611,35.136847
US_WA_53065,2020-08-28,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,-1,0,124,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,2,6.29,,,9.98,7.38,4.34,4.34,4.99,4.12,4.12,6.08,5.42,5.42,,,,,5.21,14.32,4.12,3.47,,,3.04,31.03,3.25,5.42,6.29,4.56,6.73,19.351852,7.358025,30.432099,0.0,,2.736111,32.573064
US_WA_53065,2020-08-29,ChIJ2V4F6l94YlMRTAOVT0onXOw,Q483954,geoId/53065,US,United States of America,WA,Washington,53065,Stevens County,US,USA,2,1,0,125,1,,,,,,,,,,,,,,,,44636,22207,22429,5066,5495,4118,4301,4887,6625,7729,4459,1956,1150602,48.4,-117.85,6580,77.625,,,,,,3.26,4.42,3.26,5.58,4.88,5.58,4.88,4.19,,,4.65,4.42,3.72,5.58,,,,3.72,15.58,5.58,6.28,,,4.88,28.6,,6.28,,,,19.425926,8.037037,30.302469,0.0,,2.506944,32.195896
