location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51620,2020-01-01,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,22.42,34.65,6.85,0.9,13.461111,0.0,,-0.738095,61.853826
US_VA_51620,2020-01-02,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,31.5,31.5,6.711111,0.372222,15.233333,0.0,,-0.253968,65.104435
US_VA_51620,2020-01-03,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,28.09,36.52,10.455556,5.172222,14.466667,1.905,,7.198413,81.61737
US_VA_51620,2020-01-04,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,24.81,37.71,14.461111,9.438889,16.566667,5.7785,,14.063492,96.642812
US_VA_51620,2020-01-05,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,20.75,60.18,7.894444,3.194444,15.672222,4.426857,,1.444444,65.065648
US_VA_51620,2020-01-06,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,26.57,39.45,5.7,0.116667,13.977778,0.381,,-0.952381,65.916143
US_VA_51620,2020-01-07,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,25.27,39.14,4.488889,-0.677778,13.8,0.653143,,0.603175,83.800287
US_VA_51620,2020-01-08,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,31.23,39.44,5.144444,-1.144444,12.827778,1.2446,,-1.865079,62.788365
US_VA_51620,2020-01-09,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,27.58,24.13,2.283333,-2.233333,11.155556,0.0,,-4.206349,67.377811
US_VA_51620,2020-01-10,ChIJCR5aYw0ksIkRnVVePbBy5Io,Q350001,geoId/51620,US,United States of America,VA,Virginia,51620,Franklin,US,USA,2,,,,,,,8145,3672,4473,1144,1047,996,929,836,1101,1031,678,383,3864687,36.674954,-76.930799,12,21,74.5,,,,,29.0,25.58,8.661111,-0.888889,19.688889,0.0,,3.68254,74.606864
