location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47147,2020-06-05,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,19,0,542,5,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,1,4,-7,-30,9,3.02,4.36,10.65,1.94,14.16,,7.02,5.93,1.81,2.06,5.81,4.11,3.99,3.15,1.69,2.78,3.02,6.17,3.15,3.39,3.99,,5.57,2.3,8.71,4.48,,2.06,,5.57,8.47,2.3,3.99,3.99,1.81,3.27,1.94,2.78,7.74,2.3,29.52,7.14,3.39,14.4,2.66,4.72,3.63,,1.69,4.96,43.44,,2.3,3.87,,4.11,10.04,2.18,,2.42,2.3,7.74,5.57,3.87,3.75,2.18,2.18,2.9,24.605556,20.294444,30.783333,16.28775,,19.790123,73.669501
US_TN_47147,2020-06-06,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,3,1,545,6,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,6,4,7,-10,0,2.18,5.13,7.96,3.08,15.15,2.18,6.29,4.75,,2.7,5.65,3.47,,3.47,2.05,4.62,5.13,4.37,3.47,2.18,2.7,,3.08,,10.01,4.24,,1.8,4.11,7.45,5.39,3.47,5.65,4.11,,4.11,,4.88,6.68,2.95,21.7,4.62,2.95,16.3,2.95,3.47,4.62,1.93,,3.85,41.85,2.7,4.11,1.93,2.44,4.62,13.74,,2.82,,2.7,6.93,3.98,4.11,3.21,2.7,2.82,2.18,26.966667,21.288889,33.4,0.0254,,20.253086,66.247189
US_TN_47147,2020-06-07,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,8,0,553,6,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,0,3,0,-14,,3.51,5.77,6.9,5.14,15.69,,7.28,5.4,2.89,2.13,6.4,4.77,,2.76,3.26,5.02,2.51,7.53,2.63,4.01,3.14,2.38,3.39,3.01,7.65,5.65,2.38,,3.76,4.01,5.14,2.13,3.39,4.39,2.26,5.52,2.26,3.64,6.53,,23.72,6.15,4.01,17.19,,2.01,4.01,2.01,,4.89,42.54,,2.63,2.13,2.01,5.9,15.81,,2.51,2.01,2.01,6.15,4.27,3.76,2.51,3.14,3.39,2.26,27.227778,20.35,33.488889,0.0,,18.759259,59.695659
US_TN_47147,2020-06-08,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,14,0,567,6,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,1,-3,-7,-20,8,3.86,5.15,8.31,3.63,12.53,2.11,8.66,6.21,1.76,2.81,4.57,2.93,2.34,3.16,,4.21,2.11,6.67,3.98,3.28,4.21,,5.27,2.34,11.01,4.8,1.76,3.86,4.57,4.68,3.28,2.58,5.15,1.87,1.76,3.86,3.04,4.21,9.48,2.46,25.17,5.62,4.1,12.53,3.04,5.27,4.92,2.46,1.87,6.09,44.49,2.69,,2.11,,5.97,9.25,,2.69,,,6.79,4.92,4.68,2.93,2.69,2.23,3.04,25.738889,19.594444,31.655556,0.0,,17.024691,58.633501
US_TN_47147,2020-06-09,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,13,1,580,7,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,1,0,-4,-28,10,4.43,5.79,9.65,4.31,11.69,2.16,9.65,6.13,,3.63,6.7,5.11,2.5,2.72,2.95,2.04,2.95,6.47,3.4,2.72,4.31,4.43,5.56,2.5,8.51,4.09,,3.06,4.77,4.43,4.43,2.84,3.06,3.97,,4.99,2.04,2.5,10.9,2.38,24.06,7.61,3.06,13.85,3.06,6.24,5.33,1.7,2.16,5.33,43.13,2.04,3.75,2.95,,6.7,11.12,,2.5,,2.72,7.49,4.99,4.88,2.84,4.2,2.72,3.18,26.438889,22.95,30.216667,0.73025,,21.537037,74.992582
US_TN_47147,2020-06-10,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,4,0,584,7,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,4,4,-9,-29,8,4.09,5.5,11.23,4.21,15.32,2.69,8.07,5.73,2.81,3.16,6.32,4.68,2.69,4.21,2.46,3.51,2.81,5.97,3.27,3.27,4.8,1.87,3.98,4.09,10.18,2.69,3.86,2.22,2.81,6.2,3.27,,5.5,5.38,2.57,5.38,1.87,3.98,8.89,2.34,22.34,5.15,3.39,14.62,3.98,4.56,6.2,2.57,3.98,7.6,44.69,,3.16,3.86,,3.74,13.69,3.16,2.92,2.34,3.16,7.72,4.91,3.98,3.74,2.69,4.68,2.69,27.533333,23.85,31.644444,3.019778,,19.987654,63.521905
US_TN_47147,2020-06-11,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,10,0,594,7,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,5,2,-8,-27,7,2.28,5.04,8.05,4.56,15.25,1.92,8.65,6.13,1.92,2.4,7.81,4.08,2.52,3.96,3.72,3.36,2.76,6.01,3.0,3.48,3.72,2.52,5.17,2.28,9.25,3.84,3.48,2.76,4.32,4.08,4.32,2.4,3.72,4.56,,5.17,,2.76,8.41,3.48,20.18,4.44,2.76,13.93,3.48,4.68,4.92,,2.76,6.73,45.64,2.88,2.52,3.72,,5.76,11.89,1.68,1.8,2.16,1.92,6.97,3.48,4.2,4.08,3.48,2.64,2.64,22.294444,15.433333,29.072222,0.0,,12.074074,52.357591
US_TN_47147,2020-06-12,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,3,1,597,8,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,-2,1,-8,-29,7,1.72,6.02,10.45,4.3,10.2,2.21,7.5,5.78,1.97,2.09,6.76,5.16,,3.32,2.58,2.21,3.32,6.39,3.07,2.46,3.44,2.33,4.42,1.72,10.69,4.92,2.46,2.21,2.83,5.16,3.69,2.46,2.58,4.06,1.97,4.55,1.72,1.97,7.62,2.7,22.37,5.65,2.46,11.43,2.58,4.06,4.92,1.72,2.95,5.29,39.33,3.81,2.09,2.33,,2.58,11.43,,2.09,,3.93,8.48,5.78,4.42,2.83,2.83,2.46,1.84,22.666667,13.983333,30.627778,0.0,,11.098765,47.893347
US_TN_47147,2020-06-13,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,12,0,609,8,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,4,4,12,2,-1,4.23,5.9,9.23,6.54,13.33,,7.05,6.15,,2.18,4.87,4.74,2.05,2.95,2.05,3.46,2.69,6.28,3.46,1.79,3.59,,4.87,1.79,10.89,2.95,,2.69,3.08,5.77,3.59,,4.23,5.77,,4.23,2.05,2.56,6.15,,18.84,5.13,3.2,14.48,1.92,2.18,2.69,,,5.51,38.45,,2.56,2.69,,4.36,11.54,,2.31,,3.59,7.18,5.13,2.44,,2.69,2.05,3.08,23.283333,14.833333,31.394444,0.0,,12.654321,51.699055
US_TN_47147,2020-06-14,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,24,1,633,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,-1,1,2,-12,,2.44,6.09,6.46,4.87,14.25,2.19,7.67,4.63,,1.95,5.85,4.02,2.68,4.02,2.56,3.65,2.07,6.21,1.71,2.68,4.38,1.83,4.87,2.56,5.6,4.51,2.07,2.19,2.8,4.14,3.78,,3.53,6.21,,5.24,2.19,2.56,4.26,2.92,21.19,4.38,2.44,12.79,2.92,4.26,4.87,,3.78,5.6,38.49,,2.19,,,3.17,10.6,,2.19,2.31,1.71,6.21,3.17,3.65,2.68,2.07,5.48,1.95,20.894444,15.505556,28.916667,2.413,,14.648148,66.973635
US_TN_47147,2020-06-15,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,16,0,649,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,8,0,-2,-21,7,2.49,7.69,8.05,3.79,15.74,2.96,8.76,5.09,2.13,2.96,7.58,4.97,2.25,4.38,2.6,3.91,1.77,6.63,4.62,3.2,3.79,3.43,5.44,,7.81,4.62,1.77,2.01,5.09,4.62,4.38,1.66,,4.38,,3.79,2.25,2.49,7.69,1.66,24.74,6.16,3.31,13.73,2.96,4.73,3.67,2.37,2.49,4.62,39.18,1.77,,2.84,2.01,4.73,12.66,,2.84,,2.25,7.58,3.31,4.38,3.79,2.84,3.91,3.08,20.766667,13.688889,26.677778,1.6764,,12.314815,57.928939
US_TN_47147,2020-06-16,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,8,0,657,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,4,6,-10,-27,8,2.73,5.46,10.32,3.68,13.52,2.73,6.64,6.53,2.73,5.22,6.64,4.63,2.02,2.13,,3.32,2.85,4.63,4.27,3.2,3.2,2.02,2.61,3.2,9.13,2.49,1.78,2.49,3.8,4.86,3.8,2.37,3.44,4.75,2.37,4.63,2.49,3.8,8.3,,21.47,6.05,2.97,11.86,2.61,3.56,4.63,1.9,1.66,4.98,46.15,2.61,1.78,1.66,,3.92,13.17,2.49,3.2,,3.68,6.05,4.75,4.39,2.37,2.97,2.13,3.68,20.977778,14.027778,27.477778,0.0,,12.981481,60.023576
US_TN_47147,2020-06-17,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,1,0,658,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,5,3,0,-29,7,3.38,6.39,9.53,4.34,13.63,3.02,6.27,6.27,2.53,2.65,5.31,3.62,3.02,4.34,1.93,2.53,3.98,7.0,4.34,5.07,4.1,,4.22,2.41,8.93,3.98,,2.05,2.9,7.0,4.83,3.5,4.95,4.22,,6.03,3.62,4.46,8.2,2.77,23.76,8.32,2.41,15.08,3.14,5.31,6.03,2.41,,3.5,43.78,,2.29,2.17,3.5,4.22,11.94,4.83,,,4.1,8.08,6.03,3.86,2.53,3.38,3.14,2.77,21.255556,14.316667,27.527778,0.0,,13.518519,61.089586
US_TN_47147,2020-06-18,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,12,0,670,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,8,5,-5,-28,7,,3.78,10.6,2.44,13.04,3.29,8.29,6.58,1.95,3.41,7.31,4.27,2.19,3.78,3.05,3.29,2.68,7.68,3.17,3.41,3.41,2.19,5.61,2.68,9.63,4.02,2.07,1.95,3.78,2.56,5.61,1.83,4.39,5.12,,2.92,1.83,3.41,8.04,,26.08,6.46,1.83,12.07,2.8,5.24,2.8,,2.8,5.24,39.61,2.68,2.07,2.92,,4.88,11.82,2.44,2.32,,2.19,5.85,5.61,6.7,3.9,3.05,3.54,2.68,22.488889,15.644444,29.161111,0.028222,,15.339506,63.981367
US_TN_47147,2020-06-19,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,33,0,703,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,5,6,-2,-29,6,1.72,5.77,8.6,3.68,13.76,3.44,8.6,6.51,,1.84,5.89,3.93,3.07,2.95,,,2.21,5.77,3.68,3.19,3.68,1.97,3.93,2.83,11.42,4.79,2.33,,2.7,4.67,4.54,2.21,5.04,4.42,,4.18,1.72,2.83,7.49,1.72,24.44,5.4,1.84,14.62,2.95,3.19,4.05,,3.07,6.39,41.76,,2.83,1.97,,4.3,13.88,,,,2.33,5.65,5.04,4.54,2.95,3.07,3.81,2.95,24.75,18.611111,31.433333,0.0,,16.537037,60.317007
US_TN_47147,2020-06-20,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,-2,0,701,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,9,9,14,-9,-1,2.35,5.88,7.58,3.79,14.24,,6.01,4.71,,2.35,5.88,3.53,2.09,4.57,2.48,3.53,3.4,7.45,4.18,4.57,5.1,1.83,3.53,,5.75,2.61,,2.75,4.18,3.14,3.14,,1.96,2.88,1.96,5.62,1.96,2.35,6.93,2.48,21.3,5.23,2.61,13.46,4.31,3.4,4.71,4.05,2.35,5.1,41.82,2.09,2.61,2.35,2.09,3.66,11.89,2.61,1.96,,,7.45,4.18,4.18,2.75,2.09,,,25.683333,18.505556,32.877778,0.0,,17.216049,59.460052
US_TN_47147,2020-06-21,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,4,0,705,9,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,-5,0,1,-17,,2.7,6.63,8.72,4.18,13.88,,7.62,5.77,,1.72,5.89,3.56,2.58,1.97,2.58,,2.58,5.77,1.72,2.21,4.18,2.09,2.95,2.33,8.96,5.53,,,2.33,6.26,2.83,2.7,3.19,4.91,2.7,5.16,,2.58,7.37,2.46,20.02,6.02,1.97,12.9,2.46,3.56,3.81,3.68,,4.67,41.63,3.44,2.58,2.33,,5.28,9.09,2.09,,,3.07,7.37,4.3,3.32,3.19,2.09,2.58,2.46,23.305556,18.944444,31.116667,3.07975,,18.895062,76.29184
US_TN_47147,2020-06-22,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,3,1,708,10,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,0,-6,3,-24,8,2.48,4.01,12.39,4.37,14.4,2.24,6.26,6.37,4.13,2.71,6.73,4.96,,2.95,2.83,3.66,2.71,7.44,4.01,5.31,4.13,1.77,5.43,2.6,10.62,4.37,2.12,2.6,3.78,4.01,3.31,2.6,4.84,3.9,,4.72,,2.95,6.14,2.36,27.98,5.9,2.48,13.1,3.54,5.31,4.84,2.12,3.78,6.61,42.61,,2.71,2.48,,5.55,12.87,,2.48,,2.01,6.73,5.31,3.9,3.66,3.31,3.42,2.36,23.65,18.638889,30.038889,6.067778,,19.666667,78.066607
US_TN_47147,2020-06-23,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,7,0,715,10,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,3,-2,-7,-30,8,4.38,5.21,6.87,4.86,13.51,2.73,9.24,3.79,2.49,2.37,7.35,4.03,2.25,2.37,2.01,1.9,3.08,6.64,3.56,5.57,2.96,,5.57,2.37,10.66,3.79,2.25,2.25,3.08,7.7,5.09,2.61,6.16,5.33,2.01,4.62,,,7.7,2.01,24.77,5.69,3.2,12.32,3.91,4.86,4.38,3.32,3.32,5.45,42.54,2.13,1.66,3.67,,5.45,10.55,,2.37,,2.25,6.16,4.98,5.09,2.96,3.91,4.98,2.73,24.394444,20.861111,29.05,6.06425,,19.098765,72.134115
US_TN_47147,2020-06-24,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,7,0,722,10,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,5,4,-2,-30,8,3.99,6.88,10.63,6.28,12.44,2.78,7.49,6.76,2.66,2.78,5.56,4.59,2.78,2.05,,2.42,2.9,7.25,2.78,7.97,5.07,,4.11,1.69,10.51,5.68,3.5,2.54,3.87,7.49,5.92,2.66,4.23,5.56,1.93,4.59,2.29,2.42,8.94,2.42,25.36,5.8,2.9,12.68,2.05,4.35,3.5,3.5,3.02,5.43,47.59,2.9,3.02,2.17,,3.87,11.35,2.05,2.78,,,6.04,4.83,7.73,3.74,4.23,3.14,1.81,22.822222,17.488889,29.011111,0.1524,,16.512346,67.3664
US_TN_47147,2020-06-25,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,7,0,729,10,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,6,1,-12,-29,7,2.3,4.84,9.32,3.75,15.02,2.3,7.87,6.42,3.15,3.51,6.66,4.0,2.18,2.91,1.82,3.03,3.27,7.87,3.88,8.84,4.12,1.82,5.33,3.39,11.75,5.45,3.39,2.06,2.42,5.09,3.88,2.3,4.0,6.18,2.06,4.48,3.39,3.39,9.93,2.18,27.13,3.63,3.15,14.53,3.88,4.12,5.33,1.94,2.42,6.78,47.11,1.82,1.94,2.3,1.94,4.84,10.54,2.42,3.63,,2.54,8.6,6.05,7.87,2.79,2.66,3.51,2.42,23.577778,16.516667,30.355556,0.028222,,15.222222,59.255289
US_TN_47147,2020-06-26,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,13,1,742,11,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,1,-4,-10,-30,7,1.86,3.84,9.66,4.21,16.84,3.47,5.94,4.95,4.83,3.59,4.46,3.84,3.22,4.09,2.23,3.47,2.72,8.92,4.46,10.4,2.97,2.35,3.1,2.35,9.29,4.71,1.73,2.1,2.85,5.7,3.84,2.72,4.83,3.47,,4.46,,2.35,6.56,,30.46,5.57,1.86,11.64,2.48,3.1,4.09,1.98,3.59,8.54,35.91,2.48,2.97,,,5.94,12.63,,2.1,,2.6,7.31,5.94,5.94,2.6,4.21,,,24.061111,17.783333,30.372222,0.0,,17.864198,68.884218
US_TN_47147,2020-06-27,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,9,0,751,11,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,4,-5,24,-3,1,3.09,5.81,9.39,3.21,12.97,1.73,6.05,5.68,5.31,1.85,5.56,3.71,2.1,2.22,,2.35,2.35,7.17,4.7,12.85,3.46,,3.58,2.47,10.01,3.71,2.35,1.98,3.83,6.42,3.95,,4.32,4.82,2.1,3.83,2.72,3.21,6.55,1.98,24.09,4.45,2.96,11.12,2.35,3.71,5.07,2.59,3.83,4.7,41.14,,2.1,2.84,,3.09,9.88,2.59,3.58,,,7.66,4.2,3.46,3.09,2.72,3.58,3.34,24.372222,20.733333,29.633333,7.591778,,20.296296,77.91503
US_TN_47147,2020-06-28,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,0,0,751,11,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,-4,-6,5,-9,,2.9,4.71,8.2,5.43,14.36,,7.36,5.19,2.77,2.05,4.71,4.58,2.9,3.74,2.29,2.41,3.02,6.88,3.26,5.43,2.41,,4.34,2.05,7.96,4.71,,2.17,3.26,4.34,4.95,1.81,3.74,4.58,,4.1,1.69,2.41,6.63,,25.21,5.55,2.41,12.67,3.02,3.5,3.5,2.29,2.29,5.07,36.43,2.53,2.05,3.02,,3.5,9.29,2.65,2.05,,,6.03,3.62,4.83,3.02,,3.5,2.17,25.294444,21.894444,30.644444,15.889111,,21.753086,79.022805
US_TN_47147,2020-06-29,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,17,0,768,11,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,3,-5,-7,-23,8,3.51,5.85,9.83,3.16,12.64,4.21,8.78,5.85,2.34,2.81,4.92,3.39,,2.81,2.93,2.34,2.93,9.36,4.1,5.03,4.33,1.87,4.21,2.93,11.47,4.56,,2.69,,4.33,2.69,2.11,5.38,5.97,,5.03,,3.86,8.07,2.22,27.27,3.86,3.98,12.52,3.39,4.21,4.33,2.46,1.64,5.85,40.37,1.64,1.87,2.58,1.64,3.28,9.24,,2.81,,1.99,7.72,6.2,5.5,2.46,,,2.58,25.611111,21.133333,32.855556,15.84325,,21.561728,77.568054
US_TN_47147,2020-06-30,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,8,0,776,11,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,6,3,8,-30,10,,6.78,7.92,4.02,14.47,2.99,9.19,5.86,3.33,3.1,6.66,3.56,2.64,2.87,2.3,3.56,2.87,9.3,2.99,3.33,3.79,2.53,5.4,2.53,11.14,4.25,1.84,2.64,2.53,4.48,3.67,2.07,4.48,4.36,2.41,5.05,,2.99,8.96,1.84,25.04,5.63,3.67,9.76,3.56,3.33,3.79,3.79,3.79,5.17,42.38,,2.3,,,4.48,8.38,1.72,4.25,,3.9,6.32,5.97,4.82,2.53,3.1,4.25,2.87,23.566667,21.238889,27.777778,3.14325,,21.240741,86.661122
US_TN_47147,2020-07-01,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,16,0,792,11,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,12,7,7,-32,9,2.84,6.37,10.35,4.09,13.76,2.27,7.5,5.23,2.39,3.07,5.91,4.09,2.27,4.32,1.59,1.82,2.96,10.35,3.87,5.57,2.5,2.16,3.07,2.5,8.53,4.32,1.71,2.84,2.73,4.78,4.66,3.07,2.96,3.18,,5.12,3.3,2.39,8.19,2.5,27.06,4.43,3.3,12.62,2.27,2.84,5.23,2.62,3.3,6.25,38.31,1.59,2.05,,,4.66,9.66,,2.84,2.5,4.66,6.82,4.66,5.12,3.98,2.96,3.3,2.5,23.733333,20.638889,28.283333,13.518444,,21.092593,85.555606
US_TN_47147,2020-07-02,ChIJSZoDIMxVZIgRCM0qa83_1KA,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2,9,0,801,11,,,70328,34719,35609,9081,9471,8424,9238,9193,10340,8016,4499,2066,1847641,36.53,-86.87,1235,75.25,19,11,3,-34,6,3.27,5.34,7.52,3.88,14.43,1.7,7.76,4.37,1.94,3.27,4.97,4.49,2.18,3.64,,3.15,2.91,9.34,3.52,4.12,2.55,2.06,4.85,,9.1,3.76,2.42,2.79,3.27,4.97,6.31,2.91,4.37,3.4,,5.34,,3.52,8.73,,28.86,7.03,3.64,11.04,2.55,6.79,3.15,2.55,3.64,6.06,41.59,2.06,4.0,2.55,,5.21,11.4,,2.79,2.42,3.27,7.28,4.49,5.46,3.03,4.37,3.76,1.94,25.177778,20.477778,32.327778,0.649111,,21.401235,79.83455
