location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_ND_38053,2020-01-15,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,5.83,4.91,,11.96,6.44,,23.0,,25.45,4.91,-24.790123,-29.246914,-21.777778,0.254,-28.861111,69.640237
US_ND_38053,2020-01-16,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,5.42,5.42,5.12,10.54,9.03,,21.37,6.32,27.39,7.22,-24.91358,-30.679012,-16.734568,0.0,-29.493056,68.190816
US_ND_38053,2020-01-17,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,,7.29,9.5,4.75,,19.32,6.33,30.73,,-18.228395,-22.382716,-13.061728,0.0,-21.277778,78.973728
US_ND_38053,2020-01-18,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,8.81,6.13,13.4,5.74,,18.77,,28.72,,-21.654321,-25.098765,-17.5,0.0,-26.0,68.472625
US_ND_38053,2020-01-19,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,,,13.13,5.63,,16.88,,28.13,,-22.746914,-26.179012,-16.277778,0.0,-27.034722,68.925733
US_ND_38053,2020-01-20,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,6.04,,13.49,,,21.66,5.33,29.47,,-16.358025,-23.820988,-3.753086,0.0,-20.340278,73.822071
US_ND_38053,2020-01-21,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,5.59,7.15,4.66,18.96,4.97,,20.2,4.66,31.7,4.66,-3.901235,-8.91358,4.179012,0.0,-7.847222,75.687241
US_ND_38053,2020-01-22,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,4.56,,5.48,13.69,,7.0,19.17,,25.86,,-3.734568,-9.685185,2.512346,0.0635,-5.960317,86.575108
US_ND_38053,2020-01-23,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,6.17,5.24,10.18,8.02,4.63,22.52,7.09,27.15,,-3.753086,-6.882716,-1.530864,0.508,-4.481481,92.798488
US_ND_38053,2020-01-24,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,5.67,5.36,5.36,17.97,,,22.07,,28.38,,-5.240741,-8.17284,-1.901235,0.381,-6.103175,94.256945
US_ND_38053,2020-01-25,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,7.26,,,23.32,,,32.11,,29.82,,-1.932099,-6.487654,5.024691,0.0,-4.006944,89.046294
US_ND_38053,2020-01-26,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,,,22.47,8.2,8.2,35.3,,31.38,,-0.611111,-3.722222,3.679012,0.338667,-1.840278,92.345619
US_ND_38053,2020-01-27,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,4.36,5.24,4.07,23.85,8.14,7.56,27.63,4.94,28.21,5.53,-2.907407,-4.265432,-0.648148,0.036286,-3.865079,93.672749
US_ND_38053,2020-01-28,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,8.67,6.58,21.82,5.38,,32.28,7.17,31.68,6.87,-1.148148,-4.271605,2.222222,0.4064,-2.694444,90.585698
US_ND_38053,2020-01-29,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,5.46,5.46,8.19,17.59,7.58,7.58,27.29,6.07,36.7,7.28,-2.62963,-5.611111,1.5,0.0,-4.583333,88.502861
US_ND_38053,2020-01-30,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,4.54,5.75,7.27,23.93,,4.85,29.08,,28.17,8.18,-3.888889,-6.981481,0.024691,0.1905,-5.0,93.95226
US_ND_38053,2020-01-31,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,5.98,6.3,5.35,26.14,,4.72,29.28,,30.54,5.35,-4.530864,-12.401235,3.246914,0.689429,-7.0,84.277436
US_ND_38053,2020-02-01,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,5.86,,23.04,,,25.77,,29.67,,2.08642,-6.469136,9.802469,0.036286,-2.694444,72.428059
US_ND_38053,2020-02-02,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,6.97,8.44,13.94,,,19.44,,24.94,,2.592593,-2.203704,9.45679,0.0,-3.576389,65.170909
US_ND_38053,2020-02-03,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,5.96,,11.29,8.79,5.02,21.65,,28.87,5.33,-5.981481,-9.901235,-0.401235,0.0,-10.993056,69.323253
US_ND_38053,2020-02-04,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,4.6,6.44,19.31,5.21,,28.51,6.44,29.43,,-8.154321,-14.419753,-2.277778,0.0,-11.701389,76.842283
US_ND_38053,2020-02-05,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,4.18,,5.38,14.04,5.97,,20.31,8.36,22.4,6.27,-6.061728,-11.222222,0.975309,0.0,-10.354167,72.410367
US_ND_38053,2020-02-06,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,6.34,7.55,5.74,20.84,6.04,4.83,24.47,,32.32,5.13,-5.666667,-11.524691,-1.006173,0.338667,-8.347222,84.57325
US_ND_38053,2020-02-07,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,7.33,6.05,,14.01,5.73,5.09,22.61,,26.75,,-12.358025,-17.216049,-5.222222,0.145143,-15.604167,78.704549
US_ND_38053,2020-02-08,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,6.32,5.92,11.84,,,16.98,,29.61,7.9,-4.5625,-10.236111,-0.083333,0.0,-6.325397,88.171006
US_ND_38053,2020-02-09,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,6.13,,,13.41,6.51,8.43,14.95,8.05,26.06,,-4.354167,-8.361111,-0.333333,0.0,-6.563492,85.338295
US_ND_38053,2020-02-10,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,8.21,,,12.46,,,19.14,,28.56,4.25,-4.796296,-7.296296,-2.17284,0.0,-7.416667,82.607754
US_ND_38053,2020-02-11,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,4.79,8.09,4.79,16.17,5.09,6.29,21.27,4.49,29.05,,-6.351852,-12.302469,0.549383,0.508,-9.402778,79.382522
US_ND_38053,2020-02-12,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,5.16,6.07,4.55,15.49,,5.16,21.86,5.47,29.46,5.47,-10.883333,-20.816667,0.016667,0.9525,-14.746914,75.336714
US_ND_38053,2020-02-13,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,6.21,5.9,14.59,8.38,6.83,22.35,6.52,28.25,6.52,-22.15,-28.711111,-11.744444,0.1524,-26.530864,67.712447
US_ND_38053,2020-02-14,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,,,,,,6.19,,13.68,,,21.49,5.86,21.49,5.54,-7.361111,-14.727778,4.161111,0.0,-11.617284,71.996833
US_ND_38053,2020-02-15,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,-4,-5,6,-5,,,,7.79,7.01,,17.52,,34.25,,-4.388889,-9.580247,3.049383,0.0635,-7.701389,79.485948
US_ND_38053,2020-02-16,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,2,-4,6,6,6.57,7.35,,15.86,,,18.95,6.96,27.84,,-5.518519,-10.419753,0.716049,0.254,-8.006944,84.217896
US_ND_38053,2020-02-17,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,8,3,2,-18,7.45,,5.76,12.19,6.1,7.79,22.69,6.43,31.84,7.45,-4.67284,-8.604938,-0.617284,0.4445,-6.479167,88.803112
US_ND_38053,2020-02-18,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,2,-2,-3,0,5.26,4.09,5.26,11.7,,,23.69,4.68,26.61,6.43,-13.790123,-20.58642,-4.481481,0.084667,-18.201389,71.302168
US_ND_38053,2020-02-19,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,-12,-8,8,5,5.32,,,12.71,,5.61,22.75,,28.07,5.32,-18.962963,-25.037037,-9.179012,0.056444,-24.305556,64.458434
US_ND_38053,2020-02-20,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,8,8,1,5,5.05,6.83,,8.32,10.99,6.83,18.71,,30.0,4.46,-10.425926,-18.419753,2.555556,0.0,-15.548611,67.309652
US_ND_38053,2020-02-21,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,7,2,-7,5,6.36,5.15,,12.42,5.46,,19.39,,25.15,4.24,-0.811111,-6.8,6.505556,0.0,-8.598765,56.323085
US_ND_38053,2020-02-22,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,-3,2,0,-6,9.83,6.43,6.05,10.97,,,17.02,5.67,32.9,,0.216667,-6.644444,8.033333,0.0,-6.388889,62.409798
US_ND_38053,2020-02-23,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,10,9,0,-6,9.02,,,8.27,5.64,,18.8,,31.58,,0.35,-4.95,5.783333,0.0,-5.580247,65.417001
US_ND_38053,2020-02-24,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,-3,2,1,0,5.11,8.71,6.01,13.22,,,21.03,,31.25,,-1.105556,-4.116667,2.161111,0.0,-5.839506,71.112529
US_ND_38053,2020-02-25,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,-13,-1,-4,-2,5.63,6.82,,18.08,4.15,6.52,22.23,,34.98,,-4.277778,-7.866667,-0.211111,0.92075,-7.030864,81.487295
US_ND_38053,2020-02-26,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,-9,2,-6,7,7.3,6.39,,17.33,5.17,5.17,33.15,,26.76,4.26,-8.438889,-14.477778,-0.594444,0.145143,-10.944444,82.328014
US_ND_38053,2020-02-27,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,0,1,3,5,4.45,5.64,6.24,25.83,4.75,,32.96,,34.74,7.42,-2.35,-7.861111,4.466667,0.1905,-4.537037,85.86921
US_ND_38053,2020-02-28,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,9,0,-2,5,,4.66,7.45,24.53,4.35,4.66,29.18,,27.63,6.21,1.005556,-5.216667,8.461111,0.0,-2.617284,77.957774
US_ND_38053,2020-02-29,ChIJ-zUjNk2BJlMRNd79YrreYUM,Q280844,geoId/38053,US,United States of America,ND,North Dakota,38053,McKenzie County,US,USA,2,,,,,,,12688,6712,5976,2347,1862,1874,1923,1333,1529,1091,453,276,1271254,47.73,-103.39,7410,81.5,4,0,-1,5,8.01,,,17.93,6.87,,32.8,,32.42,,3.011111,-2.677778,11.311111,0.0,-1.320988,73.976254
