location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45027,2020-09-07,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,10,0,1011,63,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,10.1,13.93,8.7,8.36,5.57,5.57,6.96,11.49,9.4,,,22.63,4.87,10.79,8.7,42.48,10.1,5.57,23.1,17.544444,29.872222,0.0,16.683333,67.410859
US_SC_45027,2020-09-08,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,1,1012,64,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,7.32,6.71,11.29,8.54,6.71,7.32,9.46,5.19,11.9,5.19,,6.71,26.24,6.41,11.9,,44.55,5.49,5.49,22.511111,16.85,29.533333,0.0,18.372222,77.664183
US_SC_45027,2020-09-09,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1013,64,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,10.34,11.82,9.46,,6.5,10.34,5.02,11.52,6.5,4.14,6.21,28.66,4.73,6.5,4.43,39.0,6.21,5.32,24.594444,19.938889,29.5,1.9685,22.616667,88.816938
US_SC_45027,2020-09-10,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1016,64,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,,,,9.36,12.37,6.04,5.43,5.13,4.53,6.04,10.87,4.83,,6.04,24.75,5.43,9.96,,37.12,8.75,4.22,25.988889,22.95,31.355556,1.016,23.622222,86.881216
US_SC_45027,2020-09-11,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,6,1,1022,65,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-6,-8,25,-22,,,8.72,10.59,5.92,6.23,5.61,6.23,5.61,8.1,10.59,,7.79,27.73,5.61,7.17,4.36,39.88,10.28,4.67,25.938889,22.588889,32.022222,0.0,23.816667,88.202221
US_SC_45027,2020-09-12,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,5,0,1027,65,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-7,,,-9,,,,11.33,6.94,5.84,,9.86,,8.4,5.12,,10.6,20.46,6.94,9.86,,30.32,6.94,,25.455556,23.088889,30.755556,5.1435,23.811111,90.695051
US_SC_45027,2020-09-13,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,5,0,1032,65,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,-13,,,8.04,10.48,7.69,5.59,6.29,,,5.94,5.59,,6.64,24.11,4.89,12.23,4.89,38.09,8.74,11.88,25.022222,20.583333,30.844444,0.1524,21.661111,81.758395
US_SC_45027,2020-09-14,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,1,1035,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-6,24,-25,,,7.76,9.85,8.96,6.87,6.57,5.37,,15.22,,4.18,7.46,21.49,8.36,12.54,5.37,41.79,10.15,4.48,25.894444,20.722222,32.061111,0.0,21.8,78.229734
US_SC_45027,2020-09-15,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,9,0,1044,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-8,23,-21,,4.93,6.17,13.88,9.56,5.24,6.79,9.25,,9.25,,,8.94,19.74,,8.02,7.4,40.71,6.48,5.24,23.722222,20.761111,28.761111,0.92075,18.766667,74.001738
US_SC_45027,2020-09-16,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1045,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-10,28,-24,,,5.61,12.99,12.99,5.02,5.9,5.31,,6.79,5.02,4.72,8.56,28.04,5.31,6.79,6.49,32.47,7.97,6.2,20.983333,17.538889,25.922222,0.2032,16.927778,77.789219
US_SC_45027,2020-09-17,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,9,0,1054,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-27,,30,-28,,,4.63,6.65,9.26,,5.21,8.1,,8.39,,4.05,5.79,21.41,5.79,8.68,,30.66,6.08,4.34,23.777778,20.838889,27.161111,6.985,23.144444,96.261404
US_SC_45027,2020-09-18,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,11,0,1065,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-3,-8,29,-25,,,8.22,9.8,10.44,,,7.91,,10.75,6.33,,9.49,23.4,7.59,11.7,,39.85,7.27,4.43,22.783333,21.077778,25.111111,101.854,21.222222,91.00382
US_SC_45027,2020-09-19,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,2,0,1067,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-2,,36,-10,,,6.01,14.27,,7.88,,,,12.77,,6.38,14.64,21.78,5.26,8.26,7.13,38.67,,5.26,19.455556,16.538889,22.988889,0.282222,14.933333,75.221894
US_SC_45027,2020-09-20,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1070,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,-20,,,,10.91,7.04,7.04,,10.21,7.04,6.69,,,5.63,24.64,4.93,6.34,6.69,37.67,10.91,,17.127778,12.3,23.377778,0.0,10.755556,66.237358
US_SC_45027,2020-09-21,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1071,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-4,34,-23,,,8.16,10.58,9.07,4.23,7.25,11.18,6.05,9.07,,,8.16,30.83,7.86,6.65,,37.48,9.67,5.44,16.988889,11.794444,22.677778,0.0,10.161111,64.200321
US_SC_45027,2020-09-22,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,5,0,1076,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-1,44,-24,,,6.73,9.49,6.73,7.34,,9.18,5.2,12.24,8.87,4.28,8.57,26.01,5.2,6.43,,37.33,7.34,4.9,15.411111,9.45,22.138889,0.0,9.322222,67.110059
US_SC_45027,2020-09-23,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,5,0,1081,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-9,37,-19,7,5.49,9.46,6.71,9.77,7.63,6.1,8.85,6.71,8.54,6.1,4.27,7.32,28.38,6.71,8.24,7.02,36.01,4.27,6.1,15.788889,9.1,23.666667,0.0,11.211111,74.424281
US_SC_45027,2020-09-24,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,6,0,1087,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-7,-5,47,-21,5,4.53,5.73,10.86,9.65,7.24,7.54,6.03,,9.96,5.13,,8.75,19.91,7.54,6.64,,31.98,4.83,6.33,19.85,13.338889,26.522222,0.084667,15.494444,76.108534
US_SC_45027,2020-09-25,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,5,0,1092,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-9,-6,42,-24,8,5.42,8.61,13.07,10.52,,7.33,12.75,,7.01,,,6.38,21.68,5.74,8.61,4.46,38.9,8.93,5.42,22.905556,18.95,28.183333,3.556,21.35,91.020533
US_SC_45027,2020-09-26,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,6,0,1098,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,0,,38,-12,,,,10.41,,,5.95,9.3,,11.16,5.58,5.21,10.04,26.03,,10.41,,38.3,5.21,,21.872222,19.877778,25.683333,12.869333,20.761111,93.439533
US_SC_45027,2020-09-27,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1101,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,-17,,,6.6,10.76,6.6,5.55,,8.33,6.25,10.07,5.9,,7.64,24.65,,13.54,,41.32,7.29,9.38,20.138889,16.25,24.955556,0.1905,18.25,88.954778
US_SC_45027,2020-09-28,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,4,0,1105,66,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-12,30,-22,7,,8.29,9.15,9.15,,7.72,7.15,4.57,10.58,4.29,,8.58,22.01,4.29,9.15,6.58,36.3,6.29,6.29,21.088889,17.972222,23.727778,0.254,20.394444,95.85717
US_SC_45027,2020-09-29,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,1,1108,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-11,39,-21,7,5.69,9.58,12.28,9.58,5.09,7.79,12.88,4.79,10.18,4.49,4.19,7.79,26.66,,8.69,,40.13,7.49,9.28,23.177778,17.666667,28.733333,2.878667,21.622222,90.998399
US_SC_45027,2020-09-30,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,-2,0,1106,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-2,,-23,4,,10.18,6.17,7.41,4.94,9.26,6.79,,7.41,7.1,,9.88,17.9,,8.64,,36.73,6.48,5.25,17.794444,12.738889,25.633333,18.796,13.044444,73.792775
US_SC_45027,2020-10-01,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1107,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,0,4,44,-21,2,5.16,9.4,10.01,6.37,5.46,4.55,6.98,5.46,10.92,,4.55,12.74,23.36,4.85,6.67,,32.46,6.67,9.1,17.944444,11.183333,26.855556,0.0,13.05,73.145627
US_SC_45027,2020-10-02,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,2,0,1109,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,9,4,50,-21,2,4.93,7.88,7.23,8.87,5.58,4.93,10.19,5.91,9.53,6.24,5.26,5.91,21.36,4.6,11.83,6.57,39.42,,6.57,18.461111,13.272222,24.655556,0.0,12.144444,66.848326
US_SC_45027,2020-10-03,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1112,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,0,,,-12,,,6.43,10.21,7.18,5.29,,6.05,7.56,8.32,,8.32,,28.73,5.29,6.05,,38.55,,,15.794444,10.822222,22.283333,0.0,9.777778,67.796641
US_SC_45027,2020-10-04,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,0,0,1112,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,-15,,,6.76,9.6,5.33,6.05,,7.82,,9.25,,,4.98,26.32,5.33,6.4,6.4,39.48,7.82,7.47,15.9,12.022222,21.538889,0.0,10.977778,72.678988
US_SC_45027,2020-10-05,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,2,0,1114,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,1,33,-24,4,4.24,7.87,15.12,8.17,6.35,5.14,12.4,6.35,10.59,4.84,,8.47,31.46,6.96,10.59,7.87,35.09,,8.77,16.188889,9.838889,23.827778,0.0,11.833333,75.467871
US_SC_45027,2020-10-06,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1117,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-3,38,-21,3,4.82,7.53,10.24,10.54,,5.72,16.27,8.13,9.34,,4.22,6.63,37.06,7.83,8.74,6.03,31.33,8.44,6.03,17.8,11.138889,25.111111,0.0,14.966667,83.687129
US_SC_45027,2020-10-07,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1118,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-5,49,-23,5,6.07,9.11,11.54,5.77,7.59,4.55,12.45,,12.14,4.55,,8.5,25.5,5.16,6.68,,39.16,7.59,8.2,21.561111,14.694444,29.272222,0.0,17.8,79.334722
US_SC_45027,2020-10-08,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,2,0,1120,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-2,1,46,-24,5,,8.98,6.29,8.09,5.99,,8.69,,12.28,6.59,,8.39,24.86,,,,30.85,4.79,7.19,21.2,13.327778,30.4,0.0,16.088889,72.767382
US_SC_45027,2020-10-09,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,0,0,1120,67,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,2,-1,49,-21,5,5.08,8.58,,9.53,,7.94,,,13.02,,,9.21,21.28,,7.31,5.72,30.18,,8.58,20.427778,14.316667,28.411111,0.0,17.85,85.207533
US_SC_45027,2020-10-10,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,4,1,1124,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-1,,34,-9,,,8.43,12.1,8.06,6.23,5.87,9.53,5.13,13.93,,,,18.33,,8.06,5.87,33.72,,6.96,22.938889,18.583333,27.95,2.8956,20.811111,87.935796
US_SC_45027,2020-10-11,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1127,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,-18,,,,,9.5,6.33,,7.74,,13.02,,,9.5,27.8,9.15,8.09,5.98,40.47,5.98,,24.172222,21.083333,29.9,4.995333,22.277778,89.236392
US_SC_45027,2020-10-12,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1130,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-6,,-29,5,,9.38,7.03,8.37,6.36,6.03,9.71,,9.38,6.7,4.69,13.4,25.79,5.02,14.07,9.04,33.83,10.38,7.7,23.85,21.522222,28.7,0.254,21.538889,86.970786
US_SC_45027,2020-10-13,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1133,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-1,31,-23,5,4.8,13.21,13.51,11.1,7.5,4.5,11.4,5.4,8.1,,,6.9,24.31,4.5,8.1,4.5,39.31,6.9,8.1,22.544444,18.511111,28.455556,0.0,20.2,86.674163
US_SC_45027,2020-10-14,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,0,0,1133,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,2,43,-22,5,4.59,11.02,10.41,12.86,,4.9,9.49,,21.12,4.9,,13.16,22.35,7.65,7.04,,37.04,7.65,,20.344444,14.533333,27.255556,0.0,15.238889,72.891211
US_SC_45027,2020-10-15,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,5,0,1138,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-4,6,44,-20,4,6.34,7.24,12.07,11.47,,10.86,8.75,,14.18,6.34,5.13,9.96,22.93,6.94,12.07,4.83,38.62,6.94,7.24,20.116667,14.533333,27.788889,0.0,17.605556,85.590985
US_SC_45027,2020-10-16,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1141,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,1,2,41,-23,4,,5.87,11.42,10.12,6.2,8.81,5.87,4.89,9.46,5.55,,7.83,23.82,5.55,8.81,6.2,34.92,7.83,4.89,22.266667,17.283333,27.288889,4.717143,19.455556,84.160484
US_SC_45027,2020-10-17,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1144,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-1,,33,-12,,,,8.19,5.58,7.45,7.82,8.94,5.96,8.56,,,7.82,21.22,,5.96,5.21,35.37,6.7,6.33,16.061111,11.122222,22.866667,0.0254,9.633333,65.695419
US_SC_45027,2020-10-18,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,0,0,1144,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,-19,,5.31,8.84,14.86,4.95,5.66,,7.43,5.66,12.38,,,8.49,21.58,,7.43,,34.31,5.31,4.95,14.288889,8.894444,22.455556,0.0,8.616667,68.786086
US_SC_45027,2020-10-19,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,0,0,1144,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-5,40,-23,5,7.04,,14.38,11.01,9.48,4.89,8.26,,14.38,,,13.15,26.31,,,,36.1,4.89,5.51,17.827778,10.194444,26.472222,0.0,12.844444,72.703557
US_SC_45027,2020-10-20,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1145,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-8,,-23,6,,6.85,14.02,7.79,,6.23,8.72,5.92,9.35,,,11.22,23.37,6.23,6.85,7.48,36.14,8.1,4.67,18.95,12.85,26.122222,0.0,16.611111,86.397684
US_SC_45027,2020-10-21,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,3,0,1148,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-5,51,-21,5,,7.83,14.16,11.15,5.42,4.52,9.64,,8.74,,,6.93,23.8,,8.13,9.64,39.46,7.23,4.22,21.705556,16.394444,27.333333,0.0,19.622222,87.9937
US_SC_45027,2020-10-22,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,5,0,1153,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-6,-6,48,-23,4,5.83,7.67,11.05,8.6,7.37,6.45,5.53,4.3,10.44,4.91,,7.98,20.57,4.3,6.75,4.61,37.14,6.14,7.06,22.0,18.094444,27.788889,0.0,19.35,84.989699
US_SC_45027,2020-10-23,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1154,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-2,1,42,-20,4,5.93,,14.18,9.89,4.62,4.95,7.25,6.26,8.24,6.59,,9.23,26.37,8.24,11.21,,32.97,8.9,4.95,21.983333,17.15,28.394444,0.0,18.355556,79.97848
US_SC_45027,2020-10-24,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1155,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,-3,,,-7,,6.76,6.01,10.52,7.52,,,6.39,7.14,9.77,,7.52,8.64,26.3,6.76,5.64,,40.59,,8.64,20.933333,15.111111,28.616667,0.0,17.288889,79.734781
US_SC_45027,2020-10-25,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,2,0,1157,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,,,-15,,5.27,5.62,,10.19,,5.62,9.14,5.27,6.68,5.27,,,21.79,7.03,7.03,,38.66,,6.33,21.166667,17.338889,26.477778,10.414,19.583333,90.757794
US_SC_45027,2020-10-26,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,1,0,1158,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-2,35,-23,4,5.17,5.82,6.46,7.11,,5.49,6.14,,9.05,4.52,,9.05,19.07,,7.76,5.82,35.22,8.08,,17.594444,13.777778,22.727778,9.398,15.733333,88.872354
US_SC_45027,2020-10-27,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,8,0,1166,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,2,,-21,4,5.77,6.99,10.93,9.41,8.5,6.68,10.02,4.55,8.81,5.47,,11.84,23.38,,10.63,4.86,39.18,8.5,,18.083333,12.566667,26.738889,0.0,15.483333,84.832344
US_SC_45027,2020-10-28,ChIJbfcrp9wN_4gRQqAkOo91jWA,Q497871,geoId/45027,US,United States of America,SC,South Carolina,45027,Clarendon County,US,USA,2,11,0,1177,68,,,34012,16692,17320,3370,4069,4402,3471,3600,4835,5132,3500,1633,2532502,33.66,-80.22,1802,75.4,,-4,33,-16,4,7.66,6.44,12.88,7.36,,,12.88,,12.57,5.83,,12.26,22.68,6.44,6.44,5.21,38.01,6.44,4.91,20.822222,14.466667,27.261111,0.0,18.072222,84.378736
