location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19157,2020-01-11,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,9.36,9.36,9.36,,14.55,8.31,8.31,23.91,,,35.34,,9.87,-6.588889,-9.066667,-2.472222,7.438571,-8.716049,83.687146
US_IA_19157,2020-01-12,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,15.96,,9.79,,13.9,,8.76,27.3,,,34.5,,10.81,-5.683333,-8.177778,-2.666667,0.254,-7.703704,85.366209
US_IA_19157,2020-01-13,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.0,12.35,6.18,,15.23,9.06,,23.47,,6.18,32.11,6.59,,-2.055556,-3.9,-0.272222,0.762,-3.069444,92.302802
US_IA_19157,2020-01-14,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.14,6.55,9.01,6.55,12.29,,,23.75,6.14,6.96,34.4,,,-0.205556,-4.472222,1.7,1.36525,-1.141975,93.165095
US_IA_19157,2020-01-15,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.52,9.38,7.34,6.93,10.6,6.93,6.12,23.65,6.93,7.34,33.03,6.52,,-4.022222,-7.288889,-1.222222,0.0635,-4.635802,94.789646
US_IA_19157,2020-01-16,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,,10.47,7.25,,13.69,8.46,,20.14,,6.44,27.39,,,-14.494444,-18.983333,-5.966667,0.056444,-18.283951,72.765808
US_IA_19157,2020-01-17,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.91,,12.43,,10.59,10.59,,23.94,7.37,,24.4,,,-9.772222,-15.011111,-3.583333,0.217714,-11.919753,83.783633
US_IA_19157,2020-01-18,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,9.24,,,,13.86,,,24.12,,,24.12,8.73,,-5.161111,-14.938889,0.422222,4.608286,-6.790123,87.910841
US_IA_19157,2020-01-19,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,10.03,11.39,,,11.85,,6.84,17.77,7.75,,34.64,7.29,,-16.827778,-18.983333,-13.833333,0.211667,-20.419753,73.411515
US_IA_19157,2020-01-20,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,13.77,8.26,11.41,6.29,18.49,10.23,,28.33,,7.47,39.34,6.29,5.51,-14.027778,-15.927778,-10.638889,0.0,-16.197531,82.778615
US_IA_19157,2020-01-21,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.83,11.57,10.55,7.49,19.05,,5.79,25.86,8.85,5.44,37.43,5.1,6.46,-14.738889,-20.7,-6.355556,0.072571,-16.444444,86.624869
US_IA_19157,2020-01-22,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,10.55,9.23,6.59,5.6,15.49,7.58,5.6,27.36,4.61,6.59,32.96,4.61,,-2.655556,-6.983333,0.066667,0.127,-4.783951,85.644026
US_IA_19157,2020-01-23,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.58,11.86,5.93,6.92,17.46,6.59,,28.0,8.23,8.23,31.29,7.58,,-0.033333,-1.194444,1.172222,2.286,-0.432099,97.280969
US_IA_19157,2020-01-24,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,5.82,6.85,7.19,6.16,21.57,7.19,6.85,27.39,,6.16,28.75,5.48,5.48,-0.1,-0.833333,0.672222,1.27,-0.465278,96.842801
US_IA_19157,2020-01-25,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,,7.05,10.58,,19.84,7.93,,33.06,,9.7,35.27,7.05,,-0.766667,-2.25,0.688889,1.2065,-2.209877,89.739216
US_IA_19157,2020-01-26,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.12,,5.53,,21.74,5.53,5.93,28.06,6.72,8.3,30.04,,,-3.666667,-7.716667,-0.588889,0.09525,-4.673611,92.072834
US_IA_19157,2020-01-27,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,,5.76,7.36,,22.72,11.2,8.64,35.85,5.76,7.36,41.29,7.68,5.12,-1.138889,-2.866667,-0.155556,0.0,-1.715278,95.742663
US_IA_19157,2020-01-28,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.2,5.55,8.48,7.18,17.95,7.83,5.22,29.7,7.18,5.22,34.26,7.5,6.53,-4.733333,-6.85,-1.6,0.0762,-5.611111,93.828016
US_IA_19157,2020-01-29,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.55,5.57,9.5,4.58,28.17,6.88,6.22,42.91,6.55,5.89,38.32,10.81,7.53,-6.6,-7.855556,-3.883333,0.0,-7.611111,92.347588
US_IA_19157,2020-01-30,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,8.76,11.12,6.06,4.71,25.93,11.79,8.76,40.76,5.05,6.74,34.02,9.77,7.41,-4.238889,-6.111111,-1.4,0.4572,-5.932099,87.853102
US_IA_19157,2020-01-31,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.25,8.7,6.17,5.44,24.66,7.25,,33.73,6.17,7.62,34.09,9.07,,-1.133333,-4.144444,2.216667,0.0,-2.462963,91.143281
US_IA_19157,2020-02-01,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.85,11.99,6.85,,21.42,,,26.56,,,34.27,,,1.433333,0.066667,4.25,0.15875,-0.030864,90.161429
US_IA_19157,2020-02-02,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.94,6.35,5.56,,18.26,5.95,9.53,32.54,,7.54,31.35,8.73,7.54,5.383333,2.45,10.894444,0.0,0.12963,69.576116
US_IA_19157,2020-02-03,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,11.17,12.18,8.46,4.74,24.37,7.78,9.81,29.44,7.45,,36.89,,4.74,0.822222,-2.866667,6.072222,0.0,-1.061728,87.005745
US_IA_19157,2020-02-04,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,8.63,9.27,5.43,,16.94,6.07,6.39,23.65,,,30.36,4.47,7.67,-1.833333,-4.416667,1.844444,0.0,-6.728395,68.89708
US_IA_19157,2020-02-05,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,5.83,7.13,9.72,,18.48,10.05,6.81,34.68,,4.54,28.52,5.19,5.51,-5.277778,-7.444444,-2.305556,0.0,-10.32716,67.347968
US_IA_19157,2020-02-06,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.67,8.68,10.01,6.01,20.69,7.34,,37.04,,8.34,31.37,7.01,,-5.577778,-11.572222,-0.255556,0.0,-10.648148,67.28518
US_IA_19157,2020-02-07,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,8.02,6.35,5.35,4.68,29.75,8.36,,37.1,4.68,,31.09,6.02,,-4.122222,-6.955556,-1.266667,0.0,-8.166667,73.537143
US_IA_19157,2020-02-08,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.62,10.14,13.67,,22.49,7.94,7.06,27.34,,,33.52,,7.94,-6.988889,-12.627778,-1.955556,0.5588,-9.561728,81.711661
US_IA_19157,2020-02-09,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,8.46,12.09,8.87,6.05,19.35,7.25,,24.59,,,35.07,,8.06,-1.005556,-8.016667,4.305556,0.127,-3.839506,81.466843
US_IA_19157,2020-02-10,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.37,8.04,15.07,6.03,26.79,7.03,,40.86,14.06,,40.19,,10.72,-5.166667,-10.477778,1.066667,0.4572,-7.401235,84.010524
US_IA_19157,2020-02-11,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,,4.95,13.19,,16.48,9.89,6.26,35.6,,,38.57,4.95,6.92,-2.705556,-6.688889,0.861111,0.0,-5.938272,78.994623
US_IA_19157,2020-02-12,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,7.42,9.04,10.65,,18.08,8.07,,26.15,5.81,5.17,35.51,5.17,,-1.9,-4.794444,1.805556,0.0,-5.067901,79.282149
US_IA_19157,2020-02-13,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,6.03,6.03,9.21,,18.08,4.96,5.67,20.56,6.03,6.73,37.92,5.67,5.32,-14.811111,-21.1,0.364198,0.979714,-17.734568,77.662727
US_IA_19157,2020-02-14,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,,,,,,5.63,9.15,7.74,6.68,16.89,4.93,,25.68,,,31.31,,,-17.483333,-22.85,-8.766667,0.0254,-21.858025,69.349011
US_IA_19157,2020-02-15,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,5,7,4,19,,7.62,,8.46,,20.74,8.46,,28.78,,6.35,39.78,,6.77,-3.883333,-10.844444,4.516667,0.0,-8.228395,71.992427
US_IA_19157,2020-02-16,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,14,7,-7,13,,7.28,,13.34,,16.98,,6.06,19.8,,,34.36,,,-0.566667,-6.127778,5.994444,0.0,-2.623457,86.719427
US_IA_19157,2020-02-17,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,-7,-1,-3,-5,,8.28,7.62,12.25,,20.53,5.63,8.61,28.14,,6.29,39.07,5.3,5.96,1.561111,-0.755556,4.538889,0.53975,0.333333,91.591426
US_IA_19157,2020-02-18,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,11,-3,-4,2,,8.16,11.76,10.78,6.86,13.71,7.18,7.18,24.49,,6.53,33.96,5.55,4.9,-0.961111,-4.727778,2.761111,1.721556,-3.222222,84.687193
US_IA_19157,2020-02-19,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,3,-7,2,0,,6.19,10.42,5.86,,19.21,9.12,8.47,27.68,8.47,6.19,34.52,5.54,4.88,-6.95,-10.372222,-1.388889,0.0,-10.450617,76.126369
US_IA_19157,2020-02-20,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,6,12,8,2,,9.16,10.8,13.74,,17.67,7.85,8.51,27.49,6.54,6.54,33.05,8.84,7.53,-11.183333,-16.55,-5.911111,0.03175,-16.425926,65.219656
US_IA_19157,2020-02-21,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,24,6,18,8,,6.73,7.06,,6.39,14.8,5.72,5.05,23.21,8.41,6.39,33.3,5.38,5.38,-5.183333,-11.672222,5.027778,0.0,-11.376543,62.239859
US_IA_19157,2020-02-22,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,16,19,11,8,,6.79,10.86,8.6,7.69,19.91,,,20.82,,,40.27,,,2.338889,-2.344444,10.727778,0.0,-4.722222,59.872527
US_IA_19157,2020-02-23,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,15,8,5,6,,8.53,9.35,,,16.66,8.53,6.91,31.29,,,34.54,6.1,8.13,5.477778,-0.583333,14.811111,0.0,-0.179012,67.375415
US_IA_19157,2020-02-24,ChIJ2Rtb-YRj74cRoDQaj8Jlfnw,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2,,,,,,,18334,8872,9462,1985,2564,2614,1862,1831,2463,2372,1496,1147,1790345,41.684167,-92.53,293,1518,79.04,-1,9,-4,3,,7.62,10.79,9.2,5.08,26.34,13.65,5.39,43.48,4.44,5.39,32.69,5.39,7.93,2.45,-0.333333,9.288889,0.127,-1.240741,76.748828
