location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53039,2021-03-02,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,661,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,4,6.55,9.46,6.55,,9.1,16.73,18.19,7.64,37.11,8.37,8.616667,0.338889,16.572222,0.0,,1.5,61.619623
US_WA_53039,2021-03-03,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,662,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,4,6.12,9.72,12.96,,7.92,7.2,17.64,,30.24,5.04,6.377778,-1.816667,16.677778,0.0,,-0.027778,63.818914
US_WA_53039,2021-03-04,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,662,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-18,4,6.56,9.48,7.66,5.83,9.12,6.2,21.52,5.47,39.75,7.29,7.361111,-1.761111,17.038889,0.0,,0.75,62.96176
US_WA_53039,2021-03-05,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,662,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,,5.58,5.21,6.33,,8.56,,19.36,8.19,30.52,7.82,8.816667,-0.405556,18.922222,0.0254,,0.916667,60.213915
US_WA_53039,2021-03-06,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,664,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-16,,6.23,9.96,,,7.06,,18.68,,33.21,,8.277778,2.3,15.927778,1.693333,,1.322222,62.043816
US_WA_53039,2021-03-07,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,664,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-18,,7.53,7.53,9.2,,8.37,,20.91,6.27,35.97,6.27,6.666667,1.211111,12.816667,0.6096,,-1.177778,57.724376
US_WA_53039,2021-03-08,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,664,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,,,6.75,8.18,,10.66,,14.93,8.18,27.73,4.98,4.561111,-1.116667,12.161111,1.439333,,-2.172222,62.222437
US_WA_53039,2021-03-09,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,666,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,,,7.73,5.16,,5.89,7.0,19.88,5.52,34.61,,5.411111,-1.272222,12.511111,0.1016,,-1.361111,62.035737
US_WA_53039,2021-03-10,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,666,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-24,5,5.71,,9.28,,9.63,7.49,20.33,,27.11,,5.038889,-1.405556,13.494444,0.112889,,-1.077778,64.776957
US_WA_53039,2021-03-11,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,669,8,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,4,,10.97,7.31,,7.31,,20.11,5.12,36.92,7.31,5.888889,-2.661111,14.772222,0.0,,-1.266667,60.197902
US_WA_53039,2021-03-12,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,1,669,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,,5.83,7.0,9.72,7.39,12.44,7.78,22.16,9.72,33.04,6.61,6.5,-2.788889,16.077778,0.0,,-2.15,54.175277
US_WA_53039,2021-03-13,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,669,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-17,,,10.71,6.43,,6.43,,16.28,,26.99,9.85,6.588889,-2.711111,16.972222,0.0,,-2.066667,54.110096
US_WA_53039,2021-03-14,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,669,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-8,,,10.52,,7.28,6.88,7.28,14.97,,24.28,,6.972222,-2.15,17.0,0.0,,0.105556,61.745906
US_WA_53039,2021-03-15,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,670,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,,5.95,8.04,7.69,,10.84,,15.39,,35.67,5.25,6.633333,-0.05,12.388889,1.580444,,-0.711111,60.125843
US_WA_53039,2021-03-16,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,4,0,674,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,4,5.52,9.94,8.1,,8.46,9.57,22.82,5.52,30.18,5.89,5.922222,0.572222,13.405556,0.1016,,-2.872222,54.050451
US_WA_53039,2021-03-17,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,1,,8.32,7.96,5.43,6.87,7.6,18.45,5.79,31.83,7.6,6.333333,-2.527778,16.327778,0.0,,-1.05,59.255498
US_WA_53039,2021-03-18,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,4,5.36,9.29,9.29,,5.72,11.08,19.3,,37.17,6.79,8.577778,-1.772222,18.188889,0.0,,1.188889,59.895682
US_WA_53039,2021-03-19,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-26,,6.66,,,,8.62,7.84,19.2,,27.03,7.84,10.016667,1.933333,17.311111,2.003778,,2.083333,58.403417
US_WA_53039,2021-03-20,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-16,,,9.14,7.89,7.06,,9.97,14.12,8.72,32.81,11.21,8.866667,3.55,14.994444,0.6096,,0.822222,58.049255
US_WA_53039,2021-03-21,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-14,,10.57,14.64,7.32,,6.51,8.13,23.18,6.1,30.5,7.73,7.833333,2.411111,13.794444,1.0668,,-0.794444,55.1527
US_WA_53039,2021-03-22,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-25,2,7.75,10.56,,,7.75,6.69,18.31,6.69,29.92,6.34,7.922222,4.266667,13.444444,1.665111,,0.855556,61.736814
US_WA_53039,2021-03-23,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-25,3,,6.92,,,6.55,6.55,14.93,6.19,30.58,8.01,7.722222,0.072222,14.877778,0.9652,,-2.416667,49.992822
US_WA_53039,2021-03-24,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-26,5,7.04,12.32,7.04,7.04,10.21,5.28,15.48,6.69,33.79,,8.738889,1.816667,14.505556,0.0,,-0.111111,54.505358
US_WA_53039,2021-03-25,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,676,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-27,3,7.98,9.43,7.62,,6.89,,22.12,7.25,39.17,6.89,8.877778,5.066667,13.888889,1.298222,,1.744444,61.665281
US_WA_53039,2021-03-26,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,677,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,,,9.12,5.7,6.46,5.7,6.08,17.85,8.74,27.73,9.12,8.888889,3.361111,15.527778,0.564444,,0.977778,58.114112
US_WA_53039,2021-03-27,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,677,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-16,,8.02,9.71,,,,7.18,15.62,6.75,29.55,9.29,10.5,2.616667,18.927778,0.0,,1.677778,54.620252
US_WA_53039,2021-03-28,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,677,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-10,,,15.27,6.43,,,7.23,16.07,8.03,38.16,7.23,12.111111,4.516667,20.533333,0.0,,2.2,51.60607
US_WA_53039,2021-03-29,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,677,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,4,5.94,11.88,9.43,6.29,6.29,4.89,14.32,11.18,31.09,8.38,6.244444,1.272222,14.477778,1.608667,,-2.127778,56.074633
US_WA_53039,2021-03-30,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,680,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,3,7.47,14.22,7.82,,8.53,,18.49,,36.63,6.4,5.311111,-3.216667,13.361111,0.4318,,-4.144444,51.189333
US_WA_53039,2021-03-31,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,680,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,1,6.34,11.27,9.15,5.28,9.51,,15.14,5.28,27.11,7.75,7.144444,-3.388889,19.161111,0.0,,-2.616667,50.279143
US_WA_53039,2021-04-01,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,681,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,2,,9.64,8.57,,9.64,7.14,23.56,10.71,31.41,7.85,10.683333,-1.116667,22.433333,0.0,,-0.788889,45.033277
US_WA_53039,2021-04-02,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,681,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-24,,7.13,16.14,,6.75,5.63,7.13,12.38,,31.52,5.63,12.161111,0.705556,22.072222,0.0,,0.027778,43.957362
US_WA_53039,2021-04-03,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,681,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-18,,,14.25,,,,,15.09,,27.25,8.38,11.883333,2.194444,20.705556,0.0,,1.616667,49.894196
US_WA_53039,2021-04-04,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,681,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-17,,8.81,14.69,8.81,,,7.55,12.17,,30.21,,12.422222,3.377778,19.883333,0.0,,2.083333,49.414478
US_WA_53039,2021-04-05,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,681,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-29,2,,11.94,7.83,,7.46,6.34,19.03,,35.07,6.71,8.688889,1.305556,17.211111,0.0,,-3.805556,41.756978
US_WA_53039,2021-04-06,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,681,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-27,2,5.55,13.32,8.14,6.66,,8.88,20.35,5.18,39.59,7.77,9.705556,-0.611111,19.644444,0.0,,-2.483333,42.965543
US_WA_53039,2021-04-07,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,683,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-27,3,8.47,7.74,7.74,,7.0,7.74,18.79,8.11,40.53,5.53,10.572222,-0.044444,19.827778,0.0,,0.211111,49.218087
US_WA_53039,2021-04-08,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,684,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-26,3,,11.69,6.94,,5.48,9.13,19.37,9.87,34.71,12.79,9.411111,3.166667,15.405556,0.381,,-0.661111,50.176475
US_WA_53039,2021-04-09,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,685,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-24,,6.42,9.81,6.04,,,,13.59,,39.25,,7.344444,-1.516667,16.927778,0.0508,,-3.044444,47.968263
US_WA_53039,2021-04-10,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,687,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,,6.47,9.3,,8.49,,,18.61,6.47,24.67,7.28,9.661111,2.416667,16.705556,0.056444,,-1.972222,45.186543
US_WA_53039,2021-04-11,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,687,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-18,,9.15,7.49,11.64,,8.32,7.07,20.8,7.9,22.88,7.9,5.561111,-3.733333,14.3,0.381,,-5.533333,45.209847
US_WA_53039,2021-04-12,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,688,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,2,,9.58,12.06,,5.68,7.45,14.9,8.16,32.99,5.68,7.194444,-4.066667,17.322222,0.0,,-6.955556,35.934125
US_WA_53039,2021-04-13,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,690,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,3,,9.37,7.64,6.25,5.9,9.37,20.14,,39.58,7.99,11.466667,3.405556,17.861111,0.0,,-7.588889,25.89903
US_WA_53039,2021-04-14,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,691,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,3,6.38,12.77,13.48,,12.42,7.45,17.74,6.38,35.83,6.38,11.65,1.094444,21.011111,0.0,,-6.627778,27.436402
US_WA_53039,2021-04-15,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,4,0,695,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,3,8.56,10.7,,7.13,7.13,5.35,13.19,6.77,38.15,6.42,13.805556,1.655556,23.822222,0.0,,-1.477778,35.083881
US_WA_53039,2021-04-16,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,697,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,,9.96,13.02,,6.13,,,15.32,10.72,31.78,8.43,14.598765,2.191358,25.12963,0.0,,-0.481481,35.627272
US_WA_53039,2021-04-17,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,698,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,,7.08,,6.25,,6.25,,14.99,9.58,32.9,7.5,14.677778,2.305556,26.883333,0.0,,-1.555556,32.790555
US_WA_53039,2021-04-18,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,698,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-14,,,14.54,7.06,6.65,,,17.04,7.06,33.24,10.39,16.388889,2.816667,29.027778,0.0,,0.477778,34.054847
US_WA_53039,2021-04-19,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,700,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,3,,14.36,10.05,5.39,9.69,5.75,16.16,11.85,38.42,9.69,16.005556,4.083333,28.966667,0.0,,-0.961111,31.625052
US_WA_53039,2021-04-20,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,701,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-18,3,5.9,11.07,8.12,5.9,8.86,6.27,18.45,5.9,43.91,11.44,11.705556,1.455556,21.311111,0.0,,-3.222222,35.309931
US_WA_53039,2021-04-21,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,5,0,706,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,1,,12.61,8.53,6.31,,5.93,20.77,5.56,38.21,8.53,12.711111,1.211111,24.1,0.0,,-1.544444,37.255348
US_WA_53039,2021-04-22,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,707,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,4,,11.93,5.79,5.42,7.95,8.31,19.88,,27.84,6.87,15.438889,6.766667,24.088889,0.0,,1.4,39.697055
US_WA_53039,2021-04-23,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,708,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-18,,,10.51,5.84,8.18,7.79,7.4,11.29,6.62,36.6,8.96,13.45,4.972222,21.755556,0.0,,1.661111,45.3102
US_WA_53039,2021-04-24,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,709,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,,9.86,13.72,9.0,,6.86,,24.01,8.14,34.73,,12.95,8.061111,18.961111,0.0,,3.716667,54.409412
US_WA_53039,2021-04-25,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,709,9,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-6,,9.21,10.89,,,7.12,7.54,20.52,12.98,40.63,12.15,11.638889,6.722222,17.983333,2.483556,,3.355556,57.478472
US_WA_53039,2021-04-26,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,711,9,,6122,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-17,3,8.4,12.95,7.0,,7.35,5.95,21.35,7.0,35.35,8.4,12.022222,5.227778,18.861111,0.3048,,2.65,53.64623
US_WA_53039,2021-04-27,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,712,9,8,6130,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,4,10.69,11.04,9.26,5.7,9.26,7.84,22.09,,35.27,9.26,12.85,4.177778,20.761111,0.2032,,2.35,49.919427
