location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13287,2020-01-13,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,23.0,36.79,20.455556,17.466667,25.366667,0.072571,19.320988,93.229241
US_GA_13287,2020-01-14,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,57.36,19.838889,15.716667,25.788889,0.0,17.82716,87.676873
US_GA_13287,2020-01-15,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,23.12,27.98,19.65,16.394444,24.461111,1.058333,17.808642,88.713657
US_GA_13287,2020-01-16,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,23.26,47.69,19.944444,16.711111,24.283333,0.0,17.308642,84.941997
US_GA_13287,2020-01-17,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,24.91,32.03,14.427778,10.083333,19.677778,0.0254,1.746914,42.532888
US_GA_13287,2020-01-18,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,38.42,12.355556,6.711111,22.072222,0.0,6.407407,67.592152
US_GA_13287,2020-01-19,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,35.12,15.705556,7.494444,19.777778,1.016,11.17284,74.078264
US_GA_13287,2020-01-20,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,32.22,29.42,5.183333,0.444444,9.038889,0.0508,-4.259259,50.423662
US_GA_13287,2020-01-21,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,45.9,2.088889,-2.011111,7.277778,0.0,-5.141975,58.956991
US_GA_13287,2020-01-22,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,24.3,47.32,3.493827,-1.820988,12.771605,0.0,-6.472222,47.506905
US_GA_13287,2020-01-23,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,28.72,8.796296,5.08642,14.691358,0.0,0.840278,57.237487
US_GA_13287,2020-01-24,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,23.71,30.82,13.888889,10.080247,20.549383,2.116667,12.069444,88.794827
US_GA_13287,2020-01-25,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,25.88,36.54,9.864198,4.203704,17.135802,0.987778,4.555556,68.422911
US_GA_13287,2020-01-26,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,33.1,8.141975,1.895062,15.04321,0.0,2.118056,64.981825
US_GA_13287,2020-01-27,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,41.37,10.598765,6.753086,14.493827,0.762,7.5,80.699496
US_GA_13287,2020-01-28,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,29.03,46.45,9.969136,2.882716,17.512346,0.22225,4.361111,67.351645
US_GA_13287,2020-01-29,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,27.41,23.84,7.4,2.966667,13.022222,0.0,4.617284,82.118948
US_GA_13287,2020-01-30,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,39.98,34.98,10.483333,6.138889,16.85,7.281333,7.191358,79.808204
US_GA_13287,2020-01-31,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,30.81,39.1,9.355556,6.95,12.322222,1.27,6.660494,83.232126
US_GA_13287,2020-02-01,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,52.17,7.111111,6.161111,9.472222,1.665111,6.277778,94.685356
US_GA_13287,2020-02-02,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,30.56,34.55,9.216667,3.361111,17.333333,0.0,4.228395,70.698523
US_GA_13287,2020-02-03,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,35.77,26.54,12.105556,2.988889,23.6,0.0,5.333333,62.875585
US_GA_13287,2020-02-04,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,27.9,25.58,15.066667,8.216667,22.583333,0.0,11.549383,79.297592
US_GA_13287,2020-02-05,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,23.59,37.07,17.927778,13.405556,23.983333,0.0,15.179012,84.232198
US_GA_13287,2020-02-06,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,23.23,32.08,21.255556,17.827778,25.411111,15.748,19.290123,88.801124
US_GA_13287,2020-02-07,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,25.38,33.11,11.594444,6.611111,18.883333,45.466,5.938272,67.864285
US_GA_13287,2020-02-08,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,30.0,51.42,7.272222,0.488889,16.927778,0.0635,1.481481,66.294403
US_GA_13287,2020-02-09,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,34.26,50.06,10.55,2.727778,19.461111,0.0,4.222222,65.100662
US_GA_13287,2020-02-10,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,21.57,14.411111,6.788889,24.483333,0.0,10.049383,75.13593
US_GA_13287,2020-02-11,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,35.72,20.25,15.211111,26.883333,0.0,17.253086,83.487405
US_GA_13287,2020-02-12,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,35.6,35.6,21.011111,16.216667,26.383333,0.0,18.179012,83.883728
US_GA_13287,2020-02-13,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,29.95,29.95,20.811111,16.033333,25.555556,1.5875,18.635802,87.012677
US_GA_13287,2020-02-14,ChIJuUOFrMwd8ogRqPj63o9aWIs,Q498336,geoId/13287,US,United States of America,GA,Georgia,13287,Turner County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,3837,4058,1049,1048,1047,913,848,1002,920,698,370,1073777,31.72,-83.63,751,74.9,,,,,,36.71,12.288889,7.277778,17.638889,6.180667,6.302469,67.014817
