location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13053,2020-10-15,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,11,0,1738,1,,,0,0,1,10,0,0,0,0,0,0,9,1,94,1445,110,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-44,,-30,9.37,11.81,6.92,6.11,6.92,6.92,19.14,,35.03,,6.11,21.827778,15.216667,28.972222,0.0,17.722222,77.571507
US_GA_13053,2020-10-16,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1738,1,,,0,0,0,-1,1,0,0,0,0,0,9,1,94,1444,111,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-39,-37,-20,8.94,8.49,,6.71,,8.49,20.11,,44.25,7.15,6.71,18.666667,14.744444,24.722222,0.0,13.783333,73.344021
US_GA_13053,2020-10-17,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1738,1,,,0,0,0,0,0,0,0,0,0,0,9,1,94,1444,111,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,9.47,11.15,,16.16,,,16.72,,42.92,,,14.716667,7.311111,22.488889,0.0,6.622222,58.510725
US_GA_13053,2020-10-18,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1738,1,,,0,0,0,0,0,0,0,0,0,0,9,1,94,1444,111,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,,,9.7,,,,23.16,,39.33,,,16.911111,9.611111,25.883333,0.0,11.372222,69.904557
US_GA_13053,2020-10-19,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,1,0,1739,1,,,0,0,0,0,0,0,0,0,0,0,9,1,94,1444,111,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-31,,,8.98,9.39,,10.21,19.19,11.03,42.47,6.13,,19.805556,13.0,27.15,0.0,14.555556,71.77278
US_GA_13053,2020-10-20,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,10,0,1749,1,,,0,0,0,0,0,0,0,0,0,0,9,1,94,1444,111,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-43,,-29,9.97,9.14,8.73,7.9,9.56,9.56,25.35,6.65,39.9,,,20.722222,14.711111,28.238889,0.0,15.627778,72.711701
US_GA_13053,2020-10-21,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,7,0,1756,1,,,0,0,0,10,0,0,0,0,0,0,9,1,94,1454,111,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-31,8.53,8.94,10.56,15.43,,7.72,25.59,6.09,48.74,,,21.7,16.733333,28.194444,0.0,18.238889,80.767959
US_GA_13053,2020-10-22,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1756,1,,,0,0,0,3,4,0,0,0,0,0,9,1,94,1457,115,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-40,,-38,8.23,9.02,5.88,9.02,,,17.64,7.84,40.76,5.49,6.66,22.266667,17.811111,28.561111,0.056444,18.738889,80.495361
US_GA_13053,2020-10-23,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1756,1,,,0,0,0,0,0,0,0,0,0,0,9,1,94,1457,115,25,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-45,-37,-29,,8.62,,8.62,,7.76,17.68,11.21,32.34,6.9,,22.3,17.833333,28.716667,0.0,18.927778,81.313288
US_GA_13053,2020-10-24,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,7,0,1763,1,,,0,0,0,5,1,1,0,0,0,0,9,1,94,1462,116,26,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,,8.93,,16.18,,,22.87,,37.37,,8.37,21.261111,17.805556,26.85,3.9624,19.2,88.126958
US_GA_13053,2020-10-25,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1763,1,,,0,0,0,0,0,0,0,0,0,0,9,1,94,1462,116,26,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,,,,11.78,,,15.53,8.57,34.81,,13.93,21.183333,18.772222,25.433333,15.893143,18.833333,86.504699
US_GA_13053,2020-10-26,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,2,0,1765,1,,,0,0,0,0,1,0,0,0,0,0,9,1,94,1462,117,26,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-33,,10.19,8.56,7.33,,,26.89,7.74,45.23,,7.74,21.516667,17.366667,27.094444,0.0,18.6,83.573927
US_GA_13053,2020-10-27,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,4,0,1769,1,,,0,1,0,2,0,0,1,0,0,0,9,2,94,1464,117,26,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-42,,-31,6.45,14.41,8.72,7.58,7.58,,20.1,6.07,37.17,7.58,7.96,22.055556,19.027778,26.2,0.471714,19.833333,87.346195
US_GA_13053,2020-10-28,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1769,1,,,0,0,0,0,0,0,0,0,0,0,9,2,94,1464,117,26,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-45,,-29,,7.55,7.91,7.91,10.42,7.91,20.13,,35.23,5.75,5.75,24.094444,21.894444,28.355556,7.62,21.777778,87.036802
US_GA_13053,2020-10-29,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,6,0,1775,1,,,0,0,0,4,1,1,0,0,0,0,9,2,94,1468,118,27,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-47,,-34,8.67,9.85,8.67,7.49,6.3,5.91,17.34,7.49,38.61,,5.91,25.177778,20.838889,29.027778,7.8232,20.188889,73.996117
US_GA_13053,2020-10-30,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,30,0,1805,1,,,0,0,0,26,3,1,0,0,0,0,9,2,94,1494,121,28,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-41,-31,-30,9.21,9.65,7.02,8.33,,,23.25,10.96,32.45,8.33,7.02,14.205556,9.477778,21.388889,0.0254,6.205556,58.740621
US_GA_13053,2020-10-31,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,21,0,1826,1,,,0,0,0,21,0,0,0,0,0,0,9,2,94,1515,121,28,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,,,10.11,10.11,,,16.06,8.92,48.78,,,13.85,8.638889,21.338889,0.0,7.555556,65.869567
US_GA_13053,2020-11-01,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1826,1,,,0,0,0,0,0,0,0,0,0,0,9,2,94,1515,121,28,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,8.07,13.99,15.07,13.45,,,18.84,,33.36,,,17.327778,13.338889,23.411111,0.0,11.905556,70.552573
US_GA_13053,2020-11-02,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,2,0,1828,1,,,0,0,0,0,0,0,0,0,0,0,9,2,94,1515,121,28,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-30,,8.53,7.75,10.47,5.82,6.2,27.52,,42.26,,,12.161111,5.066667,19.516667,0.0,-1.883333,37.973338
US_GA_13053,2020-11-03,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,9,0,1837,1,,,0,0,0,8,1,0,0,0,0,0,9,2,94,1523,122,28,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-45,,-31,6.53,9.27,7.9,8.93,,6.18,23.7,7.21,28.16,6.87,6.87,9.594444,1.416667,20.383333,0.0,0.233333,52.481371
US_GA_13053,2020-11-04,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,4,1,1841,2,,,0,0,0,2,0,0,0,0,0,0,9,2,94,1525,122,28,18,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-28,5.12,10.25,8.2,6.15,5.12,5.12,17.76,5.46,25.96,,,11.888889,3.144444,22.494444,0.0,4.466667,60.551537
US_GA_13053,2020-11-05,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,3,0,1844,2,,,0,0,0,0,0,1,0,0,0,2,9,2,94,1525,122,29,18,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-38,,-32,8.42,,7.02,12.28,,5.62,19.3,,32.29,,8.42,14.483333,6.272222,24.133333,0.0,8.466667,67.309367
US_GA_13053,2020-11-06,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,2,0,1846,2,,,0,0,0,2,0,0,0,0,0,0,9,2,94,1527,122,29,18,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-45,-47,-26,8.7,12.49,9.84,7.95,,7.57,23.08,7.19,34.43,7.19,,18.472222,11.522222,25.622222,0.0,12.744444,69.398665
US_GA_13053,2020-11-07,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,10,0,1856,2,,,0,0,0,8,1,1,0,0,0,0,9,2,94,1535,123,30,18,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,,11.31,,14.91,,7.71,20.56,,40.1,,,19.494444,15.377778,24.233333,0.4572,16.394444,82.361259
US_GA_13053,2020-11-08,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,9,0,1865,2,,,0,0,0,9,0,0,0,0,0,0,9,2,94,1544,123,30,18,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,7.5,8.5,8.5,13.5,,,16.5,8.0,39.5,,8.5,20.805556,17.827778,25.111111,0.169333,17.555556,81.741665
US_GA_13053,2020-11-09,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,14,0,1879,2,,,1,0,0,11,1,0,0,0,0,0,10,2,94,1555,124,30,18,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-38,6.12,9.01,10.09,7.57,8.29,9.01,19.81,,40.71,6.12,,22.066667,19.438889,27.061111,0.0508,18.255556,79.053125
US_GA_13053,2020-11-10,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1879,2,,,0,0,0,0,0,0,0,0,0,0,10,2,94,1555,124,30,18,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-36,,-33,,10.43,,8.27,10.79,,18.71,8.27,43.17,10.07,,22.283333,20.394444,25.25,0.0,19.677778,85.268951
US_GA_13053,2020-11-11,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,2,0,1881,2,,,0,0,0,1,0,0,0,0,1,0,10,2,94,1556,124,30,18,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,5,3,2,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-63,,7.88,11.82,7.39,8.37,,20.68,8.86,50.23,7.39,,23.805556,21.405556,28.188889,1.1684,21.822222,88.80375
US_GA_13053,2020-11-12,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,40,0,1921,2,,,0,0,0,38,1,0,0,0,0,0,10,2,94,1594,125,30,18,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,2,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-43,,-46,,11.51,6.68,10.76,11.13,5.57,20.41,8.16,45.65,,5.57,22.161111,19.716667,26.422222,5.551714,19.561111,85.283871
US_GA_13053,2020-11-13,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1921,2,,,0,0,0,0,0,0,0,0,0,0,10,2,94,1594,125,30,18,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,2,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,-33,-44,-28,5.85,12.73,4.82,8.26,6.19,6.54,22.02,7.91,40.94,8.6,,17.722222,12.377778,25.433333,0.1016,12.033333,69.434289
US_GA_13053,2020-11-14,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,17,0,1938,2,,,0,0,0,13,2,0,0,0,0,0,10,2,94,1607,127,30,18,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,2,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,,9.05,,11.06,,,18.59,8.04,46.23,,,15.711111,8.388889,24.933333,0.0,7.733333,59.417647
US_GA_13053,2020-11-15,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,1,0,1939,2,,,0,0,0,0,1,0,0,0,0,0,10,2,94,1607,128,30,18,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,2,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,,8.71,,,9.2,,,22.76,8.23,38.25,,,16.516667,9.761111,25.061111,0.0,12.833333,79.044848
US_GA_13053,2020-11-16,ChIJ8YiD4iAv84gRWxk-M6yGMoE,Q486394,geoId/13053,US,United States of America,GA,Georgia,13053,Chattahoochee County,US,USA,2,0,0,1939,2,,,0,0,0,0,0,0,0,0,0,0,10,2,94,1607,128,30,18,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,3,2,2,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,10205,6677,3528,1488,1270,3927,1541,759,517,338,233,132,1059842,32.35,-84.79,651,73.4,,,-33,4.62,9.56,8.9,10.22,6.27,10.88,22.1,6.27,50.46,9.56,9.23,13.161111,5.516667,21.455556,0.0254,2.0,47.041074
