location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29195,2020-01-13,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,6.98,8.3,12.29,6.31,8.3,20.6,6.64,41.86,7.64,,-0.555556,-3.990741,4.564815,0.084667,30.48,-0.944444,95.687884
US_MO_29195,2020-01-14,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,7.15,9.76,9.76,12.36,5.85,6.18,21.14,7.15,35.77,7.8,,5.0,1.333333,9.801587,0.108857,30.48,3.490741,88.743345
US_MO_29195,2020-01-15,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,10.05,8.71,17.41,6.36,6.36,18.42,5.36,29.8,,,7.380952,1.928571,10.460317,0.084667,,6.5,90.695705
US_MO_29195,2020-01-16,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,7.03,,10.86,10.54,,23.63,6.07,36.72,,9.26,-5.277778,-9.603175,2.706349,0.072571,,-8.87037,73.388757
US_MO_29195,2020-01-17,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,5.83,5.83,,10.2,7.65,,24.03,,25.13,,,-3.18254,-5.793651,0.039683,3.519714,,-6.175926,78.03977
US_MO_29195,2020-01-18,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,7.24,8.44,10.85,6.83,,20.1,,31.75,,,0.166667,-3.880952,4.587302,28.048857,,-2.75,79.105756
US_MO_29195,2020-01-19,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,7.38,10.49,,10.49,8.16,6.21,18.64,6.6,29.13,,,-7.833333,-12.166667,-1.404762,1.197429,,-14.861111,54.650766
US_MO_29195,2020-01-20,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,8.14,9.21,7.08,10.98,9.92,4.96,18.42,,41.79,,,-11.150794,-12.944444,-8.007937,0.0,30.48,-14.574074,73.589053
US_MO_29195,2020-01-21,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,8.52,6.31,10.73,12.3,6.62,8.52,26.5,7.57,32.81,,,-9.126984,-14.02381,-2.246032,0.508,30.48,-11.324074,82.702865
US_MO_29195,2020-01-22,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,8.28,4.78,6.37,15.93,5.74,6.05,23.26,8.28,32.18,,,-1.277778,-4.896825,0.404762,0.169333,30.48,-4.796296,76.579471
US_MO_29195,2020-01-23,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,7.41,8.89,6.82,12.45,8.89,8.3,21.04,4.15,34.37,,,0.851852,-0.333333,1.824074,4.275667,30.48,0.541667,98.067991
US_MO_29195,2020-01-24,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,9.28,8.12,5.8,19.33,,6.57,24.74,6.96,35.57,6.57,13.15,0.388889,-0.046296,1.435185,6.567714,99.06,-0.194444,95.544493
US_MO_29195,2020-01-25,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,6.36,6.78,7.21,20.77,8.05,,29.25,,38.16,,,-0.230159,-1.793651,0.936508,2.358571,74.93,-2.351852,85.199631
US_MO_29195,2020-01-26,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,8.87,7.39,,20.68,5.91,,29.18,7.02,37.3,10.34,,-2.190476,-6.611111,2.47619,0.0,64.77,-3.0,90.548055
US_MO_29195,2020-01-27,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,6.11,6.41,8.55,21.37,7.33,4.27,29.91,7.33,33.58,4.88,,-1.007937,-3.095238,1.52381,0.036286,30.48,-1.453704,96.323357
US_MO_29195,2020-01-28,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,6.81,9.91,19.2,5.88,5.88,33.75,5.26,41.19,6.81,5.26,-0.944444,-1.722222,0.02381,0.0,50.8,-1.592593,94.785093
US_MO_29195,2020-01-29,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,5.63,5.63,8.44,25.32,6.56,10.63,34.38,5.63,32.19,6.88,5.0,-2.079365,-3.484127,-0.730159,0.381,30.48,-3.398148,88.758678
US_MO_29195,2020-01-30,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,7.01,7.96,13.38,22.94,8.6,11.15,28.35,7.01,31.22,,,-1.420635,-2.849206,1.333333,0.217714,30.48,-3.685185,83.321999
US_MO_29195,2020-01-31,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,10.06,5.84,23.36,5.84,5.51,29.2,11.35,31.46,5.19,6.49,1.349206,-1.0,4.309524,0.0,,0.0,89.327522
US_MO_29195,2020-02-01,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,9.19,8.36,6.68,17.96,,10.03,25.49,6.27,32.17,7.94,,2.634921,0.222222,7.388889,0.042333,,-0.101852,81.252701
US_MO_29195,2020-02-02,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,6.13,,,17.98,,,22.89,6.54,26.16,6.54,,8.246032,3.238095,16.825397,0.0,,1.166667,59.512558
US_MO_29195,2020-02-03,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,10.09,9.14,7.56,15.13,5.99,5.99,22.69,,34.98,5.67,4.41,10.375,4.1875,17.888889,0.0,,2.095238,55.505495
US_MO_29195,2020-02-04,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,4.29,9.18,6.73,22.65,6.12,7.96,28.46,10.71,37.34,5.82,,1.791667,-0.715278,7.270833,0.254,,-1.15873,80.236919
US_MO_29195,2020-02-05,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,5.69,6.36,11.04,14.72,9.37,7.7,22.09,,33.8,4.68,,-1.493056,-2.805556,-0.208333,0.580571,40.64,-5.960317,71.069637
US_MO_29195,2020-02-06,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,7.88,9.84,7.55,20.02,7.22,7.88,27.23,6.56,35.44,8.2,,-3.087302,-6.769841,0.706349,1.566333,30.48,-6.509259,76.977654
US_MO_29195,2020-02-07,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,4.53,9.7,10.35,16.49,9.7,7.43,21.34,9.05,30.71,4.53,,-3.0,-6.873016,1.47619,0.0,30.48,-5.953704,80.58233
US_MO_29195,2020-02-08,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,7.27,6.41,15.39,8.55,6.41,25.22,,41.9,,,-1.746032,-6.214286,2.761905,0.108857,30.48,-6.259259,70.885812
US_MO_29195,2020-02-09,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,6.9,8.93,8.53,23.95,8.12,6.5,30.04,8.12,36.13,6.09,,4.301587,-1.02381,10.007937,0.399143,,0.037037,72.791827
US_MO_29195,2020-02-10,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,5.65,6.91,10.99,13.82,7.54,5.97,24.81,6.6,39.58,6.91,,0.357143,-3.31746,6.928571,2.116667,,-2.537037,79.721463
US_MO_29195,2020-02-11,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,8.86,15.51,16.45,9.18,4.43,28.16,7.28,35.76,6.01,,1.793651,-0.912698,5.547619,0.0,,-2.888889,70.431327
US_MO_29195,2020-02-12,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,5.71,8.88,14.28,17.45,11.42,4.44,22.21,4.76,32.05,5.39,5.39,0.18254,-1.31746,3.285714,2.140857,50.8,-2.972222,79.117473
US_MO_29195,2020-02-13,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,7.16,7.87,10.38,13.96,9.3,,25.41,11.1,37.22,7.16,,-8.388889,-15.444444,0.039683,6.561667,50.8,-11.824074,74.284291
US_MO_29195,2020-02-14,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,,,,,,7.36,,16.48,6.66,,30.15,10.87,26.64,7.01,,-13.15873,-18.960317,-4.174603,0.036286,50.8,-18.222222,63.364187
US_MO_29195,2020-02-15,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,6,-9,-2,,,,,11.89,6.8,,17.84,6.37,31.85,7.64,,-1.083333,-5.898148,4.75,0.0,30.48,-7.711111,59.8857
US_MO_29195,2020-02-16,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,11,7,6,,6.42,10.43,6.82,16.44,7.62,6.42,27.27,9.62,38.1,7.22,10.03,2.037037,-4.796296,9.944444,0.0,30.48,-1.822222,74.683824
US_MO_29195,2020-02-17,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,3,-10,-22,,,5.07,8.34,13.05,12.32,7.97,19.93,6.52,31.17,7.25,7.25,5.579365,1.698413,11.206349,0.290286,30.48,2.796296,82.024768
US_MO_29195,2020-02-18,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,-1,-11,1,0,,6.97,6.97,14.57,7.29,12.99,26.61,5.7,34.53,5.07,6.02,3.261905,-0.587302,10.134921,0.290286,,-0.546296,75.515896
US_MO_29195,2020-02-19,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,3,-14,4,1,,10.16,7.86,16.38,8.52,5.9,26.54,6.22,32.11,,5.24,-0.412698,-4.412698,5.142857,0.0,,-4.203704,74.669015
US_MO_29195,2020-02-20,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,-2,2,0,1,8.46,6.83,8.46,19.86,9.44,4.56,22.13,4.88,38.73,7.16,,-3.269841,-7.15873,1.825397,0.0,,-9.361111,61.517234
US_MO_29195,2020-02-21,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,-5,-10,26,,4.54,7.46,8.1,11.02,5.51,4.54,23.66,12.96,28.2,10.05,6.16,-3.97619,-10.349206,5.015873,0.0,,-11.592593,55.397143
US_MO_29195,2020-02-22,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,8,1,5,,,,8.56,17.99,8.56,7.71,26.98,6.42,46.68,8.99,,2.039683,-4.539683,11.071429,0.0,,-7.740741,49.275824
US_MO_29195,2020-02-23,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,16,16,11,,7.96,7.54,6.29,15.51,,,18.02,10.06,39.4,,6.29,7.896825,1.97619,15.761905,0.0,,-0.166667,56.521834
US_MO_29195,2020-02-24,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,5,-11,4,2,7.5,9.06,11.25,17.5,5.31,6.87,27.18,10.94,37.49,10.31,6.87,7.079365,4.333333,12.674603,5.297714,,4.638889,84.216342
US_MO_29195,2020-02-25,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,2,1,4,0,,7.3,11.56,27.07,6.08,6.69,30.11,6.08,36.8,4.56,6.08,2.714286,0.761905,5.642857,7.910286,,1.407407,91.480095
US_MO_29195,2020-02-26,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,23,-5,8,-1,7.16,7.16,4.67,23.35,4.98,,42.34,7.16,32.37,5.29,4.36,0.753968,-1.349206,3.396825,0.834571,30.48,-2.657407,78.085914
US_MO_29195,2020-02-27,ChIJV16SvL6vw4cRPtjDn9sOByU,Q489793,geoId/29195,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2,,,,,,,22910,11446,11464,2836,3207,3114,2668,2531,2980,2695,1765,1114,1180457,39.14,-93.2,1980,77.5625,13,3,6,0,5.72,7.31,7.95,27.98,8.9,4.45,41.02,7.0,28.3,9.22,,-0.212963,-5.703704,6.583333,0.296333,30.48,-6.011111,64.171444
