location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NC_37053,2020-01-01,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,5.01,12.26,6.13,12.54,8.91,5.29,9.47,5.85,17.27,,11.42,,3.9,6.69,8.91,6.96,7.24,,6.96,9.19,6.96,23.68,6.69,8.36,,,5.57,40.4,3.9,7.8,,3.9,5.01,8.228395,3.549383,13.450617,0.0,,0.373016,58.92396
US_NC_37053,2020-01-02,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,6.18,8.25,,11.19,9.72,6.18,6.18,5.3,19.14,4.12,10.9,,4.42,8.84,5.01,6.48,7.07,7.66,5.3,7.66,11.19,28.86,8.54,7.36,,6.48,5.6,49.18,5.01,5.89,6.18,,5.3,8.074074,1.858025,15.561728,0.0,,1.674603,65.949085
US_NC_37053,2020-01-03,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,5.38,10.46,4.48,9.86,,5.08,8.67,,20.03,,11.06,,,8.37,5.68,4.78,6.58,6.88,5.68,6.28,10.16,28.99,8.07,8.07,4.18,6.88,4.78,47.23,,8.07,,,6.58,12.962963,8.283951,18.728395,0.616857,,8.547619,74.292096
US_NC_37053,2020-01-04,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,,10.68,5.63,12.75,9.49,,7.12,4.45,8.3,4.15,10.38,4.45,,9.49,6.23,5.04,5.63,5.34,6.23,7.71,8.6,26.4,5.63,6.23,5.04,4.75,,35.89,,6.82,5.63,,,15.944444,11.537037,18.666667,9.7155,,15.015873,93.7332
US_NC_37053,2020-01-05,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,,14.57,5.27,10.54,8.68,7.44,8.68,6.51,14.27,,11.78,,5.58,9.92,6.2,4.96,,,5.27,,5.58,21.09,6.82,8.37,,6.51,7.75,44.66,4.96,7.13,5.27,4.34,5.58,8.518519,4.296296,16.376543,8.47725,,2.507937,66.565395
US_NC_37053,2020-01-06,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,4.78,8.16,,13.22,7.31,7.6,,3.94,14.91,,8.72,,,9.56,4.22,5.34,,,5.63,5.91,11.25,27.29,9.85,8.72,,,3.94,38.54,,4.78,5.34,5.06,4.22,7.012346,2.814815,13.790123,1.016,,0.301587,63.986542
US_NC_37053,2020-01-07,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,7.19,11.68,8.09,9.88,10.78,,4.19,,17.07,,17.07,,5.99,8.68,5.69,8.68,5.69,6.59,,5.39,10.48,22.46,5.39,7.49,7.49,5.69,11.38,34.43,4.79,4.79,7.19,4.79,,7.17284,2.055556,15.358025,0.66675,,2.825397,75.949733
US_NC_37053,2020-01-08,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,5.94,9.07,,14.08,9.7,6.26,,,20.65,,10.32,,7.2,10.95,,,,4.69,4.38,6.26,9.38,31.6,5.32,5.94,4.69,5.94,11.57,37.85,5.63,14.08,13.77,4.38,6.88,6.481481,1.290123,13.845679,0.620889,,-1.150794,59.121445
US_NC_37053,2020-01-09,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,5.67,6.93,,11.98,9.14,5.36,,,13.24,,7.25,,,11.35,,4.73,7.25,,5.04,,9.46,29.62,6.62,11.35,,,6.93,34.98,5.04,12.29,5.36,4.41,,4.685185,1.049383,10.648148,0.0,,-2.253968,62.635436
US_NC_37053,2020-01-10,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,4.36,7.84,4.07,12.2,8.42,5.81,5.23,6.1,17.43,4.07,12.2,,6.97,7.55,,5.52,,6.1,,5.23,6.68,27.3,4.94,4.94,,5.23,4.36,38.05,5.81,8.13,5.23,6.1,5.23,10.91358,1.067901,20.722222,0.0,,5.865079,70.828461
US_NC_37053,2020-01-11,ChIJB-K9Y-Y5pYkRnZUbQ8s_96M,Q511761,geoId/37053,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2,,,,,,,26290,13017,13273,3114,3282,2873,3165,3450,4327,3469,1864,746,1232243,36.36,-75.94,1361,76.1,,,,,5.32,11.3,6.31,12.3,4.65,7.64,4.65,6.31,14.96,,7.98,,,8.31,,6.98,4.99,,,6.65,5.98,26.92,6.98,,5.65,5.65,,39.22,,10.97,9.3,,7.31,17.246914,13.141975,22.203704,0.0,,12.428571,73.383682
