location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SC_45039,2020-01-01,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,,10.6,,18.71,,22.45,,46.77,9.35,7.844444,1.794444,14.3,0.0,,-1.111111,54.773044
US_SC_45039,2020-01-02,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,,9.15,,21.34,14.03,26.22,,39.03,,7.988889,4.266667,12.488889,0.3048,,1.916667,66.237984
US_SC_45039,2020-01-03,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,,11.53,,27.32,20.03,28.53,,38.85,12.14,13.5,6.455556,22.15,0.3556,,11.625,89.007187
US_SC_45039,2020-01-04,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,,17.09,,20.89,11.4,21.53,12.03,36.72,10.76,15.905556,11.511111,20.688889,22.2504,,13.243056,84.329785
US_SC_45039,2020-01-05,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,10.94,,,19.3,10.94,25.73,,50.17,16.08,7.338889,0.888889,15.361111,1.3335,,-1.611111,54.098187
US_SC_45039,2020-01-06,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,12.18,9.28,11.02,15.66,9.28,24.37,8.7,46.41,,7.705556,1.222222,16.644444,0.0,,0.194444,60.201591
US_SC_45039,2020-01-07,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,,15.82,10.21,17.35,11.23,30.11,9.7,37.25,,8.416667,2.994444,16.144444,0.0508,,3.791667,73.448742
US_SC_45039,2020-01-08,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,16.09,11.94,10.9,11.94,16.61,43.09,7.79,39.97,17.65,6.888889,-0.783333,16.6,0.127,,-1.993056,54.296359
US_SC_45039,2020-01-09,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,,9.19,8.17,12.77,12.26,33.7,13.28,38.3,18.89,7.172222,-0.294444,16.083333,0.0,,-1.465278,54.832096
US_SC_45039,2020-01-10,ChIJg3TpYTEaVogR7_-AHbwnl9A,Q505975,geoId/45039,US,United States of America,SC,South Carolina,45039,Fairfield County,US,USA,2,,,,,,,22593,10777,11816,2257,2599,2637,2219,2638,3654,3659,2000,930,2532506,34.4,-81.13,1839,76.25,,,,,,12.54,,8.89,17.25,,25.61,,41.81,,11.716667,7.755556,17.183333,0.084667,,5.833333,67.458321
