location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18023,2020-01-01,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.56,5.83,4.77,7.68,4.5,4.5,3.97,11.65,9.27,5.03,5.56,6.09,3.97,4.24,3.97,4.5,5.56,20.13,,3.71,,,5.03,36.02,,4.5,7.15,,4.77,1.255556,-2.066667,6.488889,0.0,,-2.461111,76.640737
US_IN_18023,2020-01-02,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,6.19,6.45,9.29,5.16,,4.9,3.61,18.57,10.06,3.87,8.0,6.45,,4.64,4.64,4.64,5.16,26.83,4.9,6.45,,6.19,8.0,27.34,4.13,6.45,5.67,4.13,,5.816667,-0.405556,10.838889,0.0,,-0.155556,65.859968
US_IN_18023,2020-01-03,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,7.68,5.63,6.91,7.94,4.61,5.63,4.1,9.99,7.94,,11.52,5.38,5.12,3.58,,4.87,7.17,19.21,,4.87,4.1,,4.35,38.41,4.1,7.17,,,4.1,6.6,4.116667,9.688889,2.7178,,5.938889,95.639692
US_IN_18023,2020-01-04,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.95,5.18,6.73,6.47,6.73,5.7,4.92,16.05,9.32,4.66,7.25,4.66,4.66,3.88,4.92,4.14,6.73,18.12,6.99,4.92,5.44,,5.18,33.14,,4.92,5.18,3.62,3.88,2.177778,0.205556,6.627778,0.53975,,1.080247,92.472552
US_IN_18023,2020-01-05,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,7.72,7.21,3.6,6.69,4.63,3.6,4.12,10.55,7.21,3.6,8.24,5.41,,,5.15,,5.92,19.56,4.38,5.66,,,5.15,30.63,,6.69,3.86,3.86,5.92,0.572222,-3.733333,7.416667,0.0254,,-2.983333,77.31698
US_IN_18023,2020-01-06,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.0,7.5,7.75,7.0,,5.5,7.0,16.5,6.25,4.5,5.5,,3.75,,5.75,,4.75,21.5,5.75,5.75,,,5.0,30.74,,5.75,,,4.0,1.533333,-3.494444,6.977778,0.0,,-2.533333,74.74779
US_IN_18023,2020-01-07,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,7.25,7.73,10.15,4.83,4.11,3.87,3.87,11.84,5.8,4.35,9.42,4.35,3.87,,3.87,3.62,7.73,20.3,7.49,7.01,3.62,4.59,4.59,32.14,5.07,4.35,4.83,3.87,,0.633333,-4.566667,6.605556,0.0,,-3.533333,74.11754
US_IN_18023,2020-01-08,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.85,4.14,8.53,3.9,,4.63,4.39,10.48,8.29,3.41,11.21,5.61,5.12,4.39,,4.14,7.31,27.78,,7.8,,,4.39,31.44,,9.75,4.39,,4.39,-1.261111,-4.7,4.827778,0.0,,-7.077778,64.85999
US_IN_18023,2020-01-09,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,6.47,7.91,8.63,5.99,3.35,6.23,4.07,11.02,7.67,5.03,7.43,6.71,7.19,,,,7.91,25.16,5.51,5.75,4.07,4.79,4.79,32.11,,10.06,,3.83,,0.877778,-5.027778,11.427778,0.036286,,-6.016667,60.383777
US_IN_18023,2020-01-10,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.95,5.66,6.13,5.89,7.07,3.53,4.24,10.84,6.83,,9.43,4.24,6.13,,,5.42,7.07,22.86,,4.95,,4.95,7.78,33.22,,8.01,4.48,4.01,4.71,9.355556,6.094444,12.705556,19.05,,7.594444,88.911612
US_IN_18023,2020-01-11,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,7.06,7.58,8.37,7.58,6.28,4.45,,14.38,6.01,,8.37,4.71,3.66,,,,4.97,25.37,7.32,9.68,,3.66,3.92,41.06,4.97,4.97,7.58,3.92,4.71,11.311111,3.55,15.683333,25.4635,,10.572222,95.306389
US_IN_18023,2020-01-12,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,6.54,9.42,7.59,6.02,6.02,6.54,,11.77,6.8,3.92,9.16,,5.23,3.66,,4.71,,18.84,7.33,3.92,,4.19,4.45,34.27,,5.23,5.76,,4.19,0.938889,-0.55,3.644444,23.0505,,0.016667,93.66598
US_IN_18023,2020-01-13,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.49,5.49,5.01,5.72,5.96,6.44,5.01,10.49,4.77,5.25,7.87,3.58,4.05,5.49,,5.72,6.92,18.37,6.68,3.34,,3.82,,31.48,5.01,,5.25,5.25,4.53,2.333333,-0.072222,3.616667,0.3175,,0.8,89.79311
US_IN_18023,2020-01-14,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.36,7.68,7.94,7.43,4.36,4.61,,11.78,10.5,4.61,9.22,5.38,4.1,,4.87,3.84,6.4,19.72,,4.87,4.36,5.63,7.17,30.99,4.36,5.63,4.61,,3.59,2.522222,-0.505556,6.905556,0.0,,1.533333,93.289595
US_IN_18023,2020-01-15,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.23,6.72,4.48,6.97,,4.73,3.73,12.2,7.47,5.72,5.97,4.23,,5.72,,5.48,8.96,19.91,3.73,7.47,,4.98,,34.35,4.98,5.97,4.73,,3.98,2.25,-1.027778,7.172222,0.042333,,2.05,98.608079
US_IN_18023,2020-01-16,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.17,6.65,,6.4,,5.17,4.43,11.33,7.39,,11.08,4.43,4.43,4.43,4.19,3.94,7.39,23.89,6.16,6.4,,3.45,6.16,34.47,,3.45,7.88,3.45,4.19,0.027778,-4.188889,6.533333,0.0,,-2.372222,84.09798
US_IN_18023,2020-01-17,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,,7.19,10.31,6.95,5.03,4.55,4.08,11.99,4.08,,9.35,3.6,5.51,,3.6,6.23,5.03,24.21,4.08,6.23,3.84,4.08,,28.77,,3.84,3.6,6.95,,-4.5,-6.933333,1.255556,0.0,,-8.238889,75.315155
US_IN_18023,2020-01-18,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.2,4.94,10.39,7.54,7.02,5.2,,10.91,7.54,3.64,7.8,5.2,7.54,,,5.46,5.46,14.29,5.2,5.46,,,5.72,30.93,,7.02,5.46,,,1.127778,-4.711111,6.455556,11.43,,-0.5,89.027332
US_IN_18023,2020-01-19,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,,5.88,8.44,5.62,,,3.58,9.46,4.86,,5.88,5.37,3.83,3.58,,7.67,6.39,18.15,6.39,5.11,4.34,4.86,4.09,33.74,,4.09,6.64,5.11,6.64,-10.25,-14.011111,-2.255556,5.0165,,-13.405556,77.882941
US_IN_18023,2020-01-20,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.34,4.64,7.89,6.5,4.41,3.25,5.34,11.84,8.12,3.48,6.5,4.41,4.87,3.71,4.41,,7.2,21.12,,6.96,4.18,,3.95,29.48,,5.8,,,4.64,-8.311111,-12.677778,-2.955556,0.0,,-10.527778,84.30214
US_IN_18023,2020-01-21,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.36,5.08,,7.26,3.63,5.08,,13.79,7.74,4.84,8.95,5.32,4.84,,3.87,6.78,5.81,27.59,7.5,7.02,,3.63,4.6,37.27,6.53,7.99,5.81,,4.84,-3.505556,-8.733333,-0.805556,0.0,,-6.155556,82.122917
US_IN_18023,2020-01-22,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,5.43,8.15,11.85,6.17,4.69,7.41,,12.84,6.42,,10.12,5.68,3.7,3.95,3.46,9.63,6.67,23.45,9.63,4.94,,7.65,8.64,35.55,3.7,6.91,4.2,,6.17,-3.894444,-7.883333,1.327778,0.0,,-7.166667,78.264005
US_IN_18023,2020-01-23,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.61,5.58,10.67,4.85,4.36,3.64,,17.94,11.15,3.88,7.76,5.09,6.54,6.06,,3.88,4.36,24.73,5.58,5.58,,,4.85,33.21,5.58,5.33,,4.36,,1.611111,-4.944444,6.111111,0.0,,-4.911111,62.343116
US_IN_18023,2020-01-24,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,3.77,4.95,9.43,5.89,3.77,3.77,3.54,20.03,8.95,,11.78,5.89,6.13,4.48,,4.01,6.13,29.22,5.66,7.3,,5.42,3.54,27.8,3.77,3.77,5.18,3.3,4.48,3.338889,0.083333,5.533333,1.27,,2.466667,94.075482
US_IN_18023,2020-01-25,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.89,10.32,8.15,4.62,,,5.16,24.18,7.33,,10.32,4.07,,4.35,,4.62,5.16,30.42,6.25,5.43,,4.89,6.52,34.77,,4.89,5.7,5.43,5.7,0.944444,-0.3,4.333333,2.63525,,0.533333,97.129195
US_IN_18023,2020-01-26,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,,6.68,10.38,4.95,,5.69,4.45,21.51,6.43,6.18,3.46,,4.45,5.19,,5.93,4.7,31.4,,8.65,,4.2,5.44,31.65,3.46,4.7,4.45,3.96,,0.066667,-0.822222,2.222222,0.889,30.48,-0.822222,93.884671
US_IN_18023,2020-01-27,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.54,6.45,9.56,7.41,5.5,8.12,,26.29,8.12,3.58,11.95,3.58,,5.02,,3.82,6.69,34.41,5.97,5.26,,5.02,5.5,32.5,4.06,5.02,9.8,5.74,6.69,-0.761111,-2.166667,1.866667,0.0,,-1.822222,92.673066
US_IN_18023,2020-01-28,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.79,5.5,10.29,4.79,3.59,4.55,,25.61,11.49,,8.14,5.5,5.98,6.7,3.35,4.55,7.66,35.42,5.27,6.46,,4.79,3.35,31.59,4.55,7.9,6.7,4.79,,-0.272222,-1.62963,0.549383,0.0,,-1.066667,94.491313
US_IN_18023,2020-01-29,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,7.21,6.25,7.69,7.45,3.84,7.21,3.36,31.47,8.89,4.33,9.37,4.57,4.33,6.73,3.36,,5.04,40.36,5.04,6.49,3.84,,6.01,32.67,4.33,8.65,,,,-0.222222,-0.894444,0.622222,0.0,,-1.955556,88.283982
US_IN_18023,2020-01-30,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,,6.18,8.4,7.66,4.94,4.2,,31.64,11.87,,9.39,3.96,4.2,4.7,3.96,4.7,8.16,48.2,5.19,8.4,5.93,,,34.61,4.2,5.68,4.2,4.45,4.45,-0.094444,-0.95,1.172222,0.0,,-2.427778,84.69398
US_IN_18023,2020-01-31,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,,5.02,6.46,3.59,4.55,,4.07,28.95,6.22,,9.09,,4.55,5.74,,3.59,6.7,34.21,4.31,3.59,3.59,3.59,5.26,28.71,5.02,4.55,,,5.5,0.572222,-0.877778,3.277778,0.0,,-1.338889,87.296017
US_IN_18023,2020-02-01,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,,7.84,5.75,7.06,4.71,5.49,,22.49,8.63,,7.32,6.28,6.8,7.32,,3.92,4.71,30.07,3.66,6.8,,3.66,,30.59,,5.49,,4.97,4.71,1.466667,-0.444444,3.722222,0.5588,,0.477778,93.278648
US_IN_18023,2020-02-02,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.43,7.3,4.7,8.35,4.7,4.43,,20.87,6.78,5.48,9.39,,3.91,7.57,5.22,7.3,6.78,27.91,,5.74,,4.96,,31.05,,9.65,3.91,,,5.483333,0.4,15.961111,0.056444,,1.188889,74.309409
US_IN_18023,2020-02-03,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,3.79,5.56,8.09,5.56,,5.82,,15.68,10.37,5.31,7.84,4.55,4.8,6.32,4.55,5.82,4.8,29.34,5.31,6.32,4.55,4.3,4.05,28.83,4.3,5.82,,3.79,4.8,7.211111,-0.694444,15.105556,0.0,,3.516667,77.976463
US_IN_18023,2020-02-04,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,6.58,7.05,9.88,8.7,4.47,4.7,5.41,23.75,8.46,4.23,7.99,4.0,5.64,9.17,4.47,6.35,3.29,26.57,3.29,7.29,4.47,6.58,5.17,32.21,4.0,5.17,7.05,,4.94,7.777778,0.272222,14.85,1.7145,,4.638889,80.945802
US_IN_18023,2020-02-05,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,6.27,8.36,6.97,6.04,,3.95,4.18,20.44,9.99,3.48,9.99,,5.34,6.27,4.18,3.72,4.18,24.85,,5.57,4.64,,4.41,34.61,,4.88,5.34,6.5,3.25,0.05,-1.75,1.416667,3.46075,30.48,-3.211111,79.186944
US_IN_18023,2020-02-06,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,6.04,5.58,6.04,5.11,6.04,5.11,,22.54,9.06,4.18,11.62,3.48,,6.51,,3.95,6.51,23.23,4.18,6.04,3.25,,4.18,28.58,,4.18,4.65,3.95,3.95,-2.677778,-3.333333,-0.033333,1.93675,30.48,-3.577778,93.653495
US_IN_18023,2020-02-07,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.32,8.13,4.58,5.85,,4.83,5.59,21.61,8.13,,6.36,3.81,5.08,5.34,,3.81,4.32,26.18,5.85,3.81,3.81,4.07,,31.52,3.81,4.58,4.07,,,-2.838889,-5.611111,1.138889,0.2032,,-4.761111,86.852004
US_IN_18023,2020-02-08,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,4.78,8.24,10.1,7.97,4.25,6.38,,21.79,8.77,3.72,6.38,4.25,7.44,6.38,5.32,,6.91,27.64,4.52,4.52,5.58,,4.52,32.15,,3.99,3.99,3.72,,-1.366667,-5.183333,0.938889,0.6604,,-2.527778,91.967307
US_IN_18023,2020-02-09,ChIJD6U9Qu-fE4gRa8_d75DFrZg,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,16013,16182,4526,4660,3831,3797,3863,4252,3656,2094,1516,1812954,40.3,-86.48,1050,77.5375,,,,,,5.12,7.94,5.89,,5.89,4.35,17.16,8.45,3.84,8.45,,3.58,8.71,,3.84,5.63,20.23,6.15,6.4,,4.1,6.15,37.64,,6.15,3.84,5.63,,-1.744444,-6.244444,1.644444,3.46075,,-2.983333,91.408779
