location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28145,2020-01-01,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,,,17.93,,21.52,10.76,35.86,,5.05,-0.988889,12.816667,0.0,,-2.513889,57.311937
US_MS_28145,2020-01-02,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,6.03,10.46,,17.3,12.47,22.12,7.24,44.65,8.45,10.088889,6.977778,13.355556,1.778,,5.152778,71.073824
US_MS_28145,2020-01-03,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,9.25,6.43,20.5,10.05,15.28,,43.82,6.03,13.994444,11.488889,15.816667,36.285714,,12.541667,91.599351
US_MS_28145,2020-01-04,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,7.0,7.44,,9.19,9.63,18.38,7.88,30.64,,9.033333,3.561111,14.588889,3.955143,,4.402778,72.715165
US_MS_28145,2020-01-05,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,10.53,,16.67,14.47,23.25,,32.02,9.65,4.35,-1.766667,15.522222,0.3302,,-0.881944,67.18507
US_MS_28145,2020-01-06,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,10.27,,13.14,9.04,23.41,,40.66,,8.1,0.888889,16.816667,0.0,,3.333333,71.241257
US_MS_28145,2020-01-07,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,5.57,11.51,5.94,12.99,12.99,27.84,7.05,37.86,10.02,9.127778,2.716667,14.222222,0.0,,1.298611,57.579173
US_MS_28145,2020-01-08,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,12.24,10.02,8.9,8.9,12.98,30.42,5.57,38.95,12.61,5.777778,-1.816667,16.972222,0.0,,-2.416667,54.454285
US_MS_28145,2020-01-09,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,6.73,10.46,12.71,9.72,27.28,5.98,26.54,7.85,9.638889,2.855556,17.466667,0.0,,0.256944,51.843727
US_MS_28145,2020-01-10,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,9.37,,9.37,,20.68,,34.73,7.03,16.394444,14.472222,19.438889,1.524,,10.715278,68.549785
US_MS_28145,2020-01-11,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,7.04,6.21,,9.52,,26.08,7.87,40.98,7.45,16.716667,9.811111,20.994444,11.43,,14.409722,87.447587
US_MS_28145,2020-01-12,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,8.18,6.82,9.09,8.18,10.91,18.19,,37.28,7.28,6.733333,3.688889,10.622222,41.190333,,3.548611,81.594938
US_MS_28145,2020-01-13,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,8.12,6.65,9.97,7.39,19.2,6.65,33.61,,6.466667,2.2,13.577778,0.09525,,4.208333,84.837791
US_MS_28145,2020-01-14,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,6.76,12.4,11.27,11.65,,24.05,13.9,43.21,,14.705556,10.688889,17.733333,7.765143,,12.388889,87.352169
US_MS_28145,2020-01-15,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,9.31,,13.4,11.17,14.89,7.45,39.46,5.96,17.6,14.877778,20.777778,10.12825,,15.460317,88.174871
US_MS_28145,2020-01-16,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,11.32,6.37,6.01,14.86,10.26,24.06,,34.32,,13.761111,8.588889,19.922222,12.657667,,9.493056,75.604197
US_MS_28145,2020-01-17,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,5.75,9.35,7.55,10.79,11.5,27.32,11.14,36.31,,8.3,4.511111,14.816667,0.0,,-0.951389,51.732678
US_MS_28145,2020-01-18,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,7.96,10.62,,16.37,8.4,26.1,9.73,35.39,,13.788889,9.355556,16.644444,2.159,,6.909722,62.477731
US_MS_28145,2020-01-19,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,6.56,,,7.0,8.31,24.5,,34.12,,5.433333,0.155556,14.166667,4.402667,,-5.263889,45.737289
US_MS_28145,2020-01-20,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,8.79,7.19,9.19,16.38,11.18,23.96,7.19,33.55,9.19,-2.011111,-5.127778,3.683333,0.0,,-8.965278,58.105743
US_MS_28145,2020-01-21,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,12.56,,13.64,5.74,22.25,9.69,46.66,,-1.988889,-4.727778,3.8,0.0,,-8.819444,58.619285
US_MS_28145,2020-01-22,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,9.65,7.86,20.36,10.0,23.22,8.93,32.87,,-0.488889,-5.205556,6.95,0.0,,-7.520833,57.904746
US_MS_28145,2020-01-23,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,,10.74,6.24,15.59,6.58,29.45,8.66,33.95,7.62,4.422222,1.144444,6.722222,2.159,,-1.145833,66.889052
US_MS_28145,2020-01-24,ChIJc2eCIjYcfogR9mM-APEHROk,Q115344,geoId/28145,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2,,,,,,,28486,13963,14523,3867,3925,3598,3522,3708,3582,3147,2014,1123,1833660,34.49,-89.0,1080,76.016667,,,,,,9.56,7.79,,17.36,7.44,27.63,,30.82,,6.2,4.111111,7.772222,13.419667,,3.618056,84.318561
