location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13261,2020-01-11,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,9.32,14.41,,7.63,5.93,14.41,10.17,,13.99,,,,,5.93,36.03,,10.6,,,42.81,,10.17,9.32,6.36,20.388889,16.228395,24.061728,6.676571,17.5625,83.871026
US_GA_13261,2020-01-12,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,7.09,10.01,8.34,11.26,6.25,7.09,22.94,,,12.09,6.67,,5.84,,11.68,27.94,10.43,7.92,,,38.78,6.25,10.84,,6.67,18.203704,14.549383,23.407407,25.950333,16.590278,90.051569
US_GA_13261,2020-01-13,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,4.97,7.09,12.77,,,11.0,13.48,5.67,6.03,12.77,,,,,5.67,30.15,9.58,4.97,,,54.27,,13.12,5.67,8.16,19.845679,16.962963,23.530864,7.112,18.951389,95.049466
US_GA_13261,2020-01-14,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,7.8,14.66,7.17,7.17,8.42,15.91,7.17,4.68,9.98,,4.99,,,6.86,24.02,,9.67,5.93,,37.74,5.3,9.36,12.16,7.8,19.351852,15.864198,24.493827,0.798286,18.013889,91.675148
US_GA_13261,2020-01-15,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,5.69,6.4,7.82,11.38,9.24,10.31,20.26,11.73,,11.02,9.24,,6.4,6.4,9.24,28.44,,11.73,,,49.76,6.04,7.82,5.69,8.53,18.666667,15.635802,23.623457,8.551333,17.173611,91.238643
US_GA_13261,2020-01-16,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,4.98,8.78,9.95,14.34,7.61,4.98,16.1,9.37,4.1,10.83,5.85,7.61,4.39,,9.66,24.59,5.27,8.78,5.85,4.39,36.0,,,4.39,,19.604938,15.561728,24.283951,1.36525,15.798611,79.138382
US_GA_13261,2020-01-17,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,5.57,6.32,11.89,6.69,,6.69,21.55,14.86,,9.29,,6.69,7.06,5.95,9.29,31.59,,7.43,,,35.67,,,,6.32,14.024691,9.932099,20.938272,0.282222,-0.076389,38.453241
US_GA_13261,2020-01-18,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,8.32,9.19,11.82,,7.0,8.32,20.14,11.38,,6.57,,,,,12.7,24.95,,9.63,,,58.23,,11.38,,7.0,11.888889,6.919753,20.32716,0.03175,4.680556,62.220826
US_GA_13261,2020-01-19,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,8.09,,13.2,6.81,,,18.74,11.07,,,,7.24,,,7.24,26.83,8.09,9.37,5.96,,46.42,6.81,7.24,6.81,,14.462963,6.833333,19.135802,6.688667,8.618056,68.324184
US_GA_13261,2020-01-20,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,10.58,12.21,8.55,6.92,,24.83,12.62,,17.09,,7.33,6.92,6.11,12.62,32.15,7.73,,6.51,5.7,41.11,,,8.55,8.95,4.432099,-0.641975,9.617284,1.354667,-5.680556,47.978037
US_GA_13261,2020-01-21,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,8.63,6.16,13.86,6.47,5.24,,20.03,8.01,4.31,12.02,,6.16,,,12.63,36.05,7.39,6.78,,6.78,41.9,,12.94,5.24,5.24,1.833333,-2.777778,7.95679,0.0,-6.569444,53.705601
US_GA_13261,2020-01-22,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,5.19,5.8,14.96,10.99,6.41,,16.8,10.38,,8.86,,7.63,6.41,,10.08,33.29,,8.25,7.63,,47.03,7.33,7.02,5.8,4.28,3.04321,-3.450617,12.561728,0.0,-7.701389,44.799246
US_GA_13261,2020-01-23,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,9.19,7.05,10.41,7.35,7.05,5.51,20.22,10.72,8.58,7.35,5.51,,4.29,4.9,12.87,33.7,5.82,6.43,,6.43,41.05,5.82,10.72,7.35,6.43,7.876543,4.364198,12.938272,0.108857,-0.819444,54.507926
US_GA_13261,2020-01-24,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,9.78,13.15,6.42,5.5,6.42,19.26,6.12,,11.31,,6.12,,,8.87,34.85,6.42,8.56,,,33.63,,7.34,4.59,6.12,12.91358,7.290123,18.975309,8.932333,10.777778,87.569352
US_GA_13261,2020-01-25,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,6.77,18.61,12.27,9.73,9.3,8.04,25.8,10.57,8.88,11.42,,6.34,5.92,,,36.79,10.15,10.15,,5.92,43.14,,14.38,8.04,,8.765432,3.024691,17.012346,1.778,3.131944,67.299952
US_GA_13261,2020-01-26,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,8.28,7.49,10.25,,,27.2,8.67,,6.7,,,6.7,,6.7,42.96,6.31,11.82,,7.88,48.09,,11.43,,,7.783951,1.339506,14.518519,0.0,1.6875,64.745631
US_GA_13261,2020-01-27,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,8.31,7.16,8.6,,7.16,21.49,12.03,5.44,8.88,4.87,5.16,6.88,,8.02,35.24,,6.88,,6.88,41.54,4.87,7.45,5.16,6.3,10.32716,4.117284,14.222222,0.973667,7.159722,80.454211
US_GA_13261,2020-01-28,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,4.76,8.33,12.79,7.73,4.76,6.54,21.71,5.95,4.46,10.11,4.46,6.25,4.46,7.14,10.11,39.26,6.54,7.43,,4.76,40.15,,15.76,8.03,7.14,9.055556,1.5,17.753086,0.169333,3.381944,67.390692
US_GA_13261,2020-01-29,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,5.33,6.27,12.53,9.09,9.4,8.77,26.95,12.53,8.15,16.92,5.33,11.28,6.58,,12.22,46.69,6.58,9.4,,9.71,47.31,,22.87,5.01,,6.975309,1.58642,15.141975,0.169333,3.743056,79.773745
US_GA_13261,2020-01-30,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,4.59,6.23,13.78,10.5,5.25,4.92,34.78,9.52,,14.11,,6.56,5.91,,12.14,36.09,8.86,8.2,7.22,8.2,39.37,,7.22,8.2,8.53,9.537037,4.012346,16.685185,3.429,5.888889,78.397778
US_GA_13261,2020-01-31,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,4.12,5.76,10.15,10.43,3.84,,23.05,7.96,4.67,8.23,,5.49,5.49,4.94,8.23,29.91,5.76,5.21,5.21,4.67,34.3,,4.12,4.39,,8.475309,5.302469,13.907407,1.185333,5.833333,84.082904
US_GA_13261,2020-02-01,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,,11.96,11.54,,,27.77,11.54,9.83,10.25,,,,,9.83,33.75,5.98,8.97,,5.98,44.43,,,5.98,7.69,7.253086,5.938272,10.617284,4.910667,5.888889,91.262225
US_GA_13261,2020-02-02,ChIJPwlL9uNZ8ogRPkGrfuYIwSo,Q503076,geoId/13261,US,United States of America,GA,Georgia,13261,Sumter County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29901,14091,15810,3735,4242,4895,3262,3221,3819,3422,2170,1135,1073780,32.04,-84.2,1276,75.9,,,,,,11.13,11.95,9.48,,8.65,30.09,10.3,,11.54,,,,7.83,,32.15,,7.01,6.18,,45.75,12.37,8.24,5.77,7.83,9.179012,2.469136,18.098765,0.0,3.4375,67.093687
