location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19083,2020-01-01,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,16.6,14.31,,18.89,,36.07,-2.205556,-8.105556,6.45,0.0254,30.48,-5.122222,80.606936
US_IA_19083,2020-01-02,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,12.21,15.26,,20.86,9.67,22.39,3.116667,-0.95,6.494444,0.0,30.48,0.755556,84.765782
US_IA_19083,2020-01-03,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,9.44,12.58,,15.21,7.87,30.94,0.333333,-1.155556,2.722222,0.0,,-1.191358,89.60096
US_IA_19083,2020-01-04,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,9.82,10.98,,20.22,,32.93,-2.588889,-5.905556,0.861111,1.481667,,-3.75,91.859299
US_IA_19083,2020-01-05,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,,11.23,9.54,20.77,,27.5,0.683333,-5.011111,4.838889,0.0,30.48,-2.8,77.748325
US_IA_19083,2020-01-06,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,11.81,16.94,7.7,33.88,,32.34,-1.277778,-6.494444,4.227778,0.0,30.48,-4.538889,78.952732
US_IA_19083,2020-01-07,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,,12.86,,24.17,,28.29,-1.094444,-5.655556,2.827778,0.0,,-4.0,81.123946
US_IA_19083,2020-01-08,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,10.44,14.09,,34.43,9.91,35.48,-7.722222,-12.455556,-0.938889,0.0,,-13.316667,64.467997
US_IA_19083,2020-01-09,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,,13.6,,17.79,9.94,27.2,1.638889,-6.927778,11.944444,0.0,,-3.705556,67.980214
US_IA_19083,2020-01-10,ChIJ37Utn9Mu7ocRaVM9AM-Fp2c,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2,,,,,,,17073,8598,8475,1767,2178,1905,1913,1827,2460,2410,1419,1194,1792948,42.373889,-93.244722,1476,80.033333,,,,8.65,13.74,9.16,26.47,,21.38,-2.855556,-6.011111,3.666667,0.0,,-4.877778,86.161088
